,Gabbys Ideal,Motu Amethyst Nz,Judge Jujon,Voodoo Fella,Sharp Shooter,Rock Supreme,Jet Force,Miss Mia,Miss Fernandez
15-12-2022 15:36:42.799622,"(3.9, 5.4, 4.275)","(7.5, 99999, 99990)","(11.0, 18.5, 14.5)","(8.5, 12.5, 11.214285714285715)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.25)","(6.5, 8.8, 6.933333333333334)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:43.936679,"(3.9, 5.3, 4.9625)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.8, 8.177777777777777)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:45.020561,"(3.9, 5.3, 4.85)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.8, 8.177777777777777)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:46.105683,"(3.9, 5.3, 4.85)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.8, 7.4)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:47.176742,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.6, 7.4)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:48.239544,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.6, 7.866666666666667)","(3.5, 5.1, 4.29)"
15-12-2022 15:36:49.314377,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.29)"
15-12-2022 15:36:50.395775,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.271428571428572)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.7318181818181815)"
15-12-2022 15:36:51.502662,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.588888888888889)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:52.636828,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.588888888888889)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:53.739569,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.588888888888889)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:54.856048,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:55.940366,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:57.017882,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:58.140027,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.4, 7.184615384615384)","(3.5, 5.1, 4.6125)"
15-12-2022 15:36:59.229456,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.2, 6.314285714285714)","(3.5, 5.1, 4.6125)"
15-12-2022 15:37:00.270317,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.2, 6.666666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:37:01.333276,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.0, 6.666666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:37:02.429834,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.385714285714286)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.02)","(6.5, 8.0, 6.666666666666667)","(3.5, 5.1, 4.6125)"
15-12-2022 15:37:03.540598,"(3.9, 5.3, 4.6)","(7.5, 99999, 99990)","(11.0, 18.5, 16.5)","(8.5, 12.5, 11.433333333333334)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.0, 7.7666666666666675)","(6.5, 8.0, 7.542857142857143)","(3.5, 5.1, 4.583333333333333)"
15-12-2022 15:37:04.683662,"(3.9, 5.2, 4.875)","(7.5, 99999, 99990)","(11.0, 18.0, 16.166666666666664)","(8.5, 12.0, 11.85)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 8.8, 7.1)","(6.5, 7.8, 7.885714285714285)","(3.5, 5.0, 4.6499999999999995)"
15-12-2022 15:37:05.760342,"(3.9, 5.2, 4.875)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 12.5, 11.028571428571428)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.2, 7.1)","(6.5, 8.2, 7.5)","(3.5, 5.1, 4.949999999999999)"
15-12-2022 15:37:06.834380,"(3.9, 5.2, 4.875)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 12.0, 10.67142857142857)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.2, 7.1)","(6.5, 8.0, 7.5)","(3.5, 5.1, 4.949999999999999)"
15-12-2022 15:37:07.907089,"(3.9, 5.2, 4.875)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 10.67142857142857)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.2, 7.1)","(6.5, 8.0, 7.5)","(3.5, 5.1, 4.949999999999999)"
15-12-2022 15:37:08.996363,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.2, 7.1)","(6.5, 8.2, 7.885714285714285)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:10.085259,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.2, 7.1)","(6.5, 8.2, 7.885714285714285)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:11.220025,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 49.5)","(19.0, 32.0, 24.5)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.771428571428572)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:12.298177,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 50.0)","(19.0, 32.0, 24.75)","(5.5, 9.2, 7.1)","(6.5, 8.4, 7.771428571428572)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:13.361421,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 50.0)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.4, 8.366666666666667)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:14.458146,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 50.0)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.8, 7.914285714285715)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:15.527274,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.142857142857146)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.914285714285715)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:16.677752,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.142857142857146)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 8.366666666666667)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:17.829983,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.8)","(31.0, 70.0, 59.142857142857146)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.8, 8.366666666666667)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:18.981323,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 10.5, 9.45)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.8, 8.366666666666667)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:20.126311,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 10.5, 9.45)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.8, 8.366666666666667)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:21.186248,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 10.5, 9.95)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.8, 6.964705882352941)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:22.236663,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.8, 7.771428571428572)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:23.268302,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.4, 7.628571428571428)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:24.348848,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.2, 7.699999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:25.402398,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 60.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.04)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:26.454952,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:27.489091,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:28.562673,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:29.659540,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:30.726710,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:31.835158,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.9375)"
15-12-2022 15:37:33.020651,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 8.274999999999999)","(3.5, 5.1, 4.733333333333333)"
15-12-2022 15:37:34.206222,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.866666666666667)","(3.5, 5.0, 4.583333333333333)"
15-12-2022 15:37:35.337884,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.4, 7.866666666666667)","(3.5, 5.0, 4.716666666666667)"
15-12-2022 15:37:36.423929,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.4, 8.274999999999999)","(3.5, 4.9, 4.8)"
15-12-2022 15:37:37.530793,"(3.9, 5.2, 5.021428571428571)","(7.5, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 8.274999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:38.599871,"(3.8, 5.2, 5.021428571428571)","(8.0, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 8.274999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:39.666079,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 64.33333333333334)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:40.760918,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 64.33333333333334)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:41.847499,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:42.958876,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:44.078744,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.8)"
15-12-2022 15:37:45.211346,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 8.274999999999999)","(3.5, 5.0, 4.583333333333333)"
15-12-2022 15:37:46.249902,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.583333333333333)"
15-12-2022 15:37:47.298006,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.9)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.583333333333333)"
15-12-2022 15:37:48.331336,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.9)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 59.33333333333333)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.521428571428571)"
15-12-2022 15:37:49.398412,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.057142857142857)","(31.0, 70.0, 61.42857142857143)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.733333333333333)"
15-12-2022 15:37:50.526429,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 61.42857142857143)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.583333333333333)"
15-12-2022 15:37:51.599039,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 16.166666666666664)","(8.5, 11.5, 9.95)","(31.0, 70.0, 61.42857142857143)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 4.9, 4.516666666666667)"
15-12-2022 15:37:52.630144,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.0)","(31.0, 70.0, 61.42857142857143)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 4.9, 4.716666666666667)"
15-12-2022 15:37:53.647658,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.0)","(31.0, 70.0, 61.42857142857143)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 4.9, 4.9818181818181815)"
15-12-2022 15:37:54.643835,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 19.0, 15.571428571428571)","(8.5, 11.5, 11.0)","(31.0, 70.0, 61.42857142857143)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.683333333333334)"
15-12-2022 15:37:55.743122,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 62.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.7125)"
15-12-2022 15:37:56.821691,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 62.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.0, 4.991666666666666)"
15-12-2022 15:37:57.926726,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 62.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.819999999999999)","(3.5, 5.1, 4.449999999999999)"
15-12-2022 15:37:59.188974,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 62.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.449999999999999)"
15-12-2022 15:38:00.371027,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 62.5)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.449999999999999)"
15-12-2022 15:38:01.456871,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.449999999999999)"
15-12-2022 15:38:02.514511,"(3.8, 5.2, 5.0285714285714285)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.991666666666666)"
15-12-2022 15:38:03.651525,"(3.8, 5.2, 4.575)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.991666666666666)"
15-12-2022 15:38:04.784641,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.991666666666666)"
15-12-2022 15:38:05.906140,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.991666666666666)"
15-12-2022 15:38:06.960791,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.991666666666666)"
15-12-2022 15:38:07.957963,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.921428571428571)"
15-12-2022 15:38:08.983618,"(3.8, 5.2, 5.061111111111112)","(8.0, 99999, 99990)","(11.0, 19.0, 13.375)","(8.5, 11.5, 11.0)","(31.0, 70.0, 59.6)","(19.0, 32.0, 26.2)","(5.5, 9.2, 7.1)","(6.5, 8.6, 7.8)","(3.5, 5.1, 4.921428571428571)"
