,Mine To Hold,Royal Crusader,Respect For All,Charitable Visit,Auts Revolution,Uncle Jerome,Raise A Speights,The Iron Bank
12-01-2023 11:39:06.158131,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:07.439534,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:08.950253,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:10.323198,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:11.689278,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:13.098549,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:14.425421,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:15.730470,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:17.033746,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:18.348771,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:19.756508,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:20.988078,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:22.228479,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:23.500765,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:24.840947,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:26.176986,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:27.432084,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:28.694504,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:29.996075,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:31.324871,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:32.701975,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:34.060045,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:35.348512,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:36.600548,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:37.903565,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:39.430323,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:40.824400,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:42.194781,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:43.694667,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:45.102037,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:46.713147,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:48.090900,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:49.462716,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:50.749472,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:52.041431,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:53.413317,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:54.784359,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:56.086632,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:57.381651,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:58.713764,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:39:59.979075,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:40:01.282556,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:40:02.589324,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:40:03.877143,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:40:05.184904,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:40:06.429479,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 158.33333333333334)","(8.5, 34.0, 24.32)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 140.0)"
12-01-2023 11:40:07.737759,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 187.1)","(8.5, 34.0, 28.666666666666664)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:09.016089,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:10.293346,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:11.560874,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:12.862181,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:14.041420,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:15.306280,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:16.510821,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:17.713146,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:18.842126,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:20.014416,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:21.272840,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:22.692405,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:23.992208,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:25.136146,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 190.8)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:26.362668,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 194.08333333333331)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:27.620740,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:28.931406,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:30.142276,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 187.1)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:31.212580,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:32.384184,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:33.719457,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:34.994118,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:36.212925,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:37.572912,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:38.997033,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:40.405734,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:41.905081,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:43.562044,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:45.182502,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:46.701869,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:48.027725,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 195.0)"
12-01-2023 11:40:49.222198,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 123.0)","(8.5, 34.0, 24.240000000000002)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:50.572030,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:51.800819,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:53.051177,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 21.9)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:54.298110,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:55.397393,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:56.660019,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:57.868296,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:40:59.007279,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
12-01-2023 11:41:00.185637,"(8.0, 15.0, 11.5)","(2.6, 3.35, 3.105)","(41.0, 230.0, 122.5)","(8.5, 34.0, 22.25)","(4.4, 6.6, 5.8)","(51.0, 230.0, 197.33333333333331)","(2.8, 3.2, 2.7263157894736842)","(81.0, 230.0, 170.0)"
