,Orlandos Gift,Kyvalley Surfergirl,Irene Rose,Our Spitfire Nz,Great Fantasy Nz,Winsome Ruby,Meet Michaelangelo,Lovelorn,My Bad Habits,Farbio,Scenic Sky,Super Angus
07-01-2023 18:48:40.561994,"(11.0, 18.5, 17.214285714285715)","(9.0, 13.0, 10.6)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.4, 5.771428571428571)"
07-01-2023 18:48:41.900025,"(11.0, 18.5, 17.214285714285715)","(9.0, 13.0, 10.6)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.4, 5.771428571428571)"
07-01-2023 18:48:43.293912,"(11.0, 18.5, 17.214285714285715)","(9.0, 13.0, 10.6)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.4, 5.771428571428571)"
07-01-2023 18:48:44.759895,"(11.0, 18.5, 17.214285714285715)","(9.0, 13.0, 10.6)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.4, 5.771428571428571)"
07-01-2023 18:48:46.153237,"(11.0, 18.5, 17.214285714285715)","(9.0, 13.0, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.4, 5.5625)"
07-01-2023 18:48:47.615262,"(11.0, 22.0, 18.166666666666668)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:49.002197,"(11.0, 20.0, 18.166666666666668)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:50.475313,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:51.949619,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:53.428365,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:54.816771,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:56.330043,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:57.706484,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:48:59.075266,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:00.527076,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:02.008533,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:03.397310,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:04.820336,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:06.334250,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:07.813910,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 5.866666666666666)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:09.270584,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.0, 6.866666666666667)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:10.711942,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.866666666666667)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.5625)"
07-01-2023 18:49:12.106151,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.714285714285714)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 6.0, 5.463636363636364)"
07-01-2023 18:49:13.546662,"(11.0, 20.0, 18.0)","(9.0, 12.5, 10.5)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:14.926752,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:16.468697,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:17.862669,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:19.329695,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:20.816464,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.4, 4.733333333333333)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:22.268079,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:23.717031,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:25.149677,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:26.605477,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:28.049086,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:29.436151,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:30.818286,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 5.933333333333334)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:32.127118,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.463636363636364)"
07-01-2023 18:49:33.399988,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.9, 5.45)"
07-01-2023 18:49:34.784458,"(11.0, 20.0, 18.0)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:36.353033,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:37.785336,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:39.264157,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:40.675131,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:42.076829,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:43.502209,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:44.888042,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:46.267375,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:47.678413,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:49.134448,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:50.503234,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:51.892376,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:53.297691,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:54.724625,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:56.107594,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:57.509183,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.45)"
07-01-2023 18:49:58.951079,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.8, 5.409090909090909)"
07-01-2023 18:50:00.428238,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.7, 5.409090909090909)"
07-01-2023 18:50:01.819071,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.7, 5.409090909090909)"
07-01-2023 18:50:03.219746,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.7, 5.409090909090909)"
07-01-2023 18:50:04.638667,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.7, 5.409090909090909)"
07-01-2023 18:50:06.029135,"(11.0, 20.0, 18.333333333333332)","(9.0, 12.0, 10.5)","(4.4, 5.9, 5.15)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(41.0, 80.0, 51.42857142857143)","(71.0, 190.0, 126.66666666666667)","(5.0, 7.2, 6.6)","(5.5, 10.5, 9.666666666666666)","(101.0, 170.0, 151.25)","(31.0, 90.0, 58.0)","(5.0, 5.7, 5.409090909090909)"
