,Senorita Brooke,Purrfect Moon,Cinnamon Face,Miz Cali,How Bout Me,Aspen Wonder,Cranky Sheila,Trickskis Gold,Biogenic Babe
15-12-2022 14:12:28.170216,"(11.0, 16.0, 13.0)","(5.5, 8.2, 7.463157894736842)","(5.5, 7.0, 6.633333333333334)","(13.0, 22.0, 19.4)","(5.0, 8.0, 6.199999999999999)","(41.0, 340.0, 202.5)","(26.0, 830.0, 348.8)","(17.0, 30.0, 23.0)","(2.5, 2.68, 2.565714285714286)"
15-12-2022 14:12:29.748147,"(11.0, 16.0, 13.0)","(5.5, 8.2, 7.3999999999999995)","(5.5, 7.0, 6.633333333333334)","(13.0, 22.0, 19.4)","(5.0, 8.0, 6.199999999999999)","(41.0, 340.0, 202.5)","(26.0, 830.0, 348.8)","(17.0, 30.0, 23.0)","(2.5, 2.68, 2.565714285714286)"
15-12-2022 14:12:31.223726,"(11.0, 16.0, 13.0)","(5.5, 8.2, 7.463157894736842)","(5.5, 7.0, 6.633333333333334)","(13.0, 22.0, 19.4)","(5.0, 8.0, 6.199999999999999)","(41.0, 340.0, 202.5)","(26.0, 830.0, 348.8)","(17.0, 30.0, 23.0)","(2.5, 2.68, 2.565714285714286)"
15-12-2022 14:12:32.753740,"(11.0, 16.0, 13.6)","(5.5, 8.2, 7.463157894736842)","(5.5, 7.0, 6.633333333333334)","(13.0, 22.0, 19.4)","(5.0, 8.0, 5.685714285714286)","(41.0, 340.0, 156.66666666666669)","(26.0, 830.0, 484.57142857142856)","(17.0, 30.0, 26.375)","(2.5, 2.66, 2.493333333333333)"
15-12-2022 14:12:34.175637,"(11.0, 16.0, 13.52)","(6.0, 8.2, 7.463157894736842)","(5.5, 7.0, 6.633333333333334)","(13.0, 22.0, 19.4)","(5.5, 8.0, 5.685714285714286)","(41.0, 340.0, 156.66666666666669)","(26.0, 830.0, 528.5)","(17.0, 30.0, 26.375)","(2.45, 2.66, 2.5236363636363635)"
15-12-2022 14:12:35.556259,"(11.0, 16.0, 13.5)","(6.0, 8.2, 7.463157894736842)","(5.5, 7.0, 6.8428571428571425)","(13.0, 22.0, 19.4)","(5.5, 8.0, 5.685714285714286)","(41.0, 340.0, 156.66666666666669)","(26.0, 830.0, 227.0)","(17.0, 30.0, 26.375)","(2.45, 2.66, 2.51)"
15-12-2022 14:12:36.871720,"(11.0, 16.0, 14.0)","(6.0, 8.2, 7.463157894736842)","(5.5, 7.0, 6.9523809523809526)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.0, 7.442857142857143)","(41.0, 340.0, 205.0)","(26.0, 830.0, 528.875)","(17.0, 30.0, 28.444444444444443)","(2.45, 2.66, 2.5952941176470588)"
15-12-2022 14:12:38.328753,"(11.0, 16.0, 15.428571428571429)","(6.0, 8.2, 7.463157894736842)","(5.5, 7.0, 6.725)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.0, 7.493333333333333)","(41.0, 340.0, 202.5)","(26.0, 830.0, 227.0)","(17.0, 32.0, 21.666666666666668)","(2.45, 2.66, 2.5952941176470588)"
15-12-2022 14:12:40.097650,"(11.0, 16.0, 14.6)","(6.0, 8.2, 7.463157894736842)","(5.5, 7.0, 6.9523809523809526)","(13.0, 22.0, 20.666666666666664)","(5.5, 7.8, 7.983333333333334)","(41.0, 340.0, 202.5)","(26.0, 830.0, 486.2857142857143)","(17.0, 32.0, 21.666666666666668)","(2.4, 2.66, 2.6052173913043477)"
15-12-2022 14:12:41.604911,"(11.0, 16.0, 14.6)","(6.0, 8.2, 7.463157894736842)","(5.5, 7.0, 6.9523809523809526)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 7.4625)","(41.0, 340.0, 202.5)","(26.0, 830.0, 485.85714285714283)","(17.0, 32.0, 21.666666666666668)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:43.135509,"(11.0, 16.0, 15.5)","(6.0, 8.2, 7.8)","(5.5, 7.0, 6.961538461538462)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 7.983333333333334)","(41.0, 340.0, 202.5)","(26.0, 830.0, 227.0)","(17.0, 32.0, 21.666666666666668)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:44.577640,"(11.0, 16.0, 15.5)","(6.0, 8.2, 7.8)","(5.5, 7.0, 6.833333333333333)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 7.983333333333334)","(41.0, 340.0, 202.5)","(26.0, 830.0, 226.25)","(17.0, 32.0, 21.666666666666668)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:46.174254,"(11.0, 16.0, 15.5)","(6.0, 8.2, 7.5)","(5.5, 7.0, 6.833333333333333)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 8.200000000000001)","(41.0, 340.0, 202.5)","(26.0, 830.0, 588.8000000000001)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:48.024557,"(11.0, 16.0, 15.5)","(6.0, 8.2, 7.5)","(5.5, 7.0, 6.833333333333333)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 8.290000000000001)","(41.0, 340.0, 202.5)","(26.0, 830.0, 485.85714285714283)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:49.434741,"(11.0, 16.0, 15.5)","(6.0, 8.2, 7.5)","(5.5, 7.0, 6.833333333333333)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 8.290000000000001)","(41.0, 340.0, 202.5)","(26.0, 830.0, 485.85714285714283)","(17.0, 32.0, 24.5)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:50.773937,"(11.0, 16.0, 15.5)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.833333333333333)","(13.0, 22.0, 20.666666666666664)","(5.5, 8.4, 7.733333333333333)","(41.0, 340.0, 202.5)","(26.0, 820.0, 502.79999999999995)","(17.0, 32.0, 24.25)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:52.186230,"(11.0, 16.0, 15.5)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.461538461538462)","(13.0, 22.0, 20.88888888888889)","(5.5, 8.4, 8.304761904761905)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 27.571428571428573)","(2.4, 2.64, 2.55)"
15-12-2022 14:12:53.594313,"(11.0, 16.0, 13.666666666666666)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.461538461538462)","(13.0, 22.0, 18.333333333333332)","(5.5, 8.4, 7.733333333333333)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.64, 2.592)"
15-12-2022 14:12:55.015567,"(11.0, 16.0, 14.0)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 18.333333333333332)","(5.5, 8.4, 8.304761904761905)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 26.2)","(2.4, 2.64, 2.592)"
15-12-2022 14:12:56.576940,"(11.0, 16.0, 15.25)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 20.77777777777778)","(5.5, 8.4, 8.305263157894737)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 28.5)","(2.4, 2.64, 2.592)"
15-12-2022 14:12:58.042747,"(11.0, 16.0, 15.25)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 20.77777777777778)","(5.5, 8.4, 8.305263157894737)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 28.5)","(2.4, 2.64, 2.592)"
15-12-2022 14:12:59.471666,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 20.8)","(5.5, 8.4, 8.305263157894737)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 24.25)","(2.4, 2.64, 2.592)"
15-12-2022 14:13:00.807980,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 20.8)","(5.5, 8.4, 8.305263157894737)","(41.0, 340.0, 202.5)","(26.0, 820.0, 556.0)","(17.0, 32.0, 24.25)","(2.4, 2.64, 2.6072727272727274)"
15-12-2022 14:13:02.240568,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 18.333333333333332)","(5.5, 8.4, 6.95)","(41.0, 340.0, 230.0)","(26.0, 820.0, 556.0)","(17.0, 32.0, 29.0)","(2.4, 2.64, 2.6072727272727274)"
15-12-2022 14:13:03.673556,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 18.333333333333332)","(5.5, 8.6, 6.95)","(41.0, 340.0, 230.0)","(26.0, 820.0, 556.6666666666666)","(17.0, 32.0, 29.0)","(2.4, 2.64, 2.612727272727273)"
15-12-2022 14:13:05.088392,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 18.0)","(5.5, 8.6, 7.5)","(41.0, 340.0, 230.0)","(26.0, 820.0, 556.6666666666666)","(17.0, 32.0, 29.0)","(2.4, 2.74, 2.701538461538462)"
15-12-2022 14:13:06.464450,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 19.6)","(5.5, 8.6, 8.4)","(41.0, 340.0, 230.0)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 29.0)","(2.4, 2.72, 2.665263157894737)"
15-12-2022 14:13:07.823505,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 19.6)","(5.5, 8.6, 8.4)","(41.0, 340.0, 230.0)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 29.0)","(2.4, 2.72, 2.665263157894737)"
15-12-2022 14:13:09.148248,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 19.6)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 156.66666666666669)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.632)"
15-12-2022 14:13:10.409872,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 19.6)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 156.66666666666669)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.632)"
15-12-2022 14:13:11.556120,"(11.0, 16.0, 15.272727272727273)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.125)","(13.0, 22.0, 19.6)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 156.66666666666669)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.6613333333333333)"
15-12-2022 14:13:12.824877,"(11.0, 16.0, 14.4)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 20.8)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 156.66666666666669)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.6613333333333333)"
15-12-2022 14:13:14.081231,"(11.0, 16.0, 14.6)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 20.8)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 156.66666666666669)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.6613333333333333)"
15-12-2022 14:13:15.414927,"(11.0, 16.0, 15.0)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 20.8)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 153.33333333333331)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.631111111111111)"
15-12-2022 14:13:16.741326,"(11.0, 16.0, 15.0)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 20.8)","(5.5, 8.8, 7.542857142857143)","(41.0, 340.0, 153.33333333333331)","(26.0, 820.0, 292.6666666666667)","(17.0, 32.0, 26.2)","(2.4, 2.72, 2.631111111111111)"
15-12-2022 14:13:18.078531,"(11.0, 16.0, 15.0)","(6.0, 8.0, 7.7)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 19.25)","(5.5, 8.8, 8.266666666666666)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.5914285714285716)"
15-12-2022 14:13:19.460603,"(11.0, 16.0, 15.0)","(6.0, 8.0, 7.488888888888889)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 19.25)","(5.5, 8.6, 8.266666666666666)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.646666666666667)"
15-12-2022 14:13:20.732705,"(11.0, 16.0, 15.0)","(6.0, 8.2, 7.258823529411765)","(5.5, 7.0, 6.533333333333333)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 7.85)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.646666666666667)"
15-12-2022 14:13:22.046337,"(11.0, 16.0, 15.0)","(6.0, 8.2, 7.258823529411765)","(5.5, 7.0, 6.758620689655173)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 7.85)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.646666666666667)"
15-12-2022 14:13:23.408116,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.758620689655173)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 8.436363636363636)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:24.737622,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 8.436363636363636)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:26.036520,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 8.436363636363636)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:27.302484,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 8.436363636363636)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:28.527567,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 20.166666666666668)","(5.5, 8.6, 8.436363636363636)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:29.801564,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 19.25)","(5.5, 8.6, 8.436363636363636)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:30.958910,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 19.25)","(5.5, 8.6, 8.375)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:32.120860,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 19.25)","(5.5, 8.6, 8.375)","(41.0, 340.0, 200.0)","(26.0, 820.0, 523.375)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.6771428571428575)"
15-12-2022 14:13:33.322030,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 19.25)","(5.5, 8.6, 7.945454545454545)","(41.0, 340.0, 228.0)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.7, 2.648)"
15-12-2022 14:13:34.593889,"(11.0, 16.0, 15.142857142857142)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 7.876923076923077)","(41.0, 340.0, 228.0)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:35.902172,"(11.0, 16.0, 15.444444444444445)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.708333333333333)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 7.876923076923077)","(41.0, 340.0, 228.0)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:37.162528,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 7.0, 6.425)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 7.876923076923077)","(41.0, 340.0, 228.0)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:38.441075,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 6.8, 6.425)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 7.876923076923077)","(41.0, 340.0, 200.0)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:39.718054,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 6.8, 6.425)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 8.355555555555556)","(41.0, 340.0, 296.9230769230769)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:40.992648,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 6.8, 6.219354838709678)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 8.355555555555556)","(41.0, 340.0, 296.9230769230769)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:42.268861,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 6.4, 6.219354838709678)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 8.355555555555556)","(41.0, 340.0, 296.9230769230769)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:43.509209,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 6.4, 5.9625)","(13.0, 22.0, 20.571428571428573)","(5.5, 8.8, 8.355555555555556)","(41.0, 340.0, 296.9230769230769)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:44.786858,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.266666666666667)","(5.5, 6.4, 5.9625)","(13.0, 22.0, 19.0)","(5.5, 8.8, 8.355555555555556)","(51.0, 340.0, 296.9230769230769)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:46.114181,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.2, 7.533333333333333)","(5.5, 6.4, 5.9625)","(13.0, 22.0, 19.0)","(5.5, 8.8, 8.2)","(51.0, 340.0, 296.9230769230769)","(26.0, 820.0, 594.0)","(17.0, 32.0, 22.666666666666668)","(2.4, 2.72, 2.648)"
15-12-2022 14:13:47.503783,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 20.2)","(5.5, 8.6, 7.8)","(51.0, 340.0, 175.0)","(26.0, 820.0, 346.0)","(17.0, 32.0, 22.0)","(2.4, 2.72, 2.63)"
15-12-2022 14:13:48.793947,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 20.2)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 20.285714285714285)","(2.4, 2.72, 2.63)"
15-12-2022 14:13:50.088151,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 20.285714285714285)","(2.4, 2.72, 2.63)"
15-12-2022 14:13:51.391418,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 20.285714285714285)","(2.4, 2.72, 2.63)"
15-12-2022 14:13:52.789027,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 20.285714285714285)","(2.4, 2.72, 2.63)"
15-12-2022 14:13:54.044644,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 20.285714285714285)","(2.4, 2.72, 2.63)"
15-12-2022 14:13:55.544455,"(11.0, 16.0, 15.333333333333334)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 20.285714285714285)","(2.4, 2.72, 2.672)"
15-12-2022 14:13:56.766449,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 6.4, 6.129032258064516)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 23.333333333333332)","(2.4, 2.72, 2.672)"
15-12-2022 14:13:58.043295,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 6.4, 7.122222222222222)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 23.333333333333332)","(2.4, 2.72, 2.672)"
15-12-2022 14:13:59.308232,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 6.550000000000001)","(13.0, 22.0, 21.1)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 23.333333333333332)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:00.595993,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 7.014285714285714)","(13.0, 22.0, 20.857142857142858)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 23.333333333333332)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:01.891285,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 7.014285714285714)","(13.0, 22.0, 20.857142857142858)","(5.5, 8.6, 7.64)","(41.0, 340.0, 175.0)","(21.0, 820.0, 346.0)","(17.0, 34.0, 23.333333333333332)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:03.194299,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 7.014285714285714)","(13.0, 22.0, 20.857142857142858)","(5.5, 8.6, 7.8)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:04.519179,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 6.9)","(13.0, 22.0, 21.0)","(5.5, 8.6, 7.533333333333333)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:05.854240,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 6.9)","(13.0, 22.0, 21.0)","(5.5, 8.6, 7.533333333333333)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:07.161906,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 6.9)","(13.0, 22.0, 21.0)","(5.5, 8.6, 7.533333333333333)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:08.408412,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 6.9)","(13.0, 22.0, 21.0)","(5.5, 8.6, 7.533333333333333)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:09.681265,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 6.9)","(13.0, 22.0, 21.0)","(5.5, 8.6, 7.533333333333333)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
15-12-2022 14:14:11.161854,"(11.0, 16.0, 15.2)","(6.0, 8.0, 7.7)","(5.5, 7.2, 7.050000000000001)","(13.0, 22.0, 21.0)","(5.5, 8.6, 7.533333333333333)","(41.0, 340.0, 202.5)","(21.0, 820.0, 294.6666666666667)","(17.0, 34.0, 23.666666666666668)","(2.4, 2.72, 2.672)"
