,Coastal Run,Tothemoonandback,Raging Lady,Sweet Honor,Hollywood Mistress,Mischievous Effort,Janero Rose,Seven Sisters,Palace Star,Speedy Gigi,Dazzling Mist,Lovely Linda
12-01-2023 08:10:45.796828,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:46.963848,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:48.142397,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:49.312420,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:50.482846,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:51.594164,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:52.763382,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:53.898356,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:55.047391,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:56.157472,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:57.304281,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:58.390683,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:10:59.546598,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:00.663922,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:01.711159,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:02.806001,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:03.915835,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:05.027226,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:06.143412,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:07.367225,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:08.528625,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:09.640246,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:10.753136,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:11.955263,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:13.088087,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:14.167154,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:15.303256,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:16.558332,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:17.739844,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:18.934473,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:20.232908,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:21.442836,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:22.753555,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:24.125388,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:25.434865,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:26.722017,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:27.970028,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:29.216243,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:30.490423,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:31.763154,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:33.041363,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:34.239638,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:35.460431,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:36.669587,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:38.111156,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:39.295342,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:40.510276,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:41.759963,"(10.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 08:11:42.983010,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:44.268142,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:45.528400,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:46.797177,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:48.044752,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:49.284620,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:50.566682,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:51.910073,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:53.055634,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:54.268510,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:55.484386,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:56.709652,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:57.902794,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:11:59.148289,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:00.496650,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:01.780633,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:03.013154,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:04.262632,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:05.608848,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:06.863856,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:08.095298,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:09.301689,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:10.568708,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:11.798031,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:13.010594,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 08:12:14.178873,"(9.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
