,Buckle Up Eli,Black Danger,Nitro Harvey,Ticket To Tokyo,Buckle Up Adalyn,Hot Danger,Boys All Class
10-01-2023 13:28:38.723247,"(2.7, 6.4, 4.771428571428571)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 473.5)"
10-01-2023 13:28:39.758667,"(2.7, 6.4, 4.771428571428571)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 473.5)"
10-01-2023 13:28:40.752075,"(2.7, 6.4, 4.96)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 428.5)"
10-01-2023 13:28:41.868741,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 428.5)"
10-01-2023 13:28:42.977822,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 428.5)"
10-01-2023 13:28:44.122500,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 428.5)"
10-01-2023 13:28:45.277973,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 13:28:46.472979,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.4366666666666665)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:47.844907,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:48.913099,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.266086956521739)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:50.037122,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:51.262690,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:52.564685,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:53.781543,"(2.7, 6.4, 5.5052631578947375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:54.982926,"(2.7, 6.4, 5.9750000000000005)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 389.0)"
10-01-2023 13:28:56.183331,"(2.7, 6.2, 4.975)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:28:57.273097,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 429.0)"
10-01-2023 13:28:58.387260,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 429.0)"
10-01-2023 13:28:59.490583,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 429.0)"
10-01-2023 13:29:00.678099,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 429.0)"
10-01-2023 13:29:01.988561,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 389.0)"
10-01-2023 13:29:03.370154,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 424.44444444444446)"
10-01-2023 13:29:04.779817,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:06.344922,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:07.989533,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:09.353186,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:10.554658,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:11.795406,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:12.994928,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:14.018712,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:15.081574,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:16.187411,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:17.318913,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:18.539354,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 385.38461538461536)"
10-01-2023 13:29:19.748022,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 474.0)"
10-01-2023 13:29:20.826695,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 474.0)"
10-01-2023 13:29:21.977757,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 474.0)"
10-01-2023 13:29:23.168881,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 474.0)"
10-01-2023 13:29:24.331766,"(2.7, 6.2, 4.927272727272727)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 474.0)"
10-01-2023 13:29:25.510206,"(2.7, 6.2, 5.15)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 474.0)"
10-01-2023 13:29:26.561766,"(2.7, 6.2, 4.775)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 429.0)"
10-01-2023 13:29:27.596234,"(2.7, 6.0, 4.981818181818182)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:28.695337,"(2.7, 6.0, 5.25)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:29.798382,"(2.7, 6.0, 5.25)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:31.001789,"(2.7, 6.0, 5.25)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:32.121615,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:33.219586,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:34.390179,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:35.488698,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:36.492420,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:37.491021,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:38.542930,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:39.473573,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 424.44444444444446)"
10-01-2023 13:29:40.473544,"(2.7, 6.0, 5.382352941176471)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:41.518116,"(2.7, 6.0, 5.02)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 385.38461538461536)"
10-01-2023 13:29:42.493360,"(2.7, 6.0, 5.25)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 170.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 429.0)"
10-01-2023 13:29:43.538201,"(2.7, 6.0, 5.02)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:44.623610,"(2.7, 6.0, 5.02)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:45.741247,"(2.7, 6.0, 5.02)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:46.842388,"(2.7, 6.0, 5.02)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:47.816637,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:48.833217,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:49.932118,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 385.38461538461536)"
10-01-2023 13:29:50.827451,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:51.861380,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:52.883393,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:53.886274,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:54.855773,"(2.7, 6.0, 4.9230769230769225)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 140.0, 122.66666666666666)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:55.887068,"(2.7, 6.0, 4.6923076923076925)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 170.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:56.887201,"(2.7, 6.0, 5.25)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:57.912733,"(2.7, 5.9, 5.375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:29:58.941993,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:00.047599,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:01.138337,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:02.168686,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:03.190548,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:04.222556,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:05.182773,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:06.117829,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:07.174771,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:08.240760,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:09.263766,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:10.273065,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:11.360045,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:12.373144,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:13.323775,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:14.431257,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 385.38461538461536)"
10-01-2023 13:30:15.452637,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 170.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 429.0)"
10-01-2023 13:30:16.437443,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
10-01-2023 13:30:17.476242,"(2.7, 5.9, 4.9375)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.283478260869565)","(71.0, 470.0, 86.92307692307692)","(41.0, 160.0, 139.33333333333334)","(31.0, 110.0, 39.714285714285715)","(61.0, 470.0, 429.0)"
