,Buckle Up Eli,Black Danger,Nitro Harvey,Ticket To Tokyo,Buckle Up Adalyn,Hot Danger,Boys All Class
10-01-2023 13:25:32.999016,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.3923809523809525)","(71.0, 470.0, 170.0)","(41.0, 150.0, 67.71428571428571)","(31.0, 110.0, 39.714285714285715)","(61.0, 540.0, 365.45454545454544)"
10-01-2023 13:25:34.010865,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 540.0, 365.45454545454544)"
10-01-2023 13:25:35.159051,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 540.0, 365.45454545454544)"
10-01-2023 13:25:36.324981,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 540.0, 305.0)"
10-01-2023 13:25:37.458624,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 305.0)"
10-01-2023 13:25:38.461380,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 305.0)"
10-01-2023 13:25:39.451450,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:40.532369,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:41.529916,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 150.0, 56.72727272727273)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:42.665609,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:43.783126,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:44.773372,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:45.766803,"(2.7, 5.9, 5.5)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:46.831373,"(2.7, 6.0, 4.725)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:47.961069,"(2.7, 5.9, 4.733333333333333)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.3923809523809525)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:49.070627,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.3923809523809525)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:50.185162,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:51.289249,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:52.259458,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:53.261988,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:54.423515,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:55.516447,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:56.559646,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:57.612756,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:58.597376,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:25:59.668742,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:26:00.782095,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:26:01.882879,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:26:02.885631,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:26:03.922404,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:26:05.078427,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 267.0833333333333)"
10-01-2023 13:26:06.253718,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 244.54545454545453)"
10-01-2023 13:26:07.387000,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 244.54545454545453)"
10-01-2023 13:26:08.436653,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 244.54545454545453)"
10-01-2023 13:26:09.474454,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 550.0, 300.0)"
10-01-2023 13:26:10.484489,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 290.0)"
10-01-2023 13:26:11.593461,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 510.0, 290.0)"
10-01-2023 13:26:12.749803,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 510.0, 295.0)"
10-01-2023 13:26:13.941436,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 295.0)"
10-01-2023 13:26:14.986467,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 295.0)"
10-01-2023 13:26:15.971168,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 295.0)"
10-01-2023 13:26:16.989094,"(2.7, 5.9, 4.65)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 295.0)"
10-01-2023 13:26:18.013099,"(2.7, 5.9, 4.7)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 295.0)"
10-01-2023 13:26:19.119140,"(2.7, 5.9, 4.7)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.3923809523809525)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 295.0)"
10-01-2023 13:26:20.305057,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 520.0, 300.0)"
10-01-2023 13:26:21.426634,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:22.477540,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:23.676926,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:24.803634,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:26.003900,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:27.294519,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:28.480732,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:29.774292,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:30.875100,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:31.973199,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:33.101947,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:34.312343,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:35.406633,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:36.522206,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:37.703807,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:38.816800,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:39.768334,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 54.8)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 300.0)"
10-01-2023 13:26:40.828721,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 72.15384615384616)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:41.933522,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 72.15384615384616)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:43.063896,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 94.75)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:44.124118,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 130.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:45.194888,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:46.259956,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:47.194701,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:48.313692,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:49.367666,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:50.355849,"(2.7, 6.4, 5.35)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:51.302300,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:52.308501,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:53.333394,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:54.374223,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:55.477991,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:56.528169,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:57.586812,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:58.519574,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:26:59.573475,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:00.536566,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:01.607556,"(2.7, 6.4, 4.461538461538462)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:02.676892,"(2.7, 6.4, 5.304347826086957)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:03.765361,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:04.766212,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:05.988041,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:07.140040,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:08.285501,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:09.410847,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:10.519283,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:11.649628,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:12.700923,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:13.743933,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:14.805964,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
10-01-2023 13:27:15.821822,"(2.7, 6.4, 4.9)","(2.3, 3.6, 3.1100000000000003)","(2.4, 2.44, 2.39)","(71.0, 470.0, 170.0)","(41.0, 170.0, 83.85714285714286)","(31.0, 110.0, 39.714285714285715)","(61.0, 530.0, 362.72727272727275)"
