,Festival Dancer,Saigon,Frumos,Orbital Express,Charity Spirit,Oh Golly Gosh
07-01-2023 13:30:00.814586,"(3.7, 4.6, 4.5011600928074245)","(5.5, 6.8, 6.691463414634146)","(2.15, 2.48, 2.478252427184466)","(16.0, 21.0, 20.666666666666668)","(8.0, 9.8, 9.778947368421052)","(13.0, 15.5, 15.4375)"
07-01-2023 13:30:01.854119,"(3.7, 4.6, 4.501123595505618)","(5.5, 6.8, 6.691463414634146)","(2.15, 2.48, 2.4622881355932202)","(16.0, 21.0, 21.636363636363637)","(8.0, 9.8, 9.818918918918918)","(13.0, 15.5, 15.72)"
07-01-2023 13:30:02.908822,"(3.7, 4.6, 4.47039764359352)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.4622881355932202)","(16.0, 23.0, 21.636363636363637)","(8.0, 10.5, 9.821917808219178)","(13.0, 17.0, 15.476190476190476)"
07-01-2023 13:30:03.999953,"(3.7, 4.6, 4.47039764359352)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.4624489795918367)","(16.0, 23.0, 22.0)","(8.0, 10.5, 9.822222222222223)","(13.0, 17.0, 15.625)"
07-01-2023 13:30:05.029458,"(3.7, 4.5, 4.499425287356321)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.4853249475890986)","(16.0, 23.0, 22.0)","(8.0, 10.0, 9.822222222222223)","(14.0, 16.5, 15.75)"
07-01-2023 13:30:06.108589,"(3.7, 4.5, 4.499585062240664)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.4853249475890986)","(16.0, 23.0, 22.0)","(8.0, 10.0, 9.71764705882353)","(14.0, 16.5, 15.75)"
07-01-2023 13:30:07.126861,"(3.7, 4.5, 4.499585062240664)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.4836065573770494)","(16.0, 23.0, 21.5)","(8.0, 10.0, 9.674285714285714)","(14.0, 16.5, 15.6)"
07-01-2023 13:30:08.150652,"(3.7, 4.5, 4.499585062240664)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.483213429256595)","(16.0, 23.0, 21.8)","(8.0, 10.0, 9.644444444444444)","(14.0, 16.5, 15.580645161290322)"
07-01-2023 13:30:09.187294,"(3.7, 4.5, 4.499585062240664)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.483213429256595)","(16.0, 23.0, 21.8)","(8.0, 10.0, 9.73)","(14.0, 16.5, 15.6)"
07-01-2023 13:30:10.198049,"(3.7, 4.5, 4.499585062240664)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.4821325648414985)","(16.0, 23.0, 23.0)","(8.0, 10.0, 9.561333333333334)","(14.0, 16.5, 15.75)"
07-01-2023 13:30:11.250983,"(3.7, 4.5, 4.499585062240664)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.472216748768473)","(16.0, 25.0, 23.0)","(8.0, 10.5, 9.561333333333334)","(14.0, 16.5, 15.75)"
07-01-2023 13:30:12.305284,"(3.7, 4.6, 4.471216617210683)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.5, 2.472216748768473)","(16.0, 25.0, 22.307692307692307)","(8.0, 10.5, 9.57536231884058)","(14.0, 16.5, 15.78)"
07-01-2023 13:30:13.343973,"(3.7, 4.6, 4.471216617210683)","(5.5, 6.8, 6.691139240506329)","(2.15, 2.48, 2.4709090909090907)","(16.0, 25.0, 22.0)","(8.0, 10.5, 9.57536231884058)","(14.0, 16.5, 15.78)"
07-01-2023 13:30:14.361240,"(3.7, 4.6, 4.471216617210683)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.48, 2.468)","(16.0, 25.0, 22.5)","(8.0, 10.5, 9.580597014925374)","(14.0, 16.5, 15.78)"
07-01-2023 13:30:15.419710,"(3.7, 4.6, 4.471216617210683)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.48, 2.468)","(16.0, 25.0, 22.142857142857142)","(8.0, 10.5, 9.580597014925374)","(14.0, 16.5, 15.78)"
07-01-2023 13:30:16.418266,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.48, 2.4735384615384617)","(16.0, 25.0, 22.142857142857142)","(8.0, 10.5, 9.580597014925374)","(14.0, 16.5, 15.78)"
07-01-2023 13:30:17.413604,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.48, 2.4735384615384617)","(16.0, 25.0, 22.307692307692307)","(8.0, 10.5, 9.580597014925374)","(13.0, 16.5, 15.441176470588236)"
07-01-2023 13:30:18.375606,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.462745709828393)","(16.0, 25.0, 22.307692307692307)","(8.0, 10.5, 9.494285714285715)","(13.0, 16.5, 15.75)"
07-01-2023 13:30:19.357398,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4663661971830986)","(16.0, 25.0, 22.307692307692307)","(8.0, 10.5, 9.494285714285715)","(13.0, 16.5, 15.75)"
07-01-2023 13:30:20.366663,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4814018691588786)","(16.0, 24.0, 22.4)","(8.0, 10.0, 9.725)","(13.0, 16.5, 15.75)"
07-01-2023 13:30:21.487552,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4808038585209005)","(16.0, 24.0, 23.0)","(8.0, 10.0, 9.74736842105263)","(13.0, 16.5, 15.78)"
07-01-2023 13:30:22.506793,"(3.7, 4.5, 4.496)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4808038585209005)","(16.0, 24.0, 23.0)","(8.0, 10.0, 9.74736842105263)","(13.0, 16.5, 15.78)"
07-01-2023 13:30:23.392371,"(3.7, 4.5, 4.495555555555556)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4804901960784314)","(16.0, 24.0, 23.428571428571427)","(8.0, 10.0, 9.85)","(13.0, 16.5, 15.78)"
07-01-2023 13:30:24.422222,"(3.7, 4.5, 4.495238095238095)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4805291005291004)","(16.0, 24.0, 23.428571428571427)","(8.0, 10.0, 9.927272727272728)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:25.458110,"(3.7, 4.5, 4.495238095238095)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.480193423597679)","(16.0, 25.0, 22.727272727272727)","(8.0, 10.0, 9.927272727272728)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:26.482892,"(3.7, 4.5, 4.495238095238095)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.480193423597679)","(16.0, 25.0, 22.666666666666668)","(8.0, 10.0, 9.927272727272728)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:27.504207,"(3.7, 4.5, 4.488888888888889)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.480193423597679)","(16.0, 24.0, 22.666666666666668)","(8.0, 10.0, 9.927272727272728)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:28.555376,"(3.7, 4.5, 4.488888888888889)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.480193423597679)","(16.0, 24.0, 22.666666666666668)","(8.0, 10.0, 9.927272727272728)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:29.504891,"(3.7, 4.5, 4.488888888888889)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.480193423597679)","(16.0, 24.0, 22.666666666666668)","(8.0, 10.0, 9.6)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:30.458988,"(3.7, 4.5, 4.488888888888889)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4815495495495496)","(16.0, 24.0, 22.0)","(8.0, 10.0, 9.6)","(13.0, 16.5, 15.6)"
07-01-2023 13:30:31.481793,"(3.7, 4.5, 4.488888888888889)","(5.5, 6.8, 6.706010928961748)","(2.15, 2.5, 2.4962264150943394)","(16.0, 24.0, 23.2)","(8.0, 10.0, 9.433333333333334)","(13.0, 16.5, 15.7578125)"
07-01-2023 13:30:32.444719,"(3.7, 4.5, 4.488532110091743)","(5.5, 6.8, 6.704444444444444)","(2.15, 2.48, 2.479056603773585)","(16.0, 24.0, 22.666666666666668)","(8.0, 10.0, 9.443478260869565)","(13.0, 17.0, 15.7578125)"
07-01-2023 13:30:33.454203,"(3.7, 4.5, 4.488532110091743)","(5.5, 6.8, 6.704444444444444)","(2.15, 2.48, 2.4792592592592593)","(16.0, 24.0, 22.666666666666668)","(8.0, 10.0, 9.310526315789474)","(13.0, 17.0, 15.923076923076923)"
07-01-2023 13:30:34.429283,"(3.7, 4.5, 4.488532110091743)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.4792592592592593)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.310526315789474)","(13.0, 16.5, 15.923076923076923)"
07-01-2023 13:30:35.382410,"(3.7, 4.5, 4.488532110091743)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.47625)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.310526315789474)","(13.0, 16.5, 15.923076923076923)"
07-01-2023 13:30:36.332465,"(3.7, 4.5, 4.488532110091743)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.47625)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.29767441860465)","(13.0, 16.5, 15.923076923076923)"
07-01-2023 13:30:37.351009,"(3.7, 4.5, 4.499484536082474)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.47625)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.64842105263158)","(13.0, 16.5, 15.887755102040817)"
07-01-2023 13:30:38.391242,"(3.7, 4.5, 4.49951690821256)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.4745848375451263)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.639106145251397)","(13.0, 16.5, 15.818181818181818)"
07-01-2023 13:30:39.327417,"(3.7, 4.5, 4.499507389162561)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.4755223880597015)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.639106145251397)","(13.0, 16.5, 15.76923076923077)"
07-01-2023 13:30:40.299782,"(3.7, 4.5, 4.499507389162561)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.4779310344827588)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.639106145251397)","(13.0, 16.5, 15.26865671641791)"
07-01-2023 13:30:41.249947,"(3.7, 4.5, 4.499507389162561)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.4779310344827588)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.639106145251397)","(13.0, 16.5, 15.455696202531646)"
07-01-2023 13:30:42.267968,"(3.7, 4.5, 4.499507389162561)","(5.5, 6.8, 6.719626168224298)","(2.15, 2.48, 2.4779310344827588)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.63448275862069)","(13.0, 16.5, 15.455696202531646)"
07-01-2023 13:30:43.290085,"(3.7, 4.5, 4.499507389162561)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.5, 2.4800389863547756)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.63448275862069)","(13.0, 16.5, 15.455696202531646)"
07-01-2023 13:30:44.250467,"(3.7, 4.5, 4.499507389162561)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.5, 2.4800389863547756)","(16.0, 24.0, 22.666666666666668)","(8.0, 9.8, 9.542857142857143)","(13.0, 16.5, 15.455696202531646)"
07-01-2023 13:30:45.163857,"(3.7, 4.5, 4.499539170506912)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.5, 2.4800389863547756)","(16.0, 20.0, 19.666666666666668)","(8.0, 9.8, 9.542857142857143)","(13.0, 16.5, 15.455696202531646)"
07-01-2023 13:30:46.099039,"(3.7, 4.5, 4.499539170506912)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.5, 2.4800389863547756)","(16.0, 20.0, 19.666666666666668)","(8.0, 9.8, 9.542857142857143)","(13.0, 16.5, 15.455696202531646)"
07-01-2023 13:30:47.183538,"(3.7, 4.5, 4.499539170506912)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.48, 2.4794029850746266)","(16.0, 20.0, 19.75)","(8.0, 9.8, 9.48)","(13.0, 16.5, 15.321428571428571)"
07-01-2023 13:30:48.155010,"(3.7, 4.6, 4.500945626477542)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.48, 2.4794029850746266)","(16.0, 20.0, 19.75)","(8.0, 9.8, 9.440000000000001)","(13.0, 16.5, 15.462962962962964)"
07-01-2023 13:30:49.111796,"(3.7, 4.6, 4.500945626477542)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.48, 2.4794029850746266)","(16.0, 20.0, 19.75)","(8.0, 9.8, 9.440000000000001)","(13.0, 16.5, 15.462962962962964)"
07-01-2023 13:30:50.132665,"(3.7, 4.6, 4.500945626477542)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.48, 2.4793798449612403)","(16.0, 22.0, 21.642857142857142)","(8.0, 9.8, 9.440000000000001)","(13.0, 16.5, 15.423076923076923)"
07-01-2023 13:30:51.088037,"(3.7, 4.6, 4.50089485458613)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.48, 2.4792)","(16.0, 22.0, 21.72222222222222)","(8.0, 9.8, 9.51764705882353)","(13.0, 16.5, 15.423076923076923)"
07-01-2023 13:30:52.217102,"(3.7, 4.6, 4.50089485458613)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.5, 2.4687654320987655)","(16.0, 22.0, 21.72222222222222)","(8.0, 9.8, 9.51764705882353)","(13.0, 16.5, 15.423076923076923)"
07-01-2023 13:30:53.922864,"(3.7, 4.6, 4.50089485458613)","(5.5, 6.8, 6.632558139534884)","(2.15, 2.5, 2.4668)","(16.0, 22.0, 22.5)","(8.0, 9.8, 9.51764705882353)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:30:55.302245,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.5, 2.4683495145631067)","(16.0, 24.0, 22.5)","(8.0, 9.8, 9.486956521739131)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:30:56.465107,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.48, 2.4683495145631067)","(16.0, 24.0, 21.9)","(8.0, 9.8, 9.486956521739131)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:30:57.575114,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.48, 2.462945205479452)","(16.0, 24.0, 21.9)","(8.0, 9.8, 9.486956521739131)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:30:58.643079,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.5, 2.462945205479452)","(16.0, 24.0, 21.833333333333332)","(8.0, 9.8, 9.486956521739131)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:30:59.688954,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.5, 2.48)","(16.0, 23.0, 21.9)","(8.0, 9.8, 9.486956521739131)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:31:00.712621,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.48, 2.477956204379562)","(16.0, 24.0, 22.5)","(8.0, 9.8, 9.486956521739131)","(13.0, 16.5, 15.428571428571429)"
07-01-2023 13:31:01.703506,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.649214659685864)","(2.15, 2.48, 2.47125)","(16.0, 24.0, 22.5)","(8.0, 9.8, 9.573913043478262)","(13.0, 16.5, 15.566666666666666)"
07-01-2023 13:31:02.711537,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.623312883435583)","(2.15, 2.48, 2.4730434782608697)","(16.0, 24.0, 22.5)","(8.0, 9.8, 9.573913043478262)","(13.0, 16.5, 15.566666666666666)"
07-01-2023 13:31:03.759910,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.6234567901234565)","(2.15, 2.48, 2.473235294117647)","(16.0, 24.0, 22.5)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 15.566666666666666)"
07-01-2023 13:31:04.797152,"(3.7, 4.5, 4.499512195121952)","(5.5, 6.8, 6.726666666666667)","(2.15, 2.48, 2.473235294117647)","(16.0, 24.0, 22.5)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 15.566666666666666)"
07-01-2023 13:31:05.827923,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.759259259259259)","(2.15, 2.48, 2.475929203539823)","(16.0, 24.0, 22.8)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 15.566666666666666)"
07-01-2023 13:31:06.950878,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.759259259259259)","(2.15, 2.48, 2.475929203539823)","(16.0, 24.0, 22.8)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 15.566666666666666)"
07-01-2023 13:31:08.071741,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.48, 2.475929203539823)","(16.0, 24.0, 21.285714285714285)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 16.166666666666668)"
07-01-2023 13:31:09.075268,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.48, 2.475929203539823)","(16.0, 22.0, 21.375)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:10.055398,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.48, 2.4746511627906975)","(16.0, 22.0, 21.375)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:11.114558,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.5, 2.4639252336448596)","(16.0, 22.0, 21.375)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:12.178622,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.5, 2.4639252336448596)","(16.0, 22.0, 21.375)","(8.0, 9.8, 9.666666666666668)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:13.255492,"(3.7, 4.5, 4.492363636363637)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.5, 2.4659418070444103)","(16.0, 22.0, 21.807692307692307)","(8.0, 9.8, 9.5)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:14.344910,"(3.7, 4.5, 4.496577946768061)","(5.5, 6.8, 6.766666666666667)","(2.15, 2.5, 2.480035906642729)","(16.0, 22.0, 21.807692307692307)","(8.0, 9.6, 9.5)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:15.388987,"(3.7, 4.5, 4.486689419795222)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4807279029462737)","(16.0, 22.0, 20.884615384615383)","(8.0, 9.6, 9.461538461538462)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:16.450727,"(3.7, 4.5, 4.483552631578948)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4807279029462737)","(16.0, 21.0, 20.884615384615383)","(8.0, 9.6, 9.461538461538462)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:17.546462,"(3.7, 4.5, 4.483552631578948)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4807279029462737)","(16.0, 21.0, 20.884615384615383)","(8.0, 9.6, 9.461538461538462)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:18.473869,"(3.7, 4.5, 4.483552631578948)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4807279029462737)","(16.0, 21.0, 20.884615384615383)","(8.0, 9.6, 9.434782608695652)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:19.444549,"(3.7, 4.5, 4.478395061728395)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4820645161290322)","(16.0, 21.0, 20.884615384615383)","(8.0, 9.6, 9.434782608695652)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:20.508479,"(3.7, 4.5, 4.4791277258566975)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4820645161290322)","(16.0, 21.0, 20.884615384615383)","(8.0, 9.6, 9.425806451612903)","(13.0, 16.5, 16.12162162162162)"
07-01-2023 13:31:21.500786,"(3.7, 4.5, 4.464454976303317)","(5.5, 6.8, 6.755844155844156)","(2.15, 2.5, 2.4820645161290322)","(16.0, 21.0, 20.884615384615383)","(8.0, 9.6, 9.45)","(13.0, 16.5, 15.625)"
07-01-2023 13:31:22.474728,"(3.7, 4.5, 4.481376518218624)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.5, 2.482115702479339)","(16.0, 23.0, 22.73076923076923)","(8.0, 9.6, 9.5)","(13.0, 16.5, 15.625)"
07-01-2023 13:31:23.532631,"(3.7, 4.5, 4.481376518218624)","(5.5, 6.8, 6.769014084507042)","(2.15, 2.5, 2.4856206088992976)","(16.0, 23.0, 20.8125)","(8.0, 9.6, 9.472727272727273)","(13.0, 16.5, 15.3)"
07-01-2023 13:31:24.530273,"(3.7, 4.5, 4.478823529411764)","(5.5, 7.0, 6.8078125)","(2.15, 2.5, 2.487287784679089)","(16.0, 21.0, 20.785714285714285)","(8.0, 9.6, 9.472727272727273)","(13.0, 15.5, 15.3)"
07-01-2023 13:31:25.564132,"(3.7, 4.5, 4.478823529411764)","(5.5, 7.0, 6.8078125)","(2.15, 2.5, 2.487287784679089)","(16.0, 21.0, 22.125)","(8.0, 9.6, 9.485714285714286)","(13.0, 15.5, 16.049295774647888)"
07-01-2023 13:31:26.586416,"(3.7, 4.5, 4.480672268907563)","(5.5, 7.0, 6.739487179487179)","(2.15, 2.52, 2.5009059233449475)","(16.0, 23.0, 21.833333333333332)","(8.0, 9.6, 9.485714285714286)","(13.0, 16.5, 16.094202898550726)"
07-01-2023 13:31:27.596230,"(3.7, 4.5, 4.467430025445292)","(5.5, 7.0, 6.746236559139785)","(2.15, 2.52, 2.5021498371335507)","(16.0, 24.0, 22.363636363636363)","(8.0, 9.6, 9.345454545454546)","(13.0, 16.5, 15.863636363636363)"
07-01-2023 13:31:28.609320,"(3.7, 4.5, 4.457920792079208)","(5.5, 7.0, 6.738775510204081)","(2.15, 2.52, 2.493558504221954)","(16.0, 24.0, 21.75)","(8.0, 9.6, 9.377777777777778)","(13.0, 16.5, 15.916666666666666)"
07-01-2023 13:31:29.732654,"(3.7, 4.5, 4.458024691358025)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.52, 2.493558504221954)","(16.0, 24.0, 21.75)","(8.0, 9.4, 9.377777777777778)","(13.0, 16.5, 15.916666666666666)"
07-01-2023 13:31:30.839399,"(3.7, 4.5, 4.456479217603912)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.52, 2.4851510333863276)","(16.0, 24.0, 21.75)","(8.0, 9.4, 9.377777777777778)","(13.0, 16.5, 15.38)"
07-01-2023 13:31:31.964288,"(3.7, 4.4, 4.389385474860336)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.52, 2.4851510333863276)","(16.0, 24.0, 21.75)","(8.0, 9.4, 9.377777777777778)","(13.0, 16.5, 15.38)"
07-01-2023 13:31:33.151558,"(3.7, 4.4, 4.397315436241611)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.5, 2.496875)","(17.0, 24.0, 21.75)","(8.0, 9.4, 9.35)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:34.422038,"(3.7, 4.5, 4.408411214953271)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.5, 2.496875)","(17.0, 24.0, 21.75)","(8.0, 9.4, 9.35)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:35.997127,"(3.7, 4.5, 4.406422018348624)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.5, 2.5008056042031526)","(17.0, 24.0, 21.75)","(8.0, 9.4, 9.35)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:37.286282,"(3.7, 4.5, 4.406422018348624)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.52, 2.499252336448598)","(17.0, 24.0, 21.75)","(8.0, 9.4, 9.35)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:38.316258,"(3.7, 4.5, 4.406422018348624)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.5, 2.499252336448598)","(17.0, 24.0, 21.75)","(8.0, 9.4, 9.591549295774648)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:39.331700,"(3.7, 4.4, 4.3828571428571435)","(5.5, 7.0, 6.776419213973799)","(2.15, 2.52, 2.4844036697247707)","(17.0, 24.0, 22.22222222222222)","(8.0, 9.6, 9.591549295774648)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:40.373168,"(3.7, 4.4, 4.3828571428571435)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.52, 2.4844036697247707)","(17.0, 23.0, 22.22222222222222)","(8.0, 9.6, 9.997826086956522)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:41.463952,"(3.7, 4.4, 4.382905982905983)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.48, 2.4720238095238094)","(17.0, 23.0, 22.22222222222222)","(8.0, 10.5, 9.997826086956522)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:42.548454,"(3.7, 4.4, 4.382905982905983)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.48, 2.4727642276422763)","(17.0, 23.0, 22.22222222222222)","(8.0, 10.5, 9.997826086956522)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:43.545002,"(3.7, 4.4, 4.382905982905983)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.48, 2.4754679802955666)","(17.0, 23.0, 22.22222222222222)","(8.0, 10.5, 9.75483870967742)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:44.525835,"(3.7, 4.4, 4.392380952380953)","(5.5, 7.0, 6.785774058577406)","(2.15, 2.5, 2.4803896103896106)","(17.0, 23.0, 22.416666666666668)","(8.0, 10.5, 9.7125)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:45.576183,"(3.7, 4.4, 4.392380952380953)","(5.5, 7.0, 6.734954407294833)","(2.15, 2.5, 2.48796812749004)","(17.0, 23.0, 22.416666666666668)","(8.0, 10.5, 9.73)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:46.653783,"(3.7, 4.4, 4.392380952380953)","(5.5, 7.0, 6.726645768025078)","(2.15, 2.5, 2.4732743362831857)","(17.0, 23.0, 22.416666666666668)","(8.0, 10.5, 9.73)","(13.0, 16.5, 15.14516129032258)"
07-01-2023 13:31:47.706732,"(3.7, 4.4, 4.392380952380953)","(5.5, 7.0, 6.726645768025078)","(2.15, 2.5, 2.4732743362831857)","(17.0, 23.0, 22.416666666666668)","(8.0, 10.5, 9.73)","(13.0, 16.5, 15.14516129032258)"
