,Scotch Queen,Instant Gold,Free At Night,Showtime Joe,Drop Anchor,Sunshine Girl,Princess Waters,Hidden Radar
07-12-2022 19:38:38.173825,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 7.690909090909091)","(10.0, 24.0, 12.1875)"
07-12-2022 19:38:39.705778,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 7.690909090909091)","(10.0, 24.0, 12.1875)"
07-12-2022 19:38:41.169279,"(15.0, 42.0, 26.444444444444443)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 7.690909090909091)","(10.0, 24.0, 14.709090909090909)"
07-12-2022 19:38:42.499504,"(15.0, 42.0, 26.444444444444443)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 7.690909090909091)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:43.859822,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 7.690909090909091)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:45.369595,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 9.064285714285713)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:46.817870,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:48.290649,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:49.712368,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:51.042039,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:52.478550,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:53.907729,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:55.416135,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:57.005797,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:58.495251,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:38:59.933417,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:01.527550,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:02.847904,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:04.316312,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:05.700900,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.5066666666666664)","(3.0, 4.9, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:07.076989,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.8, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 670.909090909091)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:08.520048,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.8, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 670.909090909091)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:09.914711,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:11.212562,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:12.473943,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.5066666666666664)","(3.0, 5.0, 3.606666666666667)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:13.707278,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.288)","(3.0, 4.9, 3.348)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:15.024178,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.606666666666667)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:16.377107,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.606666666666667)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:17.727515,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:19.082910,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:20.335665,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.54)","(3.0, 5.0, 3.606666666666667)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:21.634182,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.3023529411764705)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:23.066397,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.3023529411764705)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:24.370498,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:25.736957,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.5066666666666664)","(3.0, 4.9, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:27.210147,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.8, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:28.624459,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.8, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:29.964019,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.8, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:31.496135,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.8, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:32.760454,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.5066666666666664)","(3.0, 5.0, 3.3023529411764705)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:33.998469,"(15.0, 42.0, 28.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.3023529411764705)","(20.0, 70.0, 31.375)","(101.0, 730.0, 670.909090909091)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:35.356268,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.3023529411764705)","(20.0, 70.0, 31.375)","(101.0, 730.0, 670.909090909091)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:36.707783,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.2333333333333334)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:38.066113,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.4890909090909092)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:39.655082,"(15.0, 42.0, 27.0)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:41.193159,"(15.0, 42.0, 28.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.288)","(3.0, 4.8, 3.328)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:42.622664,"(15.0, 42.0, 31.807692307692307)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.8, 3.5733333333333333)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:44.114244,"(15.0, 42.0, 31.807692307692307)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.8, 3.164)","(20.0, 70.0, 31.375)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:39:45.715988,"(15.0, 42.0, 25.4375)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.5066666666666664)","(3.0, 5.0, 3.32375)","(20.0, 70.0, 31.375)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:47.273014,"(15.0, 42.0, 29.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.32375)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:48.811224,"(15.0, 42.0, 29.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.9, 3.32375)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:50.336951,"(15.0, 42.0, 29.0)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.542)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 7.833333333333333)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:51.837447,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 4.9, 3.542)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 7.833333333333333)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:53.302756,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.5066666666666664)","(3.0, 4.9, 3.5733333333333333)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:54.751714,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.5066666666666664)","(3.0, 4.8, 3.5733333333333333)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:56.141399,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.8, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:57.455666,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 12.8)"
07-12-2022 19:39:58.765664,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 12.8)"
07-12-2022 19:40:00.044618,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.542)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:01.317695,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 4.9, 3.251)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:02.659639,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.251)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:03.966588,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.251)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:05.280196,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.542)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:06.482378,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 4.9, 3.3846153846153846)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:07.654624,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.8, 3.3846153846153846)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:08.857042,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.8, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:10.149011,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:11.417981,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 5.0, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:12.574013,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:13.754312,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:14.962920,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:16.210540,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:17.524974,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 5.0, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:18.821827,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:20.108724,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:21.403384,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:22.741518,"(15.0, 42.0, 18.666666666666668)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 5.0, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:24.073235,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.4076923076923076)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 670.909090909091)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:25.702263,"(15.0, 42.0, 33.25)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.164)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:27.063596,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.25)","(3.0, 5.0, 3.542)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.5, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:28.392646,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 4.9, 3.251)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:29.877996,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.251)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:31.319181,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.338461538461538)","(3.0, 4.9, 3.251)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.571428571428571)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:32.680512,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.6, 3.25)","(3.0, 4.9, 3.542)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 621.6666666666666)","(6.5, 13.0, 8.018181818181818)","(10.0, 24.0, 11.4)"
07-12-2022 19:40:33.976198,"(15.0, 42.0, 29.272727272727273)","(4.0, 6.2, 4.5125)","(2.9, 4.7, 3.338461538461538)","(3.0, 4.9, 3.3846153846153846)","(20.0, 70.0, 46.36363636363637)","(101.0, 730.0, 620.8333333333334)","(6.5, 13.5, 8.571428571428571)","(10.0, 24.0, 11.4)"
