,Itsallaboutjack,Imperial Snapper,Blowup,Heavenly Belle,Ruby Baby Nz,Glenn Ford Nz,Silver Lady Nz,Spirit King,Smooth Rolling
06-01-2023 17:05:03.190717,"(6.0, 10.0, 8.0)","(41.0, 210.0, 175.6)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:04.565583,"(6.0, 10.0, 8.0)","(41.0, 210.0, 175.6)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:05.889857,"(6.0, 10.0, 8.0)","(41.0, 210.0, 175.6)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:07.285739,"(6.0, 10.0, 8.0)","(41.0, 210.0, 160.85714285714286)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:08.861809,"(6.0, 10.0, 8.0)","(41.0, 210.0, 161.42857142857142)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:10.421025,"(6.0, 10.0, 8.0)","(41.0, 210.0, 161.42857142857142)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:11.864032,"(6.0, 10.0, 8.0)","(41.0, 210.0, 161.42857142857142)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:13.169537,"(6.0, 10.0, 8.0)","(41.0, 210.0, 176.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:14.626269,"(6.0, 10.0, 8.0)","(41.0, 210.0, 176.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:15.962560,"(6.0, 10.0, 8.0)","(41.0, 210.0, 176.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 45.75)"
06-01-2023 17:05:17.406176,"(6.0, 10.0, 8.0)","(41.0, 210.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 6.84)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:18.778617,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:20.063966,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:21.235177,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:22.375871,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:23.537829,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:24.761699,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:25.931441,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:27.161038,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:28.418723,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:29.719408,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:30.979970,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 8.066666666666666)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:32.227893,"(6.0, 10.0, 8.0)","(41.0, 200.0, 120.0)","(5.5, 9.6, 7.55)","(5.0, 9.6, 7.5)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:33.448113,"(6.0, 10.0, 8.0)","(41.0, 190.0, 160.0)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.5)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:34.634663,"(6.0, 10.0, 8.0)","(41.0, 190.0, 160.0)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 46.888888888888886)"
06-01-2023 17:05:35.897869,"(6.0, 10.0, 8.0)","(41.0, 190.0, 160.0)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:37.084211,"(6.0, 10.0, 8.0)","(41.0, 190.0, 160.0)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:38.237883,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:39.389277,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:40.504392,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:41.618211,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:42.760105,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:43.878319,"(6.0, 10.0, 8.0)","(41.0, 190.0, 131.6)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:45.082746,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:46.233886,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:47.408660,"(6.0, 10.0, 8.0)","(41.0, 190.0, 147.71428571428572)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:48.669926,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:49.926881,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:51.143333,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:52.383828,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:53.573828,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:54.740431,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:55.928385,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:57.056343,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:58.234586,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:05:59.358169,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:00.532209,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:01.654581,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:02.784754,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:03.884108,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:05.013098,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:06.077496,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:07.187144,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:08.354172,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.2375)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:09.538630,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.2375)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:10.686821,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.3875)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:11.849975,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.3875)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:12.961229,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.3875)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:14.118078,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.3875)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:15.266710,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.65)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:16.391587,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.65)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:17.533989,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 7.8, 7.333333333333333)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:18.735753,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 6.836363636363637)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:19.913593,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 7.2, 7.96)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:21.061428,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 8.733333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:22.224158,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 9.8, 8.733333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:23.407826,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 9.8, 8.733333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:24.542739,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 9.8, 6.771428571428571)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:25.689626,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 7.2, 6.771428571428571)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:26.837339,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 7.2, 6.771428571428571)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:28.054641,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 7.2, 8.3)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:29.251536,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 10.0, 6.6499999999999995)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:30.382764,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 7.4, 6.6499999999999995)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:31.571208,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 6.32)","(5.0, 10.0, 6.08)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:32.722156,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 6.32)","(5.0, 6.4, 6.08)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:33.875887,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 6.525)","(5.0, 9.8, 9.166666666666668)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:35.050809,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 6.525)","(5.0, 9.8, 6.2105263157894735)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:36.115365,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 6.525)","(5.0, 6.8, 6.2105263157894735)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:37.181048,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 6.525)","(5.0, 6.8, 6.2105263157894735)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:38.324713,"(6.0, 10.0, 7.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.085106382978723)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:39.504432,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.222222222222222)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:40.666897,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.222222222222222)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:41.828921,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.222222222222222)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:43.103382,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.222222222222222)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:44.337357,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.222222222222222)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
06-01-2023 17:06:45.557754,"(6.0, 10.0, 8.0)","(41.0, 190.0, 146.57142857142858)","(5.5, 9.6, 7.55)","(5.0, 6.8, 6.222222222222222)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.4, 7.4)","(20.0, 55.0, 47.7)"
