,Giulia,Sokudo,Petunia,Smart Star Prince,Silver Galaxy,Teranga,My Oddette,Sumnamilla,Rose Of Duporth
14-12-2022 13:58:04.774415,"(4.6, 5.5, 5.29)","(101.0, 190.0, 140.0)","(31.0, 150.0, 121.5)","(4.6, 6.2, 5.9)","(4.6, 6.0, 5.733333333333333)","(5.0, 6.0, 5.9714285714285715)","(15.0, 21.0, 19.125)","(16.0, 23.0, 21.363636363636363)","(4.4, 5.8, 5.725)"
14-12-2022 13:58:05.917469,"(4.6, 5.5, 5.29)","(101.0, 180.0, 153.33333333333334)","(31.0, 140.0, 78.8)","(4.6, 6.2, 5.9)","(4.6, 6.0, 5.733333333333333)","(5.0, 6.2, 5.909090909090909)","(15.0, 20.0, 18.09090909090909)","(16.0, 23.0, 21.363636363636363)","(4.4, 5.8, 5.725)"
14-12-2022 13:58:07.092733,"(4.6, 5.5, 5.29)","(101.0, 180.0, 135.55555555555554)","(31.0, 130.0, 116.85714285714286)","(4.6, 6.2, 5.269230769230769)","(4.6, 6.0, 5.733333333333333)","(5.0, 6.2, 5.909090909090909)","(15.0, 20.0, 18.09090909090909)","(16.0, 23.0, 21.363636363636363)","(4.4, 5.8, 5.725)"
14-12-2022 13:58:08.401844,"(4.6, 5.5, 5.29)","(101.0, 170.0, 131.11111111111111)","(31.0, 120.0, 79.0)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.733333333333333)","(5.0, 6.2, 5.909090909090909)","(15.0, 20.0, 18.0)","(16.0, 23.0, 21.363636363636363)","(4.4, 5.8, 5.773684210526316)"
14-12-2022 13:58:09.593377,"(4.6, 5.5, 5.29)","(101.0, 160.0, 126.66666666666667)","(31.0, 120.0, 79.0)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.733333333333333)","(5.0, 6.2, 6.022222222222222)","(15.0, 19.5, 18.0)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.804)"
14-12-2022 13:58:10.937602,"(4.6, 5.5, 5.29)","(101.0, 160.0, 126.66666666666667)","(31.0, 120.0, 60.0)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.733333333333333)","(5.0, 6.2, 6.022222222222222)","(15.0, 19.5, 18.0)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.804)"
14-12-2022 13:58:12.211310,"(4.6, 5.5, 5.29)","(101.0, 160.0, 126.66666666666667)","(31.0, 120.0, 57.5)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 18.710526315789473)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:13.456491,"(4.6, 5.5, 5.29)","(101.0, 150.0, 116.66666666666666)","(31.0, 75.0, 57.5)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 18.710526315789473)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:14.814257,"(4.6, 5.5, 5.29)","(101.0, 150.0, 116.66666666666666)","(31.0, 75.0, 57.5)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 18.710526315789473)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:16.054653,"(4.6, 5.5, 5.29)","(101.0, 150.0, 116.66666666666666)","(31.0, 75.0, 57.5)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 18.710526315789473)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:17.353077,"(4.6, 5.5, 5.29)","(101.0, 150.0, 116.66666666666666)","(31.0, 75.0, 57.5)","(4.6, 6.2, 5.5125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 18.710526315789473)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:18.765098,"(4.6, 5.5, 5.29)","(101.0, 150.0, 116.66666666666666)","(31.0, 75.0, 57.5)","(4.6, 6.2, 5.9372549019607845)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:20.066237,"(4.6, 5.5, 5.29)","(101.0, 140.0, 113.33333333333333)","(31.0, 75.0, 63.333333333333336)","(4.6, 6.0, 5.742105263157895)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:21.285607,"(4.6, 5.5, 5.29)","(101.0, 140.0, 113.33333333333333)","(31.0, 75.0, 64.70588235294117)","(4.6, 6.0, 5.673333333333333)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:22.560212,"(4.6, 5.5, 5.29)","(101.0, 140.0, 113.33333333333333)","(31.0, 75.0, 64.70588235294117)","(4.6, 6.0, 5.910909090909091)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:23.889164,"(4.6, 5.5, 5.29)","(101.0, 140.0, 113.33333333333333)","(31.0, 75.0, 64.70588235294117)","(4.6, 6.0, 5.910909090909091)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:25.114416,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 64.70588235294117)","(4.6, 6.0, 5.533333333333333)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:26.300744,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 58.5)","(4.6, 6.0, 5.533333333333333)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:27.488982,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 58.5)","(4.6, 6.0, 5.533333333333333)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(15.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.4, 5.9, 5.8500000000000005)"
14-12-2022 13:58:28.776865,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 58.5)","(4.6, 6.0, 5.533333333333333)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(14.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:30.376883,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 58.5)","(4.6, 6.0, 5.533333333333333)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(14.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:31.781949,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 64.0)","(4.6, 6.0, 5.9125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 6.12)","(14.0, 19.5, 17.714285714285715)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:33.022841,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 64.0)","(4.6, 6.0, 5.9125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:34.409332,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 64.6875)","(4.6, 6.0, 5.9125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:35.859156,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 64.6875)","(4.6, 6.0, 5.9125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:37.355969,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 75.0, 64.6875)","(4.6, 6.0, 5.9125)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:38.974933,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 65.0, 57.8125)","(4.6, 6.0, 5.611111111111111)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:40.614125,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 65.0, 53.64705882352941)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:42.301404,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 53.64705882352941)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:43.924392,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 53.64705882352941)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:45.387644,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 44.57142857142857)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:46.687242,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 44.57142857142857)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:48.011307,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 44.57142857142857)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:49.423876,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 44.57142857142857)","(4.6, 6.0, 5.906666666666666)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 21.8)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:50.723401,"(4.6, 5.5, 5.29)","(101.0, 140.0, 117.14285714285714)","(31.0, 60.0, 44.57142857142857)","(4.6, 6.0, 5.7)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.142857142857142)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:52.204214,"(4.6, 5.5, 5.29)","(101.0, 260.0, 156.66666666666666)","(31.0, 60.0, 44.57142857142857)","(4.6, 5.9, 5.7)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.142857142857142)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:53.615103,"(4.6, 5.5, 5.29)","(101.0, 250.0, 153.33333333333334)","(31.0, 60.0, 44.57142857142857)","(4.6, 5.9, 5.875)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.142857142857142)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:54.973671,"(4.6, 5.5, 5.29)","(101.0, 240.0, 153.33333333333334)","(31.0, 60.0, 44.57142857142857)","(4.6, 5.9, 5.7)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.142857142857142)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:56.229108,"(4.6, 5.5, 5.29)","(101.0, 240.0, 153.33333333333334)","(31.0, 60.0, 49.714285714285715)","(4.6, 5.9, 5.7)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:57.497392,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 50.4)","(4.6, 5.9, 5.5875)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:58:58.810253,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 48.0)","(4.6, 5.9, 5.65)","(4.6, 6.0, 5.8)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:00.267036,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 48.0)","(4.6, 5.9, 5.65)","(4.6, 6.0, 5.9)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:01.500672,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 48.0)","(4.6, 5.9, 5.65)","(4.6, 6.2, 5.9)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:02.736140,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 48.0)","(4.6, 5.9, 5.65)","(4.6, 6.2, 5.9)","(5.0, 6.2, 5.836363636363637)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:04.340341,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.9, 5.6)","(4.6, 6.2, 5.9)","(5.0, 6.2, 5.85)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:06.254330,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.6)","(4.6, 6.2, 5.9)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:07.610364,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.6)","(4.6, 6.2, 5.9)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:08.952272,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.6)","(4.6, 6.2, 5.9)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:10.283492,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.6)","(4.6, 6.2, 5.655172413793103)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 23.0, 23.75)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:11.551969,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.6)","(4.6, 6.0, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 23.615384615384617)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:12.874597,"(4.6, 5.5, 5.29)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 23.615384615384617)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:14.294073,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 23.615384615384617)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:15.687080,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 23.615384615384617)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:17.078619,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 23.363636363636363)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:18.411636,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 150.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 23.363636363636363)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:19.801924,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.85)","(14.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:21.215738,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.91)","(14.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:22.537194,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.91)","(14.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:23.859699,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.91)","(14.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8500000000000005)"
14-12-2022 13:59:25.336737,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.6, 5.8, 5.571428571428571)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.890909090909091)","(14.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.75)"
14-12-2022 13:59:26.591500,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.4, 5.8, 5.571428571428571)","(4.6, 5.9, 5.75)","(4.8, 6.0, 5.890909090909091)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.75)"
14-12-2022 13:59:27.897673,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.4, 5.8, 5.571428571428571)","(4.6, 5.9, 5.75)","(4.8, 6.0, 5.890909090909091)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.75)"
14-12-2022 13:59:29.328169,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(4.8, 6.0, 5.890909090909091)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:30.574306,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 45.333333333333336)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(4.8, 6.0, 5.890909090909091)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:31.837494,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 51.2)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.925)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:33.068675,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 48.0)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.925)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:34.442316,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 48.0)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.925)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:35.706187,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 48.0)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.925)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:36.918629,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 48.0)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.925)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.0)","(4.6, 5.9, 5.8130434782608695)"
14-12-2022 13:59:38.118546,"(4.6, 5.4, 5.300000000000001)","(101.0, 230.0, 140.0)","(31.0, 60.0, 54.666666666666664)","(4.4, 5.8, 5.654545454545454)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.94)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.9, 5.818367346938776)"
14-12-2022 13:59:39.312131,"(4.6, 5.4, 5.300000000000001)","(101.0, 220.0, 206.25)","(31.0, 60.0, 54.666666666666664)","(4.4, 5.8, 5.56)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.94)","(15.0, 19.5, 18.3)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.9, 5.818367346938776)"
14-12-2022 13:59:40.750221,"(4.6, 5.4, 5.300000000000001)","(101.0, 220.0, 206.25)","(31.0, 60.0, 54.666666666666664)","(4.4, 5.8, 5.56)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.94)","(15.0, 19.5, 19.833333333333332)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.9, 5.818367346938776)"
14-12-2022 13:59:42.135861,"(4.6, 5.4, 5.300000000000001)","(101.0, 210.0, 187.77777777777777)","(31.0, 60.0, 54.666666666666664)","(4.4, 5.8, 5.56)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.929411764705883)","(15.0, 21.0, 19.833333333333332)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.9, 5.785416666666667)"
14-12-2022 13:59:43.625468,"(4.6, 5.4, 5.300000000000001)","(101.0, 210.0, 190.0)","(31.0, 60.0, 49.0)","(4.4, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.929411764705883)","(15.0, 21.0, 19.833333333333332)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.9, 5.755769230769231)"
14-12-2022 13:59:45.388681,"(4.6, 5.4, 5.446153846153846)","(101.0, 210.0, 190.0)","(31.0, 60.0, 49.0)","(4.4, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.929411764705883)","(15.0, 21.0, 19.833333333333332)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.8, 5.74)"
14-12-2022 13:59:46.940883,"(4.6, 5.6, 5.446153846153846)","(101.0, 210.0, 190.0)","(31.0, 60.0, 49.0)","(4.4, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.929411764705883)","(15.0, 21.0, 19.833333333333332)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.8, 5.74)"
14-12-2022 13:59:48.577079,"(4.6, 5.6, 5.463636363636363)","(101.0, 210.0, 190.0)","(31.0, 60.0, 49.0)","(4.4, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 6.0, 5.748)","(15.0, 21.0, 19.833333333333332)","(16.0, 25.0, 24.142857142857142)","(4.6, 5.8, 5.74)"
14-12-2022 13:59:50.171156,"(4.6, 5.6, 5.463636363636363)","(101.0, 210.0, 190.0)","(31.0, 60.0, 49.0)","(4.4, 5.8, 5.68)","(4.6, 5.9, 5.75)","(5.0, 5.8, 5.748)","(15.0, 21.0, 19.833333333333332)","(16.0, 25.0, 23.75)","(4.6, 5.8, 5.74)"
