,Blonde Pop,Go Bailee Go,Carter Obrien,Obsessive Dreams,Shes All Style,Slick Soldier,Zipping Bryce,Helping Hands
11-01-2023 13:25:35.570585,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:36.845803,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:38.108845,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:39.380274,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:40.664036,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:42.026408,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:43.339855,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:44.632587,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:45.973639,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:25:47.356324,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:48.669702,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:49.994483,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:51.373666,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:52.745313,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:54.009118,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:55.338377,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:56.691825,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:57.986173,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:25:59.261993,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:00.687660,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:02.033179,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:03.327948,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:04.584645,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:05.803648,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:07.093470,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:08.406257,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:09.755705,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:11.077104,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:12.345556,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:13.613271,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:14.871151,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:16.206777,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:17.494848,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:18.818704,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:20.112894,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:21.392926,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:22.675842,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:23.942926,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:25.287614,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:26.608138,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:27.966584,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:26:29.211848,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:30.521621,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:31.831018,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:33.368934,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:34.890015,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:36.285159,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:37.643782,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:38.962832,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:40.261252,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:41.633798,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:42.988176,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 56.642857142857146)"
11-01-2023 13:26:44.233716,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 68.5)"
11-01-2023 13:26:45.515959,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 41.666666666666664)"
11-01-2023 13:26:46.889254,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 41.666666666666664)"
11-01-2023 13:26:48.214891,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(26.0, 110.0, 41.666666666666664)"
11-01-2023 13:26:49.616388,"(5.5, 9.6, 6.56)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(26.0, 110.0, 41.666666666666664)"
11-01-2023 13:26:51.080226,"(5.5, 9.6, 6.56)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(26.0, 110.0, 41.666666666666664)"
11-01-2023 13:26:52.615191,"(5.5, 9.6, 6.56)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(26.0, 110.0, 36.2)"
11-01-2023 13:26:54.140712,"(5.5, 9.6, 6.56)","(4.6, 8.4, 5.28421052631579)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(26.0, 110.0, 36.2)"
11-01-2023 13:26:55.429243,"(5.5, 9.6, 6.56)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:26:56.784779,"(5.5, 9.6, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:26:58.174802,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:26:59.540114,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:00.848151,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.3, 3.209090909090909)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:02.173812,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.3, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:03.506968,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:04.822633,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:06.152994,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:07.521515,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:08.878622,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:10.199009,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:11.434898,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:12.704890,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:14.036255,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:15.399542,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:16.737748,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.2181818181818183)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:18.131970,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.4)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 180.83333333333331)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 36.2)"
11-01-2023 13:27:19.592396,"(5.5, 9.8, 6.6)","(4.6, 8.4, 5.28421052631579)","(3.2, 4.4, 3.8600000000000003)","(11.0, 22.0, 13.866666666666667)","(81.0, 610.0, 352.5)","(4.4, 9.2, 7.7333333333333325)","(4.0, 7.4, 4.482352941176471)","(21.0, 110.0, 53.42857142857143)"
