,Surprisingly Sweet,Dust Bunny,Lets Go Mo,Cosmological,Lilbitoglory,Mrs Bell,Ostellas Rose,Golden Phase,All That Magic
15-12-2022 11:03:53.074461,"(11.0, 19.5, 16.7)","(13.0, 19.5, 15.692307692307692)","(17.0, 29.0, 24.235294117647058)","(12.0, 18.0, 16.94736842105263)","(9.0, 15.5, 15.038461538461538)","(2.6, 3.35, 3.3125)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.4, 2.52, 2.4776470588235293)"
15-12-2022 11:03:54.296884,"(11.0, 19.5, 16.7)","(13.0, 19.5, 15.692307692307692)","(17.0, 29.0, 24.235294117647058)","(12.0, 18.0, 16.94736842105263)","(9.0, 15.5, 15.423076923076923)","(2.6, 3.35, 3.354)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.4, 2.52, 2.4776470588235293)"
15-12-2022 11:03:55.510759,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 15.692307692307692)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 16.75)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.45, 3.3363636363636364)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.46)"
15-12-2022 11:03:56.681135,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 15.692307692307692)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 16.75)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.3363636363636364)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.46)"
15-12-2022 11:03:57.867598,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 15.692307692307692)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 16.75)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.3363636363636364)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.448888888888889)"
15-12-2022 11:03:59.079499,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 16.75)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.31875)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.448888888888889)"
15-12-2022 11:04:00.354648,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 17.0)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.31875)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.4890909090909092)"
15-12-2022 11:04:01.611793,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 17.0)","(9.0, 16.0, 15.285714285714286)","(2.6, 3.35, 3.31875)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.4890909090909092)"
15-12-2022 11:04:02.848307,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 21.956521739130434)","(12.0, 18.0, 17.0)","(9.0, 16.0, 15.285714285714286)","(2.6, 3.35, 3.31875)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.4890909090909092)"
15-12-2022 11:04:04.077641,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 22.045454545454547)","(12.0, 18.0, 17.0)","(9.0, 16.0, 15.285714285714286)","(2.6, 3.35, 3.316666666666667)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.4890909090909092)"
15-12-2022 11:04:05.290780,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 22.045454545454547)","(12.0, 18.0, 15.333333333333334)","(9.0, 16.0, 15.285714285714286)","(2.6, 3.35, 3.336046511627907)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.452)"
15-12-2022 11:04:06.501618,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 22.045454545454547)","(12.0, 18.0, 14.333333333333334)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.336046511627907)","(1.01, 99999, 99990)","(16.0, 60.0, 27.6)","(2.4, 2.52, 2.452)"
15-12-2022 11:04:07.619369,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 22.045454545454547)","(12.0, 16.0, 14.333333333333334)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.336046511627907)","(1.01, 99999, 99990)","(16.0, 60.0, 27.6)","(2.4, 2.52, 2.452)"
15-12-2022 11:04:08.727866,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 17.666666666666668)","(17.0, 29.0, 22.045454545454547)","(12.0, 16.0, 14.333333333333334)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.336046511627907)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.466666666666667)"
15-12-2022 11:04:09.832746,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 16.444444444444443)","(17.0, 29.0, 22.045454545454547)","(12.0, 16.0, 14.333333333333334)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.35, 3.336046511627907)","(1.01, 99999, 99990)","(16.0, 60.0, 36.285714285714285)","(2.4, 2.52, 2.452)"
15-12-2022 11:04:10.987739,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 16.444444444444443)","(17.0, 29.0, 22.045454545454547)","(12.0, 16.0, 14.157894736842104)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.45, 3.3807692307692307)","(1.01, 99999, 99990)","(16.0, 60.0, 27.6)","(2.4, 2.52, 2.452)"
15-12-2022 11:04:12.109178,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 16.444444444444443)","(17.0, 29.0, 22.045454545454547)","(12.0, 16.0, 14.157894736842104)","(9.0, 16.0, 15.423076923076923)","(2.6, 3.45, 3.338888888888889)","(1.01, 99999, 99990)","(16.0, 60.0, 27.6)","(2.4, 2.52, 2.452)"
15-12-2022 11:04:13.301326,"(11.0, 19.5, 17.863636363636363)","(13.0, 19.5, 16.444444444444443)","(17.0, 29.0, 22.045454545454547)","(12.0, 16.0, 14.444444444444445)","(9.0, 16.0, 15.142857142857142)","(2.6, 3.45, 3.353125)","(1.01, 99999, 99990)","(16.0, 60.0, 27.6)","(2.4, 2.52, 2.446086956521739)"
15-12-2022 11:04:14.573070,"(11.0, 20.0, 17.75)","(13.0, 19.0, 15.884615384615385)","(17.0, 29.0, 22.523809523809526)","(12.0, 16.0, 14.444444444444445)","(9.0, 16.0, 14.125)","(2.6, 3.4, 3.353125)","(1.01, 99999, 99990)","(16.0, 60.0, 27.6)","(2.4, 2.52, 2.4299999999999997)"
15-12-2022 11:04:15.986364,"(11.0, 20.0, 18.227272727272727)","(13.0, 19.0, 16.22222222222222)","(17.0, 29.0, 21.607142857142858)","(12.0, 16.0, 15.0625)","(9.0, 16.0, 14.0)","(2.6, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 26.22222222222222)","(2.4, 2.5, 2.425)"
15-12-2022 11:04:17.271345,"(11.0, 20.0, 18.227272727272727)","(13.0, 19.0, 16.22222222222222)","(17.0, 29.0, 21.607142857142858)","(12.0, 16.0, 15.642857142857142)","(9.0, 16.0, 14.0)","(2.6, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 25.333333333333332)","(2.4, 2.5, 2.411111111111111)"
15-12-2022 11:04:18.586033,"(11.0, 20.0, 18.227272727272727)","(13.0, 19.0, 16.22222222222222)","(17.0, 29.0, 21.607142857142858)","(12.0, 16.5, 15.642857142857142)","(9.0, 16.0, 14.0)","(2.6, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 25.333333333333332)","(2.4, 2.5, 2.411111111111111)"
15-12-2022 11:04:19.976002,"(11.0, 20.0, 18.227272727272727)","(13.0, 19.0, 16.22222222222222)","(17.0, 29.0, 21.607142857142858)","(12.0, 16.5, 15.642857142857142)","(9.0, 16.0, 14.0)","(2.7, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 27.11111111111111)","(2.4, 2.5, 2.412)"
15-12-2022 11:04:21.355369,"(11.0, 20.0, 18.227272727272727)","(13.0, 19.0, 16.22222222222222)","(17.0, 29.0, 21.607142857142858)","(12.0, 16.5, 18.97222222222222)","(9.0, 16.0, 14.0)","(2.7, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.48, 2.4428571428571426)"
15-12-2022 11:04:22.655897,"(11.0, 20.0, 17.428571428571427)","(13.0, 19.0, 16.22222222222222)","(17.0, 29.0, 21.607142857142858)","(12.0, 19.0, 18.97222222222222)","(9.0, 16.0, 14.0)","(2.7, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.48, 2.4082758620689653)"
15-12-2022 11:04:24.051690,"(11.0, 20.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 29.0, 25.0)","(12.0, 19.0, 18.97222222222222)","(9.0, 16.0, 14.75)","(2.7, 3.4, 3.316)","(1.01, 99999, 99990)","(16.0, 60.0, 37.86666666666667)","(2.4, 2.48, 2.4082758620689653)"
15-12-2022 11:04:25.258443,"(11.0, 21.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 29.0, 22.045454545454547)","(12.0, 19.0, 18.94736842105263)","(9.0, 16.0, 14.75)","(2.7, 3.4, 3.341666666666667)","(1.01, 99999, 99990)","(16.0, 60.0, 37.86666666666667)","(2.4, 2.48, 2.4082758620689653)"
15-12-2022 11:04:26.425512,"(11.0, 21.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 29.0, 25.714285714285715)","(12.0, 19.0, 18.875)","(9.0, 16.0, 14.75)","(2.7, 3.4, 3.421875)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.48, 2.412)"
15-12-2022 11:04:27.584283,"(11.0, 20.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 28.0, 25.714285714285715)","(12.0, 19.0, 18.875)","(9.0, 16.0, 14.75)","(2.7, 3.45, 3.391935483870968)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.46, 2.412)"
15-12-2022 11:04:28.779161,"(11.0, 20.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 28.0, 25.714285714285715)","(12.0, 19.0, 18.875)","(9.0, 16.0, 14.75)","(2.7, 3.45, 3.391935483870968)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.46, 2.4066666666666667)"
15-12-2022 11:04:29.969357,"(11.0, 20.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 28.0, 25.714285714285715)","(12.0, 19.0, 18.94736842105263)","(9.0, 16.0, 15.333333333333334)","(2.7, 3.45, 3.406451612903226)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.46, 2.4066666666666667)"
15-12-2022 11:04:31.149941,"(11.0, 20.0, 18.0)","(13.0, 19.0, 16.5)","(17.0, 28.0, 25.714285714285715)","(12.0, 19.0, 18.94736842105263)","(9.0, 16.0, 15.333333333333334)","(2.7, 3.45, 3.4050000000000002)","(1.01, 99999, 99990)","(16.0, 60.0, 24.0)","(2.4, 2.46, 2.4066666666666667)"
15-12-2022 11:04:32.261974,"(11.0, 20.0, 18.0)","(12.0, 19.0, 16.5)","(17.0, 28.0, 25.714285714285715)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 3.45, 3.4263157894736844)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.4495652173913043)"
15-12-2022 11:04:33.364071,"(11.0, 22.0, 15.882352941176471)","(12.0, 19.0, 16.5)","(17.0, 29.0, 22.045454545454547)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 3.45, 3.4263157894736844)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.4495652173913043)"
15-12-2022 11:04:34.482763,"(11.0, 21.0, 18.666666666666668)","(12.0, 19.0, 16.5)","(17.0, 29.0, 25.0)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.82)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.445)"
15-12-2022 11:04:35.501305,"(11.0, 21.0, 18.666666666666668)","(12.0, 19.0, 16.5)","(17.0, 29.0, 22.045454545454547)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.82)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.445)"
15-12-2022 11:04:36.536374,"(11.0, 20.0, 16.4)","(12.0, 19.0, 16.5)","(17.0, 28.0, 25.714285714285715)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.528571428571429)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.37)"
15-12-2022 11:04:37.668094,"(11.0, 19.5, 17.666666666666668)","(12.0, 19.0, 16.5)","(17.0, 28.0, 25.0)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.661538461538462)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.4413793103448276)"
15-12-2022 11:04:38.762704,"(11.0, 19.5, 17.666666666666668)","(12.0, 19.0, 16.5)","(17.0, 27.0, 25.0)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.661538461538462)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.46, 2.3688372093023253)"
15-12-2022 11:04:39.890600,"(11.0, 19.5, 17.666666666666668)","(12.0, 19.0, 17.625)","(17.0, 27.0, 25.0)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.661538461538462)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.38, 2.3688372093023253)"
15-12-2022 11:04:41.085424,"(11.0, 19.5, 17.666666666666668)","(12.0, 19.0, 17.625)","(17.0, 27.0, 25.0)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.661538461538462)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.38, 2.3688372093023253)"
15-12-2022 11:04:42.238137,"(11.0, 19.5, 17.666666666666668)","(12.0, 19.0, 17.625)","(17.0, 27.0, 25.0)","(12.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.333333333333334)","(2.7, 4.0, 3.8642857142857143)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.38, 2.33)"
15-12-2022 11:04:43.390028,"(11.0, 19.5, 17.666666666666668)","(12.0, 19.0, 17.142857142857142)","(17.0, 27.0, 25.0)","(12.0, 19.0, 18.875)","(10.0, 16.0, 15.642857142857142)","(2.7, 3.95, 3.75)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.3, 2.38, 2.33)"
15-12-2022 11:04:44.502259,"(11.0, 19.5, 18.3)","(12.0, 19.0, 17.142857142857142)","(18.0, 27.0, 24.444444444444443)","(13.0, 19.0, 18.875)","(10.0, 16.0, 15.642857142857142)","(2.8, 3.95, 3.735294117647059)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.33)"
15-12-2022 11:04:45.635244,"(11.0, 19.5, 18.3)","(12.0, 19.0, 17.142857142857142)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.642857142857142)","(2.8, 4.0, 3.8684210526315788)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.33)"
15-12-2022 11:04:46.770069,"(11.0, 19.5, 18.3)","(12.0, 19.0, 17.142857142857142)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 16.0, 15.642857142857142)","(2.8, 4.0, 3.7423076923076923)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.33)"
15-12-2022 11:04:47.901861,"(11.0, 19.5, 18.3)","(12.0, 19.0, 17.142857142857142)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 16.0, 14.055555555555555)","(2.8, 3.95, 3.7210526315789476)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.3541935483870966)"
15-12-2022 11:04:49.073738,"(11.0, 19.5, 18.3)","(12.0, 19.0, 18.0)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 16.0, 14.833333333333332)","(2.8, 3.95, 3.7210526315789476)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.3541935483870966)"
15-12-2022 11:04:50.230295,"(11.0, 19.5, 18.3)","(12.0, 19.0, 16.0)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 15.5, 14.833333333333332)","(2.8, 3.95, 3.7083333333333335)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.3541935483870966)"
15-12-2022 11:04:51.339103,"(11.0, 19.5, 18.3)","(12.0, 19.0, 16.0)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 15.5, 14.357142857142858)","(2.8, 3.95, 3.7083333333333335)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.3541935483870966)"
15-12-2022 11:04:52.479382,"(11.0, 19.5, 18.3)","(12.0, 19.0, 16.0)","(18.0, 28.0, 24.444444444444443)","(13.0, 19.0, 18.94736842105263)","(10.0, 15.5, 14.357142857142858)","(2.8, 3.95, 3.713953488372093)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.3541935483870966)"
15-12-2022 11:04:53.687562,"(11.0, 19.5, 18.3)","(12.0, 19.0, 16.0)","(18.0, 28.0, 23.333333333333332)","(13.0, 19.0, 18.875)","(10.0, 15.5, 14.625)","(2.8, 3.95, 3.8333333333333335)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.38, 2.2420689655172414)"
15-12-2022 11:04:54.856647,"(11.0, 19.5, 18.3)","(12.0, 19.0, 17.666666666666664)","(18.0, 28.0, 25.666666666666668)","(13.0, 19.0, 18.944444444444443)","(10.0, 15.5, 14.25)","(2.8, 3.95, 3.8333333333333335)","(1.01, 99999, 99990)","(16.0, 60.0, 27.11111111111111)","(2.25, 2.3, 2.231555555555556)"
15-12-2022 11:04:56.095761,"(11.0, 19.5, 17.928571428571427)","(12.0, 18.5, 16.25)","(18.0, 28.0, 26.0)","(13.0, 19.0, 19.571428571428573)","(10.0, 15.5, 14.25)","(2.8, 3.95, 3.8423076923076924)","(1.01, 99999, 99990)","(16.0, 60.0, 28.8)","(2.25, 2.24, 2.231555555555556)"
15-12-2022 11:04:57.301690,"(11.0, 19.5, 17.928571428571427)","(12.0, 18.0, 15.75)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.533333333333335)","(10.0, 15.5, 15.428571428571429)","(2.8, 3.95, 3.841891891891892)","(1.01, 99999, 99990)","(16.0, 60.0, 24.444444444444443)","(2.25, 2.24, 2.233770491803279)"
15-12-2022 11:04:58.461881,"(11.0, 19.5, 17.928571428571427)","(12.0, 18.0, 15.75)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.533333333333335)","(10.0, 16.0, 15.125)","(2.8, 3.95, 3.841891891891892)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.24, 2.2272727272727275)"
15-12-2022 11:04:59.554873,"(11.0, 19.5, 17.928571428571427)","(12.0, 18.0, 15.75)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 16.0, 15.25)","(2.8, 3.95, 3.85625)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.224663677130045)"
15-12-2022 11:05:00.612058,"(11.0, 19.5, 17.928571428571427)","(12.0, 18.0, 15.75)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 16.0, 15.25)","(2.8, 3.95, 3.8055555555555554)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.2213114754098364)"
15-12-2022 11:05:01.755098,"(11.0, 19.5, 17.928571428571427)","(12.0, 18.0, 17.0)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 16.0, 14.625)","(2.8, 4.0, 3.7758620689655173)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.2213114754098364)"
15-12-2022 11:05:02.877956,"(11.0, 19.5, 17.928571428571427)","(12.0, 19.0, 17.77777777777778)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.625)","(2.8, 4.0, 3.767857142857143)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.2213114754098364)"
15-12-2022 11:05:03.966687,"(11.0, 22.0, 16.105263157894736)","(12.0, 19.5, 18.166666666666664)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.625)","(2.8, 4.0, 3.7857142857142856)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.2213114754098364)"
15-12-2022 11:05:05.071466,"(11.0, 22.0, 16.105263157894736)","(12.0, 19.5, 18.166666666666664)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.625)","(2.8, 4.0, 3.7857142857142856)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.2213114754098364)"
15-12-2022 11:05:06.220102,"(11.0, 22.0, 16.105263157894736)","(12.0, 19.5, 16.73076923076923)","(18.0, 28.0, 24.5)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.833333333333332)","(2.8, 4.0, 3.873684210526316)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.3, 2.2390909090909092)"
15-12-2022 11:05:07.356572,"(11.0, 22.0, 16.105263157894736)","(12.0, 19.5, 16.73076923076923)","(18.0, 28.0, 26.0)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.833333333333332)","(2.8, 4.0, 3.873684210526316)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.28, 2.2326315789473687)"
15-12-2022 11:05:08.559540,"(11.0, 21.0, 19.0)","(12.0, 19.5, 16.73076923076923)","(18.0, 28.0, 26.0)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.25)","(2.8, 4.0, 3.873684210526316)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.28, 2.2326315789473687)"
15-12-2022 11:05:09.997976,"(11.0, 20.0, 18.285714285714285)","(12.0, 19.5, 16.73076923076923)","(18.0, 28.0, 26.0)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.25)","(2.8, 4.0, 3.873684210526316)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.28, 2.2326315789473687)"
15-12-2022 11:05:11.432232,"(11.0, 20.0, 18.285714285714285)","(12.0, 18.5, 17.27777777777778)","(18.0, 28.0, 26.0)","(13.0, 21.0, 19.470588235294116)","(10.0, 15.5, 14.25)","(2.8, 4.0, 3.873684210526316)","(1.01, 99999, 99990)","(16.0, 60.0, 32.666666666666664)","(2.25, 2.28, 2.2326315789473687)"
15-12-2022 11:05:12.735504,"(11.0, 20.0, 18.285714285714285)","(12.0, 18.5, 17.27777777777778)","(18.0, 28.0, 26.0)","(13.0, 21.0, 22.4)","(10.0, 15.5, 14.25)","(2.8, 4.0, 3.895652173913043)","(1.01, 99999, 99990)","(16.0, 60.0, 34.46153846153847)","(2.25, 2.28, 2.2326315789473687)"
15-12-2022 11:05:14.103812,"(11.0, 20.0, 18.7)","(12.0, 18.5, 17.27777777777778)","(18.0, 28.0, 26.0)","(13.0, 23.0, 22.6)","(10.0, 15.5, 14.833333333333332)","(2.8, 4.0, 3.914285714285714)","(1.01, 99999, 99990)","(16.0, 60.0, 40.94117647058823)","(2.25, 2.28, 2.225217391304348)"
15-12-2022 11:05:15.528563,"(11.0, 20.0, 18.166666666666668)","(12.0, 18.5, 17.27777777777778)","(18.0, 28.0, 26.0)","(13.0, 23.0, 22.6)","(10.0, 15.5, 14.833333333333332)","(2.8, 4.0, 3.9379310344827587)","(1.01, 99999, 99990)","(16.0, 60.0, 40.94117647058823)","(2.25, 2.28, 2.225217391304348)"
15-12-2022 11:05:17.046676,"(11.0, 20.0, 18.166666666666668)","(12.0, 18.5, 17.27777777777778)","(18.0, 28.0, 26.727272727272727)","(13.0, 23.0, 21.571428571428573)","(10.0, 15.5, 14.625)","(2.8, 4.0, 3.935714285714286)","(1.01, 99999, 99990)","(16.0, 60.0, 33.333333333333336)","(2.25, 2.28, 2.2245283018867927)"
15-12-2022 11:05:18.460373,"(11.0, 20.0, 18.166666666666668)","(12.0, 18.5, 17.27777777777778)","(18.0, 28.0, 26.727272727272727)","(13.0, 22.0, 21.571428571428573)","(10.0, 15.5, 14.625)","(2.8, 4.0, 3.935714285714286)","(1.01, 99999, 99990)","(16.0, 60.0, 33.333333333333336)","(2.25, 2.28, 2.2245283018867927)"
15-12-2022 11:05:19.864747,"(11.0, 20.0, 18.166666666666668)","(12.0, 18.5, 16.5)","(18.0, 28.0, 26.727272727272727)","(13.0, 22.0, 21.166666666666668)","(10.0, 15.5, 15.0)","(2.8, 4.0, 3.905263157894737)","(1.01, 99999, 99990)","(16.0, 60.0, 22.666666666666668)","(2.25, 2.28, 2.21)"
15-12-2022 11:05:21.179948,"(11.0, 20.0, 18.909090909090907)","(12.0, 17.5, 16.75)","(18.0, 28.0, 26.727272727272727)","(13.0, 22.0, 21.25)","(10.0, 16.0, 13.8)","(2.8, 4.0, 3.905263157894737)","(1.01, 99999, 99990)","(16.0, 60.0, 30.666666666666668)","(2.25, 2.28, 2.0941176470588236)"
15-12-2022 11:05:22.373087,"(11.0, 20.0, 19.076923076923077)","(12.0, 17.5, 16.75)","(18.0, 28.0, 26.727272727272727)","(13.0, 22.0, 21.25)","(10.0, 16.0, 13.8)","(2.8, 4.0, 3.8875)","(1.01, 99999, 99990)","(16.0, 60.0, 30.666666666666668)","(2.25, 2.16, 2.0941176470588236)"
15-12-2022 11:05:23.636572,"(11.0, 20.0, 19.076923076923077)","(12.0, 17.5, 16.75)","(18.0, 28.0, 26.53846153846154)","(13.0, 22.0, 21.25)","(10.0, 16.0, 13.411764705882353)","(2.8, 4.0, 3.8875)","(1.01, 99999, 99990)","(16.0, 60.0, 28.88888888888889)","(2.25, 2.16, 2.0853333333333333)"
