,Caramel Toffee,Aglot,Premium Star,Runaway Kiss,Borgov,Freddy Barbarossa,Simply Beans,Harlow Queen,Redavni,Springs Gift,Minokawa,Bogan Princess,Dominant Rose,Sheez Bean Talkin,Mersey Girl
07-01-2023 16:20:18.639329,"(61.0, 140.0, 137.6)","(51.0, 60.0, 58.75)","(16.0, 23.0, 22.304347826086957)","(26.0, 34.0, 33.666666666666664)","(17.0, 21.0, 20.1)","(19.0, 27.0, 26.9375)","(3.5, 4.2, 4.1431330472103)","(17.0, 23.0, 22.5)","(21.0, 34.0, 31.272727272727273)","(41.0, 55.0, 52.58620689655172)","(2.1, 2.46, 2.4248)","(31.0, 44.0, 43.2)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 83.15789473684211)","(101.0, 330.0, 305.0)"
07-01-2023 16:20:20.249807,"(61.0, 140.0, 137.6)","(51.0, 60.0, 58.75)","(16.0, 23.0, 22.125)","(26.0, 34.0, 33.666666666666664)","(17.0, 21.0, 20.29054054054054)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.1431330472103)","(17.0, 23.0, 22.5)","(21.0, 34.0, 31.63157894736842)","(41.0, 55.0, 52.58620689655172)","(2.1, 2.46, 2.4327131782945735)","(31.0, 44.0, 43.2)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 83.15789473684211)","(101.0, 330.0, 345.0)"
07-01-2023 16:20:21.958670,"(61.0, 140.0, 137.6)","(51.0, 60.0, 59.285714285714285)","(16.0, 23.0, 21.35483870967742)","(26.0, 34.0, 33.666666666666664)","(17.0, 21.0, 20.29054054054054)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.1431330472103)","(17.0, 23.0, 22.5)","(21.0, 34.0, 31.63157894736842)","(41.0, 55.0, 52.58620689655172)","(2.1, 2.46, 2.436533333333333)","(31.0, 44.0, 43.2)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 83.15789473684211)","(101.0, 410.0, 320.0)"
07-01-2023 16:20:23.568265,"(61.0, 140.0, 137.6)","(51.0, 60.0, 59.375)","(16.0, 22.0, 21.51219512195122)","(26.0, 34.0, 32.77777777777778)","(17.0, 21.0, 20.227941176470587)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.151197053406998)","(17.0, 23.0, 22.5)","(21.0, 34.0, 31.63157894736842)","(41.0, 55.0, 52.2)","(2.1, 2.46, 2.4413793103448276)","(31.0, 44.0, 43.2)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 83.15789473684211)","(101.0, 400.0, 307.5)"
07-01-2023 16:20:25.239413,"(61.0, 140.0, 137.6)","(51.0, 60.0, 59.375)","(16.0, 22.0, 21.0)","(26.0, 34.0, 30.22222222222222)","(17.0, 21.0, 20.136363636363637)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.152423698384201)","(17.0, 23.0, 22.40740740740741)","(21.0, 34.0, 31.63157894736842)","(41.0, 55.0, 52.2)","(2.1, 2.46, 2.4449056603773585)","(31.0, 44.0, 40.30769230769231)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 81.15384615384616)","(101.0, 390.0, 330.0)"
07-01-2023 16:20:26.836894,"(61.0, 140.0, 137.6)","(51.0, 60.0, 59.54545454545455)","(16.0, 22.0, 20.65714285714286)","(26.0, 32.0, 29.294117647058822)","(17.0, 21.0, 20.136363636363637)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.154072790294627)","(17.0, 23.0, 22.40740740740741)","(21.0, 34.0, 30.727272727272727)","(41.0, 55.0, 52.94117647058823)","(2.1, 2.46, 2.445744680851064)","(31.0, 44.0, 39.0)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 83.33333333333333)","(101.0, 360.0, 300.0)"
07-01-2023 16:20:28.465099,"(61.0, 140.0, 137.6)","(51.0, 60.0, 59.54545454545455)","(16.0, 21.0, 20.464285714285715)","(26.0, 30.0, 28.142857142857142)","(17.0, 21.0, 20.254901960784313)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.151465201465202)","(17.0, 23.0, 22.40740740740741)","(21.0, 34.0, 31.12)","(41.0, 55.0, 52.94117647058823)","(2.1, 2.46, 2.445744680851064)","(31.0, 42.0, 39.0)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 86.11111111111111)","(101.0, 360.0, 355.0)"
07-01-2023 16:20:30.107544,"(61.0, 140.0, 137.6)","(51.0, 60.0, 59.54545454545455)","(16.0, 21.0, 20.464285714285715)","(26.0, 30.0, 28.142857142857142)","(17.0, 21.0, 20.254901960784313)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.151465201465202)","(17.0, 23.0, 22.40740740740741)","(21.0, 34.0, 31.12)","(41.0, 55.0, 52.94117647058823)","(2.1, 2.46, 2.445744680851064)","(31.0, 42.0, 39.0)","(26.0, 40.0, 37.904761904761905)","(41.0, 95.0, 86.11111111111111)","(101.0, 430.0, 355.0)"
07-01-2023 16:20:31.782589,"(61.0, 190.0, 180.0)","(51.0, 65.0, 64.79166666666667)","(16.0, 21.0, 20.0625)","(26.0, 29.0, 28.235294117647058)","(17.0, 21.0, 20.314285714285713)","(19.0, 27.0, 26.928571428571427)","(3.5, 4.2, 4.151465201465202)","(17.0, 23.0, 22.48717948717949)","(21.0, 34.0, 31.12)","(41.0, 55.0, 52.94117647058823)","(2.1, 2.46, 2.4404379562043794)","(31.0, 44.0, 43.95348837209302)","(26.0, 40.0, 38.42857142857143)","(41.0, 90.0, 90.625)","(101.0, 420.0, 355.0)"
07-01-2023 16:20:33.382948,"(61.0, 220.0, 177.14285714285714)","(51.0, 70.0, 68.51851851851852)","(16.0, 21.0, 20.055555555555557)","(26.0, 29.0, 28.606060606060606)","(17.0, 21.0, 20.4)","(19.0, 27.0, 26.944444444444443)","(3.5, 4.2, 4.152508960573477)","(17.0, 23.0, 22.75609756097561)","(21.0, 34.0, 31.428571428571427)","(41.0, 55.0, 53.05555555555556)","(2.1, 2.46, 2.4358024691358025)","(31.0, 44.0, 43.95652173913044)","(26.0, 40.0, 38.666666666666664)","(41.0, 100.0, 86.53846153846153)","(101.0, 430.0, 355.0)"
07-01-2023 16:20:34.975375,"(61.0, 220.0, 190.0)","(51.0, 70.0, 67.8125)","(16.0, 21.0, 20.54054054054054)","(26.0, 29.0, 28.606060606060606)","(17.0, 21.0, 20.4)","(19.0, 27.0, 26.944444444444443)","(3.5, 4.2, 4.152508960573477)","(17.0, 23.0, 22.72972972972973)","(21.0, 34.0, 31.428571428571427)","(41.0, 55.0, 53.05555555555556)","(2.1, 2.44, 2.4358024691358025)","(31.0, 44.0, 43.95918367346939)","(26.0, 40.0, 38.666666666666664)","(41.0, 100.0, 86.53846153846153)","(101.0, 430.0, 355.0)"
07-01-2023 16:20:36.623257,"(61.0, 220.0, 190.0)","(51.0, 70.0, 67.8125)","(16.0, 21.0, 20.606060606060606)","(26.0, 29.0, 28.606060606060606)","(17.0, 21.0, 20.41025641025641)","(19.0, 27.0, 26.944444444444443)","(3.5, 4.2, 4.149810606060606)","(17.0, 23.0, 22.72972972972973)","(21.0, 34.0, 31.428571428571427)","(41.0, 55.0, 52.74193548387097)","(2.1, 2.44, 2.435609756097561)","(31.0, 44.0, 43.95918367346939)","(26.0, 40.0, 38.666666666666664)","(41.0, 100.0, 85.41666666666667)","(101.0, 430.0, 355.0)"
07-01-2023 16:20:38.239645,"(61.0, 220.0, 190.0)","(51.0, 70.0, 64.81481481481481)","(16.0, 21.0, 20.63888888888889)","(26.0, 29.0, 28.606060606060606)","(17.0, 21.0, 20.4390243902439)","(19.0, 27.0, 26.944444444444443)","(3.5, 4.2, 4.151107011070111)","(17.0, 23.0, 22.75)","(21.0, 34.0, 31.6)","(41.0, 55.0, 52.8125)","(2.1, 2.44, 2.3746882217090066)","(31.0, 44.0, 43.95918367346939)","(26.0, 40.0, 38.666666666666664)","(41.0, 100.0, 85.41666666666667)","(101.0, 430.0, 355.0)"
07-01-2023 16:20:39.816245,"(61.0, 220.0, 195.0)","(51.0, 65.0, 68.78787878787878)","(16.0, 21.0, 20.476190476190474)","(26.0, 29.0, 27.928571428571427)","(17.0, 21.0, 20.892857142857142)","(19.0, 27.0, 27.928571428571427)","(3.5, 4.2, 4.153752181500873)","(17.0, 23.0, 22.6)","(21.0, 34.0, 32.78787878787879)","(41.0, 55.0, 52.5)","(2.1, 2.38, 2.430962343096234)","(31.0, 44.0, 45.714285714285715)","(26.0, 40.0, 39.125)","(41.0, 100.0, 76.66666666666667)","(101.0, 430.0, 360.0)"
07-01-2023 16:20:41.377819,"(61.0, 220.0, 190.0)","(51.0, 70.0, 68.85714285714286)","(16.0, 21.0, 19.682926829268293)","(26.0, 29.0, 28.318181818181817)","(17.0, 21.0, 20.92105263157895)","(19.0, 28.0, 27.954545454545453)","(3.5, 4.2, 4.155685618729097)","(17.0, 23.0, 22.88888888888889)","(21.0, 34.0, 32.91891891891892)","(41.0, 55.0, 53.05555555555556)","(2.1, 2.44, 2.4365217391304346)","(31.0, 46.0, 45.728813559322035)","(26.0, 40.0, 39.294117647058826)","(41.0, 100.0, 85.0)","(101.0, 430.0, 386.6666666666667)"
07-01-2023 16:20:42.965399,"(61.0, 210.0, 190.0)","(51.0, 70.0, 68.85714285714286)","(16.0, 21.0, 19.682926829268293)","(26.0, 29.0, 28.318181818181817)","(17.0, 21.0, 20.92105263157895)","(19.0, 28.0, 27.954545454545453)","(3.5, 4.2, 4.155685618729097)","(17.0, 23.0, 22.88888888888889)","(21.0, 34.0, 33.06666666666666)","(41.0, 55.0, 52.857142857142854)","(2.1, 2.44, 2.43787610619469)","(31.0, 46.0, 45.70909090909091)","(26.0, 40.0, 39.294117647058826)","(41.0, 95.0, 75.0)","(101.0, 430.0, 370.0)"
07-01-2023 16:20:44.611595,"(61.0, 210.0, 195.0)","(51.0, 70.0, 68.61111111111111)","(16.0, 21.0, 18.695652173913043)","(26.0, 28.0, 25.818181818181817)","(17.0, 22.0, 21.157894736842106)","(19.0, 28.0, 27.90909090909091)","(3.5, 4.2, 4.155685618729097)","(17.0, 23.0, 22.88888888888889)","(21.0, 34.0, 33.06666666666666)","(41.0, 55.0, 52.857142857142854)","(2.1, 2.44, 2.4368421052631577)","(31.0, 46.0, 45.70909090909091)","(26.0, 40.0, 39.294117647058826)","(41.0, 95.0, 74.44444444444444)","(101.0, 430.0, 370.0)"
07-01-2023 16:20:46.260218,"(61.0, 210.0, 204.0)","(51.0, 70.0, 68.57142857142857)","(16.0, 20.0, 18.666666666666668)","(26.0, 28.0, 27.157894736842106)","(17.0, 22.0, 21.413793103448278)","(19.0, 28.0, 27.76923076923077)","(3.5, 4.2, 4.155778894472362)","(17.0, 23.0, 22.88888888888889)","(21.0, 34.0, 33.06666666666666)","(41.0, 55.0, 52.857142857142854)","(2.1, 2.46, 2.4377319587628867)","(31.0, 46.0, 45.84905660377358)","(26.0, 40.0, 39.294117647058826)","(41.0, 90.0, 73.33333333333333)","(101.0, 420.0, 386.6666666666667)"
07-01-2023 16:20:47.852675,"(61.0, 210.0, 204.0)","(51.0, 70.0, 69.375)","(16.0, 20.0, 18.9375)","(26.0, 28.0, 27.157894736842106)","(17.0, 22.0, 21.413793103448278)","(19.0, 29.0, 27.76923076923077)","(3.5, 4.2, 4.155778894472362)","(17.0, 23.0, 22.88888888888889)","(21.0, 34.0, 33.06666666666666)","(41.0, 55.0, 52.666666666666664)","(2.1, 2.46, 2.438181818181818)","(31.0, 46.0, 45.84905660377358)","(26.0, 40.0, 39.294117647058826)","(41.0, 90.0, 73.33333333333333)","(101.0, 410.0, 362.0)"
07-01-2023 16:20:49.439063,"(61.0, 210.0, 204.0)","(51.0, 70.0, 68.52941176470588)","(16.0, 19.5, 19.108695652173914)","(26.0, 28.0, 27.372549019607842)","(17.0, 22.0, 21.413793103448278)","(19.0, 29.0, 27.74074074074074)","(3.5, 4.2, 4.155979202772963)","(17.0, 23.0, 22.88888888888889)","(21.0, 34.0, 32.72727272727273)","(41.0, 55.0, 50.90909090909091)","(2.1, 2.46, 2.4355172413793102)","(31.0, 46.0, 45.84905660377358)","(26.0, 40.0, 39.294117647058826)","(41.0, 90.0, 73.33333333333333)","(101.0, 410.0, 350.0)"
07-01-2023 16:20:51.072174,"(61.0, 210.0, 205.0)","(51.0, 70.0, 69.375)","(16.0, 19.5, 19.153846153846153)","(26.0, 28.0, 25.818181818181817)","(17.0, 22.0, 21.413793103448278)","(19.0, 29.0, 27.838709677419356)","(3.5, 4.2, 4.156729131175468)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 50.6551724137931)","(2.1, 2.44, 2.446984126984127)","(31.0, 46.0, 45.857142857142854)","(26.0, 40.0, 39.4)","(41.0, 90.0, 77.5)","(101.0, 400.0, 346.6666666666667)"
07-01-2023 16:20:52.709055,"(61.0, 210.0, 205.0)","(51.0, 70.0, 64.23076923076923)","(16.0, 19.5, 19.176470588235293)","(26.0, 28.0, 26.22222222222222)","(17.0, 22.0, 21.294117647058822)","(19.0, 29.0, 27.838709677419356)","(3.5, 4.2, 4.158085808580858)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 51.0625)","(2.1, 2.46, 2.443783783783784)","(31.0, 46.0, 45.6)","(26.0, 40.0, 39.4)","(41.0, 85.0, 76.92307692307692)","(101.0, 410.0, 383.3333333333333)"
07-01-2023 16:20:54.301717,"(61.0, 210.0, 226.25)","(51.0, 65.0, 64.23076923076923)","(16.0, 19.5, 19.06578947368421)","(26.0, 28.0, 27.75)","(17.0, 22.0, 21.294117647058822)","(19.0, 29.0, 27.838709677419356)","(3.5, 4.2, 4.158085808580858)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 50.96969696969697)","(2.1, 2.46, 2.4433333333333334)","(31.0, 46.0, 45.6)","(26.0, 40.0, 39.4)","(41.0, 100.0, 90.0)","(101.0, 410.0, 383.3333333333333)"
07-01-2023 16:20:55.848075,"(61.0, 230.0, 226.25)","(51.0, 65.0, 59.375)","(16.0, 19.5, 20.8)","(26.0, 28.0, 28.0)","(17.0, 22.0, 20.723684210526315)","(19.0, 29.0, 27.838709677419356)","(3.5, 4.2, 4.158085808580858)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 50.96969696969697)","(2.1, 2.46, 2.4368275862068964)","(31.0, 46.0, 45.6)","(26.0, 40.0, 39.27272727272727)","(41.0, 100.0, 83.84615384615384)","(101.0, 410.0, 370.0)"
07-01-2023 16:20:57.476460,"(61.0, 230.0, 226.25)","(51.0, 60.0, 59.375)","(16.0, 21.0, 20.8)","(26.0, 29.0, 28.0)","(17.0, 21.0, 20.723684210526315)","(19.0, 29.0, 27.838709677419356)","(3.5, 4.2, 4.158085808580858)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 50.96969696969697)","(2.1, 2.46, 2.4368275862068964)","(31.0, 46.0, 45.6)","(26.0, 40.0, 39.27272727272727)","(41.0, 100.0, 80.71428571428572)","(101.0, 410.0, 383.3333333333333)"
07-01-2023 16:20:59.069047,"(81.0, 230.0, 226.25)","(51.0, 60.0, 59.583333333333336)","(16.0, 21.0, 20.8)","(26.0, 30.0, 29.720588235294116)","(17.0, 21.0, 20.607142857142858)","(21.0, 29.0, 27.875)","(3.5, 4.2, 4.156282271944923)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 50.72222222222222)","(2.1, 2.46, 2.4368275862068964)","(31.0, 46.0, 45.6)","(26.0, 40.0, 39.27272727272727)","(41.0, 95.0, 80.71428571428572)","(101.0, 410.0, 383.3333333333333)"
07-01-2023 16:21:00.682099,"(81.0, 230.0, 226.25)","(51.0, 60.0, 58.63636363636363)","(16.0, 21.0, 20.017241379310345)","(26.0, 30.0, 29.612903225806452)","(17.0, 21.0, 20.684210526315788)","(21.0, 29.0, 27.875)","(3.5, 4.2, 4.156228373702422)","(17.0, 23.0, 22.923076923076923)","(21.0, 34.0, 32.88)","(41.0, 55.0, 50.96969696969697)","(2.1, 2.48, 2.478833333333333)","(31.0, 46.0, 42.57142857142857)","(26.0, 40.0, 39.1578947368421)","(41.0, 90.0, 81.57894736842105)","(101.0, 410.0, 370.0)"
07-01-2023 16:21:02.290135,"(81.0, 230.0, 226.25)","(51.0, 60.0, 57.77777777777778)","(16.0, 20.0, 20.451219512195124)","(21.0, 30.0, 30.46153846153846)","(17.0, 21.0, 20.5)","(21.0, 29.0, 28.15)","(3.5, 4.2, 4.167669172932331)","(17.0, 23.0, 22.94736842105263)","(21.0, 34.0, 33.1764705882353)","(41.0, 55.0, 51.4)","(2.1, 2.48, 2.435229357798165)","(31.0, 46.0, 43.42857142857143)","(26.0, 40.0, 39.23809523809524)","(41.0, 90.0, 79.75)","(101.0, 410.0, 375.0)"
07-01-2023 16:21:03.908586,"(81.0, 230.0, 215.0)","(51.0, 60.0, 58.0)","(16.0, 21.0, 20.428571428571427)","(21.0, 32.0, 30.46153846153846)","(17.0, 21.0, 20.235294117647058)","(21.0, 29.0, 28.121951219512194)","(3.5, 4.2, 4.166074950690335)","(17.0, 23.0, 22.94736842105263)","(21.0, 34.0, 33.03448275862069)","(41.0, 55.0, 50.96969696969697)","(2.1, 2.46, 2.476)","(31.0, 46.0, 41.6)","(26.0, 40.0, 39.23809523809524)","(41.0, 85.0, 95.0)","(101.0, 410.0, 400.0)"
07-01-2023 16:21:05.525751,"(81.0, 230.0, 220.0)","(41.0, 60.0, 58.333333333333336)","(16.0, 21.0, 21.676056338028168)","(21.0, 32.0, 30.642857142857142)","(17.0, 21.0, 20.53125)","(21.0, 29.0, 28.32)","(3.5, 4.2, 4.166986564299425)","(17.0, 23.0, 22.96551724137931)","(21.0, 34.0, 33.125)","(41.0, 55.0, 51.294117647058826)","(2.1, 2.5, 2.444788732394366)","(31.0, 44.0, 40.48275862068966)","(26.0, 40.0, 39.333333333333336)","(41.0, 100.0, 93.07692307692308)","(101.0, 430.0, 400.0)"
07-01-2023 16:21:07.225950,"(81.0, 230.0, 220.0)","(41.0, 60.0, 58.333333333333336)","(16.0, 22.0, 21.71641791044776)","(21.0, 32.0, 30.444444444444443)","(17.0, 21.0, 20.443548387096776)","(21.0, 29.0, 28.366666666666667)","(3.5, 4.2, 4.1682070240295745)","(17.0, 23.0, 22.96551724137931)","(21.0, 34.0, 33.125)","(41.0, 55.0, 51.24390243902439)","(2.1, 2.46, 2.431409395973154)","(31.0, 44.0, 40.18181818181818)","(26.0, 40.0, 39.1578947368421)","(41.0, 95.0, 91.875)","(101.0, 430.0, 400.0)"
07-01-2023 16:21:08.765432,"(81.0, 230.0, 220.0)","(41.0, 60.0, 59.44444444444444)","(16.0, 22.0, 21.75)","(21.0, 32.0, 30.38095238095238)","(17.0, 21.0, 20.443548387096776)","(21.0, 29.0, 28.347826086956523)","(3.5, 4.2, 4.167669172932331)","(17.0, 23.0, 22.75)","(21.0, 34.0, 32.833333333333336)","(41.0, 55.0, 51.24390243902439)","(2.1, 2.42, 2.40016)","(31.0, 44.0, 40.18181818181818)","(26.0, 40.0, 39.23809523809524)","(41.0, 95.0, 79.375)","(101.0, 430.0, 390.0)"
07-01-2023 16:21:10.308764,"(81.0, 230.0, 220.0)","(41.0, 60.0, 59.44444444444444)","(16.0, 22.0, 21.828125)","(21.0, 32.0, 30.695652173913043)","(17.0, 21.0, 20.154929577464788)","(21.0, 29.0, 28.423076923076923)","(3.5, 4.2, 4.16950998185118)","(17.0, 24.0, 22.9)","(21.0, 34.0, 32.93333333333333)","(41.0, 55.0, 50.833333333333336)","(2.1, 2.42, 2.388205128205128)","(31.0, 44.0, 40.5)","(26.0, 40.0, 38.94117647058823)","(41.0, 95.0, 79.375)","(101.0, 430.0, 395.0)"
07-01-2023 16:21:11.807758,"(81.0, 230.0, 220.0)","(41.0, 60.0, 59.5)","(16.0, 22.0, 21.828125)","(21.0, 32.0, 30.695652173913043)","(17.0, 21.0, 20.03448275862069)","(21.0, 29.0, 28.681818181818183)","(3.5, 4.2, 4.177543859649123)","(17.0, 24.0, 23.0)","(21.0, 34.0, 33.0)","(41.0, 55.0, 53.63636363636363)","(2.1, 2.42, 2.393125972006221)","(31.0, 44.0, 40.16)","(26.0, 40.0, 39.30434782608695)","(41.0, 95.0, 79.52380952380952)","(101.0, 430.0, 412.5)"
07-01-2023 16:21:13.395087,"(81.0, 230.0, 220.0)","(41.0, 60.0, 59.705882352941174)","(16.0, 21.0, 20.666666666666668)","(21.0, 32.0, 31.0625)","(17.0, 21.0, 20.050847457627118)","(21.0, 29.0, 28.681818181818183)","(3.5, 4.2, 4.177543859649123)","(17.0, 24.0, 23.0)","(21.0, 34.0, 33.0)","(41.0, 55.0, 53.63636363636363)","(2.1, 2.42, 2.393125972006221)","(31.0, 44.0, 40.16)","(26.0, 40.0, 39.30434782608695)","(41.0, 90.0, 79.52380952380952)","(101.0, 430.0, 412.5)"
07-01-2023 16:21:14.932973,"(81.0, 230.0, 220.0)","(41.0, 65.0, 61.25)","(16.0, 21.0, 20.692307692307693)","(21.0, 32.0, 31.577464788732396)","(17.0, 21.0, 20.050847457627118)","(21.0, 29.0, 28.754716981132077)","(3.5, 4.2, 4.155725190839695)","(17.0, 24.0, 23.0)","(21.0, 34.0, 32.81818181818182)","(41.0, 55.0, 53.63636363636363)","(2.1, 2.42, 2.3923076923076922)","(31.0, 44.0, 40.23529411764706)","(26.0, 40.0, 39.30434782608695)","(41.0, 85.0, 81.53846153846153)","(101.0, 430.0, 412.5)"
07-01-2023 16:21:16.512839,"(81.0, 230.0, 220.0)","(41.0, 65.0, 61.25)","(16.0, 20.0, 19.678571428571427)","(21.0, 32.0, 31.714285714285715)","(17.0, 21.0, 20.050847457627118)","(21.0, 29.0, 28.877551020408163)","(3.5, 4.2, 4.154799513973268)","(17.0, 24.0, 23.266666666666666)","(21.0, 34.0, 32.470588235294116)","(41.0, 55.0, 53.63636363636363)","(2.1, 2.4, 2.393103448275862)","(31.0, 44.0, 40.90909090909091)","(26.0, 40.0, 39.30434782608695)","(41.0, 85.0, 88.18181818181819)","(101.0, 430.0, 412.5)"
07-01-2023 16:21:18.348782,"(81.0, 230.0, 227.5)","(41.0, 65.0, 62.64705882352941)","(16.0, 20.0, 19.5531914893617)","(21.0, 32.0, 31.75)","(17.0, 21.0, 20.236363636363635)","(21.0, 29.0, 28.877551020408163)","(3.5, 4.2, 4.154243542435425)","(17.0, 24.0, 23.193548387096776)","(21.0, 34.0, 32.470588235294116)","(41.0, 55.0, 53.63636363636363)","(2.1, 2.4, 2.395833333333333)","(31.0, 44.0, 40.90909090909091)","(26.0, 40.0, 39.30434782608695)","(41.0, 90.0, 88.18181818181819)","(101.0, 430.0, 412.5)"
07-01-2023 16:21:20.009312,"(81.0, 230.0, 227.5)","(41.0, 65.0, 64.28571428571429)","(16.0, 20.0, 19.264367816091955)","(21.0, 32.0, 29.6)","(17.0, 21.0, 20.229357798165136)","(21.0, 29.0, 28.942857142857143)","(3.5, 4.2, 4.1611691022964505)","(17.0, 24.0, 23.41860465116279)","(21.0, 34.0, 31.789473684210527)","(41.0, 55.0, 54.464285714285715)","(2.1, 2.4, 2.404245810055866)","(31.0, 44.0, 41.6551724137931)","(26.0, 40.0, 39.46666666666667)","(41.0, 90.0, 93.33333333333334)","(101.0, 430.0, 416.0)"
07-01-2023 16:21:21.625666,"(81.0, 230.0, 227.77777777777777)","(41.0, 65.0, 64.375)","(16.0, 20.0, 18.866666666666667)","(21.0, 30.0, 28.75)","(17.0, 21.0, 20.263157894736842)","(21.0, 29.0, 28.95)","(3.5, 4.2, 4.161410788381743)","(17.0, 24.0, 23.647058823529413)","(21.0, 32.0, 31.904761904761905)","(41.0, 55.0, 54.48275862068966)","(2.1, 2.42, 2.4093975903614457)","(31.0, 44.0, 41.806451612903224)","(26.0, 40.0, 39.5)","(41.0, 95.0, 93.52941176470588)","(101.0, 430.0, 416.0)"
07-01-2023 16:21:23.259977,"(81.0, 230.0, 227.77777777777777)","(41.0, 65.0, 64.84848484848484)","(16.0, 19.0, 17.438271604938272)","(21.0, 29.0, 26.692307692307693)","(17.0, 21.0, 20.308695652173913)","(21.0, 29.0, 29.9)","(3.5, 4.2, 4.162233502538071)","(17.0, 24.0, 23.684210526315788)","(21.0, 32.0, 31.92)","(41.0, 55.0, 54.516129032258064)","(2.1, 2.42, 2.4301724137931036)","(31.0, 44.0, 41.93939393939394)","(26.0, 40.0, 39.74193548387097)","(41.0, 95.0, 87.5)","(101.0, 430.0, 390.0)"
07-01-2023 16:21:24.897934,"(81.0, 230.0, 227.77777777777777)","(41.0, 70.0, 64.84848484848484)","(16.0, 17.5, 16.987834549878347)","(21.0, 29.0, 26.125)","(17.0, 21.0, 20.28813559322034)","(21.0, 30.0, 29.973684210526315)","(3.5, 4.2, 4.162233502538071)","(17.0, 24.0, 23.896551724137932)","(21.0, 34.0, 32.266666666666666)","(41.0, 55.0, 59.73684210526316)","(2.1, 2.44, 2.429655172413793)","(31.0, 44.0, 41.93939393939394)","(26.0, 40.0, 39.74193548387097)","(41.0, 100.0, 86.66666666666667)","(101.0, 430.0, 266.6666666666667)"
07-01-2023 16:21:26.536683,"(81.0, 230.0, 227.77777777777777)","(41.0, 70.0, 64.84848484848484)","(16.0, 17.0, 16.807692307692307)","(21.0, 28.0, 24.684210526315788)","(17.0, 21.0, 20.256637168141594)","(21.0, 30.0, 31.46153846153846)","(3.5, 4.2, 4.162040816326531)","(17.0, 24.0, 23.896551724137932)","(21.0, 34.0, 32.06060606060606)","(41.0, 60.0, 60.0)","(2.1, 2.46, 2.444)","(31.0, 44.0, 41.93939393939394)","(26.0, 40.0, 39.75)","(41.0, 100.0, 84.61538461538461)","(101.0, 270.0, 266.6666666666667)"
07-01-2023 16:21:28.160243,"(81.0, 230.0, 228.0)","(41.0, 70.0, 65.0)","(16.0, 17.5, 16.54032258064516)","(21.0, 27.0, 25.444444444444443)","(17.0, 21.0, 20.30263157894737)","(21.0, 32.0, 30.25)","(3.5, 4.2, 4.162587064676617)","(17.0, 24.0, 23.903225806451612)","(21.0, 34.0, 31.866666666666667)","(41.0, 65.0, 60.15625)","(2.1, 2.46, 2.4529411764705884)","(31.0, 44.0, 42.111111111111114)","(26.0, 40.0, 39.77142857142857)","(41.0, 100.0, 85.71428571428572)","(101.0, 270.0, 267.5)"
07-01-2023 16:21:29.825198,"(101.0, 230.0, 228.0)","(51.0, 70.0, 65.14285714285714)","(16.0, 17.0, 16.375)","(21.0, 27.0, 24.529411764705884)","(17.0, 21.0, 20.331932773109244)","(21.0, 32.0, 30.25)","(3.6, 4.2, 4.162211055276382)","(18.0, 24.0, 23.92105263157895)","(21.0, 34.0, 31.866666666666667)","(41.0, 65.0, 60.07692307692308)","(2.15, 2.46, 2.4342105263157894)","(31.0, 44.0, 42.111111111111114)","(31.0, 40.0, 39.78947368421053)","(51.0, 100.0, 92.85714285714286)","(101.0, 270.0, 267.5)"
07-01-2023 16:21:31.506369,"(101.0, 230.0, 228.0)","(51.0, 70.0, 65.14285714285714)","(16.0, 16.5, 16.375)","(21.0, 26.0, 24.529411764705884)","(17.0, 21.0, 20.331932773109244)","(21.0, 32.0, 30.25)","(3.6, 4.2, 4.162211055276382)","(18.0, 24.0, 23.92105263157895)","(21.0, 34.0, 31.866666666666667)","(41.0, 65.0, 58.111111111111114)","(2.15, 2.46, 2.4458823529411764)","(31.0, 44.0, 42.421052631578945)","(31.0, 40.0, 40.51282051282051)","(51.0, 100.0, 95.0)","(101.0, 270.0, 267.5)"
