,Rockin Charmer,Miss Daphne,Iamnopet,Rakareplay Nz,Rockinthecity,Officially Shady,Miyagi Boy
14-12-2022 13:36:06.208598,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 25.2)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:07.347342,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 25.2)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:08.433327,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 24.6)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:09.453292,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:10.499580,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.0)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:11.594674,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 28.0, 24.0)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:12.742387,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 28.0, 30.0)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:13.758451,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 30.0)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:14.833445,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 26.4)","(1.6, 1.98, 1.8170833333333334)"
14-12-2022 13:36:15.874127,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 25.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:16.915400,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 25.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:17.889336,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:18.884866,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:19.945636,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 30.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:20.941335,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:22.073110,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:23.135072,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:24.373385,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:25.483666,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 30.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:26.587365,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:27.638211,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:28.786149,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 25.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:29.989677,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:31.029934,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:32.111135,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:33.137799,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 26.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:34.178202,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:35.163001,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:36.388218,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 25.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:37.626164,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 25.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:38.679550,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:39.769744,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 30.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:41.316756,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:42.582761,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 22.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:43.858731,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:45.005446,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:46.193296,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 30.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:47.220066,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:48.302238,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 26.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:49.364311,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 25.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:50.485254,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:51.662411,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:52.709451,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 28.0, 24.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:53.806510,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 28.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:54.828214,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:55.882068,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:56.876384,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:57.924384,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 27.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:36:58.979727,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:00.090737,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 27.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:01.285155,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 24.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:02.380320,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 28.0, 24.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:03.495320,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:04.651236,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:05.702744,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 23.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:06.731193,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 25.0, 22.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:07.743771,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 25.0, 22.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:08.785208,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 25.0, 22.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:09.913361,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 25.25)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:10.933672,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 24.25)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:12.077969,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 24.25)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:13.166510,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 23.75)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:14.389463,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 21.125)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:15.566899,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 24.833333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:16.676109,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 28.0, 22.75)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:17.827890,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 22.75)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:19.039816,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 27.0, 24.125)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:20.696973,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 26.0, 22.4)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:22.144715,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 36.0, 29.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:23.316608,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 36.0, 29.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:24.774325,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 23.15)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:26.462620,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 34.0, 25.25)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:27.873692,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 32.0, 21.95)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:29.245724,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 21.95)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:30.453768,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 30.0, 26.375)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:31.657985,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(17.0, 29.0, 25.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:32.765856,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 28.0, 22.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:33.723794,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 28.0, 22.0)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:34.830417,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 36.0, 29.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:35.951358,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 36.0, 29.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:37.139676,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 36.0, 23.5)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:38.296419,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 34.0, 23.5)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:39.508178,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 29.0, 26.5)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:40.695856,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 29.0, 29.2)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:41.849224,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 36.0, 25.5)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:42.904229,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:44.006384,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 25.6)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:45.026118,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 30.0, 27.25)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:46.545635,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 44.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 29.0, 26.5)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:48.165251,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 29.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:49.467271,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.0)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:50.674071,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:52.012252,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:53.402443,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:54.717452,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(19.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:37:55.871923,"(31.0, 48.0, 43.333333333333336)","(31.0, 48.0, 46.4)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 6.2, 5.733333333333333)","(20.0, 32.0, 26.8)","(1.6, 1.98, 1.8496666666666668)"
