,Rockin Charmer,Miss Daphne,Iamnopet,Rakareplay Nz,Rockinthecity,Officially Shady,Miyagi Boy
14-12-2022 13:39:43.667720,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:44.690473,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:45.790446,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:46.801028,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:47.906512,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:48.864051,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:49.869347,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:50.947098,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:51.970349,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:52.877261,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:53.856567,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:54.836000,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:55.897263,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:56.942988,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:58.104773,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:39:59.247352,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:00.384828,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:01.498765,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:02.496186,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:03.555863,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:04.566705,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:05.576962,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:06.776859,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:07.880997,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:08.839277,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:09.856335,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:11.256361,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:12.486996,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:13.760507,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:15.093503,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:16.502979,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:17.716517,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:18.888273,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:19.999244,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:20.981141,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:21.999201,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:22.983197,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:23.899457,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:24.854270,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:25.794216,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:26.859179,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:27.934062,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:29.011230,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:30.132014,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:31.711434,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(21.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:32.790048,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:34.258169,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:35.535793,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)","(4.0, 5.6, 5.233333333333333)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8496666666666668)"
14-12-2022 13:40:36.665897,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.15)","(6.0, 99999, 99990)","(4.0, 5.6, 5.2)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.98, 1.8061016949152542)"
14-12-2022 13:40:37.737071,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.15)","(6.0, 99999, 99990)","(4.0, 5.6, 5.2)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.81, 1.8061016949152542)"
14-12-2022 13:40:38.720124,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.15)","(6.0, 99999, 99990)","(4.0, 5.6, 5.05)","(20.0, 32.0, 28.857142857142858)","(1.6, 1.81, 1.8061016949152542)"
14-12-2022 13:40:39.774897,"(31.0, 70.0, 52.0)","(31.0, 70.0, 62.5)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.1, 5.013333333333334)","(20.0, 32.0, 28.857142857142858)","(1.6, 1.81, 1.8061016949152542)"
14-12-2022 13:40:40.752787,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 5.013333333333334)","(20.0, 32.0, 28.857142857142858)","(1.6, 1.81, 1.8061016949152542)"
14-12-2022 13:40:41.757788,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.75)","(6.0, 99999, 99990)","(4.0, 5.2, 5.013333333333334)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.81, 1.9897727272727272)"
14-12-2022 13:40:42.690893,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.75)","(6.0, 99999, 99990)","(4.0, 5.2, 4.170588235294118)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.99, 1.9897727272727272)"
14-12-2022 13:40:43.670023,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.75)","(6.0, 99999, 99990)","(4.0, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.99, 1.9897727272727272)"
14-12-2022 13:40:44.691246,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.99, 1.9897727272727272)"
14-12-2022 13:40:45.699466,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.99, 1.9897727272727272)"
14-12-2022 13:40:46.731401,"(31.0, 70.0, 52.0)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.99, 1.9897727272727272)"
14-12-2022 13:40:47.826738,"(31.0, 65.0, 49.5)","(31.0, 65.0, 57.85714285714286)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 4.658064516129032)","(20.0, 32.0, 28.333333333333332)","(1.6, 1.99, 2.248333333333333)"
14-12-2022 13:40:48.972719,"(31.0, 65.0, 49.5)","(31.0, 65.0, 57.85714285714286)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 2.3, 2.248333333333333)"
14-12-2022 13:40:50.028044,"(31.0, 60.0, 47.0)","(31.0, 60.0, 54.285714285714285)","(8.0, 11.5, 10.5)","(6.0, 99999, 99990)","(4.0, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 2.3, 2.248333333333333)"
14-12-2022 13:40:51.078975,"(31.0, 60.0, 47.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 2.3, 2.15)"
14-12-2022 13:40:52.283823,"(31.0, 60.0, 47.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 2.3, 2.2714285714285714)"
14-12-2022 13:40:53.457349,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 5.2, 4.620689655172414)","(20.0, 32.0, 28.333333333333332)","(1.6, 2.38, 2.2714285714285714)"
14-12-2022 13:40:54.606826,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 5.2, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3325)"
14-12-2022 13:40:56.009254,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3325)"
14-12-2022 13:40:57.204607,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3325)"
14-12-2022 13:40:58.348303,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3325)"
14-12-2022 13:40:59.573055,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3325)"
14-12-2022 13:41:01.052057,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3325)"
14-12-2022 13:41:02.448979,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.3293333333333335)"
14-12-2022 13:41:03.706623,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.38, 2.26)"
14-12-2022 13:41:05.082924,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.7, 4.525)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.36, 2.26)"
14-12-2022 13:41:06.379579,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.36, 2.26)"
14-12-2022 13:41:07.565027,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.36, 2.26)"
14-12-2022 13:41:09.230817,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.36, 2.1857142857142855)"
14-12-2022 13:41:10.821146,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.3, 2.2333333333333334)"
14-12-2022 13:41:12.290117,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.5)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:13.718414,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:15.181205,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:16.559107,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:18.078797,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:19.360200,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.5)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:20.718105,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:21.996055,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:23.218406,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.28, 2.253333333333333)"
14-12-2022 13:41:24.681232,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:26.038269,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:27.528036,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:28.935903,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:30.195095,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:31.500963,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.4941176470588236)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:32.797104,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 10.75)","(6.0, 99999, 99990)","(3.9, 4.6, 4.515789473684211)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
14-12-2022 13:41:34.067291,"(31.0, 60.0, 56.0)","(31.0, 60.0, 54.285714285714285)","(7.5, 11.5, 11.25)","(6.0, 99999, 99990)","(3.9, 4.7, 4.515789473684211)","(20.0, 32.0, 28.333333333333332)","(1.65, 2.22, 2.186153846153846)"
