,Lonely Gemma,Ryders Ambition,Lets Go Yoyo,Chanelle,Clarks A Lark,Homebush Sparkle,Rowdys Monster,Goldstar Vargas
16-12-2022 10:49:56.902737,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 8.8, 8.16)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:49:57.941537,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 8.8, 8.16)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:49:59.040607,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 8.8, 8.16)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:00.274350,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 8.8, 8.16)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:01.486155,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 8.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:02.669472,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:03.861065,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:05.018267,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:06.353877,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:07.618253,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:08.866392,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:10.142091,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:11.405062,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:12.700288,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:13.959598,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:15.241880,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:16.473481,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:17.826209,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:19.309402,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:20.496973,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:21.831175,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:23.100922,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:24.418097,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:25.735183,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:26.978454,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:28.240040,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:29.454158,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:30.674993,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:31.911701,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:33.312989,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:34.616052,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:35.927552,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:37.244374,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:38.383358,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 12.644444444444446)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.49090909090909)"
16-12-2022 10:50:39.558088,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 13.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 36.0, 33.225806451612904)"
16-12-2022 10:50:40.728362,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:42.059725,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:43.415330,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:44.614551,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:45.810105,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:46.997189,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:48.102760,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:49.228779,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:50.447803,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:51.607375,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:52.790911,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:54.109882,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:55.321650,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:56.568858,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:57.885084,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:50:59.361423,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:00.578957,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:01.725393,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:02.967693,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 9.0)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:04.087191,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 9.8, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:05.297053,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:06.501116,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 33.225806451612904)"
16-12-2022 10:51:07.712713,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:08.784439,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:09.843949,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:10.884550,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:12.420856,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:13.823073,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 10.225000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:15.109663,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 11.0, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:16.590209,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 28.133333333333333)"
16-12-2022 10:51:17.802638,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:19.055159,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:20.527425,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:21.958220,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:23.406482,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:24.881410,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:26.298322,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:27.677144,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:28.956806,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:30.654924,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:31.979335,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:33.444700,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:34.738532,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:36.097112,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:37.458475,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:38.721112,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:40.086985,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:41.480849,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:42.870009,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:44.221155,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
16-12-2022 10:51:45.634772,"(7.0, 13.5, 12.6375)","(16.0, 140.0, 77.25)","(21.0, 220.0, 120.0)","(10.0, 20.0, 18.9)","(5.0, 10.5, 9.588000000000001)","(6.5, 14.5, 13.533333333333331)","(1.95, 3.2, 2.905263157894737)","(9.0, 38.0, 23.299999999999997)"
