,Saganaki Kid,Trenzalore,Dewana Burger,Trending Zari,Dirt Farmer,Darnum Diva,Osprey Athena
04-01-2023 13:32:33.284614,"(18.0, 60.0, 45.5)","(51.0, 340.0, 172.0)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 7.75)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.45)"
04-01-2023 13:32:34.355539,"(18.0, 60.0, 45.5)","(51.0, 340.0, 172.0)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 9.4)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.45)"
04-01-2023 13:32:35.491943,"(18.0, 60.0, 45.5)","(51.0, 340.0, 172.0)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 9.4)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.45)"
04-01-2023 13:32:36.657178,"(18.0, 60.0, 45.5)","(51.0, 340.0, 172.0)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 9.4)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.45)"
04-01-2023 13:32:37.854507,"(18.0, 60.0, 45.5)","(51.0, 340.0, 172.0)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 9.4)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.45)"
04-01-2023 13:32:38.971231,"(18.0, 60.0, 45.5)","(51.0, 340.0, 172.0)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.45)"
04-01-2023 13:32:40.286926,"(18.0, 60.0, 45.5)","(51.0, 340.0, 106.4)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 31.181818181818183)","(1.85, 2.84, 2.10875)"
04-01-2023 13:32:41.634959,"(18.0, 60.0, 45.5)","(51.0, 340.0, 106.4)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.84, 2.102222222222222)"
04-01-2023 13:32:42.633307,"(18.0, 60.0, 25.6)","(51.0, 340.0, 106.4)","(4.2, 7.6, 5.418181818181818)","(3.8, 6.6, 4.766666666666667)","(7.0, 13.0, 7.705882352941177)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 2.102222222222222)"
04-01-2023 13:32:43.668067,"(18.0, 60.0, 25.6)","(51.0, 340.0, 106.4)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 2.102222222222222)"
04-01-2023 13:32:44.738314,"(18.0, 60.0, 25.6)","(51.0, 350.0, 78.2)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 1.9983333333333333)"
04-01-2023 13:32:45.831604,"(18.0, 60.0, 25.6)","(51.0, 350.0, 78.2)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 2.089)"
04-01-2023 13:32:46.936249,"(18.0, 60.0, 25.6)","(51.0, 350.0, 78.2)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 2.4678571428571425)"
04-01-2023 13:32:47.952991,"(18.0, 60.0, 25.6)","(51.0, 350.0, 78.2)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 2.089)"
04-01-2023 13:32:49.051695,"(18.0, 60.0, 25.6)","(51.0, 350.0, 78.2)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.82, 2.494871794871795)"
04-01-2023 13:32:50.181045,"(18.0, 60.0, 25.6)","(51.0, 350.0, 168.8)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.2)","(7.0, 13.0, 8.0)","(19.0, 65.0, 25.833333333333332)","(1.85, 2.8, 2.4560975609756097)"
04-01-2023 13:32:51.267602,"(18.0, 60.0, 25.6)","(51.0, 350.0, 168.8)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.938461538461539)","(7.0, 13.0, 8.421052631578947)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.78, 2.2438461538461536)"
04-01-2023 13:32:52.329958,"(18.0, 60.0, 25.6)","(51.0, 350.0, 168.8)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.636363636363637)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.78, 2.43575)"
04-01-2023 13:32:53.396850,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.672727272727273)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.78, 2.7279166666666663)"
04-01-2023 13:32:54.563026,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.672727272727273)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.76, 2.57)"
04-01-2023 13:32:55.694361,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.6, 4.4)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 23.555555555555557)","(1.85, 2.76, 2.3377777777777777)"
04-01-2023 13:32:56.707126,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.28888888888889)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 23.555555555555557)","(1.85, 2.76, 2.3377777777777777)"
04-01-2023 13:32:57.782952,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.28888888888889)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 23.555555555555557)","(1.85, 2.76, 2.3377777777777777)"
04-01-2023 13:32:58.854753,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.0)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 23.555555555555557)","(1.85, 2.76, 2.3377777777777777)"
04-01-2023 13:32:59.928456,"(18.0, 60.0, 25.6)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.0)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 29.25)","(1.85, 2.76, 2.3377777777777777)"
04-01-2023 13:33:00.968411,"(18.0, 60.0, 39.76470588235294)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.0)","(7.0, 13.0, 8.333333333333334)","(19.0, 60.0, 24.11111111111111)","(1.85, 2.76, 2.269090909090909)"
04-01-2023 13:33:01.881684,"(18.0, 60.0, 29.454545454545453)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 4.4)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.74, 2.269090909090909)"
04-01-2023 13:33:02.914112,"(18.0, 60.0, 23.11111111111111)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.28888888888889)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.72, 2.130909090909091)"
04-01-2023 13:33:03.931725,"(18.0, 60.0, 23.11111111111111)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.0)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.72, 2.130909090909091)"
04-01-2023 13:33:04.903017,"(18.0, 60.0, 23.11111111111111)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.0)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.72, 2.130909090909091)"
04-01-2023 13:33:05.983875,"(18.0, 60.0, 23.11111111111111)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.2)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.72, 2.130909090909091)"
04-01-2023 13:33:07.085741,"(18.0, 60.0, 27.2)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.72, 2.130909090909091)"
04-01-2023 13:33:08.187443,"(18.0, 60.0, 27.2)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.72, 2.35)"
04-01-2023 13:33:09.219148,"(18.0, 60.0, 24.0)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:10.214666,"(18.0, 60.0, 24.0)","(51.0, 350.0, 84.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:11.243177,"(18.0, 60.0, 24.0)","(51.0, 330.0, 123.75)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:12.346643,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:13.392539,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:14.426597,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:15.412729,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:16.429745,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:17.455790,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:18.424885,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:19.343877,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:20.352384,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:21.419049,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:22.472332,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 8.333333333333334)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.35)"
04-01-2023 13:33:23.551086,"(18.0, 60.0, 24.0)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 8.483870967741936)","(19.0, 65.0, 24.11111111111111)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:24.561706,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 22.53846153846154)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:25.627686,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 22.53846153846154)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:26.711278,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 22.53846153846154)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:27.713917,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 22.53846153846154)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:28.740462,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 22.53846153846154)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:29.668751,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 22.53846153846154)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:30.571248,"(18.0, 60.0, 22.875)","(51.0, 340.0, 83.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 65.0, 24.75)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:31.565018,"(18.0, 60.0, 22.875)","(51.0, 340.0, 197.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:32.519280,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:33.504064,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:34.493029,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:35.572489,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:36.678589,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:37.753616,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:38.773455,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:39.823603,"(18.0, 60.0, 22.875)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:40.879520,"(18.0, 55.0, 25.416666666666668)","(51.0, 340.0, 88.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:41.920380,"(18.0, 50.0, 34.75)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:42.867132,"(18.0, 50.0, 34.75)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:43.754356,"(18.0, 50.0, 34.75)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:44.776428,"(18.0, 50.0, 34.75)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:45.798789,"(18.0, 50.0, 34.75)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:46.776321,"(18.0, 50.0, 47.61538461538461)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:47.761720,"(18.0, 50.0, 46.25)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:48.789929,"(18.0, 50.0, 46.25)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:49.834386,"(18.0, 50.0, 46.25)","(51.0, 340.0, 92.5)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 25.833333333333332)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:50.894002,"(18.0, 50.0, 46.25)","(51.0, 340.0, 120.0)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 60.0, 24.142857142857142)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:51.929241,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 34.0)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:52.924738,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 35.61538461538461)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:53.929545,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 35.61538461538461)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:54.900350,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 35.61538461538461)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:55.834903,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 35.61538461538461)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:56.788943,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 35.88461538461539)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:57.790654,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 35.88461538461539)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:33:58.855527,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:00.040418,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.6923076923076925)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:01.051109,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:02.084508,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:03.249083,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:04.363857,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:05.424205,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:06.497457,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.0)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.3937500000000003)"
04-01-2023 13:34:07.577778,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 4.870588235294118)","(3.8, 6.4, 5.25)","(7.0, 13.0, 9.625)","(19.0, 55.0, 24.375)","(1.85, 2.7, 2.1605405405405405)"
04-01-2023 13:34:08.680376,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 5.733333333333333)","(3.8, 6.4, 5.140000000000001)","(7.0, 13.0, 9.625)","(19.0, 55.0, 24.375)","(1.85, 2.66, 2.2146153846153847)"
04-01-2023 13:34:09.679498,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 5.721739130434782)","(3.8, 6.4, 5.140000000000001)","(7.0, 13.0, 7.9375)","(19.0, 55.0, 24.375)","(1.85, 2.62, 2.1297674418604653)"
04-01-2023 13:34:10.700935,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 5.721739130434782)","(3.8, 6.4, 5.288235294117647)","(7.0, 13.0, 8.125)","(19.0, 55.0, 24.375)","(1.85, 2.62, 2.3)"
04-01-2023 13:34:11.787703,"(18.0, 50.0, 46.25)","(51.0, 320.0, 96.875)","(4.2, 7.6, 5.721739130434782)","(3.8, 6.4, 5.288235294117647)","(7.0, 13.0, 8.125)","(19.0, 55.0, 24.375)","(1.85, 2.6, 2.504)"
