,Duly Noted,Jumbo Ozaki,Dustin Diesel,Boys Night Out,Flying Zinger,Lauries Gem,Eve And Jan,Lees Bonus
10-01-2023 19:25:50.058122,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:51.144226,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:52.249207,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:53.295826,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:54.332120,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:55.384629,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:56.451779,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:57.576572,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:58.710268,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:25:59.808768,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 202.5)"
10-01-2023 19:26:00.915742,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 440.0, 337.5)"
10-01-2023 19:26:02.023390,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:03.044770,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:04.148993,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:05.245046,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:06.402927,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:07.468626,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:08.556911,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 5.409090909090909)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:09.627582,"(4.2, 8.0, 5.0)","(4.8, 7.8, 6.591666666666667)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 32.0)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:10.755608,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.8, 6.8)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:11.858005,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.8, 6.8)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:13.021917,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.8, 6.8)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:14.194291,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.8, 6.8)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:15.289301,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:16.424943,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:17.464384,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:18.578443,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:19.705208,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 337.5)"
10-01-2023 19:26:20.834101,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:21.996267,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:23.156504,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:24.239848,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:25.312726,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:26.401831,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:27.502178,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:28.613266,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:29.765644,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 8.026315789473685)","(91.0, 650.0, 465.0)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:30.860641,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 650.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:31.980719,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:33.082117,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 356.0)"
10-01-2023 19:26:34.166787,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:35.274584,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:36.360463,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:37.491178,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:38.631674,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 306.66666666666663)"
10-01-2023 19:26:39.748194,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 430.0, 220.0)"
10-01-2023 19:26:40.810357,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 158.1818181818182)"
10-01-2023 19:26:41.881034,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:42.949496,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:44.038596,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 29.5)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:45.158240,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 6.044827586206897)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.5, 7.4375)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:46.330755,"(4.2, 8.0, 6.833333333333334)","(4.8, 7.0, 5.947368421052632)","(3.9, 8.0, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.5, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:47.451747,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:48.531153,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:49.556358,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:50.643573,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:51.753045,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:53.036854,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:54.415688,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:55.647738,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:56.854002,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:58.081783,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:26:59.174758,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:27:00.309573,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 640.0, 465.0)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:27:01.442244,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 650.0, 465.0)","(61.0, 420.0, 158.1818181818182)"
10-01-2023 19:27:02.564086,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 650.0, 465.0)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:27:03.601925,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 7.559374999999999)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.142857142857142)","(91.0, 650.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:27:04.657812,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.525)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:27:05.758995,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.525)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 170.76923076923077)"
10-01-2023 19:27:06.856377,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.525)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:07.948742,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.525)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:09.015046,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.525)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:10.056290,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.525)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:11.132905,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.966666666666667)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:12.248627,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.85)","(15.0, 36.0, 26.25)","(3.2, 4.6, 3.52)","(5.0, 11.0, 10.39)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:13.323413,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.875)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.5)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:14.392879,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:15.437433,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.875)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:16.540982,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:17.625036,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:18.742547,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:19.856284,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 150.0)"
10-01-2023 19:27:20.910309,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 420.0, 286.66666666666663)"
10-01-2023 19:27:21.965222,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 400.0, 315.0)"
10-01-2023 19:27:23.016112,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 400.0, 286.66666666666663)"
10-01-2023 19:27:24.123154,"(4.2, 7.8, 7.5)","(4.8, 7.0, 5.947368421052632)","(3.9, 7.8, 6.9)","(15.0, 36.0, 28.2)","(3.2, 4.6, 3.52)","(5.0, 11.0, 9.033333333333333)","(91.0, 640.0, 579.4444444444445)","(61.0, 400.0, 286.66666666666663)"
