,Exceed And Collect,No Outcast,Outwitted,The Instructor,Ukiyoe,Firehouse,Imminance,Miss Sunshine,Nevada Showgirl,Within Sight
12-01-2023 16:41:21.281535,"(13.0, 19.0, 18.963414634146343)","(21.0, 36.0, 35.285714285714285)","(18.0, 25.0, 25.48717948717949)","(2.0, 2.12, 2.112484076433121)","(12.0, 14.5, 14.306878306878307)","(5.0, 5.5, 5.553061224489796)","(61.0, 140.0, 133.75)","(5.5, 8.8, 8.540952380952382)","(71.0, 130.0, 122.5)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:22.731236,"(13.0, 19.5, 18.963414634146343)","(21.0, 36.0, 35.285714285714285)","(18.0, 26.0, 26.083333333333332)","(2.0, 2.14, 2.084790996784566)","(12.0, 14.5, 14.333333333333334)","(5.0, 5.6, 5.6315315315315315)","(61.0, 140.0, 133.75)","(5.5, 8.6, 8.519512195121951)","(71.0, 130.0, 122.5)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:24.241078,"(13.0, 19.5, 19.071428571428573)","(21.0, 36.0, 35.285714285714285)","(18.0, 27.0, 26.482758620689655)","(2.0, 2.1, 2.0744729344729347)","(12.0, 14.5, 14.333333333333334)","(5.0, 5.7, 5.664563106796116)","(61.0, 140.0, 133.75)","(5.5, 8.6, 8.537735849056604)","(71.0, 130.0, 122.5)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:25.725298,"(13.0, 19.5, 19.115384615384617)","(21.0, 36.0, 35.285714285714285)","(18.0, 27.0, 26.636363636363637)","(2.0, 2.08, 2.073449781659389)","(12.0, 14.5, 14.333333333333334)","(5.0, 5.7, 5.668556701030928)","(61.0, 140.0, 133.75)","(5.5, 8.6, 8.518518518518519)","(71.0, 130.0, 122.5)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:26.995395,"(13.0, 19.5, 19.115384615384617)","(21.0, 36.0, 35.285714285714285)","(18.0, 27.0, 26.636363636363637)","(2.0, 2.08, 2.066005089058524)","(12.0, 14.5, 14.288135593220339)","(5.0, 5.7, 5.672146118721461)","(61.0, 140.0, 133.75)","(5.5, 8.6, 8.518518518518519)","(71.0, 130.0, 122.5)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:28.210035,"(13.0, 19.5, 19.115384615384617)","(21.0, 36.0, 35.285714285714285)","(18.0, 27.0, 26.823529411764707)","(2.0, 2.08, 2.0592090395480227)","(12.0, 14.5, 14.343333333333334)","(5.0, 5.7, 5.679591836734694)","(61.0, 140.0, 133.33333333333334)","(5.5, 8.6, 8.544927536231883)","(71.0, 130.0, 125.55555555555556)","(26.0, 42.0, 40.92307692307692)"
12-01-2023 16:41:29.457428,"(13.0, 19.5, 19.333333333333332)","(21.0, 36.0, 35.43589743589744)","(18.0, 27.0, 26.88235294117647)","(2.0, 2.06, 2.03920177383592)","(12.0, 14.5, 14.38013698630137)","(5.0, 5.7, 5.813529411764706)","(61.0, 140.0, 133.07692307692307)","(5.5, 8.6, 8.658536585365853)","(71.0, 130.0, 125.55555555555556)","(26.0, 44.0, 42.372549019607845)"
12-01-2023 16:41:30.624960,"(13.0, 19.5, 19.425)","(21.0, 36.0, 35.75757575757576)","(18.0, 27.0, 26.875)","(2.0, 2.04, 2.037752808988764)","(12.0, 14.5, 14.3841059602649)","(5.0, 5.9, 5.79921875)","(61.0, 140.0, 133.07692307692307)","(5.5, 8.8, 8.652631578947368)","(71.0, 130.0, 125.55555555555556)","(26.0, 44.0, 42.28888888888889)"
12-01-2023 16:41:31.891317,"(13.0, 19.5, 19.414285714285715)","(21.0, 38.0, 37.0)","(18.0, 27.0, 26.875)","(2.0, 2.04, 2.0368333333333335)","(12.0, 14.5, 14.371323529411764)","(5.0, 5.8, 5.825961538461539)","(61.0, 140.0, 133.07692307692307)","(5.5, 8.8, 8.651063829787233)","(71.0, 130.0, 125.55555555555556)","(26.0, 44.0, 42.276595744680854)"
12-01-2023 16:41:33.167073,"(13.0, 19.5, 19.38888888888889)","(21.0, 38.0, 37.46666666666667)","(18.0, 27.0, 26.789473684210527)","(2.0, 2.04, 2.0363981042654027)","(12.0, 14.5, 14.933962264150944)","(5.0, 5.9, 5.820207253886011)","(61.0, 140.0, 133.07692307692307)","(5.5, 8.8, 8.642696629213482)","(71.0, 130.0, 125.55555555555556)","(26.0, 44.0, 42.276595744680854)"
12-01-2023 16:41:34.475095,"(13.0, 19.5, 19.38888888888889)","(21.0, 38.0, 37.46666666666667)","(18.0, 27.0, 25.62962962962963)","(2.0, 2.04, 2.0454364089775563)","(12.0, 15.0, 14.622641509433961)","(5.0, 5.9, 5.775555555555555)","(61.0, 140.0, 133.57142857142858)","(5.5, 8.8, 8.646153846153846)","(71.0, 130.0, 118.75)","(26.0, 44.0, 42.276595744680854)"
12-01-2023 16:41:35.828586,"(13.0, 19.5, 19.25)","(21.0, 36.0, 35.38775510204081)","(18.0, 26.0, 25.62962962962963)","(2.0, 2.06, 2.0453506493506493)","(12.0, 15.0, 14.626168224299064)","(5.0, 5.8, 5.833333333333333)","(61.0, 140.0, 133.57142857142858)","(5.5, 8.8, 8.610810810810811)","(71.0, 130.0, 118.75)","(26.0, 44.0, 42.276595744680854)"
12-01-2023 16:41:37.261878,"(13.0, 19.5, 19.25)","(26.0, 36.0, 35.073170731707314)","(18.0, 26.0, 25.647058823529413)","(2.0, 2.06, 2.049069306930693)","(12.0, 15.0, 14.626168224299064)","(4.8, 5.9, 5.813253012048192)","(61.0, 140.0, 133.57142857142858)","(6.0, 8.8, 8.526829268292683)","(71.0, 130.0, 118.0)","(31.0, 44.0, 42.3125)"
12-01-2023 16:41:38.616122,"(13.0, 19.5, 19.38095238095238)","(26.0, 36.0, 35.31707317073171)","(18.0, 26.0, 25.756756756756758)","(2.0, 2.06, 2.046666666666667)","(12.0, 15.0, 14.21025641025641)","(4.8, 5.9, 5.834343434343435)","(61.0, 140.0, 134.0)","(6.0, 8.6, 8.567499999999999)","(71.0, 130.0, 123.33333333333333)","(31.0, 44.0, 42.40860215053763)"
12-01-2023 16:41:40.365714,"(13.0, 20.0, 19.4468085106383)","(26.0, 36.0, 35.31707317073171)","(18.0, 26.0, 25.756756756756758)","(2.0, 2.06, 2.0409785932721713)","(12.0, 14.5, 14.21025641025641)","(4.8, 5.9, 5.833673469387755)","(61.0, 140.0, 134.0)","(6.0, 8.6, 8.7013698630137)","(71.0, 130.0, 123.33333333333333)","(31.0, 44.0, 42.395833333333336)"
12-01-2023 16:41:41.924490,"(13.0, 20.0, 19.0)","(26.0, 36.0, 35.59090909090909)","(18.0, 26.0, 25.903225806451612)","(2.0, 2.06, 2.0407619047619048)","(12.0, 14.5, 14.224043715846994)","(4.8, 5.9, 5.909309309309309)","(61.0, 140.0, 134.28571428571428)","(6.0, 8.8, 8.393333333333334)","(71.0, 130.0, 125.0)","(31.0, 44.0, 42.463157894736845)"
12-01-2023 16:41:43.417526,"(14.0, 19.0, 18.952380952380953)","(26.0, 36.0, 35.5)","(18.0, 26.0, 25.903225806451612)","(2.0, 2.06, 2.0425174825174826)","(12.0, 14.5, 14.224043715846994)","(4.6, 6.0, 5.910472972972974)","(61.0, 140.0, 134.28571428571428)","(6.0, 8.4, 8.368141592920354)","(71.0, 130.0, 125.0)","(31.0, 44.0, 42.54)"
12-01-2023 16:41:45.052991,"(14.0, 19.0, 19.333333333333332)","(26.0, 36.0, 35.52173913043478)","(18.0, 26.0, 25.933333333333334)","(2.0, 2.06, 2.0361363636363636)","(12.0, 14.5, 14.231638418079097)","(4.6, 6.0, 5.912204724409449)","(61.0, 140.0, 136.11111111111111)","(6.0, 8.4, 8.476510067114093)","(71.0, 150.0, 125.0)","(31.0, 44.0, 42.55102040816327)"
12-01-2023 16:41:46.644692,"(14.0, 20.0, 19.31578947368421)","(26.0, 36.0, 35.52173913043478)","(18.0, 26.0, 26.571428571428573)","(2.0, 2.04, 2.04272)","(12.0, 14.5, 14.228571428571428)","(4.6, 6.0, 5.848704663212436)","(61.0, 140.0, 135.0)","(6.0, 8.6, 8.389583333333334)","(71.0, 150.0, 125.0)","(31.0, 44.0, 42.52427184466019)"
12-01-2023 16:41:48.106651,"(14.0, 20.0, 19.586206896551722)","(26.0, 36.0, 35.59183673469388)","(18.0, 27.0, 26.958333333333332)","(2.0, 2.06, 2.0332881355932204)","(12.0, 14.5, 14.261290322580646)","(4.6, 5.9, 5.79390243902439)","(61.0, 140.0, 135.0)","(6.0, 8.4, 8.594285714285714)","(71.0, 150.0, 126.0)","(31.0, 44.0, 42.56565656565657)"
12-01-2023 16:41:49.584685,"(14.0, 20.0, 19.26984126984127)","(26.0, 36.0, 35.81395348837209)","(18.0, 27.0, 27.02857142857143)","(2.0, 2.04, 2.0291638795986624)","(12.0, 14.5, 14.317460317460318)","(4.6, 5.8, 5.804216867469879)","(61.0, 140.0, 136.47058823529412)","(6.0, 8.6, 8.655639097744361)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.57446808510638)"
12-01-2023 16:41:51.005139,"(14.0, 21.0, 19.868852459016395)","(26.0, 36.0, 35.81395348837209)","(18.0, 28.0, 26.896551724137932)","(2.0, 2.04, 2.0239512195121954)","(12.0, 14.5, 14.317460317460318)","(4.6, 5.9, 5.842805755395683)","(61.0, 140.0, 136.47058823529412)","(6.0, 8.8, 8.661157024793388)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.57446808510638)"
12-01-2023 16:41:52.726980,"(14.0, 21.0, 19.99342105263158)","(26.0, 36.0, 35.81395348837209)","(19.0, 27.0, 27.444444444444443)","(1.95, 2.04, 2.0180040733197555)","(12.0, 14.5, 14.317460317460318)","(4.8, 5.9, 5.851226993865031)","(61.0, 140.0, 135.3846153846154)","(6.0, 8.8, 8.672)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.57446808510638)"
12-01-2023 16:41:54.156425,"(14.0, 21.0, 20.058139534883722)","(26.0, 36.0, 35.63636363636363)","(19.0, 28.0, 27.106382978723403)","(1.95, 2.02, 2.019269328802039)","(12.0, 14.5, 14.317460317460318)","(4.8, 5.9, 5.854441260744986)","(61.0, 140.0, 135.3846153846154)","(6.0, 8.8, 8.630985915492957)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.46808510638298)"
12-01-2023 16:41:55.547436,"(14.0, 21.0, 20.470588235294116)","(26.0, 36.0, 35.63636363636363)","(19.0, 28.0, 27.0)","(1.95, 2.04, 2.0191554054054053)","(12.0, 14.5, 14.317460317460318)","(4.8, 5.9, 5.854441260744986)","(61.0, 140.0, 135.71428571428572)","(6.0, 8.8, 8.630985915492957)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:41:56.860452,"(14.0, 21.0, 20.470588235294116)","(26.0, 36.0, 35.659574468085104)","(19.0, 28.0, 27.555555555555557)","(1.95, 2.02, 2.0191554054054053)","(12.0, 14.5, 14.868055555555555)","(4.8, 5.9, 5.853779069767442)","(61.0, 140.0, 135.71428571428572)","(6.0, 8.8, 8.630985915492957)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:41:58.226362,"(14.0, 21.0, 20.470588235294116)","(26.0, 36.0, 38.06896551724138)","(19.0, 28.0, 27.523809523809526)","(1.95, 2.02, 2.019791666666667)","(12.0, 15.0, 14.76388888888889)","(4.8, 5.9, 5.852818991097923)","(61.0, 140.0, 135.71428571428572)","(6.0, 8.8, 8.645962732919255)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:41:59.667889,"(14.0, 21.0, 20.470588235294116)","(26.0, 40.0, 37.666666666666664)","(19.0, 28.0, 27.857142857142858)","(1.95, 2.02, 2.019453924914676)","(12.0, 15.0, 14.76388888888889)","(4.8, 5.9, 5.852818991097923)","(61.0, 140.0, 135.71428571428572)","(6.0, 8.8, 8.645962732919255)","(71.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:01.127571,"(14.0, 21.0, 20.470588235294116)","(26.0, 40.0, 36.90909090909091)","(19.0, 28.0, 27.52)","(1.95, 2.02, 2.013778371161549)","(12.0, 15.0, 14.827586206896552)","(4.8, 5.9, 5.783555555555555)","(61.0, 140.0, 157.69230769230768)","(6.5, 8.8, 8.677227722772278)","(61.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:02.617769,"(13.0, 21.0, 20.307692307692307)","(21.0, 38.0, 36.285714285714285)","(19.0, 28.0, 27.225806451612904)","(1.95, 2.02, 2.013778371161549)","(12.0, 15.0, 14.81081081081081)","(4.8, 5.8, 5.783555555555555)","(61.0, 160.0, 157.69230769230768)","(6.5, 8.8, 8.67816091954023)","(61.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:04.150797,"(13.0, 21.0, 20.346153846153847)","(21.0, 38.0, 37.0)","(19.0, 28.0, 26.548387096774192)","(1.95, 2.02, 2.0276537585421415)","(12.0, 15.0, 14.33177570093458)","(4.8, 5.8, 5.780371352785146)","(61.0, 160.0, 157.69230769230768)","(6.5, 8.8, 8.658666666666667)","(61.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:05.589455,"(13.0, 21.0, 19.869565217391305)","(21.0, 38.0, 37.65217391304348)","(19.0, 27.0, 26.48148148148148)","(1.95, 2.04, 2.056144578313253)","(12.0, 14.5, 14.487804878048781)","(4.8, 5.8, 5.677173913043478)","(61.0, 160.0, 157.69230769230768)","(6.5, 8.8, 8.571929824561403)","(61.0, 150.0, 127.5)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:07.056670,"(13.0, 20.0, 19.869565217391305)","(21.0, 38.0, 37.65217391304348)","(19.0, 27.0, 26.263157894736842)","(1.95, 2.06, 2.0557894736842104)","(12.0, 14.5, 14.486607142857142)","(4.8, 5.7, 5.686082474226804)","(61.0, 160.0, 148.94736842105263)","(6.5, 8.6, 8.58938053097345)","(61.0, 150.0, 125.0)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:08.422537,"(13.0, 20.0, 20.138297872340427)","(21.0, 38.0, 37.23809523809524)","(19.0, 27.0, 25.85185185185185)","(1.95, 2.06, 2.0538364779874216)","(12.0, 14.5, 14.48972602739726)","(4.8, 5.7, 5.714473684210526)","(61.0, 160.0, 148.94736842105263)","(6.5, 8.6, 8.56629213483146)","(61.0, 140.0, 125.0)","(31.0, 44.0, 42.38202247191011)"
12-01-2023 16:42:09.879149,"(13.0, 21.0, 20.138297872340427)","(21.0, 38.0, 35.629629629629626)","(19.0, 26.0, 25.885714285714286)","(1.95, 2.06, 2.058060606060606)","(12.0, 14.5, 14.48972602739726)","(4.8, 5.8, 5.714473684210526)","(61.0, 160.0, 148.94736842105263)","(6.5, 8.6, 8.56629213483146)","(61.0, 140.0, 125.0)","(31.0, 44.0, 42.32098765432099)"
12-01-2023 16:42:11.353247,"(15.0, 21.0, 20.138297872340427)","(26.0, 36.0, 35.629629629629626)","(20.0, 26.0, 25.885714285714286)","(1.85, 2.06, 2.0660363636363637)","(12.0, 14.5, 14.488549618320612)","(4.8, 5.8, 5.721259842519685)","(71.0, 160.0, 148.94736842105263)","(6.5, 8.6, 8.55)","(71.0, 140.0, 125.0)","(31.0, 44.0, 42.32098765432099)"
12-01-2023 16:42:12.689270,"(15.0, 21.0, 20.138297872340427)","(26.0, 36.0, 35.629629629629626)","(20.0, 26.0, 25.885714285714286)","(1.85, 2.08, 2.0660363636363637)","(12.0, 14.5, 14.488549618320612)","(4.8, 5.8, 5.714925373134328)","(71.0, 160.0, 148.94736842105263)","(6.5, 8.6, 8.341353383458646)","(71.0, 140.0, 125.0)","(31.0, 44.0, 42.32098765432099)"
12-01-2023 16:42:14.009385,"(15.0, 21.0, 20.138297872340427)","(26.0, 36.0, 35.629629629629626)","(20.0, 26.0, 25.87878787878788)","(1.85, 2.08, 2.0785987261146497)","(12.0, 14.5, 14.488549618320612)","(4.8, 5.8, 5.714925373134328)","(71.0, 160.0, 148.94736842105263)","(6.5, 8.4, 8.331147540983606)","(71.0, 140.0, 125.0)","(31.0, 44.0, 42.3235294117647)"
12-01-2023 16:42:15.435595,"(15.0, 21.0, 20.138297872340427)","(26.0, 36.0, 35.54545454545455)","(20.0, 26.0, 25.870967741935484)","(1.85, 2.1, 2.0823039215686276)","(12.0, 14.5, 14.484848484848484)","(4.8, 5.8, 5.72621359223301)","(71.0, 160.0, 139.0)","(6.5, 8.4, 8.328813559322034)","(71.0, 140.0, 125.0)","(31.0, 44.0, 39.06666666666667)"
12-01-2023 16:42:16.917386,"(15.0, 21.0, 20.35185185185185)","(26.0, 36.0, 33.77142857142857)","(19.0, 26.0, 25.870967741935484)","(1.85, 2.1, 2.0819289340101523)","(12.0, 14.5, 14.288235294117648)","(4.8, 5.8, 5.725245901639344)","(71.0, 160.0, 139.0)","(6.5, 8.4, 8.262365591397849)","(71.0, 140.0, 125.0)","(31.0, 40.0, 39.391304347826086)"
12-01-2023 16:42:18.805333,"(15.0, 21.0, 20.372549019607842)","(26.0, 34.0, 33.77142857142857)","(19.0, 26.0, 25.870967741935484)","(1.85, 2.1, 2.0816966580976866)","(12.0, 14.5, 14.631944444444445)","(4.8, 5.8, 5.702564102564103)","(71.0, 160.0, 139.0)","(6.5, 8.4, 8.262365591397849)","(71.0, 140.0, 125.0)","(31.0, 40.0, 39.391304347826086)"
12-01-2023 16:42:20.696709,"(15.0, 21.0, 20.372549019607842)","(26.0, 34.0, 35.294117647058826)","(19.0, 26.0, 25.870967741935484)","(1.85, 2.1, 2.072620320855615)","(12.0, 15.0, 14.603896103896103)","(4.8, 5.8, 5.702654867256637)","(81.0, 160.0, 139.0)","(6.5, 8.4, 8.355555555555556)","(71.0, 140.0, 136.0)","(31.0, 40.0, 39.391304347826086)"
12-01-2023 16:42:22.224155,"(15.0, 21.0, 19.70979020979021)","(26.0, 36.0, 34.76190476190476)","(19.0, 26.0, 25.870967741935484)","(1.85, 2.08, 2.069237668161435)","(12.0, 15.0, 14.477419354838709)","(4.8, 5.8, 5.704419889502762)","(81.0, 160.0, 147.0)","(6.5, 8.4, 8.361445783132531)","(71.0, 160.0, 144.54545454545453)","(31.0, 42.0, 40.05128205128205)"
12-01-2023 16:42:23.544273,"(15.0, 21.0, 19.70979020979021)","(26.0, 36.0, 34.76190476190476)","(19.0, 26.0, 26.125)","(1.85, 2.08, 2.065635593220339)","(12.0, 14.5, 14.477564102564102)","(4.8, 5.8, 5.705292479108635)","(81.0, 150.0, 133.04347826086956)","(6.5, 8.4, 8.35)","(71.0, 150.0, 146.66666666666666)","(31.0, 42.0, 39.81818181818182)"
12-01-2023 16:42:24.956108,"(15.0, 21.0, 19.70979020979021)","(26.0, 36.0, 34.76190476190476)","(19.0, 27.0, 26.125)","(1.85, 2.08, 2.065635593220339)","(12.0, 14.5, 14.407103825136613)","(4.8, 5.8, 5.671794871794872)","(81.0, 150.0, 132.5)","(6.5, 8.4, 8.343243243243244)","(71.0, 160.0, 172.0)","(31.0, 42.0, 40.628571428571426)"
12-01-2023 16:42:26.405440,"(15.0, 21.0, 19.70979020979021)","(26.0, 36.0, 34.63157894736842)","(19.0, 27.0, 26.125)","(1.85, 2.08, 2.0639336492890994)","(12.0, 14.5, 14.779069767441861)","(4.8, 5.7, 5.693491124260355)","(81.0, 140.0, 135.0)","(6.5, 8.4, 8.358415841584158)","(71.0, 180.0, 163.07692307692307)","(31.0, 42.0, 40.628571428571426)"
12-01-2023 16:42:27.815202,"(15.0, 21.0, 19.70979020979021)","(26.0, 36.0, 34.63157894736842)","(19.0, 27.0, 26.125)","(1.85, 2.08, 2.0732044198895028)","(12.0, 15.0, 14.807692307692308)","(4.8, 5.7, 5.693491124260355)","(81.0, 140.0, 135.0)","(6.5, 8.4, 8.336752136752137)","(71.0, 170.0, 152.0)","(31.0, 42.0, 40.628571428571426)"
12-01-2023 16:42:29.310935,"(15.0, 21.0, 19.78846153846154)","(26.0, 36.0, 34.63157894736842)","(19.0, 27.0, 26.125)","(1.85, 2.08, 2.0830071599045348)","(12.0, 15.0, 14.577380952380953)","(4.8, 5.7, 5.666666666666667)","(81.0, 140.0, 135.0)","(6.5, 8.4, 8.336752136752137)","(71.0, 170.0, 152.0)","(31.0, 42.0, 40.628571428571426)"
12-01-2023 16:42:30.704852,"(15.0, 20.0, 19.671755725190838)","(26.0, 36.0, 35.68421052631579)","(19.0, 27.0, 26.210526315789473)","(1.85, 2.1, 2.0438532110091745)","(12.0, 15.0, 14.633720930232558)","(4.8, 5.7, 5.716666666666667)","(81.0, 140.0, 135.71428571428572)","(6.5, 8.4, 8.464705882352941)","(71.0, 170.0, 151.25)","(31.0, 42.0, 40.733333333333334)"
12-01-2023 16:42:32.058438,"(15.0, 21.0, 20.2)","(26.0, 38.0, 35.45454545454545)","(19.0, 27.0, 26.42105263157895)","(1.85, 2.06, 2.0259515570934257)","(12.0, 15.0, 14.633720930232558)","(4.8, 5.8, 5.695622895622895)","(81.0, 140.0, 135.88235294117646)","(6.5, 8.6, 8.559183673469388)","(71.0, 170.0, 152.5)","(31.0, 42.0, 40.733333333333334)"
12-01-2023 16:42:33.364570,"(15.0, 21.0, 20.134328358208954)","(26.0, 38.0, 36.0)","(19.0, 27.0, 26.42105263157895)","(1.85, 2.04, 2.0123961661341854)","(12.0, 15.0, 14.75)","(4.8, 5.8, 5.823952095808383)","(81.0, 150.0, 138.33333333333334)","(6.5, 8.6, 8.504458598726115)","(71.0, 170.0, 153.33333333333334)","(31.0, 42.0, 40.96551724137931)"
12-01-2023 16:42:34.749898,"(15.0, 21.0, 19.06985294117647)","(26.0, 38.0, 37.714285714285715)","(19.0, 27.0, 26.838709677419356)","(1.85, 2.02, 2.011578947368421)","(12.0, 15.0, 14.75242718446602)","(4.8, 5.9, 6.044375)","(81.0, 140.0, 137.14285714285714)","(6.5, 8.8, 8.583783783783785)","(71.0, 170.0, 153.33333333333334)","(31.0, 42.0, 40.96551724137931)"
12-01-2023 16:42:36.238140,"(15.0, 19.0, 18.424242424242426)","(26.0, 38.0, 37.0)","(19.0, 28.0, 24.444444444444443)","(1.85, 2.02, 2.0075213675213677)","(12.0, 15.0, 14.75242718446602)","(4.8, 6.2, 6.055633802816901)","(81.0, 140.0, 137.14285714285714)","(6.5, 8.8, 8.55)","(71.0, 170.0, 160.0)","(31.0, 42.0, 40.96551724137931)"
12-01-2023 16:42:37.688726,"(15.0, 19.0, 18.642857142857142)","(26.0, 38.0, 38.074074074074076)","(19.0, 25.0, 25.23076923076923)","(1.85, 2.02, 2.0189473684210526)","(12.0, 15.0, 14.835443037974684)","(4.8, 6.2, 5.958928571428571)","(81.0, 140.0, 135.55555555555554)","(6.5, 8.8, 8.566990291262137)","(71.0, 170.0, 157.5)","(31.0, 42.0, 39.851851851851855)"
12-01-2023 16:42:39.111154,"(15.0, 19.5, 18.78)","(26.0, 40.0, 37.23809523809524)","(20.0, 26.0, 25.210526315789473)","(1.85, 2.02, 2.044569460390356)","(12.0, 15.0, 14.872093023255815)","(4.8, 6.2, 5.752857142857143)","(81.0, 150.0, 135.88235294117646)","(6.5, 8.8, 8.744444444444445)","(71.0, 180.0, 160.0)","(31.0, 40.0, 39.8)"
12-01-2023 16:42:40.548899,"(15.0, 19.5, 18.78)","(26.0, 38.0, 36.416666666666664)","(20.0, 27.0, 25.53846153846154)","(1.85, 2.06, 2.055793650793651)","(12.0, 15.0, 13.734309623430962)","(4.8, 5.8, 5.656398104265403)","(81.0, 150.0, 140.76923076923077)","(6.5, 8.8, 8.919101123595507)","(71.0, 180.0, 176.66666666666666)","(31.0, 40.0, 40.86666666666667)"
12-01-2023 16:42:42.121112,"(15.0, 19.5, 19.425925925925927)","(26.0, 38.0, 36.370370370370374)","(20.0, 26.0, 25.545454545454547)","(1.85, 2.06, 2.0446625766871165)","(12.0, 14.0, 13.692118226600986)","(4.8, 5.7, 5.612852664576803)","(81.0, 150.0, 143.75)","(6.5, 9.0, 8.938666666666666)","(71.0, 180.0, 175.0)","(31.0, 42.0, 41.0)"
12-01-2023 16:42:43.485272,"(15.0, 19.5, 19.425925925925927)","(26.0, 38.0, 36.370370370370374)","(20.0, 26.0, 25.545454545454547)","(1.85, 2.06, 2.0541772151898736)","(12.0, 14.0, 13.760956175298805)","(4.8, 5.7, 5.610322580645161)","(81.0, 150.0, 142.0)","(6.5, 9.0, 8.91685393258427)","(71.0, 180.0, 175.0)","(31.0, 42.0, 41.5)"
12-01-2023 16:42:44.801844,"(15.0, 19.5, 19.25)","(26.0, 38.0, 36.370370370370374)","(20.0, 26.0, 25.545454545454547)","(1.85, 2.06, 2.054297520661157)","(12.0, 14.0, 13.759920634920634)","(4.8, 5.7, 5.608411214953271)","(81.0, 150.0, 142.0)","(6.5, 9.0, 8.911904761904761)","(71.0, 180.0, 177.5)","(31.0, 42.0, 41.625)"
12-01-2023 16:42:46.218520,"(15.0, 19.0, 18.441176470588236)","(26.0, 38.0, 36.370370370370374)","(19.0, 26.0, 25.545454545454547)","(1.85, 2.06, 2.0502641509433963)","(12.0, 14.0, 13.855978260869565)","(4.8, 5.7, 5.61453488372093)","(81.0, 150.0, 142.0)","(6.5, 9.0, 8.932727272727274)","(71.0, 180.0, 176.15384615384616)","(31.0, 42.0, 41.689655172413794)"
12-01-2023 16:42:47.988437,"(15.0, 19.0, 18.441176470588236)","(26.0, 38.0, 36.416666666666664)","(19.0, 26.0, 25.666666666666668)","(1.85, 2.06, 2.047228070175439)","(12.0, 14.0, 13.855978260869565)","(4.8, 5.7, 5.61764705882353)","(81.0, 150.0, 142.0)","(6.5, 9.0, 8.932727272727274)","(71.0, 190.0, 180.0)","(31.0, 42.0, 41.689655172413794)"
12-01-2023 16:42:49.730160,"(15.0, 19.0, 18.473684210526315)","(26.0, 38.0, 36.43478260869565)","(19.0, 26.0, 25.928571428571427)","(1.85, 2.06, 2.047952755905512)","(12.0, 14.0, 13.85989010989011)","(4.8, 5.7, 5.607878787878788)","(81.0, 150.0, 145.0)","(6.5, 9.0, 8.957894736842105)","(71.0, 190.0, 177.27272727272728)","(31.0, 42.0, 41.25)"
12-01-2023 16:42:51.524598,"(15.0, 18.5, 18.473684210526315)","(26.0, 38.0, 36.43478260869565)","(19.0, 27.0, 25.8125)","(1.85, 2.06, 2.0473417721518987)","(12.0, 14.0, 13.857923497267759)","(4.6, 5.7, 5.602250803858521)","(71.0, 160.0, 142.5)","(6.5, 9.0, 9.076923076923077)","(81.0, 190.0, 177.27272727272728)","(31.0, 42.0, 41.4375)"
12-01-2023 16:42:53.144773,"(15.0, 18.5, 18.473684210526315)","(26.0, 38.0, 35.78947368421053)","(19.0, 27.0, 25.8125)","(1.85, 2.06, 2.040540540540541)","(12.0, 14.0, 13.892215568862275)","(4.6, 5.7, 5.600977198697069)","(71.0, 150.0, 142.5)","(6.5, 9.2, 9.270731707317072)","(81.0, 190.0, 180.0)","(31.0, 42.0, 41.4375)"
12-01-2023 16:42:54.896582,"(15.0, 18.5, 18.473684210526315)","(26.0, 38.0, 35.625)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.06, 2.0471714922049)","(12.0, 14.0, 13.877551020408163)","(4.6, 5.7, 5.573985680190931)","(71.0, 150.0, 142.5)","(6.5, 9.4, 9.270731707317072)","(81.0, 190.0, 180.0)","(31.0, 42.0, 41.31428571428572)"
