,Exceed And Collect,No Outcast,Outwitted,The Instructor,Ukiyoe,Firehouse,Imminance,Miss Sunshine,Nevada Showgirl,Within Sight
12-01-2023 16:36:57.338961,"(9.0, 14.0, 13.928571428571429)","(16.0, 29.0, 27.5)","(15.0, 29.0, 27.8)","(2.3, 2.5, 2.4852427184466017)","(10.0, 13.5, 13.368421052631579)","(5.0, 6.4, 6.344)","(41.0, 75.0, 74.5)","(5.0, 6.2, 6.0678899082568805)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:36:58.712613,"(9.0, 14.0, 13.928571428571429)","(16.0, 29.0, 27.5)","(15.0, 29.0, 27.8)","(2.3, 2.5, 2.4852427184466017)","(10.0, 13.5, 13.368421052631579)","(5.0, 6.4, 6.344)","(41.0, 75.0, 74.5)","(5.0, 6.2, 6.0678899082568805)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:00.030605,"(9.0, 14.0, 13.928571428571429)","(16.0, 29.0, 27.5)","(15.0, 29.0, 27.8)","(2.3, 2.5, 2.4852427184466017)","(10.0, 13.5, 13.368421052631579)","(5.0, 6.4, 6.344)","(41.0, 75.0, 74.5)","(5.0, 6.2, 6.0678899082568805)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:01.445629,"(9.0, 14.0, 14.045454545454545)","(16.0, 29.0, 27.5)","(15.0, 29.0, 27.8)","(2.3, 2.5, 2.4663529411764706)","(10.0, 13.5, 13.662337662337663)","(5.0, 6.4, 6.328571428571429)","(41.0, 75.0, 74.5)","(5.0, 6.2, 6.0678899082568805)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:02.769093,"(9.0, 14.5, 14.045454545454545)","(16.0, 29.0, 27.5)","(15.0, 29.0, 27.8)","(2.3, 2.48, 2.4764227642276424)","(10.0, 14.0, 13.662337662337663)","(5.0, 6.4, 6.328571428571429)","(41.0, 75.0, 74.5)","(5.0, 6.2, 6.0678899082568805)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:04.100897,"(9.0, 14.5, 14.045454545454545)","(16.0, 29.0, 27.5)","(15.0, 29.0, 28.5)","(2.3, 2.48, 2.4764227642276424)","(10.0, 14.0, 13.662337662337663)","(5.0, 6.4, 6.328571428571429)","(41.0, 75.0, 74.5)","(5.0, 6.2, 6.0678899082568805)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:05.431355,"(9.0, 14.5, 14.045454545454545)","(16.0, 29.0, 27.5)","(15.0, 29.0, 28.5)","(2.3, 2.46, 2.4676190476190474)","(10.0, 14.0, 13.62135922330097)","(5.0, 6.4, 6.328571428571429)","(41.0, 75.0, 74.5)","(5.0, 6.2, 5.966197183098592)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:06.733366,"(9.0, 14.5, 14.045454545454545)","(16.0, 29.0, 27.5)","(15.0, 29.0, 28.5)","(2.3, 2.48, 2.4676190476190474)","(10.0, 14.0, 13.5625)","(5.0, 6.4, 6.328571428571429)","(41.0, 75.0, 74.5)","(5.0, 6.0, 5.957142857142857)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:08.112293,"(9.0, 14.5, 14.045454545454545)","(16.0, 29.0, 27.5)","(15.0, 29.0, 28.5)","(2.3, 2.48, 2.475890410958904)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 75.0, 75.3125)","(5.0, 6.0, 5.875)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:09.472515,"(9.0, 14.5, 14.117647058823529)","(16.0, 28.0, 27.526315789473685)","(15.0, 29.0, 28.333333333333332)","(2.3, 2.48, 2.4745)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 80.0, 76.42857142857143)","(5.0, 5.9, 5.875)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 34.0)"
12-01-2023 16:37:10.817335,"(9.0, 14.5, 14.285714285714286)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.3, 2.5, 2.4745)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 80.0, 77.22222222222223)","(5.0, 5.9, 5.875)","(41.0, 100.0, 87.14285714285714)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:12.029940,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.3, 2.5, 2.4745)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 80.0, 77.22222222222223)","(5.0, 5.9, 5.868)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:13.237609,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.5, 2.4745)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 80.0, 77.22222222222223)","(5.0, 5.9, 5.868)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:14.411129,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.5, 2.4745)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 80.0, 77.22222222222223)","(5.0, 5.9, 5.868)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:15.643755,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.5, 2.4692857142857143)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.357142857142858)","(41.0, 80.0, 77.22222222222223)","(5.0, 5.9, 5.868)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:16.849698,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.46, 2.456101694915254)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.342592592592593)","(41.0, 80.0, 77.22222222222223)","(5.0, 5.9, 5.913953488372093)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:18.465338,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.48, 2.4676190476190474)","(10.0, 14.0, 13.557692307692308)","(5.0, 6.4, 6.342592592592593)","(41.0, 80.0, 77.22222222222223)","(5.0, 6.0, 5.913953488372093)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:19.811361,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.48, 2.4711827956989247)","(10.0, 14.0, 13.372340425531915)","(5.0, 6.4, 6.316216216216216)","(41.0, 80.0, 77.22222222222223)","(5.0, 6.0, 5.913953488372093)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:21.129011,"(9.0, 14.5, 14.323529411764707)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.5, 2.4691428571428573)","(10.0, 13.5, 13.272151898734178)","(5.0, 6.4, 6.255483870967742)","(41.0, 80.0, 77.22222222222223)","(5.0, 6.0, 5.924050632911392)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.333333333333336)"
12-01-2023 16:37:22.578185,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.53846153846154)","(2.25, 2.48, 2.4691428571428573)","(10.0, 14.0, 13.272151898734178)","(5.0, 6.4, 6.255483870967742)","(41.0, 80.0, 77.22222222222223)","(5.0, 6.0, 5.924050632911392)","(41.0, 100.0, 88.0)","(19.0, 36.0, 33.42857142857143)"
12-01-2023 16:37:23.805658,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.454545454545453)","(2.25, 2.5, 2.4845962732919253)","(10.0, 14.0, 13.265432098765432)","(5.0, 6.4, 6.2)","(41.0, 80.0, 77.22222222222223)","(5.0, 6.0, 6.025454545454545)","(41.0, 100.0, 88.0)","(19.0, 34.0, 33.42857142857143)"
12-01-2023 16:37:25.086247,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.625)","(2.25, 2.48, 2.470833333333333)","(10.0, 14.0, 13.265432098765432)","(5.0, 6.2, 6.175)","(41.0, 80.0, 77.11538461538461)","(5.0, 6.2, 6.04390243902439)","(41.0, 100.0, 88.0)","(19.0, 34.0, 33.42857142857143)"
12-01-2023 16:37:26.328169,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.625)","(2.25, 2.48, 2.470833333333333)","(10.0, 14.0, 13.265432098765432)","(5.0, 6.2, 6.175)","(41.0, 80.0, 77.11538461538461)","(5.0, 6.2, 6.04390243902439)","(41.0, 100.0, 88.0)","(19.0, 34.0, 33.2)"
12-01-2023 16:37:27.657859,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.625)","(2.25, 2.48, 2.470833333333333)","(10.0, 14.0, 13.265432098765432)","(5.0, 6.2, 6.173809523809524)","(41.0, 80.0, 77.11538461538461)","(5.0, 6.2, 6.0473684210526315)","(41.0, 100.0, 88.0)","(19.0, 34.0, 33.2)"
12-01-2023 16:37:28.936568,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.625)","(2.25, 2.48, 2.470833333333333)","(10.0, 14.0, 13.30281690140845)","(5.0, 6.2, 6.173809523809524)","(41.0, 80.0, 77.58064516129032)","(5.0, 6.2, 6.0473684210526315)","(41.0, 100.0, 100.0)","(19.0, 34.0, 33.2)"
12-01-2023 16:37:30.292204,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.625)","(2.25, 2.48, 2.449019607843137)","(10.0, 14.0, 13.59047619047619)","(5.0, 6.2, 6.177551020408163)","(41.0, 80.0, 77.58064516129032)","(5.0, 6.2, 6.0473684210526315)","(41.0, 110.0, 100.0)","(19.0, 34.0, 33.5)"
12-01-2023 16:37:31.602170,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.625)","(2.25, 2.46, 2.454418604651163)","(12.0, 14.0, 13.564102564102564)","(5.0, 6.2, 6.177551020408163)","(41.0, 80.0, 77.58064516129032)","(5.0, 6.2, 6.044642857142857)","(41.0, 110.0, 100.0)","(19.0, 34.0, 33.5)"
12-01-2023 16:37:32.827094,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.454545454545453)","(2.25, 2.46, 2.4552)","(12.0, 14.0, 13.564102564102564)","(5.0, 6.2, 6.177551020408163)","(41.0, 80.0, 77.58064516129032)","(5.0, 6.2, 6.044642857142857)","(41.0, 110.0, 100.0)","(19.0, 34.0, 33.5)"
12-01-2023 16:37:34.057816,"(9.0, 14.5, 14.447368421052632)","(16.0, 28.0, 27.58823529411765)","(15.0, 29.0, 28.692307692307693)","(2.25, 2.46, 2.4)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.2, 6.230666666666667)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.114285714285715)","(41.0, 110.0, 104.54545454545455)","(19.0, 34.0, 34.4)"
12-01-2023 16:37:35.386742,"(9.0, 15.0, 14.722222222222221)","(16.0, 28.0, 27.833333333333332)","(15.0, 29.0, 28.692307692307693)","(2.25, 2.42, 2.4)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.113868613138687)","(41.0, 110.0, 92.5)","(19.0, 36.0, 34.4)"
12-01-2023 16:37:36.660879,"(9.0, 15.0, 14.722222222222221)","(16.0, 28.0, 27.625)","(15.0, 29.0, 28.6)","(2.25, 2.42, 2.3828571428571426)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.109923664122137)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:37.999433,"(9.0, 15.0, 14.766666666666667)","(16.0, 28.0, 27.625)","(15.0, 29.0, 28.6)","(2.25, 2.4, 2.3875862068965517)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.109923664122137)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:39.485512,"(9.0, 15.0, 14.766666666666667)","(16.0, 28.0, 27.625)","(15.0, 29.0, 28.6)","(2.25, 2.4, 2.383548387096774)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.109923664122137)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:40.860636,"(9.0, 15.0, 14.766666666666667)","(16.0, 28.0, 27.625)","(15.0, 29.0, 28.6)","(2.25, 2.4, 2.379577464788732)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.231788079470199)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.111278195488722)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:42.208716,"(9.0, 15.0, 14.766666666666667)","(16.0, 28.0, 27.833333333333332)","(15.0, 29.0, 28.6)","(2.25, 2.38, 2.3666666666666667)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.66666666666667)","(5.0, 6.2, 6.125806451612903)","(41.0, 120.0, 95.29411764705883)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:43.630801,"(9.0, 15.5, 16.666666666666668)","(18.0, 28.0, 27.833333333333332)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.3678378378378375)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.2, 6.224137931034483)","(41.0, 120.0, 96.42857142857143)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:44.917752,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.833333333333332)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.3521052631578945)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:46.262946,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.625)","(17.0, 29.0, 28.6)","(2.25, 2.36, 2.33)","(12.0, 14.0, 13.54954954954955)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:47.433535,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.625)","(17.0, 29.0, 28.6)","(2.25, 2.36, 2.359044585987261)","(12.0, 14.0, 13.612403100775193)","(5.0, 6.4, 6.230666666666667)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:48.649180,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.76923076923077)","(17.0, 29.0, 28.6)","(2.25, 2.36, 2.371063829787234)","(12.0, 14.0, 13.595454545454546)","(5.0, 6.4, 6.211851851851852)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:49.955534,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.76923076923077)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.371063829787234)","(12.0, 14.0, 13.595454545454546)","(5.0, 6.4, 6.211851851851852)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:51.276625,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.76923076923077)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.371063829787234)","(12.0, 14.0, 13.595454545454546)","(5.0, 6.4, 6.211851851851852)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:52.659197,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.76923076923077)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.371063829787234)","(12.0, 14.0, 13.595454545454546)","(5.0, 6.4, 6.211851851851852)","(41.0, 80.0, 77.08333333333333)","(5.0, 6.4, 6.2330434782608695)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:53.941639,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.76923076923077)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.371063829787234)","(12.0, 14.0, 13.595454545454546)","(5.0, 6.4, 6.209022556390978)","(41.0, 80.0, 77.3076923076923)","(5.0, 6.4, 6.230645161290322)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:55.172499,"(9.0, 17.0, 16.75)","(18.0, 28.0, 27.76923076923077)","(17.0, 29.0, 28.6)","(2.25, 2.38, 2.371063829787234)","(12.0, 14.0, 13.55940594059406)","(5.0, 6.4, 6.1173913043478265)","(41.0, 80.0, 77.3076923076923)","(5.0, 6.4, 6.210810810810811)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:56.451488,"(9.0, 17.0, 16.88888888888889)","(18.0, 28.0, 27.20408163265306)","(17.0, 29.0, 28.5)","(2.25, 2.38, 2.364360902255639)","(12.0, 14.0, 13.626050420168067)","(5.0, 6.4, 6.151063829787234)","(41.0, 80.0, 77.4074074074074)","(5.0, 6.4, 6.206222222222222)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.0)"
12-01-2023 16:37:57.733852,"(9.0, 17.0, 16.5)","(18.0, 29.0, 27.5)","(17.0, 29.0, 28.5)","(2.25, 2.38, 2.3299145299145296)","(12.0, 14.0, 13.644)","(5.0, 6.2, 6.1866666666666665)","(41.0, 80.0, 77.5)","(5.0, 6.4, 6.2372093023255815)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.2)"
12-01-2023 16:37:59.307920,"(9.0, 17.0, 16.5)","(18.0, 29.0, 27.5)","(17.0, 29.0, 28.428571428571427)","(2.25, 2.34, 2.3289719626168224)","(12.0, 14.0, 13.644)","(5.0, 6.2, 6.248484848484849)","(41.0, 80.0, 77.6923076923077)","(5.0, 6.4, 6.234645669291339)","(41.0, 120.0, 96.42857142857143)","(19.0, 36.0, 35.2)"
12-01-2023 16:38:00.753345,"(9.0, 17.0, 16.5)","(18.0, 29.0, 27.5)","(17.0, 29.0, 28.428571428571427)","(2.25, 2.34, 2.312577319587629)","(12.0, 14.0, 13.644)","(5.0, 6.4, 6.232214765100672)","(41.0, 80.0, 77.6923076923077)","(5.0, 6.4, 6.490322580645161)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.2)"
12-01-2023 16:38:02.117415,"(9.0, 17.0, 16.5)","(18.0, 29.0, 27.5)","(17.0, 29.0, 28.333333333333332)","(2.25, 2.32, 2.3095238095238093)","(12.0, 14.0, 13.595454545454546)","(5.0, 6.4, 6.156603773584906)","(41.0, 80.0, 77.6923076923077)","(5.0, 6.6, 6.705263157894737)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.2)"
12-01-2023 16:38:03.602115,"(9.0, 17.0, 16.916666666666668)","(18.0, 29.0, 27.642857142857142)","(17.0, 29.0, 27.666666666666668)","(2.25, 2.32, 2.387)","(12.0, 14.0, 13.368852459016393)","(5.0, 6.4, 6.141176470588236)","(41.0, 80.0, 77.6923076923077)","(5.0, 6.8, 6.667692307692308)","(41.0, 120.0, 92.5)","(19.0, 36.0, 35.2)"
12-01-2023 16:38:05.106347,"(9.0, 17.0, 16.916666666666668)","(18.0, 28.0, 27.72222222222222)","(17.0, 29.0, 26.88)","(2.25, 2.4, 2.3527659574468083)","(12.0, 13.5, 13.115384615384615)","(5.0, 6.2, 6.050783699059561)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.8, 6.472340425531915)","(41.0, 120.0, 106.0)","(19.0, 36.0, 35.63636363636363)"
12-01-2023 16:38:06.731867,"(9.0, 17.0, 16.7)","(18.0, 28.0, 27.72222222222222)","(17.0, 28.0, 25.545454545454547)","(2.25, 2.38, 2.364444444444444)","(12.0, 13.5, 12.965277777777779)","(5.0, 6.2, 6.046451612903226)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.476404494382023)","(41.0, 120.0, 106.66666666666667)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:08.104010,"(9.0, 17.0, 16.9)","(18.0, 28.0, 27.72222222222222)","(17.0, 27.0, 25.545454545454547)","(2.25, 2.38, 2.364444444444444)","(12.0, 13.0, 12.835164835164836)","(5.0, 6.2, 6.046451612903226)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.464347826086956)","(41.0, 120.0, 108.23529411764706)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:09.467227,"(9.0, 17.0, 16.923076923076923)","(18.0, 28.0, 27.72222222222222)","(17.0, 27.0, 25.933333333333334)","(2.25, 2.38, 2.37)","(12.0, 13.0, 12.841463414634147)","(5.0, 6.2, 6.046451612903226)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.5)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:11.055449,"(9.0, 17.0, 16.923076923076923)","(18.0, 28.0, 27.72222222222222)","(17.0, 27.0, 25.545454545454547)","(2.25, 2.38, 2.37)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.046451612903226)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.491764705882353)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:12.318932,"(9.0, 17.0, 16.923076923076923)","(18.0, 28.0, 27.72222222222222)","(17.0, 27.0, 25.933333333333334)","(2.25, 2.38, 2.37)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.044444444444444)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.491764705882353)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:13.579981,"(9.0, 17.0, 16.923076923076923)","(18.0, 28.0, 27.72222222222222)","(17.0, 27.0, 25.933333333333334)","(2.25, 2.38, 2.37)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.044444444444444)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.491764705882353)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:14.868144,"(9.0, 17.0, 16.923076923076923)","(18.0, 28.0, 27.72222222222222)","(17.0, 27.0, 25.933333333333334)","(2.25, 2.38, 2.37)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.042675159235669)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.491764705882353)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 35.63636363636363)"
12-01-2023 16:38:16.170848,"(9.0, 17.0, 16.923076923076923)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.545454545454547)","(2.25, 2.38, 2.37)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.024199288256228)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.491764705882353)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 35.86206896551724)"
12-01-2023 16:38:17.490177,"(9.0, 17.0, 16.941176470588236)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.545454545454547)","(2.25, 2.38, 2.3768)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.014285714285714)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.521875)","(41.0, 120.0, 104.0909090909091)","(19.0, 36.0, 38.26315789473684)"
12-01-2023 16:38:18.673622,"(9.0, 17.0, 16.941176470588236)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.545454545454547)","(2.25, 2.4, 2.3768)","(12.0, 13.0, 12.887931034482758)","(5.0, 6.2, 6.030240549828179)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.539495798319328)","(41.0, 120.0, 104.0909090909091)","(19.0, 40.0, 38.26315789473684)"
12-01-2023 16:38:19.860138,"(9.0, 17.0, 16.941176470588236)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.545454545454547)","(2.25, 2.36, 2.343030303030303)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.539495798319328)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.0)"
12-01-2023 16:38:21.164373,"(9.0, 17.0, 16.9)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.36, 2.33515625)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.523880597014926)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.0)"
12-01-2023 16:38:22.416168,"(9.0, 21.0, 20.25)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.34, 2.33515625)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.523880597014926)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.0)"
12-01-2023 16:38:23.729428,"(9.0, 21.0, 19.2)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.34, 2.3116666666666665)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.558558558558558)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.44444444444444)"
12-01-2023 16:38:25.079088,"(9.0, 21.0, 19.4)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.34, 2.313684210526316)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.558558558558558)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.0)"
