,Osprey Phantom,Gondola,Molly Irish,Flora Colossus,Impress Us,Catch Me Nero
06-01-2023 13:27:41.197468,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.66, 2.215294117647059)","(8.5, 22.0, 15.428571428571429)","(31.0, 100.0, 54.357142857142854)","(5.0, 9.8, 7.0)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:42.087526,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.66, 2.215294117647059)","(8.5, 22.0, 15.428571428571429)","(31.0, 100.0, 37.0)","(5.0, 9.8, 7.457142857142857)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:43.144322,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.66, 2.215294117647059)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 7.457142857142857)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:44.177806,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.66, 2.215294117647059)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 7.550000000000001)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:45.095410,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.66, 2.215294117647059)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:46.143632,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.66, 2.215294117647059)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:47.159004,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:48.081576,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:49.105822,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:50.144423,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:51.119390,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:52.023745,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.77777777777778)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:52.987223,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:53.907547,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:54.762497,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.64, 2.211764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:55.807200,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2082352941176473)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:56.834030,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2082352941176473)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:57.751380,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2082352941176473)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:58.717464,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2082352941176473)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:27:59.760334,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2033333333333336)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:00.709048,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2033333333333336)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:01.642832,"(2.9, 4.0, 3.0584615384615383)","(2.05, 2.62, 2.2033333333333336)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:02.678715,"(2.9, 4.0, 3.052857142857143)","(2.05, 2.62, 2.2033333333333336)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:03.642392,"(2.9, 4.0, 3.052857142857143)","(2.05, 2.62, 2.2033333333333336)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:04.537178,"(2.9, 3.95, 3.174)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:05.540668,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:06.564956,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:07.531557,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:08.427208,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:09.571179,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:10.662730,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:11.607478,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:12.672046,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:13.686390,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.6, 2.204705882352941)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:14.576085,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.58, 2.2011764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 36.36363636363636)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.020000000000001)"
06-01-2023 13:28:15.652369,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.58, 2.2011764705882353)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 10.84)"
06-01-2023 13:28:16.635853,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.68, 2.42)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 10.84)"
06-01-2023 13:28:17.531432,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.72, 2.5333333333333337)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:18.506200,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.72, 2.626666666666667)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:19.582026,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 13.2)","(31.0, 100.0, 37.0)","(5.0, 9.8, 6.6)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:20.621433,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 13.2)","(31.0, 100.0, 51.66666666666667)","(5.0, 9.8, 7.066666666666666)","(9.0, 22.0, 12.75)"
06-01-2023 13:28:21.503537,"(2.9, 3.85, 3.27)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 12.666666666666666)","(31.0, 95.0, 51.66666666666667)","(5.0, 9.6, 7.066666666666666)","(9.0, 21.0, 11.2)"
06-01-2023 13:28:22.469840,"(2.9, 3.95, 3.1416666666666666)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 12.666666666666666)","(31.0, 95.0, 46.25)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:23.567013,"(2.9, 3.95, 3.1416666666666666)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 12.666666666666666)","(31.0, 95.0, 46.25)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:24.621062,"(2.9, 3.95, 3.1416666666666666)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 12.666666666666666)","(31.0, 95.0, 46.25)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:25.556361,"(2.9, 4.0, 3.235)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 12.666666666666666)","(31.0, 95.0, 46.25)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:26.531045,"(2.9, 3.9, 3.2866666666666666)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 12.666666666666666)","(31.0, 95.0, 46.25)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:27.561444,"(2.9, 4.0, 3.49)","(2.05, 2.72, 2.3000000000000003)","(8.5, 22.0, 15.538461538461538)","(31.0, 95.0, 46.25)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:28.627384,"(2.9, 4.0, 3.065)","(2.05, 2.72, 2.324705882352941)","(8.5, 22.0, 13.11111111111111)","(31.0, 95.0, 38.57142857142857)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:29.669651,"(2.9, 3.9, 3.0566666666666666)","(2.05, 2.72, 2.324705882352941)","(8.5, 22.0, 13.11111111111111)","(31.0, 90.0, 39.166666666666664)","(5.0, 9.8, 7.133333333333334)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:30.725346,"(2.9, 3.9, 3.026)","(2.05, 2.72, 2.324705882352941)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 5.968)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:31.709474,"(2.9, 3.85, 3.125)","(2.05, 2.72, 2.324705882352941)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 10.0, 6.6)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:32.746549,"(2.9, 3.8, 3.0156521739130433)","(2.05, 2.72, 2.324705882352941)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 8.16)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:33.864668,"(2.9, 3.8, 3.0156521739130433)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 6.8)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:34.828035,"(2.9, 3.75, 3.365)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.05)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:35.804220,"(2.9, 3.75, 3.365)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.05)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:36.881017,"(2.9, 3.75, 3.365)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.05)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:38.019255,"(2.9, 3.75, 3.365)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:39.100535,"(2.9, 3.75, 3.365)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:40.169033,"(2.9, 3.75, 3.09)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:41.347705,"(2.9, 3.7, 3.0127272727272727)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:42.360915,"(2.9, 3.7, 3.0127272727272727)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:43.418675,"(2.9, 3.7, 3.0127272727272727)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:44.572680,"(2.9, 3.7, 3.0127272727272727)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 57.5)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 11.2)"
06-01-2023 13:28:45.670704,"(2.9, 3.7, 3.0127272727272727)","(2.05, 2.72, 2.3200000000000003)","(8.5, 22.0, 13.666666666666666)","(31.0, 85.0, 39.166666666666664)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 13.375)"
06-01-2023 13:28:46.701940,"(2.9, 3.7, 3.0076923076923077)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.666666666666666)","(31.0, 85.0, 39.166666666666664)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 12.1)"
06-01-2023 13:28:47.802719,"(2.9, 3.7, 3.0076923076923077)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.666666666666666)","(31.0, 85.0, 39.166666666666664)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 12.1)"
06-01-2023 13:28:48.850705,"(2.9, 3.7, 3.0076923076923077)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.666666666666666)","(31.0, 85.0, 39.166666666666664)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 16.5)"
06-01-2023 13:28:49.856131,"(2.9, 3.65, 3.035833333333333)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.8, 9.094117647058823)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:50.951015,"(2.9, 3.65, 3.0315384615384615)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.11111111111111)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.8, 8.600000000000001)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:52.057486,"(2.9, 3.65, 3.0315384615384615)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.555555555555555)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.4, 8.32)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:53.143000,"(2.9, 3.65, 3.0315384615384615)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.555555555555555)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.4, 8.32)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:54.254478,"(2.9, 3.65, 3.0315384615384615)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 13.555555555555555)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.4, 8.32)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:55.327365,"(2.9, 3.65, 3.0315384615384615)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.4, 8.764705882352942)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:56.362820,"(2.9, 3.65, 3.0923529411764705)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.4, 9.533333333333335)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:57.476325,"(2.9, 3.65, 3.219090909090909)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 9.8, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:58.591005,"(2.9, 3.65, 3.219090909090909)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:28:59.677470,"(2.9, 3.65, 3.219090909090909)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:29:00.734712,"(2.9, 3.65, 3.219090909090909)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:29:01.789547,"(2.9, 3.65, 3.219090909090909)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 37.857142857142854)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:29:02.845780,"(2.9, 3.65, 3.219090909090909)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 39.57142857142857)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:29:03.835162,"(2.9, 3.65, 3.1891666666666665)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 41.285714285714285)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:29:05.042332,"(2.9, 3.65, 3.1891666666666665)","(2.05, 2.7, 2.6509090909090913)","(8.5, 22.0, 14.083333333333334)","(31.0, 85.0, 41.285714285714285)","(5.0, 10.0, 8.74)","(9.0, 22.0, 16.789473684210527)"
06-01-2023 13:29:06.450724,"(2.9, 3.65, 3.1891666666666665)","(2.05, 2.7, 2.6772727272727277)","(8.5, 22.0, 17.5)","(31.0, 85.0, 41.285714285714285)","(5.0, 10.0, 8.747368421052633)","(9.0, 22.0, 17.0)"
06-01-2023 13:29:07.716031,"(2.9, 3.65, 3.313125)","(2.05, 2.7, 2.626666666666667)","(8.5, 22.0, 18.25)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.8, 9.125)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:08.915380,"(2.9, 3.65, 3.313125)","(2.05, 2.7, 2.5)","(8.5, 22.0, 14.916666666666666)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.6, 9.125)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:10.039550,"(2.9, 3.65, 2.99375)","(2.05, 2.7, 2.5)","(8.5, 22.0, 14.916666666666666)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.6, 9.125)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:11.133891,"(2.9, 3.65, 2.99375)","(2.05, 2.7, 2.5)","(8.5, 22.0, 14.916666666666666)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.6, 9.125)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:12.329410,"(2.9, 3.65, 2.99375)","(2.05, 2.7, 2.5)","(8.5, 22.0, 14.916666666666666)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.6, 9.125)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:13.451004,"(2.9, 3.65, 2.99375)","(2.05, 2.7, 2.5)","(8.5, 22.0, 18.0)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.6, 8.452631578947368)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:14.474880,"(2.9, 3.65, 3.330625)","(2.05, 2.7, 2.6366666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 41.285714285714285)","(5.0, 9.4, 8.2)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:15.618464,"(2.9, 3.65, 3.330625)","(2.05, 2.7, 2.6366666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.4, 8.2)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:16.734906,"(2.9, 3.65, 3.330625)","(2.05, 2.7, 2.6366666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.4, 8.2)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:17.882855,"(2.9, 3.65, 3.330625)","(2.05, 2.7, 2.6366666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.4, 8.2)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:18.955004,"(2.9, 3.65, 3.349411764705882)","(2.05, 2.7, 2.6366666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.4, 8.2)","(9.0, 20.0, 17.0)"
06-01-2023 13:29:20.059619,"(2.9, 3.65, 3.349411764705882)","(2.05, 2.7, 2.6366666666666667)","(8.5, 22.0, 14.916666666666666)","(31.0, 85.0, 46.75)","(5.0, 9.4, 8.425)","(9.0, 20.0, 12.55)"
06-01-2023 13:29:21.269658,"(2.9, 3.65, 3.2241666666666666)","(2.05, 2.7, 2.66)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 10.0, 8.966666666666667)","(9.0, 22.0, 12.916666666666666)"
06-01-2023 13:29:22.530174,"(2.9, 3.65, 3.339375)","(2.05, 2.7, 2.66)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.6, 8.966666666666667)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:23.948135,"(2.9, 3.65, 3.3738888888888887)","(2.05, 2.7, 2.66)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.6, 8.966666666666667)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:25.307248,"(2.9, 3.65, 3.3738888888888887)","(2.05, 2.7, 2.66)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.6, 8.966666666666667)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:26.475189,"(2.9, 3.65, 3.3738888888888887)","(2.05, 2.7, 2.66)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.6, 8.966666666666667)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:27.569890,"(2.9, 3.65, 3.3738888888888887)","(2.05, 2.7, 2.66)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.6, 8.633333333333333)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:28.722490,"(2.9, 3.65, 3.3658823529411763)","(2.05, 2.7, 2.6622222222222223)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.2, 8.633333333333333)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:29.854706,"(2.9, 3.65, 3.3658823529411763)","(2.05, 2.7, 2.6622222222222223)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.2, 8.633333333333333)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:30.958413,"(2.9, 3.65, 3.3658823529411763)","(2.05, 2.7, 2.6622222222222223)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.2, 8.633333333333333)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:32.060153,"(2.9, 3.65, 3.3658823529411763)","(2.05, 2.7, 2.6622222222222223)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.2, 8.633333333333333)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:33.199711,"(2.9, 3.65, 3.3658823529411763)","(2.05, 2.7, 2.6622222222222223)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.2, 8.633333333333333)","(9.0, 20.0, 12.916666666666666)"
