,Dallas Gold,Herzen,Poseidon Wrath,Whitaker,Hardcore Folklore,Uncle Frank,Dried Pepper,Stans Miracle Man,Unified Assets
16-12-2022 10:26:37.717476,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 15.1)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.714285714285715)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:38.981158,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 15.1)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.714285714285715)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:40.252234,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 15.1)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:41.443614,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 16.0)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:42.552977,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 16.0)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:43.760876,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 16.0)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:44.971772,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 16.0)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 10.694736842105263)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:46.341609,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 16.0)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.214285714285714)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 9.21)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:47.522783,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 16.0)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.5, 4.2)","(2.4, 4.0, 3.4699999999999998)","(6.5, 12.5, 9.35)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:48.864536,"(31.0, 460.0, 311.1666666666667)","(11.0, 22.0, 14.714285714285715)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.4, 4.2)","(2.4, 4.0, 3.5700000000000003)","(6.5, 12.5, 9.35)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:49.979992,"(31.0, 460.0, 311.1666666666667)","(11.0, 21.0, 14.714285714285715)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.4, 4.2)","(2.4, 4.2, 3.5199999999999996)","(6.5, 12.5, 9.35)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:51.138289,"(31.0, 460.0, 311.1666666666667)","(11.0, 21.0, 14.714285714285715)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.6000000000000005)","(3.5, 4.4, 4.2)","(2.4, 4.1, 3.5199999999999996)","(6.5, 12.5, 9.35)","(51.0, 610.0, 314.5)"
16-12-2022 10:26:52.279989,"(31.0, 460.0, 311.1666666666667)","(11.0, 21.0, 14.714285714285715)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 7.220000000000001)","(3.5, 4.4, 4.2)","(2.4, 4.1, 3.5199999999999996)","(6.5, 12.5, 9.35)","(51.0, 610.0, 324.5)"
16-12-2022 10:26:53.402679,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 7.220000000000001)","(3.5, 4.4, 4.2)","(2.4, 4.1, 3.5199999999999996)","(6.5, 12.5, 9.928571428571429)","(51.0, 630.0, 324.5)"
16-12-2022 10:26:54.581305,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.4, 4.15)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 630.0, 324.5)"
16-12-2022 10:26:55.765476,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.4, 4.285714285714286)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 630.0, 324.5)"
16-12-2022 10:26:56.943105,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.8, 4.285714285714286)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 630.0, 324.5)"
16-12-2022 10:26:58.131812,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 198.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.8, 4.285714285714286)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 630.0, 342.6666666666667)"
16-12-2022 10:26:59.294534,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 550.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.8, 4.285714285714286)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 990.0, 339.5)"
16-12-2022 10:27:00.424947,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.8, 4.084615384615384)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 660.0, 339.5)"
16-12-2022 10:27:01.547451,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 990.0, 264.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.7, 4.084615384615384)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 660.0, 349.5)"
16-12-2022 10:27:02.656301,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 550.0, 198.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.7, 4.084615384615384)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 680.0, 349.5)"
16-12-2022 10:27:03.781076,"(31.0, 990.0, 501.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 550.0, 198.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.7, 4.084615384615384)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 9.928571428571429)","(51.0, 680.0, 349.5)"
16-12-2022 10:27:04.906182,"(31.0, 510.0, 344.5)","(11.0, 21.0, 14.714285714285715)","(26.0, 370.0, 138.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.7, 4.084615384615384)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.5, 10.4)","(51.0, 680.0, 129.16666666666669)"
16-12-2022 10:27:06.033593,"(31.0, 530.0, 161.07142857142858)","(11.0, 21.0, 14.714285714285715)","(26.0, 370.0, 138.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.27142857142857)","(3.5, 4.7, 4.2)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 680.0, 129.16666666666669)"
16-12-2022 10:27:07.211697,"(31.0, 530.0, 271.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 370.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.5, 8.3)","(3.5, 4.6, 4.2)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 680.0, 324.5)"
16-12-2022 10:27:08.327628,"(31.0, 530.0, 336.3125)","(11.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 8.399999999999999)","(3.5, 4.6, 4.2)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 324.5)"
16-12-2022 10:27:09.456457,"(31.0, 530.0, 336.3125)","(11.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 9.6, 8.399999999999999)","(3.5, 4.6, 4.2)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 324.5)"
16-12-2022 10:27:10.634772,"(31.0, 590.0, 301.75)","(11.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 10.0, 6.91578947368421)","(3.5, 4.6, 4.2)","(2.4, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 324.5)"
16-12-2022 10:27:11.733275,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.6, 6.91578947368421)","(3.4, 4.6, 4.2)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 319.5)"
16-12-2022 10:27:12.851967,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.6, 6.91578947368421)","(3.4, 4.6, 4.2)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 620.0, 319.5)"
16-12-2022 10:27:13.915975,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 340.0, 128.0)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.6, 6.91578947368421)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 620.0, 171.75)"
16-12-2022 10:27:15.017934,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.6, 7.5)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:16.226152,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.4, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:17.331816,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:18.373244,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.1, 3.4299999999999997)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:19.448137,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.1, 4.29)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:20.524994,"(41.0, 590.0, 373.8125)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.8, 3.38)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:21.575490,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.0, 3.38)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:22.660243,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.3, 4.0, 3.38)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:23.737228,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 4.0, 3.38)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:24.809584,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 4.0, 3.38)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:25.894758,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 4.0, 3.355)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:26.934612,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:28.038968,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:29.120944,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:30.205579,"(41.0, 590.0, 302.0)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 12.0, 10.4)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:31.296063,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 12.0, 10.914285714285715)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:32.392414,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 12.0, 10.2)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:33.441365,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 171.75)"
16-12-2022 10:27:34.487575,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 14.636363636363637)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 425.5)"
16-12-2022 10:27:35.579581,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 14.608695652173914)","(5.5, 8.2, 7.199999999999999)","(3.3, 4.6, 4.109999999999999)","(2.2, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 425.5)"
16-12-2022 10:27:36.630498,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 14.608695652173914)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 425.5)"
16-12-2022 10:27:37.694319,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 14.608695652173914)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 425.5)"
16-12-2022 10:27:38.788445,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 14.608695652173914)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 425.5)"
16-12-2022 10:27:39.863736,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 14.608695652173914)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.355)","(6.5, 13.0, 10.2)","(51.0, 630.0, 425.5)"
16-12-2022 10:27:41.012416,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 14.714285714285715)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.0)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.355)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 261.0)"
16-12-2022 10:27:42.202592,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.6753846153846155)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 322.75)"
16-12-2022 10:27:43.366628,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.6753846153846155)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 322.75)"
16-12-2022 10:27:44.496111,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.6753846153846155)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:45.721920,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:46.796985,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 16.333333333333332)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.385)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:47.875160,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 124.66666666666667)","(17.0, 21.0, 18.666666666666668)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.385)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:49.071893,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 330.0, 121.33333333333333)","(17.0, 21.0, 118.0)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:50.171924,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 320.0, 121.33333333333333)","(17.0, 170.0, 118.0)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:51.262682,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:52.386523,"(41.0, 590.0, 374.1875)","(10.0, 21.0, 13.0)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 7.199999999999999)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:53.472750,"(41.0, 590.0, 374.1875)","(10.0, 18.0, 14.8)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:54.518275,"(41.0, 590.0, 374.1875)","(10.0, 18.5, 11.821428571428571)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:55.661092,"(41.0, 590.0, 374.1875)","(10.0, 18.5, 11.821428571428571)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.477142857142857)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:56.766430,"(41.0, 590.0, 374.1875)","(10.0, 18.5, 11.821428571428571)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 4.0, 3.477142857142857)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:57.864814,"(41.0, 590.0, 374.1875)","(10.0, 18.5, 11.821428571428571)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 4.0, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:27:59.002306,"(41.0, 590.0, 374.1875)","(10.0, 18.5, 11.821428571428571)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
16-12-2022 10:28:00.153541,"(41.0, 590.0, 374.1875)","(10.0, 18.5, 11.821428571428571)","(26.0, 320.0, 200.39999999999998)","(17.0, 170.0, 118.0)","(5.5, 8.2, 6.808695652173912)","(3.4, 4.6, 4.109999999999999)","(2.35, 3.95, 3.4485714285714284)","(6.5, 13.0, 10.866666666666667)","(51.0, 630.0, 366.85714285714283)"
