,Hes Gold,Sir Mambo,Silkinize,On The Full,Pink N Gray,The Lady Is A Vamp,Titian Queen
07-01-2023 15:07:21.146521,"(4.4, 4.6, 4.547486033519553)","(18.0, 23.0, 22.31764705882353)","(13.0, 15.5, 14.845454545454546)","(2.6, 3.05, 3.039573820395738)","(21.0, 25.0, 25.037037037037038)","(3.3, 3.85, 3.8680672268907563)","(20.0, 26.0, 24.9609375)"
07-01-2023 15:07:22.093372,"(4.4, 4.7, 4.572727272727273)","(18.0, 23.0, 22.391304347826086)","(13.0, 15.0, 14.609375)","(2.6, 3.05, 3.020112517580872)","(21.0, 26.0, 25.223880597014926)","(3.3, 3.9, 3.8768817204301076)","(20.0, 26.0, 24.9609375)"
07-01-2023 15:07:23.053562,"(4.4, 4.6, 4.55979020979021)","(18.0, 23.0, 22.25974025974026)","(13.0, 15.0, 14.609375)","(2.6, 3.05, 3.020232273838631)","(21.0, 26.0, 24.796116504854368)","(3.3, 3.9, 3.916077738515901)","(20.0, 26.0, 24.9609375)"
07-01-2023 15:07:23.974658,"(4.4, 4.6, 4.541237113402062)","(18.0, 23.0, 22.25974025974026)","(13.0, 15.0, 14.979274611398964)","(2.6, 3.05, 3.020232273838631)","(21.0, 26.0, 24.796116504854368)","(3.3, 3.95, 3.8597938144329897)","(20.0, 26.0, 24.9609375)"
07-01-2023 15:07:24.963582,"(4.4, 4.6, 4.528363636363636)","(18.0, 23.0, 22.441176470588236)","(12.0, 15.0, 14.9973474801061)","(2.6, 3.05, 3.0230220492866406)","(21.0, 26.0, 24.796116504854368)","(3.3, 3.9, 3.8591439688715954)","(20.0, 26.0, 24.9609375)"
07-01-2023 15:07:25.893464,"(4.4, 4.6, 4.5255269320843095)","(18.0, 23.0, 22.306122448979593)","(12.0, 15.5, 15.397129186602871)","(2.6, 3.05, 3.0230220492866406)","(21.0, 26.0, 24.975206611570247)","(3.3, 3.9, 3.871311475409836)","(20.0, 26.0, 25.029197080291972)"
07-01-2023 15:07:26.864271,"(4.4, 4.5, 4.489778534923339)","(18.0, 23.0, 22.507246376811594)","(12.0, 16.0, 15.605263157894736)","(2.6, 3.05, 3.0268374164810687)","(21.0, 26.0, 24.975206611570247)","(3.3, 3.9, 3.891711229946524)","(20.0, 26.0, 25.01115241635688)"
07-01-2023 15:07:27.792440,"(4.4, 4.5, 4.49685534591195)","(18.0, 23.0, 22.951612903225808)","(12.0, 16.0, 15.690721649484535)","(2.6, 3.05, 3.018918918918919)","(21.0, 26.0, 24.975206611570247)","(3.3, 3.9, 3.877737226277372)","(20.0, 26.0, 25.014814814814816)"
07-01-2023 15:07:28.888263,"(4.4, 4.5, 4.478065630397237)","(18.0, 23.0, 22.96590909090909)","(12.0, 16.0, 15.690721649484535)","(2.6, 3.05, 3.019191919191919)","(21.0, 26.0, 25.045045045045043)","(3.3, 3.9, 3.877737226277372)","(20.0, 26.0, 25.014814814814816)"
07-01-2023 15:07:29.945720,"(4.4, 4.5, 4.485665529010239)","(18.0, 23.0, 22.642201834862384)","(12.0, 16.0, 15.690721649484535)","(2.6, 3.05, 3.019191919191919)","(21.0, 26.0, 25.045045045045043)","(3.3, 3.9, 3.867204301075269)","(20.0, 26.0, 25.014814814814816)"
07-01-2023 15:07:30.944971,"(4.2, 4.5, 4.485374149659864)","(18.0, 23.0, 22.608333333333334)","(12.0, 16.0, 15.690721649484535)","(2.6, 3.1, 3.0539600772698003)","(21.0, 26.0, 24.666666666666668)","(3.3, 3.9, 3.806410256410256)","(20.0, 26.0, 25.16614420062696)"
07-01-2023 15:07:31.864038,"(4.2, 4.6, 4.5127155172413795)","(18.0, 23.0, 22.608333333333334)","(12.0, 16.0, 15.671296296296296)","(2.6, 3.1, 3.0537785016286643)","(21.0, 26.0, 24.666666666666668)","(3.3, 3.9, 3.8459756097560978)","(20.0, 26.0, 25.1890243902439)"
07-01-2023 15:07:32.992216,"(4.2, 4.6, 4.409070294784581)","(18.0, 23.0, 22.649253731343283)","(12.0, 16.0, 15.677966101694915)","(2.6, 3.05, 3.0314116379310345)","(21.0, 25.0, 25.073170731707318)","(3.3, 3.85, 3.9082251082251083)","(20.0, 26.0, 25.203703703703702)"
07-01-2023 15:07:34.047452,"(4.2, 4.4, 4.333470507544582)","(18.0, 23.0, 22.813953488372093)","(12.0, 16.0, 15.947916666666666)","(2.6, 3.05, 3.026891143911439)","(21.0, 26.0, 25.16176470588235)","(3.3, 3.95, 3.930019305019305)","(20.0, 26.0, 25.241176470588236)"
07-01-2023 15:07:35.040502,"(4.2, 4.4, 4.331799163179916)","(18.0, 23.0, 22.828877005347593)","(12.0, 16.0, 15.962121212121213)","(2.6, 3.05, 3.0267625231910946)","(21.0, 26.0, 25.16176470588235)","(3.3, 3.95, 3.9303092783505154)","(20.0, 26.0, 25.213414634146343)"
07-01-2023 15:07:35.995462,"(4.2, 4.4, 4.331318681318681)","(18.0, 23.0, 22.673684210526314)","(12.0, 16.0, 15.88125)","(2.6, 3.05, 3.0267572633552016)","(21.0, 26.0, 25.16176470588235)","(3.3, 4.0, 3.9315897435897433)","(20.0, 26.0, 25.213414634146343)"
07-01-2023 15:07:37.039666,"(4.2, 4.4, 4.333486943164362)","(18.0, 23.0, 22.60122699386503)","(12.0, 16.0, 15.817567567567568)","(2.6, 3.05, 3.021299342105263)","(21.0, 26.0, 25.27848101265823)","(3.3, 4.0, 3.952027027027027)","(20.0, 26.0, 25.302702702702703)"
07-01-2023 15:07:38.053479,"(4.2, 4.4, 4.342343541944075)","(18.0, 23.0, 22.66321243523316)","(12.0, 16.0, 15.875)","(2.6, 3.05, 3.021299342105263)","(21.0, 26.0, 25.280254777070063)","(3.3, 4.0, 3.954936530324401)","(20.0, 26.0, 25.302702702702703)"
07-01-2023 15:07:38.999370,"(4.2, 4.4, 4.333384615384615)","(18.0, 23.0, 22.66321243523316)","(12.0, 16.0, 15.825)","(2.6, 3.05, 3.0236342943854324)","(21.0, 26.0, 25.280254777070063)","(3.3, 4.0, 3.9632425742574258)","(20.0, 26.0, 25.318181818181817)"
07-01-2023 15:07:39.969844,"(4.2, 4.4, 4.335399673735726)","(18.0, 23.0, 22.66321243523316)","(12.0, 16.0, 15.825)","(2.6, 3.05, 3.0235338918507235)","(21.0, 26.0, 25.280254777070063)","(3.3, 4.0, 3.961630434782609)","(20.0, 26.0, 25.35135135135135)"
07-01-2023 15:07:40.939251,"(4.2, 4.4, 4.3376)","(18.0, 23.0, 22.659685863874344)","(12.0, 16.0, 15.842105263157894)","(2.6, 3.05, 3.0235871271585557)","(21.0, 26.0, 25.313253012048193)","(3.3, 4.0, 3.975655172413793)","(20.0, 26.0, 25.166666666666668)"
07-01-2023 15:07:41.903166,"(4.2, 4.4, 4.3376)","(18.0, 23.0, 22.732558139534884)","(12.0, 16.0, 15.842105263157894)","(2.6, 3.05, 3.022753036437247)","(21.0, 26.0, 25.313253012048193)","(3.3, 4.0, 3.975369822485207)","(20.0, 26.0, 25.166666666666668)"
07-01-2023 15:07:42.891600,"(4.2, 4.4, 4.33984375)","(18.0, 23.0, 22.732558139534884)","(12.0, 16.0, 15.779141104294478)","(2.6, 3.05, 3.0168333333333335)","(21.0, 26.0, 25.29192546583851)","(3.3, 4.0, 3.958543417366947)","(20.0, 26.0, 25.177777777777777)"
07-01-2023 15:07:43.994434,"(4.2, 4.4, 4.339749608763693)","(18.0, 23.0, 22.736842105263158)","(12.0, 16.0, 15.864864864864865)","(2.6, 3.05, 3.0172697368421053)","(21.0, 26.0, 25.363095238095237)","(3.3, 4.0, 3.940683229813665)","(20.0, 26.0, 25.314814814814813)"
07-01-2023 15:07:44.997351,"(4.2, 4.4, 4.359954751131222)","(18.0, 23.0, 22.736842105263158)","(12.0, 16.0, 15.864864864864865)","(2.6, 3.05, 3.0172697368421053)","(21.0, 26.0, 25.363095238095237)","(3.3, 3.95, 3.940683229813665)","(20.0, 26.0, 25.3546511627907)"
07-01-2023 15:07:46.013208,"(4.2, 4.4, 4.385245901639345)","(18.0, 23.0, 22.752747252747252)","(12.0, 16.5, 16.196629213483146)","(2.6, 3.05, 3.017723214285714)","(21.0, 26.0, 25.448051948051948)","(3.3, 3.95, 3.889473684210526)","(20.0, 26.0, 25.29608938547486)"
07-01-2023 15:07:47.039179,"(4.2, 4.5, 4.415756302521009)","(18.0, 23.0, 22.752747252747252)","(12.0, 16.0, 15.801324503311259)","(2.6, 3.05, 3.0156982193064668)","(21.0, 26.0, 25.448051948051948)","(3.3, 3.9, 3.889473684210526)","(20.0, 26.0, 25.29608938547486)"
07-01-2023 15:07:48.108648,"(4.2, 4.5, 4.403759398496241)","(18.0, 23.0, 22.732142857142858)","(12.0, 16.0, 15.801324503311259)","(2.6, 3.05, 3.0021428571428572)","(21.0, 26.0, 25.42331288343558)","(3.3, 3.9, 3.921527777777778)","(20.0, 26.0, 25.34640522875817)"
07-01-2023 15:07:49.139444,"(4.2, 4.4, 4.3629213483146065)","(18.0, 23.0, 22.882075471698112)","(12.0, 16.0, 15.839622641509434)","(2.6, 3.05, 3.003374655647383)","(21.0, 26.0, 25.44705882352941)","(3.3, 3.95, 3.939156626506024)","(20.0, 26.0, 25.350993377483444)"
07-01-2023 15:07:50.141432,"(4.2, 4.4, 4.358842443729904)","(18.0, 23.0, 22.935135135135134)","(12.0, 16.0, 15.839622641509434)","(2.6, 3.05, 3.0121819960861056)","(21.0, 26.0, 25.44705882352941)","(3.3, 3.95, 3.9598790322580646)","(20.0, 26.0, 25.420118343195266)"
07-01-2023 15:07:51.149611,"(4.2, 4.4, 4.341573033707865)","(18.0, 22.0, 21.649122807017545)","(12.0, 16.0, 15.876811594202898)","(2.6, 3.05, 3.0191896705253782)","(21.0, 26.0, 25.43438914027149)","(3.3, 4.0, 3.9598790322580646)","(20.0, 26.0, 25.420118343195266)"
07-01-2023 15:07:52.133322,"(4.2, 4.4, 4.339625167336011)","(18.0, 22.0, 21.661016949152543)","(12.0, 16.0, 15.880281690140846)","(2.6, 3.05, 3.024367816091954)","(21.0, 25.0, 24.746478873239436)","(3.3, 4.0, 3.959412955465587)","(20.0, 26.0, 25.455555555555556)"
07-01-2023 15:07:53.111489,"(4.0, 4.4, 4.345277777777778)","(18.0, 22.0, 21.705882352941178)","(13.0, 16.0, 15.903614457831326)","(2.6, 3.05, 3.004591836734694)","(21.0, 25.0, 24.823529411764707)","(3.4, 4.0, 3.95390625)","(20.0, 26.0, 25.44943820224719)"
07-01-2023 15:07:54.087775,"(4.0, 4.4, 4.346233382570163)","(18.0, 22.0, 21.67948717948718)","(13.0, 16.0, 15.909090909090908)","(2.6, 3.05, 3.004423076923077)","(21.0, 25.0, 24.833333333333332)","(3.4, 4.0, 3.95390625)","(20.0, 26.0, 25.423529411764704)"
07-01-2023 15:07:55.078751,"(4.0, 4.4, 4.344492131616596)","(18.0, 22.0, 21.714285714285715)","(13.0, 16.0, 15.843137254901961)","(2.6, 3.05, 3.010891304347826)","(21.0, 25.0, 24.82191780821918)","(3.4, 4.1, 4.0)","(20.0, 26.0, 25.423529411764704)"
07-01-2023 15:07:56.017340,"(4.0, 4.4, 4.3436185133239835)","(18.0, 22.0, 21.8)","(13.0, 15.5, 15.107142857142858)","(2.6, 3.05, 3.010686274509804)","(21.0, 25.0, 24.773809523809526)","(3.4, 4.0, 3.9908333333333332)","(20.0, 26.0, 25.436046511627907)"
07-01-2023 15:07:56.988802,"(4.0, 4.4, 4.346)","(18.0, 23.0, 22.134328358208954)","(13.0, 15.0, 14.968911917098445)","(2.6, 3.05, 3.0142210144927537)","(21.0, 25.0, 24.791208791208792)","(3.4, 4.0, 3.9908333333333332)","(20.0, 26.0, 25.436046511627907)"
07-01-2023 15:07:58.000264,"(4.0, 4.4, 4.347239263803681)","(18.0, 23.0, 22.06451612903226)","(13.0, 15.0, 14.94418052256532)","(2.6, 3.1, 3.0522619047619046)","(21.0, 25.0, 24.7)","(3.4, 4.0, 3.9912671232876713)","(20.0, 26.0, 25.461111111111112)"
07-01-2023 15:07:58.918973,"(4.0, 4.5, 4.413636363636364)","(18.0, 23.0, 22.31360946745562)","(13.0, 15.0, 14.94392523364486)","(2.6, 3.05, 3.020138888888889)","(21.0, 25.0, 24.614754098360656)","(3.4, 4.1, 4.017414721723519)","(20.0, 26.0, 25.461111111111112)"
07-01-2023 15:07:59.872199,"(4.0, 4.5, 4.421100917431193)","(18.0, 23.0, 22.033333333333335)","(13.0, 15.0, 14.950718685831623)","(2.6, 3.05, 3.0154825737265414)","(21.0, 25.0, 24.78095238095238)","(3.4, 4.1, 4.004603399433428)","(20.0, 26.0, 25.507614213197968)"
07-01-2023 15:08:00.965493,"(4.0, 4.5, 4.4404145077720205)","(18.0, 23.0, 22.376344086021504)","(13.0, 15.0, 14.946745562130177)","(2.6, 3.05, 3.0063191153238544)","(21.0, 25.0, 24.9247311827957)","(3.4, 4.1, 4.032807570977917)","(20.0, 26.0, 25.642857142857142)"
07-01-2023 15:08:01.951615,"(4.0, 4.4, 4.378787878787879)","(18.0, 23.0, 22.376344086021504)","(13.0, 15.0, 14.946745562130177)","(2.6, 3.05, 3.006309148264984)","(21.0, 25.0, 24.95402298850575)","(3.4, 4.1, 4.018505338078292)","(20.0, 26.0, 26.300884955752213)"
07-01-2023 15:08:02.891684,"(4.0, 4.4, 4.381797752808989)","(18.0, 23.0, 22.42)","(13.0, 15.0, 14.945121951219512)","(2.6, 3.05, 3.0012323943661974)","(21.0, 25.0, 24.95402298850575)","(3.4, 4.1, 4.018505338078292)","(20.0, 27.0, 26.30952380952381)"
07-01-2023 15:08:03.920636,"(4.0, 4.4, 4.38813559322034)","(18.0, 23.0, 22.42)","(13.0, 15.5, 15.071428571428571)","(2.6, 3.05, 3.008962962962963)","(21.0, 26.0, 26.191176470588236)","(3.4, 3.95, 3.932369942196532)","(20.0, 27.0, 26.333333333333332)"
07-01-2023 15:08:04.990805,"(4.0, 4.4, 4.374112734864301)","(18.0, 23.0, 22.462962962962962)","(13.0, 15.5, 15.575)","(2.6, 3.05, 2.9853959731543624)","(21.0, 27.0, 26.485294117647058)","(3.4, 3.95, 3.890228013029316)","(20.0, 27.0, 27.485148514851485)"
07-01-2023 15:08:06.233349,"(4.0, 4.5, 4.428552971576227)","(18.0, 24.0, 22.785714285714285)","(13.0, 16.0, 15.78714859437751)","(2.6, 3.0, 2.9916539440203564)","(21.0, 27.0, 26.26923076923077)","(3.4, 3.9, 3.9362179487179487)","(20.0, 28.0, 27.56140350877193)"
07-01-2023 15:08:07.405713,"(4.0, 4.5, 4.381888246628131)","(18.0, 23.0, 22.766233766233768)","(13.0, 16.0, 15.75968992248062)","(2.6, 3.0, 2.9898283261802576)","(21.0, 27.0, 26.26923076923077)","(3.4, 3.95, 3.917216981132076)","(20.0, 28.0, 27.653061224489797)"
07-01-2023 15:08:08.491305,"(4.0, 4.4, 4.381888246628131)","(18.0, 23.0, 22.766233766233768)","(13.0, 16.0, 15.417582417582418)","(2.6, 3.0, 2.9949508196721313)","(21.0, 27.0, 26.279329608938546)","(3.4, 3.95, 3.9048701298701296)","(20.0, 28.0, 27.86046511627907)"
07-01-2023 15:08:09.539537,"(4.0, 4.4, 4.361441441441442)","(18.0, 24.0, 22.520408163265305)","(13.0, 16.0, 15.708791208791208)","(2.6, 3.0, 2.994692556634304)","(21.0, 27.0, 26.279329608938546)","(3.4, 3.95, 3.909183673469388)","(20.0, 29.0, 27.24175824175824)"
07-01-2023 15:08:10.590504,"(4.0, 4.4, 4.351816745655609)","(18.0, 24.0, 22.520408163265305)","(13.0, 16.0, 15.806569343065693)","(2.6, 3.0, 3.0387081784386614)","(21.0, 27.0, 26.173076923076923)","(3.4, 3.95, 3.8880403458213255)","(20.0, 28.0, 26.80909090909091)"
07-01-2023 15:08:11.549371,"(4.0, 4.3, 4.283567134268537)","(18.0, 24.0, 22.791666666666668)","(13.0, 16.0, 15.806569343065693)","(2.6, 3.05, 3.0387081784386614)","(21.0, 27.0, 25.857142857142858)","(3.4, 3.9, 3.899644128113879)","(20.0, 27.0, 26.774193548387096)"
07-01-2023 15:08:12.619715,"(4.0, 4.4, 4.296041308089501)","(18.0, 24.0, 23.094117647058823)","(13.0, 16.5, 16.131410256410255)","(2.6, 3.05, 3.0346349745331067)","(21.0, 26.0, 25.858823529411765)","(3.4, 3.9, 3.8944126074498566)","(20.0, 27.0, 26.8141592920354)"
07-01-2023 15:08:13.677597,"(4.0, 4.4, 4.314018691588785)","(18.0, 24.0, 23.1812865497076)","(13.0, 16.5, 16.446540880503143)","(2.6, 3.05, 3.035355987055016)","(21.0, 26.0, 25.757009345794394)","(3.4, 3.9, 3.89)","(20.0, 27.0, 26.853146853146853)"
07-01-2023 15:08:14.639048,"(4.0, 4.4, 4.333147632311977)","(18.0, 24.0, 23.195402298850574)","(13.0, 16.5, 16.446540880503143)","(2.6, 3.05, 3.035355987055016)","(21.0, 27.0, 25.757009345794394)","(3.4, 3.9, 3.8909926470588236)","(21.0, 27.0, 26.84722222222222)"
07-01-2023 15:08:15.745628,"(4.0, 4.4, 4.334097421203438)","(18.0, 23.0, 22.678571428571427)","(13.0, 16.5, 16.33809523809524)","(2.6, 3.05, 3.028246013667426)","(21.0, 27.0, 26.24)","(3.4, 3.9, 3.899812734082397)","(21.0, 27.0, 26.84722222222222)"
07-01-2023 15:08:16.799260,"(4.0, 4.4, 4.3004329004329005)","(18.0, 23.0, 22.678571428571427)","(13.0, 17.0, 16.38695652173913)","(2.6, 3.05, 3.027238805970149)","(21.0, 27.0, 26.311827956989248)","(3.4, 3.9, 3.8873595505617975)","(21.0, 27.0, 26.84722222222222)"
07-01-2023 15:08:17.792351,"(3.9, 4.4, 4.300442477876106)","(18.0, 23.0, 22.684210526315788)","(13.0, 16.5, 16.283333333333335)","(2.6, 3.05, 3.0304102564102564)","(21.0, 27.0, 26.346938775510203)","(3.5, 3.9, 3.8989035087719297)","(20.0, 27.0, 26.84722222222222)"
07-01-2023 15:08:18.788067,"(3.9, 4.3, 4.288321167883211)","(18.0, 23.0, 22.672727272727272)","(13.0, 16.5, 16.338461538461537)","(2.6, 3.05, 3.035047281323877)","(21.0, 27.0, 26.346938775510203)","(3.5, 3.9, 3.9013388259526263)","(20.0, 27.0, 26.84722222222222)"
07-01-2023 15:08:19.847411,"(3.9, 4.3, 4.201360544217687)","(18.0, 23.0, 22.3135593220339)","(13.0, 16.5, 16.638297872340427)","(2.6, 3.05, 3.0245148771021992)","(21.0, 27.0, 26.41552511415525)","(3.5, 3.95, 3.909423604757548)","(20.0, 27.0, 26.944625407166125)"
07-01-2023 15:08:20.880776,"(4.0, 4.2, 4.184097035040431)","(18.0, 24.0, 23.119565217391305)","(13.0, 17.0, 16.638297872340427)","(2.6, 3.05, 3.0)","(21.0, 27.0, 26.41743119266055)","(3.5, 3.95, 3.9047685185185186)","(20.0, 28.0, 27.34188034188034)"
07-01-2023 15:08:21.867335,"(4.0, 4.3, 4.23515731874145)","(18.0, 24.0, 23.075)","(13.0, 17.0, 16.770114942528735)","(2.6, 3.0, 2.974087694483734)","(21.0, 27.0, 23.61061946902655)","(3.5, 3.95, 3.914830813534917)","(20.0, 28.0, 27.476190476190474)"
07-01-2023 15:08:22.854744,"(4.0, 4.3, 4.268842729970326)","(18.0, 24.0, 23.496598639455783)","(13.0, 17.0, 16.875)","(2.6, 2.98, 2.9739942528735632)","(21.0, 24.0, 23.19383259911894)","(3.5, 3.95, 3.9168453292496173)","(20.0, 28.0, 27.476190476190474)"
07-01-2023 15:08:23.908881,"(3.9, 4.3, 4.2811557788944725)","(18.0, 24.0, 23.52517985611511)","(13.0, 17.0, 16.5)","(2.6, 2.98, 2.948752735229759)","(21.0, 24.0, 22.565217391304348)","(3.5, 3.95, 4.022)","(20.0, 28.0, 26.934640522875817)"
07-01-2023 15:08:24.908996,"(3.9, 4.4, 4.398550724637682)","(18.0, 23.0, 22.96808510638298)","(13.0, 16.5, 16.348484848484848)","(2.6, 2.96, 2.955267175572519)","(21.0, 23.0, 21.656050955414013)","(3.5, 4.1, 4.386093750000001)","(20.0, 27.0, 25.82758620689655)"
07-01-2023 15:08:25.881107,"(3.9, 4.4, 4.370394736842106)","(18.0, 22.0, 21.89855072463768)","(13.0, 16.0, 15.523809523809524)","(2.6, 2.88, 2.875230769230769)","(21.0, 22.0, 21.25)","(3.5, 4.4, 4.355555555555555)","(20.0, 26.0, 37.41935483870968)"
07-01-2023 15:08:26.893276,"(3.9, 5.4, 5.180000000000001)","(18.0, 24.0, 19.75)","(13.0, 18.0, 16.833333333333332)","(2.6, 3.5, 2.760740740740741)","(21.0, 40.0, 21.25)","(3.5, 4.8, 4.795305164319249)","(21.0, 40.0, 37.41935483870968)"
07-01-2023 15:08:27.892358,"(3.9, 5.2, 4.66)","(18.0, 24.0, 23.5)","(13.0, 16.5, 15.166666666666666)","(2.6, 2.82, 2.72)","(21.0, 40.0, 35.875)","(3.5, 4.8, 5.896975806451613)","(21.0, 40.0, 37.44444444444444)"
07-01-2023 15:08:28.897424,"(3.9, 4.2, 4.18974358974359)","(18.0, 24.0, 23.71875)","(13.0, 16.5, 14.9)","(2.6, 2.82, 2.801208053691275)","(21.0, 38.0, 33.5)","(3.5, 5.9, 3.76875)","(21.0, 38.0, 33.5)"
07-01-2023 15:08:29.832593,"(3.9, 4.3, 4.242857142857143)","(18.0, 36.0, 28.5)","(13.0, 16.5, 16.025)","(2.6, 2.82, 2.801208053691275)","(20.0, 38.0, 33.5)","(3.5, 3.8, 3.7928571428571427)","(21.0, 38.0, 37.0)"
07-01-2023 15:08:30.813573,"(3.9, 4.9, 4.718181818181819)","(18.0, 36.0, 32.666666666666664)","(13.0, 16.5, 13.333333333333332)","(2.6, 2.82, 2.5897560975609757)","(20.0, 38.0, 26.75)","(3.5, 4.9, 4.899799599198397)","(21.0, 38.0, 37.0)"
07-01-2023 15:08:31.802841,"(3.9, 4.2, 3.5765625)","(18.0, 36.0, 32.666666666666664)","(13.0, 16.5, 16.17241379310345)","(2.6, 2.72, 2.6946153846153846)","(20.0, 38.0, 25.75)","(3.5, 5.9, 7.449999999999999)","(21.0, 38.0, 37.48148148148148)"
07-01-2023 15:08:32.896580,"(3.9, 3.15, 2.8511074918566774)","(18.0, 36.0, 33.1764705882353)","(13.0, 16.5, 15.863636363636363)","(2.6, 2.74, 2.5073015873015874)","(20.0, 36.0, 12.503105590062113)","(3.5, 7.8, 8.088888888888889)","(21.0, 38.0, 38.4)"
07-01-2023 15:08:33.840884,"(3.9, 3.6, 3.525)","(18.0, 40.0, 38.93333333333334)","(13.0, 14.5, 11.318181818181818)","(2.6, 2.52, 2.5073015873015874)","(20.0, 13.0, 12.503105590062113)","(3.5, 9.6, 8.094117647058823)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:08:34.872750,"(3.9, 3.75, 3.45)","(18.0, 40.0, 38.93333333333334)","(13.0, 14.5, 10.75)","(2.6, 2.52, 2.955117370892019)","(20.0, 13.0, 16.2)","(3.5, 9.6, 8.025)","(21.0, 44.0, 32.5)"
07-01-2023 15:08:35.824093,"(3.9, 3.75, 3.57)","(18.0, 34.0, 26.8)","(13.0, 16.0, 10.75)","(2.6, 2.96, 2.955117370892019)","(20.0, 27.0, 16.2)","(3.5, 9.6, 8.025)","(21.0, 40.0, 32.5)"
07-01-2023 15:08:36.841970,"(3.9, 4.2, 3.417391304347826)","(18.0, 34.0, 19.2)","(13.0, 16.0, 11.6)","(2.6, 2.96, 2.794202898550725)","(20.0, 34.0, 22.142857142857142)","(3.5, 8.6, 8.773913043478261)","(21.0, 40.0, 31.5)"
07-01-2023 15:08:37.834948,"(3.9, 4.1, 3.6999999999999997)","(18.0, 34.0, 21.666666666666668)","(13.0, 16.5, 9.708695652173914)","(2.6, 2.32, 2.143529411764706)","(20.0, 29.0, 22.142857142857142)","(3.5, 9.0, 8.773913043478261)","(21.0, 38.0, 32.5)"
07-01-2023 15:08:38.780634,"(3.9, 4.4, 4.285714285714286)","(18.0, 32.0, 29.416666666666668)","(13.0, 16.5, 11.133333333333333)","(2.6, 2.08, 2.02)","(20.0, 29.0, 19.8)","(3.5, 8.4, 6.313385826771654)","(21.0, 38.0, 33.0)"
07-01-2023 15:08:39.805182,"(3.9, 5.0, 4.428571428571429)","(18.0, 34.0, 30.5)","(13.0, 16.5, 10.928571428571429)","(2.6, 2.7, 2.6772649572649576)","(20.0, 29.0, 21.333333333333332)","(3.5, 6.2, 6.1808000000000005)","(21.0, 38.0, 33.0)"
07-01-2023 15:08:40.832471,"(3.9, 5.0, 4.482142857142857)","(18.0, 34.0, 30.5)","(13.0, 14.0, 10.307692307692308)","(2.6, 2.68, 2.5733333333333333)","(20.0, 29.0, 24.636363636363637)","(3.5, 6.2, 8.08235294117647)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:08:41.754411,"(3.9, 5.0, 3.9)","(18.0, 34.0, 29.625)","(13.0, 14.0, 10.307692307692308)","(2.6, 2.6, 2.5733333333333333)","(20.0, 29.0, 24.636363636363637)","(3.5, 8.4, 8.08235294117647)","(21.0, 38.0, 36.666666666666664)"
07-01-2023 15:08:42.689813,"(3.9, 4.9, 4.383333333333334)","(18.0, 40.0, 30.6)","(13.0, 14.0, 11.200000000000001)","(2.6, 2.6, 2.04)","(20.0, 29.0, 18.4)","(3.5, 7.8, 7.3428571428571425)","(21.0, 50.0, 43.333333333333336)"
07-01-2023 15:08:43.784115,"(3.9, 4.9, 4.811111111111112)","(18.0, 40.0, 28.666666666666668)","(13.0, 14.0, 11.857142857142858)","(2.6, 1.97, 1.992)","(20.0, 36.0, 30.923076923076923)","(3.5, 7.8, 7.72)","(21.0, 50.0, 42.0)"
07-01-2023 15:08:44.765722,"(3.9, 5.0, 4.45)","(18.0, 24.0, 18.4)","(13.0, 14.0, 11.5)","(2.6, 2.2, 1.95)","(20.0, 36.0, 25.5)","(3.5, 7.8, 7.463157894736843)","(21.0, 50.0, 42.0)"
07-01-2023 15:08:45.655641,"(3.9, 5.4, 5.233333333333333)","(18.0, 24.0, 19.8)","(13.0, 14.0, 12.125)","(2.6, 1.95, 1.94902489626556)","(20.0, 36.0, 25.5)","(3.5, 8.0, 7.571428571428572)","(21.0, 50.0, 42.0)"
07-01-2023 15:08:46.655473,"(3.9, 5.4, 5.207692307692308)","(18.0, 24.0, 21.9)","(13.0, 14.0, 12.125)","(2.6, 1.95, 1.9495814977973567)","(20.0, 36.0, 33.66666666666667)","(3.5, 8.0, 8.314285714285715)","(21.0, 50.0, 46.0)"
07-01-2023 15:08:47.641429,"(3.9, 5.4, 4.4)","(18.0, 24.0, 21.375)","(13.0, 14.0, 12.5)","(2.6, 2.1, 1.97)","(20.0, 36.0, 24.0)","(3.5, 8.4, 8.353846153846154)","(21.0, 50.0, 45.0)"
07-01-2023 15:08:48.546957,"(3.9, 5.4, 5.2250000000000005)","(18.0, 24.0, 21.375)","(13.0, 14.0, 12.666666666666666)","(2.6, 1.97, 1.958)","(20.0, 36.0, 24.0)","(3.5, 8.4, 8.353846153846154)","(21.0, 48.0, 51.0)"
07-01-2023 15:08:49.514042,"(3.9, 5.4, 4.9625)","(18.0, 24.0, 21.375)","(13.0, 14.0, 12.666666666666666)","(2.6, 2.3, 2.239814241486068)","(20.0, 36.0, 24.25)","(3.5, 8.4, 8.345454545454546)","(21.0, 60.0, 51.0)"
07-01-2023 15:08:50.586068,"(3.9, 5.4, 4.9625)","(18.0, 36.0, 30.166666666666664)","(13.0, 14.0, 13.25)","(2.6, 2.3, 2.017777777777778)","(20.0, 36.0, 35.36363636363636)","(3.5, 8.4, 8.625)","(21.0, 60.0, 53.5)"
