,Rupurt Keen,Sketchy Deliver,Kid Freeze,Spot Of Rum,Wonder Woolly,Seabrook Baker,Charming Spirit,Izuku Bale
05-01-2023 15:58:45.503802,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:46.584590,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:47.733955,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:48.877000,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:49.987343,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:51.011570,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:52.042929,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:53.119066,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:54.175489,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:55.272372,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:56.403008,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:57.555363,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:58.716686,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:58:59.850382,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:00.973149,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:01.981269,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:03.029175,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:04.105672,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:05.208154,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:06.262462,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:07.333879,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:08.341083,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:09.360541,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:10.344046,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:11.342904,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:12.378459,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:13.447995,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:14.511594,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:15.584776,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:16.592289,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:17.652167,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:18.685820,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 192.8)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:19.759127,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:20.825797,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:21.858442,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:22.941443,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:24.021157,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:25.103203,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:26.160789,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:27.172146,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:28.305068,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:29.408950,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:30.532870,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:31.633767,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:32.793693,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:33.925550,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:35.060320,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:36.206891,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:37.305101,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:38.461830,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:39.564031,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:40.685442,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:41.765545,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:42.813226,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:43.904886,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:45.054376,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:46.242933,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:47.458314,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:48.634077,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:49.746570,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:50.770420,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:51.919745,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:53.032898,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:54.235790,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:55.459014,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:56.627401,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:57.781751,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 15:59:58.815956,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:00.008657,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:01.278597,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:02.516898,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:03.751603,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:04.932185,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:05.986052,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:07.140734,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:08.334335,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:09.569660,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:10.757516,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:11.953666,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:13.049241,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:14.145431,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:15.400165,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:16.670047,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:17.910631,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 372.5)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:19.077854,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 570.7142857142858)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:20.135903,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 570.7142857142858)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
05-01-2023 16:00:21.257271,"(1.7, 2.58, 2.0645454545454545)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 7.37)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.5, 14.9)","(101.0, 650.0, 570.7142857142858)","(10.0, 22.0, 20.0)","(41.0, 220.0, 129.0)"
