,Mon Bel Ange,Rocknroll Da Gama,Quick Step Nz,Purple Shades,Ashlee Nitro,Illbewatching,My Ultimate Clippa,Press Statement,Bettor Getta Lover
12-01-2023 16:52:44.351750,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 32.625)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 170.9090909090909)"
12-01-2023 16:52:45.784321,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 32.625)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 170.9090909090909)"
12-01-2023 16:52:47.114617,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 32.625)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 170.9090909090909)"
12-01-2023 16:52:48.481549,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 32.625)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 170.9090909090909)"
12-01-2023 16:52:49.871553,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 32.625)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:51.369250,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:52.724898,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:54.235129,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:55.563208,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:56.975944,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.381818181818182)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.2, 4.831818181818182)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:58.376041,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.2, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:52:59.768190,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:01.107844,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:02.424955,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:03.757481,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:05.149339,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:06.498661,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.05)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:08.102788,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.56)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.171428571428572)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.32)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:09.741671,"(15.0, 36.0, 24.0)","(4.4, 6.6, 5.56)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.171428571428572)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.32)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:11.338484,"(15.0, 36.0, 24.0)","(4.4, 6.6, 5.733333333333333)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.075)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.32)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:12.800950,"(15.0, 36.0, 24.0)","(4.4, 6.6, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.1)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:14.521588,"(15.0, 36.0, 24.0)","(4.4, 6.8, 5.8)","(2.2, 99999, 99990)","(19.0, 38.0, 24.0)","(3.6, 5.3, 5.1)","(31.0, 65.0, 59.72727272727273)","(8.0, 15.5, 14.188888888888888)","(19.0, 36.0, 24.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:16.131289,"(15.0, 36.0, 32.0)","(4.4, 6.8, 5.75)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.138888888888889)","(31.0, 65.0, 62.099999999999994)","(8.0, 15.5, 15.355555555555556)","(19.0, 36.0, 27.0)","(71.0, 190.0, 160.0)"
12-01-2023 16:53:17.626613,"(15.0, 46.0, 21.5)","(4.4, 6.8, 6.5375)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.1)","(31.0, 65.0, 51.5)","(8.0, 17.0, 14.600000000000001)","(19.0, 36.0, 27.0)","(71.0, 190.0, 170.9090909090909)"
12-01-2023 16:53:19.030211,"(15.0, 46.0, 21.5)","(4.4, 6.8, 6.166666666666667)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.1)","(31.0, 65.0, 51.5)","(8.0, 17.0, 14.266666666666666)","(19.0, 36.0, 27.0)","(71.0, 190.0, 170.9090909090909)"
12-01-2023 16:53:20.507329,"(15.0, 42.0, 23.5)","(4.4, 6.8, 6.483333333333333)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.172727272727272)","(31.0, 65.0, 51.5)","(8.0, 16.5, 14.0625)","(19.0, 36.0, 27.0)","(71.0, 190.0, 176.0)"
12-01-2023 16:53:22.067567,"(15.0, 40.0, 21.142857142857142)","(4.4, 6.8, 6.65)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.172727272727272)","(31.0, 65.0, 51.5)","(8.0, 16.5, 13.166666666666666)","(19.0, 36.0, 27.0)","(71.0, 190.0, 176.0)"
12-01-2023 16:53:23.654617,"(15.0, 40.0, 21.142857142857142)","(4.4, 6.8, 6.65)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.172727272727272)","(31.0, 65.0, 51.5)","(8.0, 16.5, 14.0)","(19.0, 36.0, 27.0)","(71.0, 190.0, 176.0)"
12-01-2023 16:53:25.298418,"(15.0, 40.0, 21.142857142857142)","(4.4, 6.8, 6.65)","(2.2, 99999, 99990)","(19.0, 38.0, 27.5)","(3.6, 5.3, 5.172727272727272)","(31.0, 65.0, 51.5)","(8.0, 16.5, 13.0625)","(19.0, 36.0, 27.0)","(71.0, 190.0, 176.0)"
12-01-2023 16:53:26.875658,"(15.0, 40.0, 28.0)","(4.4, 6.8, 6.65)","(2.2, 99999, 99990)","(19.0, 38.0, 23.333333333333332)","(3.6, 5.3, 4.8999999999999995)","(31.0, 65.0, 51.5)","(8.0, 16.5, 14.875)","(19.0, 36.0, 23.333333333333332)","(71.0, 190.0, 173.21428571428572)"
12-01-2023 16:53:28.423410,"(15.0, 38.0, 28.0)","(4.4, 6.8, 6.65)","(2.2, 99999, 99990)","(19.0, 36.0, 23.333333333333332)","(3.6, 5.1, 4.8999999999999995)","(31.0, 65.0, 51.5)","(8.0, 16.0, 15.4375)","(19.0, 34.0, 22.666666666666668)","(71.0, 180.0, 158.66666666666669)"
12-01-2023 16:53:29.880592,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.5875)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.785714285714286)","(31.0, 65.0, 78.71428571428571)","(8.0, 16.0, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:31.504726,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.5875)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.824999999999999)","(31.0, 95.0, 63.90909090909091)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:33.413077,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.5875)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 95.0, 63.90909090909091)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:35.422261,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.5875)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 95.0, 59.666666666666664)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:37.217141,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.6)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 90.0, 59.0)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:38.805056,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.6)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 80.0, 59.0)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:40.365037,"(15.0, 36.0, 24.0)","(4.4, 6.8, 6.288888888888889)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 80.0, 54.81818181818182)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:41.920211,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.288888888888889)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 54.81818181818182)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:43.406244,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.42)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 54.81818181818182)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 22.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:44.939294,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.422222222222222)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 54.81818181818182)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 28.142857142857142)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:46.432201,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.422222222222222)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 54.81818181818182)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 29.3)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:47.940612,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.422222222222222)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 54.81818181818182)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 29.3)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:49.384533,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.422222222222222)","(2.2, 99999, 99990)","(19.0, 34.0, 19.125)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 55.90909090909091)","(8.0, 15.5, 14.61111111111111)","(19.0, 32.0, 29.3)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:50.899415,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.422222222222222)","(2.2, 99999, 99990)","(19.0, 34.0, 26.066666666666666)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 60.0)","(8.0, 15.5, 14.722222222222221)","(19.0, 32.0, 29.11111111111111)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:52.411764,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.6)","(31.0, 75.0, 46.714285714285715)","(8.0, 15.5, 14.3)","(19.0, 32.0, 29.636363636363637)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:53.863090,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.6)","(31.0, 75.0, 46.714285714285715)","(8.0, 15.5, 14.75)","(19.0, 32.0, 28.42857142857143)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:55.363910,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.6)","(31.0, 75.0, 46.714285714285715)","(8.0, 15.5, 15.5)","(19.0, 32.0, 29.22222222222222)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:56.939734,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.22222222222222)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:58.494238,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.22222222222222)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:53:59.989956,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.22222222222222)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:01.446777,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.22222222222222)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:02.848258,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 27.2)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:04.201602,"(15.0, 36.0, 24.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:05.466228,"(15.0, 36.0, 30.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:06.696955,"(15.0, 36.0, 32.4)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:08.076867,"(15.0, 36.0, 32.4)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:09.358136,"(15.0, 36.0, 32.4)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:10.633777,"(15.0, 36.0, 32.4)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:11.962655,"(15.0, 36.0, 32.4)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:13.234422,"(15.0, 36.0, 32.4)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 25.115384615384613)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:14.556456,"(15.0, 36.0, 29.0)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 20.0)","(3.6, 5.1, 4.707142857142857)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 15.5)","(19.0, 32.0, 29.6)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:15.849355,"(15.0, 36.0, 32.111111111111114)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 20.0)","(3.6, 5.1, 4.475)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:17.101114,"(15.0, 36.0, 32.111111111111114)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 20.0)","(3.6, 5.1, 4.475)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:18.329645,"(15.0, 36.0, 32.111111111111114)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 20.0)","(3.6, 5.1, 4.475)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:19.637621,"(15.0, 36.0, 32.111111111111114)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 20.0)","(3.6, 5.1, 4.475)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:20.928564,"(15.0, 36.0, 32.111111111111114)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 20.0)","(3.6, 5.1, 4.475)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:22.277212,"(15.0, 36.0, 32.111111111111114)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 21.555555555555557)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:23.747009,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 24.666666666666664)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:25.180718,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:26.597016,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:27.971528,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:29.518841,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:31.030674,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:32.351800,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:33.820751,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:35.274233,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
12-01-2023 16:54:36.544099,"(15.0, 36.0, 24.666666666666668)","(4.4, 6.6, 6.333333333333333)","(2.2, 99999, 99990)","(19.0, 34.0, 26.53333333333333)","(3.6, 5.1, 4.683333333333333)","(31.0, 75.0, 46.714285714285715)","(8.0, 16.0, 14.5)","(19.0, 32.0, 24.666666666666668)","(71.0, 170.0, 158.66666666666669)"
