,Queen Of Strathfield Nz,Aldebaran Tess Nz,Aldebaran Revani Usa,Rave On Hall,On Advice,Sunny Gee,Caligula Nz,Drop The Hammer,Royal Glenferrie
07-01-2023 19:04:56.002675,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:04:57.291046,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:04:58.581083,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:04:59.877111,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:01.208409,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:02.638242,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:03.980278,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:05.334886,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:06.638109,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:07.932118,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:09.212567,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:10.504253,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:11.772895,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:13.073147,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:14.358537,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:15.616507,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:16.870175,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:18.186666,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:19.521557,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:20.854932,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:22.229288,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:23.529846,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:24.791989,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:26.157102,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:27.427179,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:28.740855,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:29.969934,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:31.411657,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:32.755289,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:34.078446,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:35.736445,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:37.268468,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:38.685310,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:40.037788,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:41.342820,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:42.681396,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:43.975888,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 17.5, 14.26)","(21.0, 55.0, 36.17647058823529)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:45.254726,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:46.547934,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:47.863594,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:49.191245,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:50.511202,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:51.757629,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:53.036978,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:54.332947,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:55.644418,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:57.052278,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:58.600161,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:05:59.999085,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:01.334543,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.58)","(10.0, 17.5, 14.26)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:02.790958,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 14.18)","(10.0, 17.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:04.161157,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:05.507608,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:06.829240,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:08.199986,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:09.509734,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:10.805465,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:12.032247,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:13.216726,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:14.432987,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:15.653477,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 10.4)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:16.928791,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 10.4)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:18.288981,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:19.674356,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:21.022284,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:22.422102,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:23.795608,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:25.171838,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:26.558165,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:27.819366,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:29.097025,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:30.408631,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:31.769030,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:33.108547,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:34.490940,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:35.926939,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:37.412571,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:38.860173,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:40.315975,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 11.8)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:41.845874,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.0, 12.05)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:43.296262,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.18)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.5, 12.05)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:44.719158,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.5, 12.05)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:46.306933,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 19.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.5, 12.05)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:47.861333,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 19.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 16.5, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:49.185748,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 19.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:50.667688,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 19.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:52.193270,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 19.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:06:53.665576,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 19.5, 12.29)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
