,Regal Aura,Armarockstar,You Fly With Me Nz,Lorinda Kate,Beyond The Sea,Libba Racy,Terror In Texas,Caribbean Lily Nz
11-01-2023 19:03:26.592280,"(7.0, 9.8, 9.450000000000001)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:27.741320,"(7.0, 9.8, 9.450000000000001)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:28.958391,"(7.0, 9.8, 8.200000000000001)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:30.240675,"(7.0, 9.8, 8.200000000000001)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:31.816555,"(7.0, 9.6, 8.133333333333333)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:33.628057,"(7.0, 9.6, 8.133333333333333)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:34.942474,"(7.0, 9.6, 8.133333333333333)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.6175)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:03:36.235795,"(7.0, 9.6, 8.133333333333333)","(4.6, 8.0, 6.62)","(13.0, 99999, 99990)","(91.0, 190.0, 146.0)","(2.6, 3.85, 3.2750000000000004)","(51.0, 170.0, 120.0)","(4.2, 6.4, 6.742857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:03:37.568454,"(7.0, 9.6, 8.5)","(4.6, 8.0, 6.85)","(13.0, 99999, 99990)","(91.0, 190.0, 146.0)","(2.6, 3.85, 3.2666666666666666)","(51.0, 170.0, 120.0)","(4.2, 7.2, 6.742857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:03:38.968491,"(7.0, 9.6, 8.5)","(4.6, 8.0, 6.85)","(13.0, 99999, 99990)","(91.0, 190.0, 146.0)","(2.6, 3.55, 2.942857142857143)","(51.0, 170.0, 120.0)","(4.2, 7.2, 6.6)","(4.4, 99999, 99990)"
11-01-2023 19:03:40.199305,"(7.0, 9.6, 8.866666666666667)","(4.6, 8.0, 7.233333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 146.0)","(2.6, 3.55, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 7.0, 6.6)","(4.4, 99999, 99990)"
11-01-2023 19:03:41.501246,"(7.0, 9.8, 8.600000000000001)","(4.6, 9.2, 8.033333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 7.0, 6.6)","(4.4, 99999, 99990)"
11-01-2023 19:03:42.793048,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.0, 6.85)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 7.0, 6.6)","(4.4, 99999, 99990)"
11-01-2023 19:03:44.057698,"(7.0, 9.8, 8.600000000000001)","(4.6, 9.0, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 7.0, 6.138461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:03:45.277353,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 6.8)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 7.0, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:46.488341,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 6.8)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:47.684294,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 6.8)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:48.882079,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 7.914285714285715)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:50.080775,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 7.914285714285715)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:51.255890,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 7.914285714285715)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 120.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:52.545515,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.8, 7.771428571428571)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 170.0, 135.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:53.724931,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.6, 7.771428571428571)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 160.0, 105.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:55.237885,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 150.0, 108.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:56.455809,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 140.0, 108.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:57.549775,"(7.0, 9.8, 8.085714285714285)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 140.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:03:59.060879,"(7.0, 9.8, 8.133333333333333)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:04:00.422910,"(7.0, 9.6, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:04:01.669497,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:04:02.926664,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:04:04.070715,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:04:05.368804,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:04:06.614068,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.944444444444445)","(4.4, 99999, 99990)"
11-01-2023 19:04:07.898154,"(7.0, 9.8, 8.600000000000001)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.2333333333333334)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:09.263543,"(7.0, 9.8, 8.5)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:10.655618,"(7.0, 9.6, 8.5)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:12.047594,"(7.0, 9.6, 8.5)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:13.370722,"(7.0, 9.6, 8.5)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:14.714930,"(7.0, 9.6, 8.5)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:16.027176,"(7.0, 9.6, 8.028571428571428)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:17.312306,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:18.639618,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 2.928571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:19.968776,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.02)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:21.270720,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.5, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:22.602552,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:23.879172,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:25.178733,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:26.539260,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:27.858368,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:29.202076,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:30.527146,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:31.776770,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 5.925)","(4.4, 99999, 99990)"
11-01-2023 19:04:33.026702,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:34.352043,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:35.715708,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 7.628571428571429)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:37.009059,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:38.270854,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.3)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:39.588488,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.042857142857143)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:40.903834,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.042857142857143)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.216666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:04:42.421488,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.042857142857143)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.017391304347826)","(4.4, 99999, 99990)"
11-01-2023 19:04:43.778535,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.042857142857143)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.010526315789473)","(4.4, 99999, 99990)"
11-01-2023 19:04:45.150439,"(7.0, 9.4, 7.800000000000001)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.042857142857143)","(51.0, 130.0, 110.0)","(4.2, 6.6, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:46.809916,"(7.0, 9.4, 8.0)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.9, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:48.228341,"(7.0, 9.2, 8.0)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:49.663333,"(7.0, 9.2, 8.0)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:51.143909,"(7.0, 9.2, 8.0)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:52.519809,"(7.0, 9.2, 8.0)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:53.940468,"(7.0, 9.2, 8.0)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:55.619386,"(7.0, 9.2, 8.866666666666667)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:57.058528,"(7.0, 9.6, 8.866666666666667)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:04:58.542476,"(7.0, 9.6, 8.866666666666667)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:05:00.000111,"(7.0, 9.6, 8.866666666666667)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:05:01.339394,"(7.0, 9.6, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.4, 6.345454545454546)","(4.4, 99999, 99990)"
11-01-2023 19:05:02.719671,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(91.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 7.0, 6.345454545454546)","(4.4, 99999, 99990)"
11-01-2023 19:05:04.145026,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 7.0, 6.514285714285714)","(4.4, 99999, 99990)"
11-01-2023 19:05:05.502027,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.514285714285714)","(4.4, 99999, 99990)"
11-01-2023 19:05:06.928450,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 3.028571428571429)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.0125)","(4.4, 99999, 99990)"
11-01-2023 19:05:08.370446,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 3.2111111111111112)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.0125)","(4.4, 99999, 99990)"
11-01-2023 19:05:09.865051,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 3.0833333333333335)","(51.0, 130.0, 110.0)","(4.2, 6.8, 6.12)","(4.4, 99999, 99990)"
11-01-2023 19:05:11.462877,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 2.962)","(51.0, 130.0, 110.0)","(4.2, 6.6, 6.12)","(4.4, 99999, 99990)"
11-01-2023 19:05:12.985823,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.85, 3.144)","(51.0, 130.0, 110.0)","(4.2, 6.6, 6.12)","(4.4, 99999, 99990)"
11-01-2023 19:05:14.606131,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.0766666666666667)","(51.0, 130.0, 110.0)","(4.2, 6.6, 6.12)","(4.4, 99999, 99990)"
11-01-2023 19:05:16.000814,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.0766666666666667)","(51.0, 130.0, 91.81818181818181)","(4.2, 6.6, 6.12)","(4.4, 99999, 99990)"
11-01-2023 19:05:17.395664,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.0766666666666667)","(51.0, 130.0, 91.81818181818181)","(4.2, 6.6, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:18.787309,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.0766666666666667)","(51.0, 130.0, 102.85714285714286)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:20.170611,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.0766666666666667)","(51.0, 120.0, 95.71428571428572)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:21.625076,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 95.71428571428572)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:23.061531,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 95.71428571428572)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:24.491707,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 95.71428571428572)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:25.929974,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 95.71428571428572)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:05:27.364157,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 135.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 95.71428571428572)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
