,Regal Aura,Armarockstar,You Fly With Me Nz,Lorinda Kate,Beyond The Sea,Libba Racy,Terror In Texas,Caribbean Lily Nz
11-01-2023 19:05:53.948378,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.0225)","(51.0, 65.0, 60.75)","(4.2, 6.6, 6.157894736842105)","(4.4, 99999, 99990)"
11-01-2023 19:05:55.209095,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 65.0, 60.75)","(4.2, 6.6, 6.157894736842105)","(4.4, 99999, 99990)"
11-01-2023 19:05:56.467321,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 65.0, 60.75)","(4.2, 6.6, 6.157894736842105)","(4.4, 99999, 99990)"
11-01-2023 19:05:57.717461,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.3466666666666667)","(51.0, 65.0, 60.75)","(4.2, 6.6, 6.176470588235294)","(4.4, 99999, 99990)"
11-01-2023 19:05:58.998417,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.65, 3.144)","(51.0, 65.0, 90.92307692307692)","(4.2, 6.6, 6.176470588235294)","(4.4, 99999, 99990)"
11-01-2023 19:06:00.275957,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 90.92307692307692)","(4.2, 6.6, 6.176470588235294)","(4.4, 99999, 99990)"
11-01-2023 19:06:01.553320,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 62.0)","(4.2, 6.6, 6.166666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:06:02.827289,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 110.0, 75.0)","(4.2, 6.6, 6.5)","(4.4, 99999, 99990)"
11-01-2023 19:06:04.177221,"(7.0, 9.2, 8.3)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 100.0, 65.0)","(4.2, 6.6, 6.5)","(4.4, 99999, 99990)"
11-01-2023 19:06:05.427550,"(7.0, 9.2, 8.3)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 163.0)","(2.6, 3.75, 3.144)","(51.0, 95.0, 65.0)","(4.2, 6.6, 6.5)","(4.4, 99999, 99990)"
11-01-2023 19:06:06.953644,"(7.0, 9.4, 8.955555555555556)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.75, 3.144)","(51.0, 95.0, 65.0)","(4.2, 6.6, 6.5)","(4.4, 99999, 99990)"
11-01-2023 19:06:08.742238,"(7.0, 9.4, 8.955555555555556)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.75, 3.144)","(51.0, 95.0, 65.0)","(4.2, 6.6, 6.5)","(4.4, 99999, 99990)"
11-01-2023 19:06:10.047031,"(7.0, 9.4, 8.955555555555556)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.75, 3.1950000000000003)","(51.0, 95.0, 65.0)","(4.2, 6.6, 6.6)","(4.4, 99999, 99990)"
11-01-2023 19:06:11.294386,"(7.0, 9.4, 8.955555555555556)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.65, 3.17)","(51.0, 95.0, 61.25)","(4.2, 6.8, 6.5)","(4.4, 99999, 99990)"
11-01-2023 19:06:12.609972,"(7.0, 9.4, 8.955555555555556)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.6, 3.17)","(51.0, 95.0, 61.25)","(4.2, 6.8, 6.428571428571429)","(4.4, 99999, 99990)"
11-01-2023 19:06:13.898889,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.6, 3.17)","(51.0, 95.0, 61.25)","(4.2, 6.8, 6.428571428571429)","(4.4, 99999, 99990)"
11-01-2023 19:06:15.197989,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.6, 3.17)","(51.0, 95.0, 61.25)","(4.2, 6.8, 6.4941176470588236)","(4.4, 99999, 99990)"
11-01-2023 19:06:16.465922,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.6, 3.17)","(51.0, 95.0, 61.25)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:17.761061,"(7.0, 9.4, 7.9714285714285715)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.6, 3.4466666666666668)","(51.0, 95.0, 61.25)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:19.143696,"(7.0, 9.2, 8.3)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.8, 3.164)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:20.434257,"(7.0, 9.2, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.8, 3.0199999999999996)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:21.756389,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.8, 3.0199999999999996)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:23.093130,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.8, 3.0199999999999996)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:24.361875,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.8, 3.692941176470588)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:25.673398,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.75, 3.433333333333333)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:26.978546,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.75, 3.1133333333333333)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:28.282941,"(7.0, 9.4, 8.4)","(4.6, 8.4, 7.533333333333333)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.7, 3.1133333333333333)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:29.590199,"(7.0, 9.4, 8.4)","(4.6, 8.4, 8.172727272727272)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.7, 3.0866666666666664)","(51.0, 95.0, 80.0)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:31.124031,"(7.0, 9.4, 8.9)","(4.6, 8.4, 6.8)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.7, 3.0866666666666664)","(51.0, 95.0, 84.28571428571428)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:32.953690,"(7.0, 9.4, 8.9)","(4.6, 8.4, 6.8)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.7, 3.06)","(51.0, 90.0, 84.28571428571428)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:34.239661,"(7.0, 9.4, 8.9)","(4.6, 8.4, 6.8)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.7, 3.1950000000000003)","(51.0, 90.0, 84.28571428571428)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:35.511041,"(7.0, 9.4, 8.9)","(4.6, 8.4, 7.2)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.65, 3.468)","(51.0, 90.0, 84.28571428571428)","(4.2, 6.8, 6.292307692307692)","(4.4, 99999, 99990)"
11-01-2023 19:06:36.754861,"(7.0, 9.4, 8.9)","(4.6, 8.4, 7.2)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.65, 3.5976470588235294)","(51.0, 90.0, 84.28571428571428)","(4.2, 6.8, 6.254545454545455)","(4.4, 99999, 99990)"
11-01-2023 19:06:38.072915,"(7.0, 9.4, 8.4)","(4.6, 8.4, 7.2)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.65, 3.550588235294118)","(51.0, 90.0, 84.28571428571428)","(4.2, 6.8, 6.254545454545455)","(4.4, 99999, 99990)"
11-01-2023 19:06:39.329514,"(7.0, 9.4, 8.4)","(4.6, 8.4, 7.2)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.6, 3.550588235294118)","(51.0, 90.0, 84.28571428571428)","(4.2, 6.8, 6.252173913043478)","(4.4, 99999, 99990)"
11-01-2023 19:06:40.641746,"(7.0, 9.4, 8.4)","(4.6, 8.4, 7.2)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.6, 3.456470588235294)","(51.0, 90.0, 70.0)","(4.2, 6.8, 6.114285714285714)","(4.4, 99999, 99990)"
11-01-2023 19:06:41.911051,"(7.0, 9.4, 8.4)","(4.6, 8.4, 6.8)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.5, 3.456470588235294)","(51.0, 90.0, 70.0)","(4.2, 6.6, 6.123076923076923)","(4.4, 99999, 99990)"
11-01-2023 19:06:43.131975,"(7.0, 9.4, 8.4)","(4.6, 7.2, 6.8)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.5, 3.15)","(51.0, 90.0, 80.0)","(4.2, 6.8, 6.123076923076923)","(4.4, 99999, 99990)"
11-01-2023 19:06:44.371594,"(7.0, 9.4, 8.4)","(4.6, 8.8, 8.022222222222222)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.5, 3.125)","(51.0, 90.0, 74.0)","(4.2, 6.8, 6.1)","(4.4, 99999, 99990)"
11-01-2023 19:06:45.613066,"(7.0, 9.4, 8.4)","(4.6, 8.6, 8.11111111111111)","(13.0, 99999, 99990)","(101.0, 190.0, 167.5)","(2.6, 3.45, 3.2285714285714286)","(51.0, 90.0, 72.5)","(4.2, 6.2, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:06:46.944660,"(7.0, 9.4, 8.733333333333334)","(4.6, 8.6, 8.028571428571428)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.4, 3.013333333333333)","(51.0, 80.0, 72.5)","(4.2, 6.4, 6.133333333333334)","(4.4, 99999, 99990)"
11-01-2023 19:06:48.212122,"(7.0, 9.4, 8.733333333333334)","(4.6, 8.6, 8.1)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.4, 2.9966666666666666)","(51.0, 80.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:49.472969,"(7.0, 9.2, 8.6)","(4.6, 8.4, 8.2)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:50.823073,"(7.0, 9.2, 8.6)","(4.6, 8.4, 8.55)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:52.123866,"(7.0, 9.2, 8.6)","(4.6, 8.8, 8.55)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:53.417263,"(7.0, 9.2, 8.6)","(4.6, 8.8, 8.55)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:54.680826,"(7.0, 9.2, 8.6)","(4.6, 8.8, 8.350000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.94)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:56.029970,"(7.0, 9.2, 8.6)","(4.6, 8.8, 8.350000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.3, 3.035)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:57.344306,"(7.0, 9.2, 8.6)","(4.6, 8.8, 8.440000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.25, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:58.666236,"(7.0, 9.2, 7.933333333333334)","(4.6, 8.8, 8.333333333333334)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.033333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:06:59.964834,"(7.0, 9.0, 7.933333333333334)","(4.6, 9.0, 8.333333333333334)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9966666666666666)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.114285714285715)","(4.4, 99999, 99990)"
11-01-2023 19:07:01.289012,"(7.0, 8.8, 8.333333333333334)","(4.6, 9.0, 8.280000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.908333333333333)","(51.0, 75.0, 65.0)","(4.2, 6.4, 6.088888888888889)","(4.4, 99999, 99990)"
11-01-2023 19:07:02.644155,"(7.0, 8.8, 8.2)","(4.6, 9.0, 8.280000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.35, 2.9633333333333334)","(51.0, 70.0, 65.0)","(4.2, 6.4, 6.166666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:07:04.106338,"(7.0, 8.6, 8.2)","(4.6, 9.0, 8.55)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.25, 2.9633333333333334)","(51.0, 70.0, 66.25)","(4.2, 6.4, 6.65)","(4.4, 99999, 99990)"
11-01-2023 19:07:05.563465,"(7.0, 8.6, 8.2)","(4.6, 9.0, 8.68)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.25, 2.863)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.270588235294118)","(4.4, 99999, 99990)"
11-01-2023 19:07:06.942227,"(7.0, 8.6, 8.2)","(4.6, 9.0, 10.280000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.25, 2.863)","(51.0, 70.0, 66.25)","(4.2, 6.6, 6.32)","(4.4, 99999, 99990)"
11-01-2023 19:07:08.598826,"(7.0, 8.6, 8.2)","(4.6, 11.0, 8.4)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.25, 2.9466666666666668)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:07:10.249834,"(7.0, 8.6, 8.2)","(4.6, 8.8, 8.440000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.2, 2.96)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:11.614617,"(7.0, 8.6, 8.2)","(4.6, 8.8, 8.440000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.1, 2.913333333333333)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:12.908995,"(7.0, 8.6, 8.2)","(4.6, 8.8, 8.440000000000001)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.1, 2.913333333333333)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:14.209796,"(7.0, 8.6, 8.2)","(4.6, 8.8, 8.0)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.1, 2.8666666666666667)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:15.561117,"(7.0, 8.6, 8.2)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.1, 2.913333333333333)","(51.0, 70.0, 66.25)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:16.880104,"(7.0, 8.6, 8.2)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.1, 2.8899999999999997)","(51.0, 70.0, 63.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:18.143001,"(7.0, 8.6, 7.933333333333333)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(101.0, 190.0, 165.45454545454544)","(2.6, 3.1, 3.02)","(51.0, 65.0, 63.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:19.423966,"(7.0, 8.6, 7.933333333333333)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 3.0116666666666667)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:20.744326,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 3.0116666666666667)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:21.956431,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 3.0116666666666667)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:23.194188,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 3.0116666666666667)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:24.497695,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 3.0116666666666667)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:25.887783,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.9349999999999996)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:27.232648,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.9349999999999996)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:28.558944,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.9349999999999996)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:29.862226,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.9349999999999996)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:31.194617,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.9349999999999996)","(51.0, 65.0, 62.5)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:32.425642,"(7.0, 8.6, 8.1)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:33.668055,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:34.901388,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:36.211907,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:37.467625,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:38.773841,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:40.103775,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:41.508316,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:42.844441,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:44.233734,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.52)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.925)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:45.801778,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.05, 2.9)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:47.259342,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.0, 2.9)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:48.880088,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.0, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:50.174695,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.272)","(4.4, 99999, 99990)"
11-01-2023 19:07:51.484389,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:52.810758,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
