,Kween Kanali,Improper,Graphite Mist,Shalook,Communication,Huayu Rainbow,Shezabarbie,Wicked Missile
10-01-2023 15:02:52.774532,"(7.5, 11.0, 10.719999999999999)","(5.0, 6.8, 6.3090909090909095)","(2.6, 3.35, 3.316666666666667)","(3.6, 4.0, 3.9063492063492062)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 220.0)","(91.0, 230.0, 190.0)"
10-01-2023 15:02:54.104378,"(7.5, 11.0, 10.16)","(5.0, 6.8, 6.3090909090909095)","(2.6, 3.35, 3.316666666666667)","(3.6, 4.0, 3.9063492063492062)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.916666666666668)","(101.0, 230.0, 210.0)","(91.0, 230.0, 190.0)"
10-01-2023 15:02:55.406444,"(7.5, 11.0, 10.710344827586207)","(5.0, 6.8, 6.3090909090909095)","(2.6, 3.35, 3.316666666666667)","(3.6, 4.0, 3.9063492063492062)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.916666666666668)","(101.0, 230.0, 210.0)","(91.0, 230.0, 190.0)"
10-01-2023 15:02:56.670072,"(7.5, 11.0, 9.89622641509434)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.35, 3.4695652173913043)","(3.6, 4.0, 3.727692307692308)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 190.0)"
10-01-2023 15:02:57.952066,"(7.5, 11.5, 9.89622641509434)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.95, 3.5420000000000003)","(3.6, 4.0, 3.739705882352941)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:02:59.255902,"(7.5, 11.5, 9.86206896551724)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.95, 3.5642857142857145)","(3.6, 4.0, 3.739705882352941)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:00.582786,"(7.5, 11.5, 10.346666666666666)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.85, 3.4423076923076925)","(3.6, 4.0, 3.739705882352941)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:01.880903,"(7.5, 11.0, 10.346666666666666)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.4250000000000003)","(3.6, 4.0, 3.739705882352941)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 190.0)"
10-01-2023 15:03:03.186732,"(7.5, 11.0, 9.86206896551724)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.4250000000000003)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 190.0)"
10-01-2023 15:03:04.546566,"(7.5, 11.5, 9.833333333333334)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.4250000000000003)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:05.790916,"(7.5, 11.5, 9.833333333333334)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.4250000000000003)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:07.035973,"(7.5, 11.5, 9.833333333333334)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.640909090909091)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:08.346521,"(7.5, 11.5, 10.012500000000001)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.640909090909091)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:09.616453,"(7.5, 11.0, 9.950000000000001)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.640909090909091)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:10.920763,"(7.5, 11.0, 9.950000000000001)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.640909090909091)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:12.244809,"(7.5, 11.0, 9.950000000000001)","(5.0, 6.8, 6.376470588235294)","(2.6, 3.75, 3.6166666666666667)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 208.33333333333334)"
10-01-2023 15:03:13.659086,"(7.5, 11.5, 10.040000000000001)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.75, 3.56)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 190.0)"
10-01-2023 15:03:15.010833,"(7.5, 11.0, 10.040000000000001)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.7, 3.5115384615384615)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:16.384079,"(7.5, 11.0, 10.040000000000001)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.7, 3.427777777777778)","(3.6, 4.0, 3.818461538461538)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:17.965154,"(7.5, 11.0, 10.63076923076923)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.7, 3.5115384615384615)","(3.6, 4.0, 3.818461538461538)","(4.6, 6.4, 6.127272727272728)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:19.667712,"(7.5, 11.0, 10.63076923076923)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.7, 3.5115384615384615)","(3.6, 4.0, 3.818461538461538)","(4.6, 6.4, 6.127272727272728)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:20.991389,"(7.5, 11.0, 10.63076923076923)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.7, 3.5115384615384615)","(3.6, 4.0, 3.818461538461538)","(4.6, 6.4, 6.127272727272728)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:22.483730,"(7.5, 11.0, 10.63076923076923)","(5.0, 6.8, 6.384615384615385)","(2.6, 3.7, 3.5115384615384615)","(3.6, 4.0, 3.818461538461538)","(4.6, 6.4, 5.9714285714285715)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:23.751714,"(7.5, 11.0, 10.63076923076923)","(5.0, 6.8, 7.0)","(2.6, 3.7, 3.51)","(3.6, 4.0, 3.815625)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:25.064329,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.51)","(3.6, 4.0, 3.815625)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:26.353317,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.4749999999999996)","(3.6, 4.0, 3.815625)","(4.6, 6.4, 6.185714285714286)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:27.600424,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.4272727272727272)","(3.6, 4.0, 3.815625)","(4.6, 6.4, 5.888888888888889)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:28.859754,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.475)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.9)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:30.091842,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.4272727272727272)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.9)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:31.270492,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.4272727272727272)","(3.6, 4.0, 3.7717391304347827)","(4.6, 6.2, 5.9)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:32.378537,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.4272727272727272)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.99)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:33.514806,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.381818181818182)","(2.6, 3.65, 3.475)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.85)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:34.700625,"(7.5, 11.0, 10.63076923076923)","(5.0, 7.6, 7.1)","(2.6, 3.65, 3.4272727272727272)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.945454545454545)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:35.977073,"(7.5, 11.0, 10.4)","(5.0, 7.4, 6.963636363636364)","(2.6, 3.65, 3.475)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.945454545454545)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:37.176641,"(7.5, 11.0, 10.4)","(5.0, 7.4, 6.963636363636364)","(2.6, 3.65, 3.475)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.95)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:38.366677,"(7.5, 11.0, 10.4)","(5.0, 7.4, 6.963636363636364)","(2.6, 3.65, 3.475)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.2, 5.9818181818181815)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:39.560030,"(7.5, 11.0, 10.4)","(5.0, 7.4, 6.963636363636364)","(2.6, 3.65, 3.55)","(3.6, 4.0, 3.7717391304347827)","(4.6, 6.2, 6.08)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 197.5)"
10-01-2023 15:03:40.735775,"(7.5, 11.0, 10.4)","(5.0, 7.2, 6.9714285714285715)","(2.6, 3.65, 3.57)","(3.6, 4.0, 3.7717391304347827)","(4.6, 6.8, 6.08)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:42.003520,"(7.5, 11.0, 10.4)","(5.0, 7.2, 6.875)","(2.6, 3.65, 3.57)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.8, 6.08)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:43.129630,"(7.5, 11.0, 10.4)","(5.0, 7.0, 6.875)","(2.6, 3.65, 3.57)","(3.6, 4.0, 3.773076923076923)","(4.6, 6.8, 6.199999999999999)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:44.160477,"(7.5, 11.0, 10.4)","(5.0, 7.0, 6.875)","(2.6, 3.65, 3.57)","(3.6, 4.0, 3.9166666666666665)","(4.6, 6.8, 6.199999999999999)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:45.234532,"(7.5, 11.0, 10.4)","(5.0, 7.6, 7.142857142857142)","(2.6, 3.65, 3.5)","(3.6, 4.0, 4.0)","(4.6, 6.8, 6.199999999999999)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:46.297936,"(7.5, 11.0, 10.4)","(5.0, 7.6, 6.8)","(2.6, 3.65, 3.545)","(3.6, 4.2, 4.0)","(4.6, 6.8, 6.199999999999999)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:47.402844,"(7.5, 11.0, 10.4)","(5.0, 7.6, 7.046153846153846)","(2.6, 3.65, 3.45)","(3.6, 4.2, 4.0)","(4.6, 6.8, 6.199999999999999)","(21.0, 29.0, 28.8)","(101.0, 230.0, 226.8421052631579)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:48.475732,"(7.5, 11.0, 10.4)","(5.0, 7.6, 7.046153846153846)","(2.6, 3.65, 3.45)","(3.6, 4.2, 4.033333333333333)","(4.6, 6.8, 6.03)","(21.0, 29.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:49.553597,"(7.5, 11.0, 10.55)","(5.0, 7.4, 6.784615384615385)","(2.6, 3.65, 3.51875)","(3.6, 4.1, 3.992307692307692)","(4.6, 6.8, 6.392307692307692)","(21.0, 34.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:50.701323,"(7.5, 11.0, 10.55)","(5.0, 7.2, 6.5600000000000005)","(2.6, 3.65, 3.51875)","(3.6, 4.1, 3.992307692307692)","(4.6, 6.6, 6.392307692307692)","(21.0, 34.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:51.794063,"(7.5, 11.0, 10.55)","(5.0, 6.6, 6.433333333333334)","(2.6, 3.65, 3.5214285714285714)","(3.6, 4.1, 3.992307692307692)","(4.6, 6.6, 6.392307692307692)","(21.0, 34.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:52.929189,"(7.5, 11.0, 10.55)","(5.0, 7.2, 6.72)","(2.6, 3.65, 3.5214285714285714)","(3.6, 4.1, 3.992307692307692)","(4.6, 6.6, 6.392307692307692)","(21.0, 34.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:53.937789,"(7.5, 11.0, 10.55)","(5.0, 7.2, 6.72)","(2.6, 3.65, 3.5214285714285714)","(3.6, 4.1, 3.992307692307692)","(4.6, 6.6, 6.392307692307692)","(21.0, 34.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:54.947182,"(7.5, 11.0, 10.55)","(5.0, 7.2, 6.72)","(2.6, 3.65, 3.5214285714285714)","(3.6, 4.1, 3.992307692307692)","(4.6, 6.6, 6.392307692307692)","(21.0, 34.0, 32.8)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:56.025103,"(7.5, 11.0, 10.55)","(5.0, 7.0, 6.8)","(2.6, 3.65, 3.5214285714285714)","(3.6, 4.1, 3.933333333333333)","(4.6, 6.6, 6.392307692307692)","(21.0, 38.0, 31.88235294117647)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:57.056377,"(7.5, 11.0, 10.55)","(5.0, 7.0, 6.76)","(2.6, 3.65, 3.45)","(3.6, 4.1, 3.9823529411764707)","(4.6, 6.6, 6.392307692307692)","(21.0, 38.0, 31.88235294117647)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:58.120980,"(7.5, 11.0, 10.55)","(5.0, 8.0, 6.9111111111111105)","(2.6, 3.65, 3.4571428571428573)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.392307692307692)","(21.0, 38.0, 33.04761904761905)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:03:59.209145,"(7.5, 11.0, 10.55)","(5.0, 8.0, 7.066666666666666)","(2.6, 3.65, 3.4785714285714286)","(3.6, 4.1, 3.96)","(4.6, 6.6, 6.392307692307692)","(21.0, 38.0, 33.04761904761905)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:00.312022,"(7.5, 11.0, 10.55)","(5.0, 7.8, 7.0)","(2.6, 3.65, 3.4000000000000004)","(3.6, 4.1, 3.96)","(4.6, 6.6, 6.392307692307692)","(21.0, 38.0, 34.0)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:01.350892,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.6, 6.933333333333333)","(2.6, 3.6, 3.4000000000000004)","(3.6, 4.1, 3.96)","(4.6, 6.6, 6.392307692307692)","(21.0, 36.0, 33.0)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:02.481145,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.571428571428572)","(2.6, 3.6, 3.355)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.392307692307692)","(21.0, 36.0, 33.0)","(101.0, 230.0, 217.5)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:03.644021,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.6, 3.6, 3.355)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.449999999999999)","(21.0, 36.0, 34.76923076923077)","(101.0, 230.0, 220.0)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:04.795774,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.6, 3.45, 3.27)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.449999999999999)","(21.0, 36.0, 34.76923076923077)","(101.0, 230.0, 220.0)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:05.967260,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.6, 3.2, 3.205524861878453)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.45)","(21.0, 36.0, 34.76923076923077)","(101.0, 230.0, 215.0)","(91.0, 230.0, 197.5)"
10-01-2023 15:04:07.101996,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.6, 3.45, 3.2888888888888888)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.45)","(21.0, 36.0, 34.76923076923077)","(101.0, 230.0, 220.0)","(91.0, 230.0, 165.0)"
10-01-2023 15:04:08.215109,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.6, 3.4, 3.2888888888888888)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.45)","(21.0, 36.0, 34.72)","(101.0, 230.0, 220.0)","(91.0, 230.0, 121.66666666666667)"
10-01-2023 15:04:09.340190,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.6, 3.4, 3.2666666666666666)","(3.6, 4.1, 4.0)","(4.6, 6.6, 6.45)","(21.0, 36.0, 34.72)","(101.0, 230.0, 220.0)","(91.0, 230.0, 121.66666666666667)"
10-01-2023 15:04:10.402603,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.7, 3.4, 3.2666666666666666)","(3.7, 4.1, 4.0)","(4.6, 6.6, 6.45)","(26.0, 36.0, 35.23809523809524)","(101.0, 230.0, 220.0)","(101.0, 230.0, 148.75)"
10-01-2023 15:04:11.531301,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.5200000000000005)","(2.7, 3.4, 3.2666666666666666)","(3.7, 3.95, 3.869047619047619)","(4.6, 6.6, 6.49090909090909)","(26.0, 36.0, 35.23809523809524)","(101.0, 230.0, 220.0)","(101.0, 230.0, 148.75)"
10-01-2023 15:04:12.603810,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.418181818181818)","(2.7, 3.4, 3.2666666666666666)","(3.7, 3.95, 3.869047619047619)","(4.6, 6.6, 6.49090909090909)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 230.0, 120.0)"
10-01-2023 15:04:13.620896,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.6000000000000005)","(2.7, 3.4, 3.2666666666666666)","(3.7, 3.95, 3.869047619047619)","(4.6, 6.6, 6.49090909090909)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 220.0, 133.33333333333334)"
10-01-2023 15:04:14.684291,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.542857142857143)","(2.7, 3.4, 3.2666666666666666)","(3.7, 3.95, 3.869047619047619)","(4.6, 6.6, 6.514285714285714)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:15.782271,"(7.5, 10.5, 10.033333333333333)","(5.0, 7.0, 6.68)","(2.7, 3.2, 3.1772727272727272)","(3.7, 3.95, 3.868823529411765)","(4.6, 6.6, 6.49090909090909)","(26.0, 36.0, 35.36)","(101.0, 230.0, 215.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:16.885612,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.36)","(2.7, 3.4, 3.276923076923077)","(3.7, 3.95, 3.868823529411765)","(4.6, 6.6, 6.49090909090909)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:18.014273,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.36)","(2.7, 3.4, 3.276923076923077)","(3.7, 3.95, 3.868823529411765)","(4.6, 6.6, 6.49090909090909)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:19.129675,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.36)","(2.7, 3.4, 3.276923076923077)","(3.7, 3.95, 3.868823529411765)","(4.6, 6.6, 6.466666666666667)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:20.209883,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.36)","(2.7, 3.4, 3.276923076923077)","(3.7, 3.95, 3.868823529411765)","(4.6, 6.6, 6.569230769230769)","(26.0, 36.0, 35.36)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:21.256232,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.36)","(2.7, 3.4, 3.276923076923077)","(3.7, 3.95, 3.8603896103896105)","(4.6, 6.6, 6.571428571428571)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:22.366970,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.466666666666667)","(2.7, 3.4, 3.3076923076923075)","(3.7, 3.95, 3.8603896103896105)","(4.6, 6.6, 6.5636363636363635)","(26.0, 36.0, 34.0)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:23.484762,"(7.5, 10.5, 9.940000000000001)","(5.0, 7.0, 6.466666666666667)","(2.7, 3.4, 3.3076923076923075)","(3.7, 3.95, 3.8603896103896105)","(4.6, 6.6, 6.5636363636363635)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 137.5)"
10-01-2023 15:04:24.605483,"(7.5, 11.0, 9.950000000000001)","(5.0, 7.0, 6.466666666666667)","(2.7, 3.4, 3.3076923076923075)","(3.7, 3.95, 3.8603896103896105)","(4.6, 6.6, 6.542857142857143)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 116.66666666666667)"
10-01-2023 15:04:25.789288,"(7.5, 11.0, 9.9)","(5.0, 7.0, 6.5636363636363635)","(2.7, 3.4, 3.3076923076923075)","(3.7, 3.95, 3.8603896103896105)","(4.6, 6.6, 6.542857142857143)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 116.66666666666667)"
10-01-2023 15:04:26.912341,"(7.5, 11.0, 9.9)","(5.0, 7.0, 6.5636363636363635)","(2.7, 3.4, 3.32)","(3.7, 3.95, 3.852816901408451)","(4.6, 6.6, 7.428571428571429)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 116.66666666666667)"
10-01-2023 15:04:28.052796,"(7.5, 11.0, 10.4)","(5.0, 7.0, 6.5636363636363635)","(2.7, 3.4, 3.2933333333333334)","(3.7, 3.95, 3.852816901408451)","(4.6, 8.2, 6.800000000000001)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 116.66666666666667)"
10-01-2023 15:04:29.172428,"(7.5, 11.0, 10.4)","(5.0, 7.0, 6.5636363636363635)","(2.7, 3.4, 3.2933333333333334)","(3.7, 3.95, 3.852816901408451)","(4.6, 7.4, 6.800000000000001)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 116.66666666666667)"
10-01-2023 15:04:30.241320,"(7.5, 11.5, 9.833333333333334)","(5.0, 7.0, 6.5636363636363635)","(2.7, 3.4, 3.2875)","(3.7, 3.95, 3.852816901408451)","(4.6, 7.4, 6.800000000000001)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 220.0)","(101.0, 200.0, 116.66666666666667)"
10-01-2023 15:04:31.343253,"(7.5, 11.5, 10.084905660377359)","(5.0, 7.0, 6.5636363636363635)","(2.7, 3.4, 3.2875)","(3.7, 3.95, 3.852816901408451)","(4.6, 7.4, 6.800000000000001)","(26.0, 36.0, 34.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 200.0, 135.71428571428572)"
