,Pool Dancer,Mrs Fencer,Maggie Bow,Smoking Yogi,Your Law,Buckle Up Wilder,Van Brae,Juno Another Way
12-01-2023 18:33:58.090059,"(1.5, 2.02, 1.8322222222222222)","(51.0, 490.0, 416.33333333333337)","(21.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(21.0, 120.0, 44.0)","(5.5, 9.8, 9.615384615384617)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:59.463806,"(1.5, 2.0, 1.86)","(51.0, 490.0, 416.33333333333337)","(21.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(21.0, 120.0, 44.0)","(5.5, 9.8, 9.615384615384617)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:00.886832,"(1.5, 2.0, 1.86)","(51.0, 490.0, 416.33333333333337)","(26.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 9.8, 10.454545454545455)","(31.0, 130.0, 74.0)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:02.341882,"(1.5, 2.0, 1.86)","(51.0, 490.0, 358.0)","(26.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 12.0, 10.775)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:03.668022,"(1.5, 2.0, 1.86)","(51.0, 420.0, 358.0)","(26.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.5, 10.775)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:05.023186,"(1.5, 2.0, 1.8558333333333334)","(51.0, 420.0, 358.0)","(26.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.5, 10.775)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:06.449593,"(1.5, 1.99, 1.8558333333333334)","(51.0, 420.0, 358.0)","(26.0, 85.0, 41.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.5, 10.557142857142857)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:07.827092,"(1.5, 1.99, 1.8005882352941176)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.5, 10.557142857142857)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:09.178358,"(1.5, 1.99, 1.8335294117647059)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.5, 10.557142857142857)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:10.494478,"(1.5, 1.99, 1.8335294117647059)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.5, 10.2)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:11.835565,"(1.5, 1.99, 1.8335294117647059)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.84)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:13.206975,"(1.5, 1.99, 1.893076923076923)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.6, 4.84)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:14.549936,"(1.5, 1.98, 1.8884615384615384)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.6, 4.84)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:15.965220,"(1.5, 1.98, 1.8884615384615384)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.6, 4.84)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:17.437738,"(1.5, 1.98, 1.8884615384615384)","(51.0, 420.0, 358.0)","(26.0, 85.0, 56.294117647058826)","(4.8, 6.6, 4.666666666666667)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:18.846873,"(1.5, 1.98, 1.8884615384615384)","(51.0, 420.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:20.247020,"(1.5, 1.98, 1.8884615384615384)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 6.0, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:21.801629,"(1.5, 1.97, 1.883846153846154)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:23.248593,"(1.5, 1.97, 1.883846153846154)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:27.006855,"(1.5, 1.97, 1.883846153846154)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:29.625211,"(1.5, 1.97, 1.8777272727272727)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 40.75)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:32.318833,"(1.5, 2.04, 1.9585185185185185)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:34.140522,"(1.5, 2.04, 1.9585185185185185)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:35.693862,"(1.5, 2.04, 1.9585185185185185)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.09090909090909)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:37.229985,"(1.5, 2.04, 1.9585185185185185)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:39.003194,"(1.5, 2.04, 1.9585185185185185)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:34:40.703259,"(1.5, 2.04, 1.936969696969697)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.0)"
12-01-2023 18:34:42.565563,"(1.5, 2.04, 1.9652173913043478)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:44.704487,"(1.5, 2.02, 1.9652173913043478)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:46.409790,"(1.5, 2.02, 1.9816129032258065)","(51.0, 420.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 6.2, 4.8500000000000005)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:48.323540,"(1.5, 2.02, 1.9816129032258065)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 8.6, 5.45)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:49.961623,"(1.5, 2.02, 1.9883050847457628)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 8.6, 5.45)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:51.453196,"(1.5, 2.02, 1.9883050847457628)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 8.6, 5.45)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:52.863523,"(1.5, 2.02, 1.9883050847457628)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 8.6, 4.822222222222223)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:54.348051,"(1.5, 2.02, 1.9883050847457628)","(51.0, 430.0, 366.3333333333333)","(26.0, 85.0, 54.5)","(4.8, 8.2, 5.12)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:55.797401,"(1.5, 2.02, 1.9883050847457628)","(51.0, 430.0, 265.77777777777777)","(26.0, 85.0, 54.5)","(4.8, 8.0, 5.466666666666667)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:57.346879,"(1.5, 2.02, 1.9883050847457628)","(51.0, 440.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 7.6, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:34:58.889347,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:00.449734,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:02.008399,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 54.5)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:03.521233,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:04.973724,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:06.462521,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:08.829271,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:10.832978,"(1.5, 2.02, 1.9883050847457628)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:12.407858,"(1.5, 2.02, 1.9894444444444446)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:13.895976,"(1.5, 2.02, 1.9824390243902439)","(51.0, 420.0, 366.3333333333333)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:15.418762,"(1.5, 2.02, 1.9824390243902439)","(51.0, 430.0, 260.22222222222223)","(26.0, 85.0, 39.25)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:16.882564,"(1.5, 2.02, 1.9824390243902439)","(51.0, 430.0, 260.22222222222223)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:18.218341,"(1.5, 2.02, 1.9824390243902439)","(51.0, 430.0, 260.22222222222223)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:19.617605,"(1.5, 2.02, 1.9824390243902439)","(51.0, 430.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:21.092654,"(1.5, 2.02, 1.9824390243902439)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.4, 5.15)","(26.0, 120.0, 44.0)","(5.5, 11.0, 10.6)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:22.521544,"(1.5, 2.02, 1.9824390243902439)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.4, 5.050000000000001)","(26.0, 120.0, 44.0)","(5.5, 11.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:23.877547,"(1.5, 2.02, 1.9824390243902439)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.0, 5.050000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:25.162615,"(1.5, 2.02, 1.9824390243902439)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 7.0, 5.050000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:26.512393,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 44.33333333333333)","(4.8, 7.0, 4.9)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 74.0)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:27.900526,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.4, 4.625)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:29.253917,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.2, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:30.622295,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:31.967496,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:33.266634,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:34.664084,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:35.941851,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:37.179560,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:38.412331,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 254.66666666666669)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:39.626321,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:40.875127,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:42.361772,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 45.66666666666667)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:43.697148,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 45.66666666666667)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:45.032580,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 40.75)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:46.371061,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:47.623329,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:48.908316,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:50.318466,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 44.15384615384615)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:51.771061,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:53.019293,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.742857142857142)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:54.242385,"(1.5, 2.02, 1.9961666666666666)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.810526315789474)","(31.0, 130.0, 65.76470588235294)","(9.0, 19.0, 11.0)"
12-01-2023 18:35:55.584140,"(1.5, 2.02, 1.9797183098591549)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.810526315789474)","(31.0, 130.0, 65.76470588235294)","(9.0, 19.0, 10.272727272727273)"
12-01-2023 18:35:56.809826,"(1.5, 2.02, 1.9797183098591549)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.810526315789474)","(31.0, 130.0, 65.76470588235294)","(9.0, 19.0, 12.433333333333334)"
12-01-2023 18:35:58.020208,"(1.5, 2.02, 1.9797183098591549)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.810526315789474)","(31.0, 130.0, 65.76470588235294)","(9.0, 18.5, 12.433333333333334)"
12-01-2023 18:35:59.361031,"(1.5, 2.02, 1.9797183098591549)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.810526315789474)","(31.0, 130.0, 65.76470588235294)","(9.0, 18.5, 12.433333333333334)"
12-01-2023 18:36:00.706543,"(1.5, 2.02, 1.9797183098591549)","(51.0, 420.0, 358.0)","(26.0, 85.0, 42.769230769230774)","(4.8, 6.0, 4.800000000000001)","(26.0, 120.0, 44.0)","(5.5, 10.0, 9.810526315789474)","(31.0, 130.0, 65.76470588235294)","(9.0, 18.5, 12.433333333333334)"
12-01-2023 18:36:03.231180,"(1.5, 2.02, 1.9083333333333332)","(51.0, 420.0, 198.0)","(26.0, 85.0, 61.666666666666664)","(4.8, 6.0, 4.866666666666667)","(26.0, 120.0, 61.42857142857143)","(5.5, 10.0, 9.733333333333334)","(31.0, 130.0, 83.0)","(9.0, 18.5, 10.5375)"
12-01-2023 18:36:05.464673,"(1.5, 2.0, 1.9166666666666665)","(51.0, 420.0, 111.42857142857143)","(26.0, 80.0, 61.666666666666664)","(4.8, 5.5, 4.7384615384615385)","(26.0, 110.0, 81.66666666666666)","(5.5, 10.0, 9.753846153846155)","(31.0, 120.0, 83.0)","(9.0, 18.5, 10.411111111111111)"
