,Jeffs Rookie,Sally Souvlaki,Secret Racer,Lovely Romeo,Maggie Pearl,Kasumi Berry,Botticelli,Olive Bale
09-01-2023 11:16:30.294398,"(26.0, 65.0, 51.666666666666664)","(3.1, 4.5, 4.36)","(31.0, 42.0, 38.15384615384615)","(21.0, 23.0, 20.585365853658537)","(19.0, 44.0, 38.833333333333336)","(19.0, 21.0, 19.695652173913043)","(1.6, 1.95, 1.946923076923077)","(8.0, 11.0, 10.75)"
09-01-2023 11:16:31.660947,"(26.0, 65.0, 56.111111111111114)","(3.1, 4.4, 4.36)","(31.0, 42.0, 38.15384615384615)","(21.0, 23.0, 20.585365853658537)","(19.0, 44.0, 38.833333333333336)","(19.0, 21.0, 19.695652173913043)","(1.6, 1.95, 1.946923076923077)","(8.0, 11.0, 10.75)"
09-01-2023 11:16:33.030463,"(26.0, 65.0, 56.111111111111114)","(3.1, 4.4, 4.381818181818182)","(31.0, 42.0, 35.333333333333336)","(21.0, 23.0, 20.585365853658537)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.695652173913043)","(1.6, 1.95, 1.9464705882352942)","(8.0, 11.0, 10.833333333333334)"
09-01-2023 11:16:34.498710,"(31.0, 65.0, 58.333333333333336)","(3.1, 4.6, 4.45)","(31.0, 42.0, 34.30769230769231)","(21.0, 23.0, 20.585365853658537)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.51851851851852)","(1.6, 1.95, 1.9453846153846153)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:36.000204,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.5, 4.46)","(31.0, 42.0, 34.30769230769231)","(21.0, 23.0, 20.847826086956523)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.51851851851852)","(1.6, 1.95, 1.9453846153846153)","(8.0, 11.5, 10.717391304347826)"
09-01-2023 11:16:37.382768,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.5, 4.439130434782609)","(31.0, 42.0, 34.30769230769231)","(21.0, 23.0, 21.529411764705884)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.51851851851852)","(1.6, 1.95, 1.940952380952381)","(8.0, 11.5, 10.8125)"
09-01-2023 11:16:38.798676,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.5, 4.371428571428572)","(31.0, 42.0, 34.275862068965516)","(21.0, 22.0, 20.962962962962962)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.51851851851852)","(1.6, 1.96, 1.9475)","(8.0, 11.5, 10.921052631578947)"
09-01-2023 11:16:40.135811,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.4, 4.35)","(31.0, 42.0, 34.275862068965516)","(21.0, 22.0, 20.055555555555557)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.70967741935484)","(1.6, 1.96, 1.9475)","(8.0, 11.5, 10.921052631578947)"
09-01-2023 11:16:41.524066,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.4, 4.589240506329114)","(31.0, 42.0, 34.275862068965516)","(21.0, 22.0, 20.125)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 19.51851851851852)","(1.6, 1.96, 1.9337499999999999)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:43.062705,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.6, 4.669942196531792)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.727272727272727)","(21.0, 44.0, 39.10526315789474)","(18.0, 21.0, 18.82608695652174)","(1.6, 1.94, 1.93)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:44.637054,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.7, 4.666480446927374)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.25)","(21.0, 44.0, 38.36363636363637)","(18.0, 21.0, 19.14814814814815)","(1.6, 1.94, 1.9133333333333333)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:45.974990,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.7, 4.666480446927374)","(31.0, 42.0, 34.30769230769231)","(21.0, 21.0, 19.25)","(21.0, 44.0, 37.951219512195124)","(18.0, 21.0, 19.14814814814815)","(1.6, 1.96, 1.923076923076923)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:47.300345,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.7, 4.574874371859297)","(31.0, 42.0, 34.30769230769231)","(21.0, 21.0, 19.210526315789473)","(21.0, 44.0, 37.951219512195124)","(18.0, 21.0, 19.14814814814815)","(1.6, 1.95, 1.9214285714285713)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:48.627729,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.7, 4.575062972292192)","(31.0, 42.0, 34.30769230769231)","(21.0, 21.0, 19.181818181818183)","(21.0, 44.0, 38.095238095238095)","(18.0, 21.0, 19.14814814814815)","(1.6, 1.95, 1.9214285714285713)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:49.985481,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.7, 4.575062972292192)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.181818181818183)","(21.0, 44.0, 37.64102564102564)","(18.0, 21.0, 19.14814814814815)","(1.6, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:51.262188,"(31.0, 65.0, 57.72727272727273)","(3.1, 4.7, 4.575062972292192)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.181818181818183)","(21.0, 44.0, 37.64102564102564)","(14.0, 21.0, 19.14814814814815)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:52.486425,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.575062972292192)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.181818181818183)","(21.0, 44.0, 37.64102564102564)","(14.0, 21.0, 19.14814814814815)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:53.761020,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.181818181818183)","(21.0, 44.0, 37.64102564102564)","(14.0, 21.0, 19.14814814814815)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:16:55.062677,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 42.0, 34.275862068965516)","(21.0, 21.0, 19.666666666666668)","(21.0, 44.0, 38.285714285714285)","(14.0, 21.0, 19.275862068965516)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 11.0)"
09-01-2023 11:16:56.379680,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 42.0, 34.275862068965516)","(21.0, 20.0, 19.666666666666668)","(21.0, 44.0, 41.53846153846154)","(14.0, 21.0, 19.275862068965516)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 11.0)"
09-01-2023 11:16:57.705334,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 42.0, 34.57142857142857)","(21.0, 20.0, 19.666666666666668)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.275862068965516)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 11.0)"
09-01-2023 11:16:59.030459,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 40.0, 34.78947368421053)","(21.0, 20.0, 19.153846153846153)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.275862068965516)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.847826086956522)"
09-01-2023 11:17:00.316914,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 40.0, 34.857142857142854)","(21.0, 20.0, 19.153846153846153)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.076923076923077)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.844827586206897)"
09-01-2023 11:17:01.606806,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 40.0, 34.857142857142854)","(21.0, 20.0, 19.0)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.076923076923077)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.844827586206897)"
09-01-2023 11:17:02.865780,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 40.0, 34.857142857142854)","(21.0, 20.0, 18.764705882352942)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.076923076923077)","(1.65, 1.95, 1.9333333333333333)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:04.105205,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.670285714285715)","(31.0, 40.0, 32.86486486486486)","(21.0, 20.0, 18.764705882352942)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.076923076923077)","(1.65, 1.95, 1.9272727272727272)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:05.381490,"(31.0, 65.0, 57.72727272727273)","(3.0, 4.7, 4.646938775510204)","(31.0, 40.0, 32.8421052631579)","(21.0, 20.0, 18.764705882352942)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.076923076923077)","(1.65, 1.95, 1.9272727272727272)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:06.649693,"(31.0, 65.0, 57.94117647058823)","(3.1, 4.7, 4.646938775510204)","(31.0, 40.0, 32.8421052631579)","(21.0, 20.0, 18.833333333333332)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.076923076923077)","(1.65, 1.95, 1.9272727272727272)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:07.867293,"(31.0, 65.0, 56.111111111111114)","(3.1, 4.7, 4.646938775510204)","(31.0, 40.0, 33.333333333333336)","(21.0, 20.0, 18.833333333333332)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 19.275862068965516)","(1.65, 1.95, 1.9272727272727272)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:09.033445,"(31.0, 65.0, 56.111111111111114)","(3.1, 4.7, 4.621212121212121)","(31.0, 38.0, 32.774193548387096)","(21.0, 20.0, 18.833333333333332)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.946428571428573)","(1.65, 1.95, 1.9233333333333333)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:10.243136,"(31.0, 65.0, 56.111111111111114)","(3.1, 4.7, 4.621212121212121)","(31.0, 38.0, 32.888888888888886)","(21.0, 20.0, 18.833333333333332)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.946428571428573)","(1.65, 1.95, 1.9233333333333333)","(8.0, 11.5, 10.636363636363637)"
09-01-2023 11:17:11.479231,"(31.0, 65.0, 56.111111111111114)","(3.1, 4.7, 4.618918918918919)","(31.0, 38.0, 32.888888888888886)","(21.0, 20.0, 18.75)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9278260869565216)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:12.662734,"(31.0, 65.0, 57.94117647058823)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 32.774193548387096)","(21.0, 20.0, 19.482758620689655)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9266666666666665)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:13.852238,"(31.0, 65.0, 57.94117647058823)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 32.774193548387096)","(21.0, 20.0, 19.318181818181817)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9305882352941175)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:15.027558,"(31.0, 65.0, 57.94117647058823)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 32.774193548387096)","(21.0, 20.0, 19.26923076923077)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.93)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:16.210326,"(31.0, 65.0, 58.333333333333336)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.142857142857146)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.53846153846154)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.93)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:17.403360,"(31.0, 65.0, 58.333333333333336)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.166666666666664)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.93)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:18.632530,"(31.0, 65.0, 58.333333333333336)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.166666666666664)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.93)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:19.755636,"(31.0, 65.0, 58.333333333333336)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.166666666666664)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:20.955543,"(31.0, 65.0, 61.12903225806451)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 33.73684210526316)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:22.136202,"(31.0, 65.0, 61.12903225806451)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 32.774193548387096)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:23.362966,"(31.0, 65.0, 61.12903225806451)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.142857142857146)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:24.538479,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.142857142857146)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:25.746326,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.142857142857146)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:26.926055,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.142857142857146)","(21.0, 20.0, 18.38095238095238)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9341176470588235)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:28.106649,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.6117647058823525)","(31.0, 38.0, 34.142857142857146)","(21.0, 20.0, 18.725)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.630434782608695)"
09-01-2023 11:17:29.279308,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.214285714285715)","(21.0, 20.0, 18.725)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.875)"
09-01-2023 11:17:30.446968,"(31.0, 65.0, 62.32142857142857)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.214285714285715)","(21.0, 20.0, 18.725)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.875)"
09-01-2023 11:17:31.552596,"(31.0, 65.0, 62.32142857142857)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.214285714285715)","(21.0, 20.0, 18.98)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.875)"
09-01-2023 11:17:32.687844,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.206896551724135)","(21.0, 20.0, 18.98)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.875)"
09-01-2023 11:17:33.859653,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.206896551724135)","(21.0, 20.0, 18.725)","(21.0, 42.0, 41.4)","(14.0, 21.0, 18.93103448275862)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.785714285714286)"
09-01-2023 11:17:35.005281,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.206896551724135)","(21.0, 20.0, 18.725)","(21.0, 42.0, 41.4)","(14.0, 21.0, 19.4375)","(1.65, 1.95, 1.9275)","(8.0, 11.5, 10.928571428571429)"
09-01-2023 11:17:36.165316,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.206896551724135)","(21.0, 20.0, 18.725)","(21.0, 42.0, 41.4)","(14.0, 20.0, 19.357142857142858)","(1.65, 1.95, 1.932)","(8.0, 11.5, 10.954545454545455)"
09-01-2023 11:17:37.305782,"(31.0, 65.0, 56.666666666666664)","(3.1, 4.7, 4.634782608695652)","(31.0, 38.0, 32.206896551724135)","(21.0, 20.0, 18.9375)","(21.0, 42.0, 41.4)","(14.0, 20.0, 18.833333333333332)","(1.65, 1.95, 1.932)","(8.0, 11.5, 10.954545454545455)"
09-01-2023 11:17:38.476012,"(31.0, 65.0, 62.32142857142857)","(3.1, 4.7, 4.623529411764705)","(31.0, 38.0, 32.206896551724135)","(21.0, 20.0, 18.9375)","(21.0, 42.0, 41.53846153846154)","(14.0, 20.0, 18.833333333333332)","(1.65, 1.95, 1.88432)","(8.0, 11.5, 11.058823529411764)"
09-01-2023 11:17:39.675579,"(31.0, 65.0, 62.32142857142857)","(3.3, 4.9, 4.774698795180723)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 18.785714285714285)","(21.0, 42.0, 38.18181818181818)","(14.0, 20.0, 18.6)","(1.65, 1.9, 1.8905555555555555)","(8.0, 11.5, 10.887096774193548)"
09-01-2023 11:17:40.863069,"(31.0, 65.0, 62.32142857142857)","(3.3, 4.8, 4.752631578947368)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 18.785714285714285)","(21.0, 44.0, 38.18181818181818)","(14.0, 20.0, 18.6)","(1.65, 1.9, 1.8822680412371133)","(8.0, 11.5, 10.758064516129032)"
09-01-2023 11:17:42.048698,"(31.0, 65.0, 56.666666666666664)","(3.3, 4.9, 4.803703703703704)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.055555555555557)","(21.0, 44.0, 38.18181818181818)","(14.0, 20.0, 18.6)","(1.65, 1.9, 1.8822680412371133)","(8.0, 11.5, 10.758064516129032)"
09-01-2023 11:17:43.232317,"(31.0, 65.0, 56.666666666666664)","(3.3, 4.9, 4.803703703703704)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.105263157894736)","(21.0, 44.0, 38.526315789473685)","(14.0, 20.0, 18.6)","(1.65, 1.9, 1.882634730538922)","(8.0, 11.5, 10.758064516129032)"
09-01-2023 11:17:44.423635,"(31.0, 65.0, 56.666666666666664)","(3.3, 4.9, 4.803703703703704)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.105263157894736)","(21.0, 44.0, 38.526315789473685)","(14.0, 20.0, 18.6)","(1.65, 1.9, 1.850831234256927)","(8.0, 11.5, 11.089285714285714)"
09-01-2023 11:17:45.589574,"(31.0, 65.0, 56.666666666666664)","(3.3, 4.9, 4.803703703703704)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.105263157894736)","(21.0, 44.0, 38.526315789473685)","(14.0, 20.0, 18.6)","(1.65, 1.88, 1.85)","(8.0, 11.5, 11.666666666666666)"
09-01-2023 11:17:46.779499,"(31.0, 65.0, 56.666666666666664)","(3.3, 5.0, 4.988235294117647)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.055555555555557)","(21.0, 44.0, 38.526315789473685)","(14.0, 20.0, 18.6)","(1.65, 1.86, 1.8483333333333334)","(8.0, 12.0, 11.660714285714286)"
09-01-2023 11:17:47.996892,"(31.0, 65.0, 62.58064516129032)","(3.3, 5.0, 4.988235294117647)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.055555555555557)","(21.0, 44.0, 38.526315789473685)","(14.0, 20.0, 18.6)","(1.65, 1.86, 1.8435714285714286)","(8.0, 12.0, 11.68)"
09-01-2023 11:17:49.188134,"(31.0, 65.0, 62.58064516129032)","(3.3, 5.1, 4.995238095238095)","(31.0, 38.0, 32.206896551724135)","(19.0, 20.0, 19.105263157894736)","(21.0, 44.0, 38.526315789473685)","(14.0, 20.0, 18.63157894736842)","(1.65, 1.85, 1.824)","(8.0, 12.0, 11.68)"
09-01-2023 11:17:50.369794,"(31.0, 65.0, 56.666666666666664)","(3.3, 5.1, 5.0473684210526315)","(31.0, 38.0, 33.333333333333336)","(19.0, 20.0, 21.11111111111111)","(21.0, 44.0, 38.74285714285714)","(14.0, 20.0, 18.63157894736842)","(1.65, 1.84, 1.81)","(8.0, 12.0, 11.775)"
09-01-2023 11:17:51.560181,"(31.0, 65.0, 56.666666666666664)","(3.3, 5.2, 5.065)","(31.0, 38.0, 33.333333333333336)","(19.0, 22.0, 20.555555555555557)","(21.0, 44.0, 38.74285714285714)","(14.0, 20.0, 18.63157894736842)","(1.65, 1.82, 1.8164285714285715)","(8.0, 12.0, 10.804545454545455)"
09-01-2023 11:17:52.761524,"(31.0, 65.0, 61.36363636363636)","(3.3, 5.2, 5.065)","(31.0, 38.0, 33.333333333333336)","(16.0, 22.0, 21.238095238095237)","(21.0, 44.0, 38.74285714285714)","(14.0, 20.0, 18.63157894736842)","(1.65, 1.82, 1.8078260869565217)","(8.0, 11.0, 10.925675675675675)"
09-01-2023 11:17:53.973935,"(31.0, 65.0, 61.36363636363636)","(3.3, 5.2, 5.061538461538461)","(31.0, 38.0, 33.8)","(16.0, 22.0, 21.46666666666667)","(21.0, 44.0, 38.74285714285714)","(14.0, 20.0, 19.0)","(1.65, 1.82, 1.8002247191011236)","(8.0, 11.0, 10.926666666666666)"
09-01-2023 11:17:55.185793,"(31.0, 65.0, 61.66666666666667)","(3.3, 5.2, 5.103571428571429)","(31.0, 38.0, 32.666666666666664)","(16.0, 22.0, 21.17241379310345)","(21.0, 44.0, 38.42424242424242)","(14.0, 20.0, 18.63157894736842)","(1.65, 1.81, 1.790259067357513)","(8.0, 11.0, 11.208333333333334)"
09-01-2023 11:17:56.395048,"(31.0, 65.0, 61.470588235294116)","(3.4, 5.1, 5.0874999999999995)","(31.0, 38.0, 33.027027027027025)","(16.0, 22.0, 22.333333333333332)","(21.0, 44.0, 39.05882352941177)","(14.0, 20.0, 19.833333333333332)","(1.6, 1.81, 1.7708759124087592)","(8.5, 11.5, 11.227272727272727)"
09-01-2023 11:17:57.641574,"(31.0, 65.0, 63.23529411764706)","(3.4, 5.0, 4.955)","(31.0, 38.0, 33.51219512195122)","(16.0, 23.0, 22.333333333333332)","(21.0, 44.0, 39.05882352941177)","(14.0, 24.0, 19.95)","(1.6, 1.79, 1.7744047619047618)","(8.5, 12.0, 11.290322580645162)"
09-01-2023 11:17:58.830015,"(31.0, 65.0, 63.18181818181818)","(3.4, 5.1, 5.041666666666666)","(31.0, 38.0, 33.4)","(16.0, 24.0, 22.333333333333332)","(21.0, 44.0, 43.38461538461539)","(14.0, 24.0, 20.464285714285715)","(1.6, 1.79, 1.774767441860465)","(8.5, 12.0, 11.264705882352942)"
09-01-2023 11:18:00.054444,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.0375)","(31.0, 38.0, 33.4)","(16.0, 24.0, 22.333333333333332)","(21.0, 44.0, 43.38461538461539)","(14.0, 24.0, 20.464285714285715)","(1.6, 1.79, 1.8167567567567569)","(8.5, 12.0, 11.290322580645162)"
09-01-2023 11:18:01.247496,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.0375)","(31.0, 38.0, 31.88235294117647)","(16.0, 24.0, 22.0)","(21.0, 44.0, 40.8)","(14.0, 24.0, 20.53846153846154)","(1.6, 1.82, 1.823846153846154)","(8.5, 12.0, 11.214285714285714)"
09-01-2023 11:18:02.424713,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.0375)","(31.0, 38.0, 32.22222222222222)","(16.0, 24.0, 22.0)","(21.0, 44.0, 43.0)","(14.0, 24.0, 20.823529411764707)","(1.6, 1.83, 1.8286206896551724)","(8.5, 12.0, 11.137931034482758)"
09-01-2023 11:18:03.679772,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.0375)","(31.0, 38.0, 32.22222222222222)","(16.0, 24.0, 22.303030303030305)","(21.0, 44.0, 43.77777777777778)","(14.0, 24.0, 21.36842105263158)","(1.6, 1.83, 1.8225581395348838)","(8.5, 12.0, 11.484848484848484)"
09-01-2023 11:18:04.842714,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.0375)","(31.0, 38.0, 32.8)","(16.0, 24.0, 22.303030303030305)","(21.0, 44.0, 43.77777777777778)","(14.0, 24.0, 21.36842105263158)","(1.6, 1.83, 1.8231707317073171)","(8.5, 12.0, 11.484848484848484)"
09-01-2023 11:18:06.038978,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.004761904761905)","(31.0, 38.0, 32.22222222222222)","(16.0, 24.0, 22.303030303030305)","(21.0, 44.0, 43.0)","(14.0, 24.0, 21.36842105263158)","(1.6, 1.83, 1.8231707317073171)","(8.5, 12.0, 11.5)"
09-01-2023 11:18:07.245047,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.004761904761905)","(31.0, 38.0, 32.22222222222222)","(16.0, 24.0, 22.303030303030305)","(21.0, 44.0, 43.0)","(14.0, 24.0, 21.674418604651162)","(1.6, 1.83, 1.8231707317073171)","(8.5, 12.0, 11.5)"
09-01-2023 11:18:08.457112,"(31.0, 65.0, 61.75675675675676)","(3.4, 5.1, 5.004761904761905)","(31.0, 38.0, 32.22222222222222)","(16.0, 24.0, 22.303030303030305)","(21.0, 44.0, 43.0)","(14.0, 24.0, 21.25)","(1.6, 1.83, 1.8045312500000001)","(8.5, 12.0, 11.5)"
