,My Defence,Bidgee Babe,Rickingrace,Infinite Hope,Shirley Hall,Shez A Warrior,Movintohellandback,Aliski
09-01-2023 12:06:24.996059,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:26.114952,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:27.206572,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:28.309961,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:29.485631,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:30.572191,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:31.709543,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:32.876207,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:34.061600,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:35.185488,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:36.324957,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:37.482224,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:38.620873,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:39.796211,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:40.954553,"(2.9, 4.0, 2.9846153846153847)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:42.109146,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:43.363346,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:44.552397,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:45.770887,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:46.968396,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:48.090034,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:49.236039,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:50.395392,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:51.508211,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:52.740905,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:53.854866,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:54.925731,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:55.953144,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:57.016112,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:58.153977,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:06:59.305622,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:00.513031,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:01.722490,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:02.843521,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:03.954281,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:05.062509,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.52)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:06.138265,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.28)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:07.195531,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.925)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:08.431813,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:09.552939,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:10.666905,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:11.927233,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:13.106783,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:14.242137,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:15.389041,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:16.520714,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:17.694399,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:18.834843,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:19.968070,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:21.158438,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:22.517745,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:23.814851,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:25.080198,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:26.233955,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.8)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:27.436832,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.425)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:28.701127,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.425)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:29.922818,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.425)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:31.077212,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.425)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:32.292819,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.425)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:33.516693,"(2.9, 3.95, 2.976923076923077)","(5.5, 9.0, 7.5)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:34.650962,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.8, 7.5)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.415)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:35.777942,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.8, 7.5)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:37.051211,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.8, 7.5)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:38.182950,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.8, 7.5)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:39.373383,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:40.568575,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:41.736398,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:43.161534,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:44.388326,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:45.653256,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:47.018315,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.792380952380952)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:48.395795,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:49.640431,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:50.909230,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:52.091478,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:53.305494,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:54.533379,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:55.758475,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:57.029687,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:58.271012,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:07:59.504098,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:08:00.751553,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:08:01.932609,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:08:03.171207,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
09-01-2023 12:08:04.336957,"(2.9, 3.95, 2.976923076923077)","(5.5, 8.2, 7.1)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.175)","(12.0, 23.0, 14.600000000000001)","(26.0, 220.0, 79.60000000000001)","(3.0, 5.0, 4.46)","(61.0, 220.0, 124.0)"
