,My Defence,Bidgee Babe,Rickingrace,Infinite Hope,Shirley Hall,Shez A Warrior,Movintohellandback,Aliski
09-01-2023 12:11:19.912002,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:21.088765,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:22.210691,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:23.323542,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:24.404177,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:25.443782,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:26.498653,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:27.596092,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:28.629168,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:29.786751,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:30.963691,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:32.103084,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:33.309982,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:34.523548,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:35.670605,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:36.850530,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:38.036333,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:39.217903,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:40.356571,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:41.490651,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:42.747460,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:43.954775,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:45.132511,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:46.305230,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:47.479196,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:48.688886,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:49.903397,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:51.073700,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:52.315776,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:53.511128,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:54.737824,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:55.960673,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:57.174331,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:58.393005,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:11:59.602512,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:00.876745,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:02.139211,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:03.397591,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:04.810377,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.683333333333333)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:06.207397,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:07.564435,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:08.962104,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:10.299466,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:11.572961,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:12.764743,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:13.992627,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:15.247978,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:16.499797,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:17.743619,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:19.070503,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:20.339865,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:21.614824,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:22.903894,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:24.156184,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:25.472258,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:26.716676,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:28.034295,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:29.325768,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:30.615439,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:31.967322,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:33.269625,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.52)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:34.574206,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.199999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 14.799999999999999)","(26.0, 220.0, 79.86666666666666)","(3.0, 5.0, 4.465)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:35.947976,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.699999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.5600000000000005)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 135.92000000000002)","(3.0, 5.0, 4.465)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:37.227882,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.699999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.4222222222222225)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 135.92000000000002)","(3.0, 5.0, 4.47)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:38.497745,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.699999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.4222222222222225)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 135.92000000000002)","(3.0, 5.0, 4.47)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:39.797465,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.699999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.4222222222222225)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.47)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:41.091820,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.699999999999999)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 5.4222222222222225)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.47)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:42.359395,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 7.0, 4.972727272727273)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.47)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:43.595903,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.8, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:44.881394,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:46.228756,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:47.609032,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:48.880339,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:50.144171,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:51.429675,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:52.608113,"(2.9, 4.0, 3.705)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:53.846993,"(2.9, 4.5, 4.08)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:55.206116,"(2.9, 4.4, 4.005000000000001)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:56.573295,"(2.9, 4.4, 4.005000000000001)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:57.918361,"(2.9, 4.4, 3.7920000000000003)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:12:59.201375,"(2.9, 4.4, 3.7920000000000003)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 150.0)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:13:00.708896,"(2.9, 4.4, 3.7920000000000003)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 80.33333333333333)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
09-01-2023 12:13:02.095694,"(2.9, 4.4, 3.7920000000000003)","(5.5, 8.2, 7.716666666666666)","(61.0, 220.0, 86.66666666666667)","(3.5, 6.6, 5.699999999999999)","(12.0, 23.0, 17.53333333333333)","(26.0, 220.0, 80.33333333333333)","(3.0, 5.0, 4.152)","(61.0, 220.0, 124.0)"
