,Square Dealer Nz,No Doubt Nz,Mummys Boy,Saving Major Percy,Le Tissier Nz,Sole Ambition Nz
08-12-2022 13:00:16.538891,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:17.631671,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:18.724480,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:19.700633,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:20.822504,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:21.926639,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:23.000465,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:24.058279,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:25.171950,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:26.382840,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:27.439102,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:28.438928,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:29.672527,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:30.888303,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:32.223647,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:33.247523,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:34.306095,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(8.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:35.329302,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:36.382554,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:37.518883,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:38.719793,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:39.861090,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:40.937505,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:41.971591,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:43.059232,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:44.196094,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:45.325108,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:46.509568,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:00:47.708968,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:48.661812,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:49.658867,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:50.707065,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:51.770421,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:52.798111,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:53.835676,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:54.855901,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:55.847130,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:56.788039,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:57.771330,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:00:58.835438,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:00.069665,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:01.300766,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:02.328628,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:03.470294,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:04.608126,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:05.690011,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:06.710908,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:08.067825,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:09.030722,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:10.027646,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:11.052786,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:12.124372,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:13.223057,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:14.321176,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(8.0, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:15.320301,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:16.284662,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:17.400537,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:18.523125,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:19.566277,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:20.636125,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:21.622044,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:22.683579,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:23.735801,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:24.840701,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:26.031227,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:27.194025,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:28.192302,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:29.353433,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:30.458141,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:31.666892,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:32.805969,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:33.936687,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:35.028067,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:36.072621,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:37.145624,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:38.239328,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:39.379984,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:40.597518,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:41.906908,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:42.938656,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:43.983671,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:45.148668,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:46.272547,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.7)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:47.483107,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:48.655716,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:49.859979,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:51.050352,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:52.185658,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:53.291277,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:54.513493,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:55.659024,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:56.729937,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:57.920038,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:01:59.065365,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:00.330461,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:01.554360,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:02.789427,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:03.997444,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:05.190994,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:06.408614,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:07.577277,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:08.672637,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:09.808446,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:10.967338,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:12.106083,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:13.181868,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:14.249638,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:15.349337,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:16.437833,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:17.582752,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:18.749992,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:19.936770,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:21.010753,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:22.237053,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:23.350456,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:24.536043,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:25.778494,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:27.049265,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:28.329794,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:29.413238,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:30.557268,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:31.718877,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:32.922070,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:34.084246,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:35.204643,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:02:36.365431,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
