,Square Dealer Nz,No Doubt Nz,Mummys Boy,Saving Major Percy,Le Tissier Nz,Sole Ambition Nz
08-12-2022 13:03:04.142906,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:05.320319,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:06.464393,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:07.655756,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:08.802176,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:09.954714,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:11.095401,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:12.284964,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:13.454087,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:14.588120,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:15.789730,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:16.926503,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:18.070733,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:19.230947,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:20.396411,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:21.501454,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:22.634734,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:23.725869,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:24.868019,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:26.086918,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:27.222406,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:28.408674,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:30.165381,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:31.646380,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:33.109005,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:34.473338,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:35.699461,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:36.977672,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:38.202413,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:39.337159,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:40.454311,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:41.602690,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:42.809595,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:44.010934,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:45.202825,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:46.308597,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:47.410503,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:48.591952,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:49.732612,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:50.877383,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:52.041107,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:53.171388,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:54.190118,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:55.307927,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:56.475906,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:57.659496,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:58.847971,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:03:59.985044,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:01.063920,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:02.152546,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:03.255243,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:04.422593,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:05.620882,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:06.791344,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:07.904815,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:08.931057,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:09.999988,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:11.117617,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:12.197510,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:13.276561,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:14.385845,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:15.436252,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:16.437327,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:17.532688,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:18.704785,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:19.855345,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:20.913214,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:22.140508,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:23.299414,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:24.462363,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:25.542659,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:26.896193,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:28.160574,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:29.243589,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:30.309608,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:31.390203,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:32.522264,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:33.586939,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:34.713954,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:35.906575,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:37.018154,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:38.038009,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:39.161973,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:40.291003,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:41.337423,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:42.467082,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:43.572014,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:44.712412,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:45.957283,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:47.160573,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:48.403590,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:49.605918,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:50.756629,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:51.857971,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:52.996154,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:54.069522,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:55.128008,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:56.325147,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:57.568789,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:04:58.757874,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:00.031739,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:01.205738,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:02.509920,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 14.333333333333334)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:03.660498,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 11.3)","(13.0, 20.0, 18.692307692307693)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:04.750650,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 11.333333333333332)","(13.0, 20.0, 17.333333333333332)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:05.822429,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 11.333333333333332)","(13.0, 20.0, 17.333333333333332)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:06.821675,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 11.333333333333332)","(13.0, 20.0, 17.333333333333332)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:07.753513,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:08.793178,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:09.876214,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:11.004457,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:12.038638,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:13.012757,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:13.959280,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:14.984376,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:16.144391,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:17.300997,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:18.455985,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:19.472343,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:20.466363,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:21.484897,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:22.495192,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:23.530649,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:24.484769,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:25.442937,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:26.487376,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:05:27.357753,"(2.7, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.9)","(13.0, 20.0, 15.75)","(3.6, 99999, 99990)","(16.0, 99999, 99990)"
