,Princeton Award,Almsgiver,Dirt On Harry,Springvale Road,Diamond Luke,Johandough,Takumi,Till Its Over,West Cliff,Glitter N Gold,So She Can Fly,Celtic Glory
08-12-2022 15:35:16.696131,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.23076923076923)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398915401301519)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.1055330634278)","(11.0, 13.0, 12.818181818181818)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.548076923076923)","(11.0, 13.5, 13.305429864253394)"
08-12-2022 15:35:18.359545,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.5)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398915401301519)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.1055330634278)","(11.0, 13.0, 12.818181818181818)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.305429864253394)"
08-12-2022 15:35:20.034400,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.1055330634278)","(11.0, 13.0, 12.818181818181818)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.305429864253394)"
08-12-2022 15:35:21.706369,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.1055330634278)","(11.0, 13.0, 12.818181818181818)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.305429864253394)"
08-12-2022 15:35:23.337895,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.1055330634278)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.305429864253394)"
08-12-2022 15:35:24.955562,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.305429864253394)"
08-12-2022 15:35:26.603561,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.287610619469026)"
08-12-2022 15:35:28.049038,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.287610619469026)"
08-12-2022 15:35:29.521626,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.714285714285715)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.287610619469026)"
08-12-2022 15:35:31.355703,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.37037037037037)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.287610619469026)"
08-12-2022 15:35:32.914515,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.435483870967742)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.29372197309417)"
08-12-2022 15:35:34.635518,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.414414414414415)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.29372197309417)"
08-12-2022 15:35:36.148018,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.414414414414415)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.29372197309417)"
08-12-2022 15:35:37.715289,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 13.96774193548387)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.29372197309417)"
08-12-2022 15:35:39.344129,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.966981132075471)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.488826815642458)"
08-12-2022 15:35:41.109185,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.914225941422593)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.105405405405405)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.325)"
08-12-2022 15:35:42.574109,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.914225941422593)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.282608695652174)"
08-12-2022 15:35:44.132086,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.282608695652174)"
08-12-2022 15:35:45.845116,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 13.5, 13.038011695906432)"
08-12-2022 15:35:47.540261,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.791666666666666)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 14.0, 13.03757225433526)"
08-12-2022 15:35:49.437861,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.802469135802468)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(11.0, 14.0, 13.03757225433526)"
08-12-2022 15:35:51.397488,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.802469135802468)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:35:53.870419,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.802469135802468)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:35:55.768495,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.802469135802468)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:35:57.753700,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:35:59.547481,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:01.282582,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.91125541125541)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.813725490196079)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:02.884726,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.994791666666666)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:04.651767,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.994791666666666)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:06.335956,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.994791666666666)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398908296943231)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.51546391752577)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:08.029858,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.994791666666666)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:09.736950,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.99492385786802)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:11.425559,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.99492385786802)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:13.136217,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 13.99492385786802)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:14.745299,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.0, 14.273809523809524)","(21.0, 27.0, 26.11627906976744)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:16.333215,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.273809523809524)","(21.0, 27.0, 26.11627906976744)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:17.927371,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.264705882352942)","(21.0, 27.0, 25.914285714285715)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.103448275862069)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.36363636363636)","(6.5, 7.8, 7.7192546583850925)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:19.621549,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.71232876712328)","(6.5, 7.8, 7.7192546583850925)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:21.240214,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.71232876712328)","(6.5, 7.8, 7.727152317880795)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.03757225433526)"
08-12-2022 15:36:22.758356,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.71232876712328)","(6.5, 7.8, 7.727152317880795)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:24.134933,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398871331828443)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.71232876712328)","(6.5, 7.8, 7.727152317880795)","(21.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:25.480291,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398866213151928)","(21.0, 34.0, 32.76923076923077)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.41791044776119)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:26.840635,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398866213151928)","(21.0, 34.0, 32.76923076923077)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.41791044776119)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:28.268611,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 32.76923076923077)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:29.677892,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 32.76923076923077)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:31.101343,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 32.76923076923077)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:32.460296,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:33.840914,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:35.283716,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:36.781436,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:38.283518,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.03125)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:39.717732,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.142857142857142)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
08-12-2022 15:36:41.141496,"(5.5, 6.4, 6.286486486486487)","(12.0, 14.5, 14.065217391304348)","(21.0, 27.0, 26.344827586206897)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.4, 5.398812351543944)","(21.0, 34.0, 33.42857142857143)","(5.5, 6.2, 6.094458438287154)","(11.0, 13.0, 12.833333333333334)","(71.0, 110.0, 106.61971830985915)","(6.5, 7.8, 7.727152317880795)","(20.0, 25.0, 24.510416666666668)","(12.0, 14.0, 13.036516853932584)"
