,Long Gully Brown,Burning Fee,Bailey The Rock,Bruces Angel,Ballroom Belle,Emerley Cougar
04-01-2023 10:37:22.240855,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:23.080467,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:23.955859,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:24.859578,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:25.771590,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:26.655225,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:27.580400,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:28.473889,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:29.374281,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:30.303520,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:31.233636,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:32.198551,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:33.145594,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:34.092869,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:35.023693,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:35.941821,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:36.854167,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:37.743080,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:38.661395,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:39.520196,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:40.393710,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:41.272335,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:42.160205,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:43.044563,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:43.919854,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:44.826579,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:45.726059,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:46.659565,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:47.566795,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:48.492507,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:49.406517,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:50.414818,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:51.357612,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:52.332821,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:53.298444,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:54.252707,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:55.219266,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:56.170776,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:57.134721,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:58.099483,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:59.065668,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:37:59.993283,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:00.877285,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:01.757729,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:02.612629,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:03.492395,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:04.406659,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:05.256888,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:06.161324,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:07.017634,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:07.904605,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:08.789728,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:09.647217,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:10.538446,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:11.387543,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:12.274189,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:13.192936,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:14.088770,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:14.954971,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:15.809251,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:16.669342,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:17.503211,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:18.397364,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:19.355798,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:20.248133,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:21.180987,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:22.057133,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:22.963122,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:23.841208,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:24.740439,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:25.629900,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:26.472129,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:27.331360,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:28.247628,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:29.121209,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:30.022154,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:30.911727,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:31.820732,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:32.732389,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:33.639588,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:34.563248,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:35.475625,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:36.463442,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:37.384923,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:38.373104,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:39.352499,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:40.317233,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:41.272314,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:42.179664,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:43.101593,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:43.983933,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:44.853487,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:45.758789,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:46.618459,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:47.490534,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:48.376921,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:49.278020,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:50.203480,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:51.120408,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
04-01-2023 10:38:52.124770,"(2.05, 3.25, 2.836086956521739)","(14.0, 46.0, 33.88461538461539)","(14.0, 38.0, 28.192307692307693)","(5.5, 13.0, 10.958620689655172)","(8.5, 19.0, 16.409090909090907)","(2.5, 4.1, 3.0894736842105264)"
