,Yarraman Rocky,Rockslide,Favreau,Rocknroll Max Nz,The Weekend,Bejiggity,Raani,Ideal Tiger Nz
05-01-2023 15:33:02.382940,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:03.475990,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:04.597067,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:05.762517,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:06.936405,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:08.161511,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:09.309088,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:10.359101,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:11.474209,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:12.693424,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:13.920402,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:15.102962,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:16.194513,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:17.335661,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:18.595544,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:19.868468,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:21.095243,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:22.288371,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:23.374334,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:24.569634,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:25.797738,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:27.101893,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:28.444491,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:29.924905,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:31.205093,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:32.491374,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:33.799187,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:35.046423,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:36.365433,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:37.728931,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:39.017035,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:40.231373,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 4.05)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:41.434022,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 4.05)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:42.589413,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.954285714285714)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.525)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:43.831432,"(31.0, 65.0, 41.0)","(2.6, 3.4, 3.2357894736842105)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.2, 3.3088607594936708)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:45.060918,"(31.0, 65.0, 41.0)","(2.6, 3.4, 3.2357894736842105)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 4.0, 3.308333333333333)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:46.389902,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:47.640215,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:48.809461,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:49.900524,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:51.031583,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:52.272462,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 8.1)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.3)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:53.680457,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:54.919070,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:56.029532,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:57.517063,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:33:59.058972,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:00.368342,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:01.604904,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:02.833693,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:03.964839,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:05.194647,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:06.366880,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:07.585885,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:08.844911,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:10.075125,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:11.528140,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:12.870682,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:14.139102,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:15.352013,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 10.16)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:16.662721,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:17.944202,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:19.226188,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:20.579715,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:21.820742,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:23.117231,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:24.347185,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:25.538993,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:26.911344,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:28.141806,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:29.415947,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:30.561438,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:31.718994,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:32.899914,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:34.034494,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:35.267393,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:36.518745,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:37.756258,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:39.111295,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:40.729795,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:41.975671,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:43.203569,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:44.531338,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:45.849354,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:47.023917,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:48.193610,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:49.484118,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:50.586152,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:51.673561,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:52.895550,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
05-01-2023 15:34:54.095278,"(31.0, 65.0, 41.0)","(2.6, 3.4, 2.7920000000000003)","(6.5, 9.6, 7.333333333333333)","(61.0, 99999, 99990)","(3.2, 3.95, 3.625)","(6.5, 11.0, 9.0)","(7.5, 12.5, 10.299999999999999)","(8.0, 99999, 99990)"
