,White Star Village,Keayang Alex,Well Thats Alright,All Good,Moreartsthanclass,Didshedoit Nz,Be The One,Charisma King,Heart Of Oaklands,Tallaras Shadow,Markleigh Caz,Clarenden Legacy
14-12-2022 19:26:49.265948,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:50.762202,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:52.260490,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:53.700282,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:55.182505,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:56.633224,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:58.078334,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:26:59.521584,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:00.981755,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:02.337921,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:03.754608,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:05.205239,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:06.660358,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:08.063978,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:09.534479,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:10.988437,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:12.417383,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:13.847472,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:15.267589,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:16.717291,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:18.133832,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:19.525155,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:20.926783,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:22.440559,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:23.957609,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:25.447623,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:26.904510,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:28.294739,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.1875)"
14-12-2022 19:27:29.698027,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 8.64)"
14-12-2022 19:27:31.106392,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 8.925)"
14-12-2022 19:27:32.504836,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.533333333333333)"
14-12-2022 19:27:33.872779,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.3, 4.04)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:35.345605,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:36.666929,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:37.993536,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:39.398330,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:40.946096,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:42.427029,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:43.949040,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:45.428529,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:46.858309,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:48.241703,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.266666666666667)"
14-12-2022 19:27:49.783779,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 9.5)"
14-12-2022 19:27:51.232075,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:27:52.762368,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.04)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:27:54.364425,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:27:55.854184,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:27:57.311988,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:27:58.749997,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:00.243147,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:01.593624,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:03.024486,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:04.393167,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:05.766606,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:07.202427,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:08.689129,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:10.098050,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:11.378492,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:12.634073,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
14-12-2022 19:28:14.091441,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.625)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.3, 4.817857142857143)","(91.0, 320.0, 272.0)","(26.0, 60.0, 47.66666666666667)","(10.0, 19.0, 15.16)","(6.0, 11.0, 8.6)"
