,Arnhem Axel,Bonnet Surfer,Coco Evie,Sunshine Fire,Velocity Tori,Villainess,Hurricane Villa
07-12-2022 19:49:08.902656,"(9.0, 19.0, 10.771428571428572)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:09.932045,"(9.0, 19.0, 10.771428571428572)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:10.893284,"(9.0, 19.0, 10.771428571428572)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:11.929357,"(9.0, 19.0, 10.771428571428572)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:12.932754,"(9.0, 19.0, 10.771428571428572)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:13.962706,"(9.0, 19.0, 14.1)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:15.126397,"(9.0, 19.0, 10.942857142857143)","(20.0, 50.0, 35.17647058823529)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 7.574999999999999)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:16.150614,"(9.0, 19.0, 10.942857142857143)","(20.0, 50.0, 34.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.6, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:17.124551,"(9.0, 19.0, 10.942857142857143)","(20.0, 50.0, 33.2)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:18.241301,"(9.0, 19.0, 10.942857142857143)","(20.0, 50.0, 33.2)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:19.175540,"(9.0, 19.0, 10.942857142857143)","(20.0, 50.0, 34.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:20.139337,"(9.0, 19.0, 12.733333333333333)","(20.0, 50.0, 34.25)","(13.0, 28.0, 19.75)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:21.152544,"(9.0, 19.0, 12.733333333333333)","(20.0, 50.0, 34.25)","(13.0, 28.0, 19.75)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:22.336902,"(9.0, 19.0, 12.733333333333333)","(20.0, 50.0, 34.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:23.429045,"(9.0, 19.0, 12.733333333333333)","(20.0, 50.0, 34.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:24.447711,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.373076923076923)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:25.473049,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.277727272727273)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:26.442392,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.277727272727273)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:27.380223,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.277727272727273)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:28.373128,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:29.363319,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:30.431851,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:31.415168,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:32.418885,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:33.353835,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:34.321806,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:35.561879,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:36.539030,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:37.605882,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:38.720206,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 14.4375)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:39.834862,"(9.0, 19.0, 12.733333333333333)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.791666666666666)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:41.002245,"(9.0, 19.0, 10.942857142857143)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.791666666666666)","(2.1, 3.15, 2.4154545454545455)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:42.158560,"(9.0, 19.0, 10.942857142857143)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.791666666666666)","(2.1, 3.15, 2.277727272727273)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:43.225897,"(9.0, 19.0, 10.942857142857143)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.791666666666666)","(2.1, 3.15, 2.277727272727273)","(6.5, 12.0, 10.133333333333333)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:44.205029,"(9.0, 19.0, 13.654545454545454)","(20.0, 60.0, 39.25)","(13.0, 28.0, 18.71875)","(2.1, 3.15, 2.277727272727273)","(6.5, 12.0, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:45.126067,"(9.0, 19.0, 13.654545454545454)","(20.0, 60.0, 39.25)","(13.0, 28.0, 18.71875)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:46.111560,"(9.0, 19.0, 10.771428571428572)","(20.0, 60.0, 39.25)","(13.0, 28.0, 18.71875)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:47.153075,"(9.0, 19.0, 13.654545454545454)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.925)"
07-12-2022 19:49:48.312142,"(9.0, 19.5, 11.185714285714287)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.8, 5.85)"
07-12-2022 19:49:49.427329,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:50.508643,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:51.554207,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:52.619905,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:53.704908,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:54.752883,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:55.782694,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:56.779250,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:57.790556,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:58.823462,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:49:59.838188,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:00.810046,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.277727272727273)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.30625)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:01.761403,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.25909090909091)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:02.793074,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:03.866583,"(9.0, 19.0, 12.866666666666667)","(20.0, 60.0, 39.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:04.978262,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 40.96153846153846)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:06.015110,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 40.96153846153846)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.48)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:07.089500,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 40.96153846153846)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.48)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:08.034480,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 40.96153846153846)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.48)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:08.993679,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 40.96153846153846)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:10.016652,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:11.036838,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:12.089346,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:13.068025,"(9.0, 19.0, 12.866666666666667)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:14.023170,"(9.0, 19.0, 12.6)","(20.0, 55.0, 35.53333333333333)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:15.067152,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:16.167574,"(9.0, 19.0, 13.0)","(20.0, 55.0, 35.53333333333333)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:17.252523,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:18.339391,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:19.434624,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:20.473325,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:21.535672,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:22.605847,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:23.557758,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:24.543710,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.48)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:25.497367,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.48)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:26.563386,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.48)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:27.686658,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:28.787479,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:29.872419,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:30.961566,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:32.101134,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:33.110646,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:34.061103,"(9.0, 19.0, 13.0)","(20.0, 55.0, 36.75)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:35.056178,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:36.035317,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:37.052121,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:38.133377,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 13.333333333333334)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:39.214446,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:40.285974,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:41.354093,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:42.376892,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 20.0)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:43.432680,"(9.0, 19.0, 13.0)","(20.0, 50.0, 34.25)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:44.499351,"(9.0, 19.0, 12.6)","(20.0, 50.0, 33.2)","(13.0, 28.0, 17.647058823529413)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:45.614788,"(9.0, 19.0, 12.6)","(20.0, 50.0, 33.2)","(13.0, 27.0, 24.857142857142858)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 5.46875)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:46.741464,"(9.0, 19.0, 12.6)","(20.0, 50.0, 34.25)","(13.0, 27.0, 19.5)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.8, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:47.882893,"(9.0, 19.0, 12.6)","(20.0, 50.0, 34.25)","(13.0, 27.0, 19.5)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
07-12-2022 19:50:48.995819,"(9.0, 19.0, 12.6)","(20.0, 50.0, 34.25)","(13.0, 27.0, 19.5)","(2.1, 3.15, 2.6313513513513516)","(6.5, 11.5, 9.8)","(4.4, 8.6, 6.0)","(4.6, 7.6, 5.85)"
