,Rippin Grace,Makuru,Sassy Blade,Fava Monelli,Jumpin Jules,Super Charge,Ash The Flash
07-01-2023 21:06:16.216813,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 330.0, 243.75)"
07-01-2023 21:06:17.223348,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 330.0, 243.75)"
07-01-2023 21:06:18.259009,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 330.0, 243.75)"
07-01-2023 21:06:19.362966,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 330.0, 192.3076923076923)"
07-01-2023 21:06:20.468238,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 192.3076923076923)"
07-01-2023 21:06:21.563291,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 192.3076923076923)"
07-01-2023 21:06:22.703655,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 192.3076923076923)"
07-01-2023 21:06:23.676996,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 192.3076923076923)"
07-01-2023 21:06:24.667935,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 192.3076923076923)"
07-01-2023 21:06:25.657256,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 192.3076923076923)"
07-01-2023 21:06:26.742884,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:27.833128,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:28.959199,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:30.085535,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 190.0, 158.84210526315792)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:31.210075,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 180.0, 128.25)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:32.318717,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 180.0, 128.25)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:33.371747,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 180.0, 128.25)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:34.422327,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 180.0, 128.25)","(7.0, 15.0, 12.466666666666667)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:35.409328,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:36.445759,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:37.547260,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:38.653812,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:39.738490,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:40.795371,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:41.782888,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:42.709786,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:43.762825,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:44.908897,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:46.013664,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:47.192355,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:48.348665,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:49.452711,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:50.685640,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:51.744290,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:52.779119,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:53.944799,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:55.204745,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:56.823527,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:58.106177,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 128.25)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:06:59.282832,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 150.94736842105263)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:00.504469,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 180.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:01.680774,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:02.703364,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:03.810862,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:04.949949,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:06.172830,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:07.360395,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:08.515014,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:09.776119,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:11.003468,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:12.104329,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:13.303646,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:14.347158,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:15.597116,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:16.908175,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:18.042318,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:19.203419,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:20.361997,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:21.557991,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:22.684257,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:23.790831,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:24.824886,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:25.909571,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:27.150154,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:28.338625,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 113.11111111111111)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:29.472652,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 170.0, 130.5)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:30.579961,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:31.729605,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:32.778738,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:33.847970,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:34.877291,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:35.994596,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:37.045658,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:38.175370,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(26.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:39.323964,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:40.445583,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:41.479129,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 115.75)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:42.670310,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:43.718841,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:44.885181,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:46.014589,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:47.101579,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:48.137888,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:49.224472,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:50.247937,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:51.355407,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:52.365040,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:53.475173,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:54.649812,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:55.823631,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:56.968199,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 185.71428571428572)"
07-01-2023 21:07:58.166680,"(2.0, 2.2, 1.9714285714285713)","(11.0, 27.0, 20.5)","(81.0, 610.0, 551.6666666666667)","(2.0, 3.8, 2.8285714285714283)","(21.0, 160.0, 107.55555555555556)","(7.0, 15.0, 9.08)","(31.0, 340.0, 243.75)"
