,Alta Billy,Southbound Train Nz,Uncle Jay,Selsey Bill Nz,Our Money Rocks,Red Reactor Nz,Carlo Gambino Nz,Father Bob,Soho Sinatra,Blue Chip Delight Nz
07-01-2023 17:12:36.349853,"(9.0, 16.0, 15.222222222222221)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.466666666666667)","(5.5, 99999, 99990)"
07-01-2023 17:12:37.574364,"(9.0, 16.0, 15.222222222222221)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.466666666666667)","(5.5, 99999, 99990)"
07-01-2023 17:12:38.802103,"(9.0, 16.0, 15.222222222222221)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.466666666666667)","(5.5, 99999, 99990)"
07-01-2023 17:12:40.064498,"(9.0, 16.0, 15.222222222222221)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.466666666666667)","(5.5, 99999, 99990)"
07-01-2023 17:12:41.480604,"(9.0, 16.0, 15.222222222222221)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.466666666666667)","(5.5, 99999, 99990)"
07-01-2023 17:12:42.880391,"(9.0, 16.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.466666666666667)","(5.5, 99999, 99990)"
07-01-2023 17:12:44.189906,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.166666666666668)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.4, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:45.464593,"(9.0, 16.0, 15.222222222222221)","(51.0, 99999, 99990)","(13.0, 24.0, 20.166666666666668)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:46.766461,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:48.029425,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:49.262610,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:50.504630,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:51.660670,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:52.850123,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:54.289418,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:55.674407,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:57.008291,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:58.364134,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:12:59.784965,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:01.132026,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:02.457098,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:03.808042,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:05.160839,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:06.488615,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:07.780081,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:09.077676,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:10.288271,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:11.490980,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:12.672979,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:13.929963,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:15.174889,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:16.496813,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:17.833798,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:19.249918,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:20.601778,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:21.954897,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:23.381568,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:24.732584,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:26.049493,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:27.468408,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:28.852031,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:30.096510,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:31.444006,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:32.644639,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 8.42)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 5.92)","(3.5, 6.6, 4.533333333333333)","(5.5, 99999, 99990)"
07-01-2023 17:13:33.844927,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:35.080555,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:36.406361,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:37.677529,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:39.015369,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:40.407086,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:41.747169,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:43.150341,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:44.508447,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:45.871116,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:47.166270,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:48.498218,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:49.838366,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:51.115845,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:52.357110,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:53.586449,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:54.800251,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:56.025134,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:57.334125,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:58.620092,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:13:59.971056,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:01.272875,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:02.610287,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:03.918777,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:05.263910,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:06.591887,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:07.917895,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:09.244852,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:10.633854,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:11.949985,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:13.223219,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:14.471561,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:15.790787,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
