,Two Bit Kid,Franco,Likeable,Torontotoro,Black Candy,My Buddy B
14-12-2022 12:18:45.370416,"(4.4, 7.0, 6.536842105263158)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.266666666666667)","(41.0, 490.0, 306.0)","(2.2, 2.24, 2.185)"
14-12-2022 12:18:46.264792,"(4.4, 7.0, 6.536842105263158)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.266666666666667)","(41.0, 490.0, 306.0)","(2.2, 2.24, 2.1869565217391305)"
14-12-2022 12:18:47.135128,"(4.4, 7.0, 6.536842105263158)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.266666666666667)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1869565217391305)"
14-12-2022 12:18:48.092187,"(4.4, 7.0, 6.536842105263158)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.266666666666667)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:49.094017,"(4.4, 7.0, 6.536842105263158)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.266666666666667)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:50.211204,"(4.4, 7.0, 6.413333333333333)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:51.168276,"(4.4, 7.0, 6.158823529411765)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:52.147797,"(4.4, 7.0, 6.158823529411765)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:53.158776,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:54.115130,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:55.234727,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:56.256991,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 23.0, 18.333333333333336)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:57.229766,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 21.0, 14.333333333333332)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:58.250996,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 20.0, 16.333333333333332)","(3.3, 5.0, 4.8090909090909095)","(41.0, 490.0, 375.0)","(2.2, 2.22, 2.1675)"
14-12-2022 12:18:59.257217,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 20.0, 16.333333333333332)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 347.1428571428571)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:00.260734,"(4.4, 7.0, 6.10625)","(21.0, 36.0, 28.0)","(7.5, 20.0, 16.333333333333332)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 347.1428571428571)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:01.293747,"(4.4, 7.0, 6.0375)","(21.0, 36.0, 28.0)","(7.5, 19.5, 16.0)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:02.261717,"(4.4, 6.8, 6.1454545454545455)","(21.0, 36.0, 28.0)","(7.5, 19.5, 16.0)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:03.319513,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.5, 11.1)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:04.389698,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.5, 11.1)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:05.372973,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.5, 11.1)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:06.321603,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.5, 11.1)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:07.298624,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.5, 11.1)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:08.242848,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:09.272888,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1675)"
14-12-2022 12:19:10.366899,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.1500000000000004)"
14-12-2022 12:19:11.412362,"(4.4, 6.8, 6.25)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.22, 2.21)"
14-12-2022 12:19:12.493643,"(4.4, 6.8, 6.171428571428572)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.2966666666666664)"
14-12-2022 12:19:13.578867,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:14.681362,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:15.562952,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:16.553280,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 19.0, 15.666666666666668)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:17.537651,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 18.5, 15.333333333333332)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:18.560393,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 18.5, 13.222222222222221)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:19.679775,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 18.5, 13.222222222222221)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 277.33333333333337)","(2.2, 2.34, 2.28)"
14-12-2022 12:19:20.810412,"(4.4, 6.8, 6.266666666666667)","(21.0, 36.0, 28.0)","(7.5, 18.5, 14.428571428571429)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 308.0)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:21.800398,"(4.4, 6.8, 6.1)","(21.0, 36.0, 28.0)","(7.5, 18.5, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 308.0)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:22.810337,"(4.4, 6.8, 6.1)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 400.0, 246.79999999999998)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:23.805337,"(4.4, 6.6, 6.314285714285714)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:24.725228,"(4.4, 6.6, 6.142857142857142)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:25.769473,"(4.4, 6.6, 5.888888888888888)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:26.757141,"(4.4, 6.6, 5.888888888888888)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.34, 2.3033333333333332)"
14-12-2022 12:19:27.805866,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.34, 2.3233333333333333)"
14-12-2022 12:19:28.886168,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:29.834212,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:30.839503,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:31.794990,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.8090909090909095)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:32.853003,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 18.0, 13.5)","(3.3, 5.0, 4.9375)","(41.0, 390.0, 246.79999999999998)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:34.025864,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 17.5, 14.666666666666668)","(3.3, 5.5, 4.8)","(41.0, 390.0, 270.5)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:35.155068,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 17.5, 14.666666666666668)","(3.3, 5.5, 5.163636363636364)","(41.0, 350.0, 270.5)","(2.2, 2.36, 2.3233333333333333)"
14-12-2022 12:19:36.283834,"(4.4, 6.4, 6.0)","(21.0, 36.0, 28.0)","(7.5, 17.5, 14.666666666666668)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.36, 2.319259259259259)"
14-12-2022 12:19:37.405079,"(4.4, 6.4, 6.2)","(21.0, 36.0, 28.0)","(7.5, 17.0, 13.571428571428571)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.36, 2.3036363636363637)"
14-12-2022 12:19:38.527759,"(4.4, 6.4, 5.88)","(21.0, 36.0, 28.0)","(7.5, 17.0, 13.571428571428571)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.34, 2.3036363636363637)"
14-12-2022 12:19:39.518854,"(4.4, 6.4, 5.88)","(21.0, 36.0, 28.0)","(7.5, 17.0, 13.571428571428571)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.34, 2.3036363636363637)"
14-12-2022 12:19:40.639086,"(4.4, 6.4, 5.88)","(21.0, 36.0, 28.0)","(7.5, 16.0, 12.11111111111111)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.34, 2.3036363636363637)"
14-12-2022 12:19:41.798882,"(4.4, 6.4, 5.88)","(21.0, 36.0, 28.0)","(7.5, 16.0, 12.11111111111111)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.34, 2.3036363636363637)"
14-12-2022 12:19:43.012713,"(4.4, 6.4, 5.88)","(21.0, 36.0, 28.0)","(7.5, 16.0, 12.11111111111111)","(3.3, 5.4, 5.163636363636364)","(41.0, 350.0, 192.0)","(2.2, 2.34, 2.113913043478261)"
14-12-2022 12:19:44.143600,"(4.4, 6.4, 5.88)","(21.0, 36.0, 28.0)","(7.5, 16.0, 10.899999999999999)","(3.3, 5.4, 4.800000000000001)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.14, 2.113913043478261)"
14-12-2022 12:19:45.198710,"(4.4, 6.4, 5.5)","(21.0, 36.0, 30.0)","(7.5, 16.0, 10.899999999999999)","(3.3, 5.4, 4.800000000000001)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.14, 2.113913043478261)"
14-12-2022 12:19:46.314994,"(4.4, 6.2, 5.325)","(21.0, 36.0, 30.0)","(7.5, 15.5, 13.399999999999999)","(3.3, 5.4, 4.800000000000001)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.14, 2.113913043478261)"
14-12-2022 12:19:47.389971,"(4.4, 6.2, 5.325)","(21.0, 36.0, 27.0)","(7.5, 15.0, 12.1)","(3.3, 5.4, 4.3375)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.12, 2.1118367346938776)"
14-12-2022 12:19:48.416726,"(4.4, 6.2, 5.325)","(21.0, 36.0, 30.5)","(7.5, 15.0, 12.1)","(3.3, 5.3, 4.7)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.12, 2.1)"
14-12-2022 12:19:49.505323,"(4.4, 6.2, 5.325)","(21.0, 36.0, 30.5)","(7.5, 15.0, 12.1)","(3.3, 5.2, 4.4)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.12, 2.0433333333333334)"
14-12-2022 12:19:50.799949,"(4.4, 6.2, 5.325)","(21.0, 36.0, 31.6)","(7.5, 15.0, 11.32)","(3.3, 5.2, 4.7)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.1, 2.0433333333333334)"
14-12-2022 12:19:51.984502,"(4.4, 6.2, 5.325)","(21.0, 36.0, 31.6)","(7.5, 14.5, 11.32)","(3.3, 5.2, 4.7)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.1, 1.95625)"
14-12-2022 12:19:53.198109,"(4.4, 6.2, 5.4222222222222225)","(21.0, 36.0, 31.6)","(7.5, 14.5, 11.32)","(3.3, 5.2, 4.7)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.0, 1.9625)"
14-12-2022 12:19:54.398339,"(4.4, 6.2, 5.4222222222222225)","(21.0, 36.0, 31.6)","(7.5, 14.5, 11.32)","(3.3, 5.2, 4.7)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.0, 1.9625)"
14-12-2022 12:19:55.621068,"(4.4, 6.2, 5.4222222222222225)","(21.0, 36.0, 31.6)","(7.5, 14.5, 10.571428571428571)","(3.3, 5.2, 4.7)","(41.0, 350.0, 244.66666666666666)","(2.2, 2.0, 2.081176470588235)"
14-12-2022 12:19:56.856571,"(4.4, 6.2, 5.325)","(21.0, 36.0, 32.666666666666664)","(7.5, 14.0, 12.91764705882353)","(3.3, 5.2, 5.1689655172413795)","(41.0, 350.0, 271.5)","(2.2, 2.1, 2.0946875)"
14-12-2022 12:19:58.102488,"(4.4, 6.2, 5.967741935483871)","(21.0, 36.0, 32.666666666666664)","(7.5, 14.0, 12.91764705882353)","(3.3, 5.2, 5.175)","(41.0, 350.0, 271.5)","(2.2, 2.1, 2.0963636363636367)"
14-12-2022 12:19:59.328544,"(4.4, 6.0, 5.896296296296296)","(21.0, 36.0, 30.0)","(7.5, 14.0, 12.91764705882353)","(3.3, 5.2, 5.175)","(41.0, 350.0, 271.5)","(2.2, 2.1, 2.0963636363636367)"
14-12-2022 12:20:00.474155,"(4.4, 6.0, 5.896296296296296)","(21.0, 36.0, 30.0)","(7.5, 14.0, 10.799999999999999)","(3.3, 5.2, 4.75)","(41.0, 350.0, 271.5)","(2.2, 2.1, 2.0876923076923077)"
14-12-2022 12:20:01.598314,"(4.4, 6.0, 5.36)","(21.0, 36.0, 33.8)","(7.5, 14.0, 10.799999999999999)","(3.3, 5.2, 4.75)","(41.0, 350.0, 271.5)","(2.2, 2.1, 2.0957142857142856)"
14-12-2022 12:20:02.841634,"(4.4, 6.4, 5.6000000000000005)","(21.0, 36.0, 34.166666666666664)","(7.5, 14.0, 10.799999999999999)","(3.3, 5.2, 5.142857142857143)","(41.0, 350.0, 297.6666666666667)","(2.2, 2.12, 2.1136)"
14-12-2022 12:20:03.951253,"(4.4, 6.4, 6.172413793103448)","(21.0, 36.0, 34.166666666666664)","(7.5, 14.0, 12.91764705882353)","(3.3, 5.2, 5.180487804878049)","(41.0, 350.0, 297.6666666666667)","(2.2, 2.12, 2.1136)"
14-12-2022 12:20:05.026912,"(4.4, 6.4, 5.371428571428572)","(21.0, 36.0, 33.6)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.08)","(41.0, 350.0, 245.33333333333334)","(2.2, 2.34, 2.248235294117647)"
14-12-2022 12:20:06.149608,"(4.4, 6.4, 5.371428571428572)","(21.0, 36.0, 33.6)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.08)","(41.0, 350.0, 245.33333333333334)","(2.2, 2.34, 2.248235294117647)"
14-12-2022 12:20:07.265733,"(4.4, 6.4, 5.371428571428572)","(21.0, 36.0, 32.857142857142854)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.08)","(41.0, 350.0, 245.33333333333334)","(2.2, 2.34, 2.248235294117647)"
14-12-2022 12:20:08.388654,"(4.4, 6.4, 5.371428571428572)","(21.0, 36.0, 32.857142857142854)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.08)","(41.0, 350.0, 188.0)","(2.2, 2.34, 2.248235294117647)"
14-12-2022 12:20:09.568381,"(4.4, 6.2, 5.533333333333333)","(21.0, 36.0, 32.22222222222222)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.08)","(41.0, 340.0, 188.0)","(2.2, 2.34, 2.245)"
14-12-2022 12:20:10.734670,"(4.4, 6.2, 5.533333333333333)","(21.0, 38.0, 32.22222222222222)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.05)","(41.0, 340.0, 226.0)","(2.2, 2.32, 2.1977777777777776)"
14-12-2022 12:20:11.856485,"(4.4, 6.2, 5.533333333333333)","(21.0, 38.0, 32.285714285714285)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.0)","(41.0, 340.0, 226.0)","(2.2, 2.32, 2.1977777777777776)"
14-12-2022 12:20:12.980065,"(4.4, 6.2, 5.533333333333333)","(21.0, 38.0, 32.285714285714285)","(7.5, 14.0, 11.6)","(3.3, 5.2, 5.0)","(41.0, 340.0, 226.0)","(2.2, 2.32, 2.1977777777777776)"
14-12-2022 12:20:14.170996,"(4.4, 6.2, 5.6)","(21.0, 38.0, 32.285714285714285)","(7.5, 14.0, 10.799999999999999)","(3.3, 5.2, 5.0)","(41.0, 340.0, 226.0)","(2.15, 2.32, 2.1977777777777776)"
14-12-2022 12:20:15.294607,"(4.4, 6.2, 5.492857142857143)","(21.0, 38.0, 32.285714285714285)","(7.5, 14.0, 10.799999999999999)","(3.3, 5.2, 5.0)","(41.0, 340.0, 226.0)","(2.15, 2.32, 2.1977777777777776)"
14-12-2022 12:20:16.487364,"(4.4, 6.2, 5.492857142857143)","(21.0, 38.0, 32.285714285714285)","(7.5, 14.0, 10.799999999999999)","(3.3, 5.2, 5.04)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.32, 2.1485714285714286)"
14-12-2022 12:20:17.701801,"(4.4, 6.2, 5.3)","(21.0, 38.0, 32.285714285714285)","(7.5, 14.0, 12.066666666666666)","(3.3, 5.2, 4.933333333333334)","(41.0, 340.0, 130.0)","(2.15, 2.32, 2.21)"
14-12-2022 12:20:18.985978,"(4.4, 6.2, 5.290909090909091)","(21.0, 38.0, 32.285714285714285)","(7.5, 13.5, 12.066666666666666)","(3.3, 5.2, 4.85)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:20.224276,"(4.4, 6.0, 5.466666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 13.5, 12.066666666666666)","(3.3, 5.2, 4.85)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:21.337138,"(4.4, 6.0, 5.466666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 13.5, 12.066666666666666)","(3.3, 5.2, 4.85)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:22.564822,"(4.4, 5.9, 5.233333333333333)","(21.0, 38.0, 32.285714285714285)","(7.5, 12.5, 9.409090909090908)","(3.3, 5.1, 4.5807692307692305)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:23.672522,"(4.4, 5.9, 5.233333333333333)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.5, 9.409090909090908)","(3.3, 5.2, 4.5807692307692305)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:24.939705,"(4.4, 5.9, 5.233333333333333)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.5, 9.409090909090908)","(3.3, 5.0, 4.875)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:26.359074,"(4.4, 5.9, 5.233333333333333)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.5, 10.133333333333333)","(3.3, 5.0, 4.875)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:27.376563,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 12.0, 10.133333333333333)","(3.3, 5.0, 4.875)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:28.486628,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 12.0, 10.133333333333333)","(3.3, 5.0, 4.875)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:29.700861,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 12.0, 10.133333333333333)","(3.3, 5.0, 4.875)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:30.832755,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 12.0, 9.409090909090908)","(3.3, 5.0, 4.875)","(41.0, 340.0, 130.0)","(2.15, 2.3, 2.21)"
14-12-2022 12:20:32.049529,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.5, 9.9)","(3.3, 5.0, 4.875)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.156)"
14-12-2022 12:20:33.178873,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.0, 9.9)","(3.3, 5.0, 4.875)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.2807999999999997)"
14-12-2022 12:20:34.518251,"(4.4, 6.2, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.0, 9.093333333333334)","(3.3, 5.0, 4.875)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.2807999999999997)"
14-12-2022 12:20:35.672680,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.0, 9.093333333333334)","(3.3, 5.0, 4.875)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.172)"
14-12-2022 12:20:36.890470,"(4.4, 5.8, 5.32)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.0, 9.24)","(3.3, 5.0, 4.875)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.172)"
14-12-2022 12:20:38.206848,"(4.4, 5.8, 5.4)","(21.0, 38.0, 32.285714285714285)","(7.5, 11.0, 9.366666666666667)","(3.3, 5.0, 5.025)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.172)"
14-12-2022 12:20:39.362975,"(4.4, 5.7, 5.366666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 10.5, 8.921428571428573)","(3.3, 5.2, 4.555555555555555)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.172)"
14-12-2022 12:20:40.548149,"(4.4, 5.7, 5.366666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 10.5, 8.921428571428573)","(3.3, 5.0, 4.566666666666666)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.172)"
14-12-2022 12:20:41.731508,"(4.4, 5.7, 5.366666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 10.5, 8.921428571428573)","(3.3, 5.1, 4.566666666666666)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.172)"
14-12-2022 12:20:42.889234,"(4.4, 5.7, 5.366666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 10.5, 8.921428571428573)","(3.3, 5.1, 4.566666666666666)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.156842105263158)"
14-12-2022 12:20:44.121461,"(4.4, 5.7, 5.366666666666667)","(21.0, 38.0, 32.285714285714285)","(7.5, 10.5, 8.921428571428573)","(3.3, 5.1, 4.8)","(41.0, 340.0, 153.33333333333331)","(2.15, 2.3, 2.156842105263158)"
