,Game One,Stone Cold Blue,Set Sail,Lady Mcbeth,Flying Yumi,Tiger Vision,Flying Star
08-01-2023 17:33:02.899535,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 190.0, 74.28571428571428)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:03.888537,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 190.0, 74.28571428571428)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:04.884112,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:05.852828,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:06.782852,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:07.728515,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:08.699750,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:09.779665,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:10.826326,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:11.878089,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:12.914362,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:13.962503,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:14.991490,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:15.997001,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:17.065976,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:18.096430,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:19.165020,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:20.226277,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:21.316309,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:22.366751,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:23.393250,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:24.454389,"(4.6, 8.6, 5.24)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 80.0)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:25.459344,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:26.475651,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:27.432946,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:28.416241,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:29.402223,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 2.9366666666666665)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:30.423597,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:31.429038,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:32.446379,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:33.485777,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:34.516117,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:35.581619,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:36.677525,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:37.729743,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:38.791014,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:39.864747,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:40.954489,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:42.058843,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:43.173895,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:44.268231,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:45.319158,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:46.385043,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:47.432867,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:48.509255,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:49.555054,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:50.570295,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:51.623438,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:52.610477,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:53.653345,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:54.631995,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.3033333333333332)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:55.650649,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:56.779877,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 134.16666666666666)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:57.774511,"(4.6, 8.6, 7.8999999999999995)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:58.748403,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:33:59.673110,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:00.613477,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:01.631640,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:02.609635,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:03.651312,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:04.827636,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:06.215637,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:07.302211,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:08.426288,"(4.6, 8.6, 8.144444444444444)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:09.601766,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:10.708079,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:11.842276,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:12.920163,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:13.982544,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:15.078055,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:16.110007,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:17.104236,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 156.76470588235293)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:18.152703,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:19.168350,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:20.150591,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:21.151575,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:22.148137,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:23.160539,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:24.191191,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:25.511146,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:26.552300,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:27.613733,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:28.696846,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:29.670935,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:30.786353,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:31.886173,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:32.922233,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:34.058897,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:35.095615,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:36.166707,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:37.184123,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:38.180926,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
08-01-2023 17:34:39.178400,"(4.6, 8.6, 8.157894736842104)","(3.1, 4.6, 3.25)","(2.8, 4.0, 3.5355555555555553)","(41.0, 130.0, 58.57142857142857)","(31.0, 210.0, 119.5)","(21.0, 95.0, 58.5)","(3.1, 5.3, 3.6216216216216215)"
