,Miss Sadie Lea,Smooth Jack,Purple Vixen,Super Kade,King Nito,Nations Rock,Be Blessed,Yindy Girl
10-01-2023 20:21:04.638019,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.775)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:05.693360,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.8107142857142855)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:06.774321,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 118.0)","(3.0, 5.0, 3.8107142857142855)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:07.815294,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 84.0)","(3.0, 5.0, 3.8107142857142855)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:08.867415,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.8107142857142855)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:09.883023,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.8107142857142855)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:11.005658,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.5704545454545453)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:12.122979,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.5704545454545453)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:13.221828,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.3387755102040817)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:14.266986,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 5.0, 3.3387755102040817)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 23.6)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:15.226918,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 25.666666666666664)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:16.315926,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:17.401239,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:18.508465,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:19.586005,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:20.653299,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:21.786320,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.3322916666666664)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:22.836804,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.9, 3.879166666666667)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:23.891031,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:24.944198,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:26.068639,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:27.273914,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 111.81818181818181)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:28.411464,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 163.33333333333331)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:29.440863,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 370.0, 156.66666666666669)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:30.458607,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:31.529952,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:32.547458,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:33.585178,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:34.675845,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:35.832886,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:36.922127,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:37.947659,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:38.939274,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 360.0, 205.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:39.996039,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 163.33333333333331)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:41.073616,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 163.33333333333331)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:42.176105,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:43.252038,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:44.342366,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:45.440615,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:46.532162,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:47.531982,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.8181818181818183)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.133333333333333)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:48.552696,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 8.1)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:49.650496,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:50.796613,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:51.846936,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:52.892255,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:53.939006,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:54.986306,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:55.968733,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 135.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:57.040198,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:58.154846,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:21:59.305699,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 10.366666666666667)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:00.448911,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:01.473369,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.0)","(16.0, 44.0, 26.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:02.507383,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 276.66666666666663)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.42857142857143)","(16.0, 44.0, 29.0)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:03.575630,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 26.42857142857143)","(16.0, 44.0, 24.714285714285715)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:04.642531,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 24.714285714285715)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:05.709029,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:06.787548,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:07.912091,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 220.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:09.061670,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 162.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 9.166666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:10.126550,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 390.0, 162.0)","(3.0, 4.8, 3.8375)","(5.5, 11.0, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:11.191860,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 162.0)","(3.0, 4.8, 3.8375)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:12.214570,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.490909090909091)","(51.0, 390.0, 162.0)","(3.0, 4.8, 3.8375)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:13.359323,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.8181818181818183)","(51.0, 390.0, 219.0)","(3.0, 4.8, 3.8375)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:14.510812,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 162.0)","(3.0, 4.8, 3.8375)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 24.714285714285715)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:15.702491,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 390.0, 162.0)","(3.0, 4.8, 4.11875)","(5.5, 11.5, 7.5)","(17.0, 50.0, 26.42857142857143)","(16.0, 44.0, 24.714285714285715)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:16.756612,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 390.0, 162.0)","(3.0, 4.7, 3.353125)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:17.865556,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.490909090909091)","(51.0, 390.0, 162.0)","(3.0, 5.1, 4.18125)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:18.905222,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.8181818181818183)","(51.0, 390.0, 162.0)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.5)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:19.916420,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.606896551724138)","(51.0, 380.0, 103.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 9.846666666666668)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:20.953945,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 380.0, 103.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 9.846666666666668)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:22.095599,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 380.0, 103.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:23.262461,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.606896551724138)","(51.0, 380.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:24.382458,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:25.471017,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:26.525851,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:27.629773,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:28.734358,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:29.811782,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:30.876784,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 4.454545454545455)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:32.038088,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.7454545454545456)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
10-01-2023 20:22:33.144775,"(4.6, 7.2, 6.880000000000001)","(2.7, 5.2, 3.672727272727273)","(51.0, 410.0, 108.33333333333334)","(3.0, 4.8, 4.18125)","(5.5, 11.5, 7.566666666666666)","(17.0, 50.0, 29.375)","(16.0, 44.0, 27.125)","(16.0, 65.0, 31.07142857142857)"
