,Im Harvey Specter Nz,Crime Time,Dust To Diamonds,Billy Glanvill,Miami Surf,Ellas Reason,Bundle Of Notes,Guy Looks Good,Jimmy Beach,Weman Macha
06-01-2023 14:05:49.869116,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.6, 5.071428571428571)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.0, 7.733333333333333)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.7, 3.0949999999999998)"
06-01-2023 14:05:51.246547,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.0, 6.506666666666667)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 3.0949999999999998)"
06-01-2023 14:05:52.601430,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.0, 6.506666666666667)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 3.0949999999999998)"
06-01-2023 14:05:54.028040,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.0, 7.613793103448276)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 3.0949999999999998)"
06-01-2023 14:05:55.478205,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.2, 7.64)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 3.0949999999999998)"
06-01-2023 14:05:56.989910,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 7.85531914893617)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 2.9233333333333333)"
06-01-2023 14:05:58.391649,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 7.914285714285715)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 3.085)"
06-01-2023 14:05:59.835641,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 5.0)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 7.65)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 2.95)"
06-01-2023 14:06:01.254671,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 4.545454545454545)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 6.142857142857143)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 2.95)"
06-01-2023 14:06:02.674400,"(31.0, 99999, 99990)","(101.0, 180.0, 130.0)","(3.7, 5.5, 4.928571428571429)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 7.6, 8.142857142857142)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 2.8566666666666665)"
06-01-2023 14:06:04.041940,"(31.0, 99999, 99990)","(101.0, 180.0, 155.0)","(3.7, 5.4, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 8.142857142857142)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 6.4)","(2.45, 3.65, 2.8566666666666665)"
06-01-2023 14:06:05.504815,"(31.0, 99999, 99990)","(101.0, 170.0, 137.14285714285714)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 8.142857142857142)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.65, 3.0949999999999998)"
06-01-2023 14:06:06.999112,"(31.0, 99999, 99990)","(101.0, 160.0, 188.33333333333334)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.4, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.55, 3.2466666666666666)"
06-01-2023 14:06:08.399810,"(31.0, 99999, 99990)","(101.0, 210.0, 165.71428571428572)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.55, 3.115)"
06-01-2023 14:06:09.802015,"(31.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.375)","(2.45, 3.55, 3.005)"
06-01-2023 14:06:11.229469,"(31.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 137.14285714285714)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.2, 7.375)","(2.45, 3.55, 3.1866666666666665)"
06-01-2023 14:06:12.666401,"(31.0, 99999, 99990)","(101.0, 200.0, 184.76190476190476)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 170.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.2, 6.76)","(2.45, 3.55, 2.98)"
06-01-2023 14:06:14.071459,"(31.0, 99999, 99990)","(101.0, 190.0, 184.76190476190476)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.98)"
06-01-2023 14:06:15.484315,"(31.0, 99999, 99990)","(101.0, 190.0, 170.90909090909093)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.8066666666666666)"
06-01-2023 14:06:16.855753,"(31.0, 99999, 99990)","(101.0, 180.0, 170.90909090909093)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.8066666666666666)"
06-01-2023 14:06:18.258932,"(31.0, 99999, 99990)","(101.0, 180.0, 170.90909090909093)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.7933333333333334)"
06-01-2023 14:06:19.621097,"(31.0, 99999, 99990)","(101.0, 180.0, 140.0)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.7933333333333334)"
06-01-2023 14:06:20.959341,"(31.0, 99999, 99990)","(101.0, 180.0, 158.33333333333331)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.7933333333333334)"
06-01-2023 14:06:22.370749,"(31.0, 99999, 99990)","(101.0, 170.0, 162.22222222222223)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.7933333333333334)"
06-01-2023 14:06:23.792428,"(31.0, 99999, 99990)","(101.0, 170.0, 157.14285714285714)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.7933333333333334)"
06-01-2023 14:06:25.360498,"(31.0, 99999, 99990)","(101.0, 180.0, 192.85714285714286)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.5, 2.7933333333333334)"
06-01-2023 14:06:27.192348,"(31.0, 99999, 99990)","(101.0, 230.0, 191.66666666666666)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.9, 2.9266666666666667)"
06-01-2023 14:06:28.866544,"(31.0, 99999, 99990)","(101.0, 210.0, 192.85714285714286)","(3.7, 5.2, 4.92)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.85, 3.145)"
06-01-2023 14:06:30.627019,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.2, 4.875)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.9, 2.9266666666666667)"
06-01-2023 14:06:32.229664,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.1, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.95, 3.1950000000000003)"
06-01-2023 14:06:33.732781,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.9, 2.9266666666666667)"
06-01-2023 14:06:35.182652,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.9, 2.9266666666666667)"
06-01-2023 14:06:36.677229,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.9, 2.692)"
06-01-2023 14:06:38.270637,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.7, 2.692)"
06-01-2023 14:06:39.878296,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.7, 2.692)"
06-01-2023 14:06:41.397893,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 6.76)","(2.45, 3.7, 2.692)"
06-01-2023 14:06:42.975670,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.0, 7.36)","(2.45, 3.7, 3.1950000000000003)"
06-01-2023 14:06:44.483453,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 172.0)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 9.0, 7.36)","(2.45, 3.95, 2.9266666666666667)"
06-01-2023 14:06:46.030229,"(31.0, 99999, 99990)","(101.0, 230.0, 192.85714285714286)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 130.0)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 9.0, 7.36)","(2.45, 3.9, 2.9266666666666667)"
06-01-2023 14:06:47.579232,"(31.0, 99999, 99990)","(101.0, 230.0, 185.71428571428572)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 160.0, 122.85714285714286)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 9.0, 6.571428571428572)","(2.45, 3.9, 3.7157142857142857)"
06-01-2023 14:06:49.101759,"(31.0, 99999, 99990)","(101.0, 220.0, 185.71428571428572)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 150.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 10.6)","(4.8, 8.8, 6.5125)","(2.45, 3.85, 3.6466666666666665)"
06-01-2023 14:06:50.557904,"(31.0, 99999, 99990)","(101.0, 220.0, 171.42857142857144)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 17.0, 10.6)","(4.8, 9.2, 7.12)","(2.45, 3.9, 3.67)"
06-01-2023 14:06:52.152117,"(31.0, 99999, 99990)","(101.0, 200.0, 171.42857142857144)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 17.0, 8.771428571428572)","(4.8, 8.6, 7.12)","(2.45, 3.8, 3.6844444444444444)"
06-01-2023 14:06:53.761585,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 17.0, 9.425)","(4.8, 8.6, 7.12)","(2.45, 3.8, 3.596)"
06-01-2023 14:06:55.726844,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.5, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.75, 3.4266666666666667)"
06-01-2023 14:06:57.337611,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.75, 3.636)"
06-01-2023 14:06:59.096411,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.65, 3.476)"
06-01-2023 14:07:00.764323,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.65, 2.9433333333333334)"
06-01-2023 14:07:02.406577,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.55, 3.0700000000000003)"
06-01-2023 14:07:04.269759,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 6.485714285714286)","(2.45, 3.5, 3.0700000000000003)"
06-01-2023 14:07:05.914227,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 6.485714285714286)","(2.45, 3.5, 3.02)"
06-01-2023 14:07:07.446962,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.7, 2.8520000000000003)"
06-01-2023 14:07:08.990903,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.8969696969696965)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.6, 7.12)","(2.45, 3.7, 2.757777777777778)"
06-01-2023 14:07:10.572542,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.6, 7.933333333333334)","(7.0, 15.0, 9.766666666666667)","(4.8, 8.6, 7.12)","(2.45, 3.7, 3.12)"
06-01-2023 14:07:12.085948,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.642857142857143)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.4, 7.933333333333334)","(7.0, 14.5, 9.766666666666667)","(4.8, 8.6, 7.12)","(2.45, 3.6, 2.9433333333333334)"
06-01-2023 14:07:13.576033,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.4, 7.905882352941177)","(7.0, 14.5, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.55, 3.0700000000000003)"
06-01-2023 14:07:15.102771,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.4, 7.660869565217392)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.4, 3.02)"
06-01-2023 14:07:16.635998,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.4, 7.660869565217392)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.4, 3.02)"
06-01-2023 14:07:18.283110,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.4, 7.9125)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.4, 2.757777777777778)"
06-01-2023 14:07:19.869034,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.2, 7.6)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.6, 3.12)"
06-01-2023 14:07:21.552307,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.2, 7.46)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.55, 3.29)"
06-01-2023 14:07:23.096456,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.0, 7.6)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.5, 3.08)"
06-01-2023 14:07:24.797456,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 7.8, 7.1)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.5, 2.8575)"
06-01-2023 14:07:26.369083,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.6)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 115.71428571428571)","(51.0, 200.0, 98.66666666666666)","(5.0, 8.0, 7.030769230769231)","(7.0, 14.0, 9.6)","(4.8, 8.6, 7.12)","(2.45, 3.4, 3.0300000000000002)"
06-01-2023 14:07:27.911775,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.0, 4.333333333333333)","(101.0, 220.0, 191.42857142857144)","(71.0, 140.0, 95.0)","(51.0, 200.0, 154.5)","(5.0, 8.0, 7.416666666666667)","(7.0, 14.0, 11.866666666666667)","(4.8, 8.6, 7.366666666666667)","(2.45, 3.4, 3.104)"
06-01-2023 14:07:29.596726,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.3, 3.963636363636364)","(101.0, 220.0, 191.42857142857144)","(71.0, 130.0, 90.0)","(51.0, 190.0, 145.2)","(5.0, 8.0, 7.416666666666667)","(7.0, 14.0, 11.6)","(4.8, 8.6, 7.366666666666667)","(2.45, 3.4, 2.818)"
06-01-2023 14:07:31.231371,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.1, 3.928125)","(101.0, 220.0, 191.42857142857144)","(71.0, 150.0, 90.0)","(51.0, 210.0, 145.2)","(5.0, 8.0, 7.416666666666667)","(7.0, 13.5, 10.4)","(4.8, 8.6, 7.366666666666667)","(2.45, 3.45, 3.005)"
06-01-2023 14:07:33.023929,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 5.1, 3.9375)","(101.0, 220.0, 191.42857142857144)","(71.0, 150.0, 90.0)","(51.0, 210.0, 145.2)","(5.0, 8.0, 6.615384615384616)","(7.0, 13.0, 10.636363636363637)","(4.8, 8.4, 6.65)","(2.45, 3.35, 2.7750000000000004)"
06-01-2023 14:07:34.726998,"(31.0, 99999, 99990)","(101.0, 190.0, 164.28571428571428)","(3.7, 4.9, 3.92)","(101.0, 220.0, 191.42857142857144)","(71.0, 150.0, 92.5)","(51.0, 210.0, 145.2)","(5.0, 8.0, 7.933333333333334)","(7.0, 17.5, 15.125)","(4.8, 8.4, 8.011111111111111)","(2.45, 3.35, 3.2350000000000003)"
