,Im Harvey Specter Nz,Crime Time,Dust To Diamonds,Billy Glanvill,Miami Surf,Ellas Reason,Bundle Of Notes,Guy Looks Good,Jimmy Beach,Weman Macha
06-01-2023 14:03:56.590937,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.3, 5.041666666666666)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 185.2)","(5.0, 7.2, 6.36)","(7.0, 16.0, 11.7)","(4.8, 8.6, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:03:57.868220,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.3, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 185.2)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 11.7)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:03:59.166013,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 185.2)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 11.7)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:00.438624,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.2, 5.541666666666667)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 185.2)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:01.785917,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.9, 5.541666666666667)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 185.2)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:03.178721,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.375)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 185.2)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:04.619807,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.071428571428571)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:05.931346,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.6, 5.071428571428571)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:07.275671,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.6, 5.208333333333334)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:08.620229,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.5, 5.208333333333334)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 5.914285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:10.032777,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.5, 5.041666666666666)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 5.885714285714286)","(7.0, 16.0, 11.7)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:11.409712,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.3, 5.041666666666666)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 11.7)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:12.663647,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.3, 5.041666666666666)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 11.7)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:13.968478,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.2, 4.785714285714286)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 11.7)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:15.355354,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.2, 5.2857142857142865)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:16.787263,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:18.133620,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:19.455667,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:20.817709,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:22.186498,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:23.590804,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:24.967208,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:26.358216,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:27.638223,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:28.912962,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:30.231455,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:31.572761,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:33.018129,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:34.351837,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:35.788329,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:37.028732,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:38.250526,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:39.545964,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:40.977909,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:42.410473,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:43.801040,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:45.137528,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:46.442638,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:47.797254,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 5.885714285714286)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:49.193912,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 6.88)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:50.583270,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 6.88)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:51.989961,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 6.0)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:53.311494,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 6.9714285714285715)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:54.596727,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 6.992857142857143)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:56.091259,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.0, 7.288)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:57.596276,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 6.0)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:04:58.935375,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 6.24)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:00.228327,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 5.72)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:01.520143,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 6.0)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:02.909167,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.2, 6.182608695652174)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:04.858296,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 5.8352941176470585)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:06.492255,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 7.1)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:08.204877,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 158.57142857142858)","(51.0, 220.0, 188.36363636363637)","(5.0, 7.4, 7.156521739130435)","(7.0, 16.0, 10.266666666666667)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:09.758092,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 200.0, 151.42857142857142)","(51.0, 220.0, 180.1818181818182)","(5.0, 7.4, 7.156521739130435)","(7.0, 16.0, 10.1)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:11.297291,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 190.0, 151.42857142857142)","(51.0, 210.0, 180.1818181818182)","(5.0, 7.4, 7.156521739130435)","(7.0, 15.5, 10.1)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:12.854616,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 190.0, 144.28571428571428)","(51.0, 210.0, 172.0)","(5.0, 7.4, 7.1421052631578945)","(7.0, 15.5, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:14.286135,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 7.6, 7.1421052631578945)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:15.561145,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 7.6, 7.1421052631578945)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:16.862508,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 7.6, 7.1421052631578945)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:18.241397,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 7.6, 7.257142857142857)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:19.612037,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 172.0)","(5.0, 7.4, 7.257142857142857)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:20.876829,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.257142857142857)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:22.328579,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.257142857142857)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:23.674678,"(31.0, 99999, 99990)","(101.0, 220.0, 191.42857142857144)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.257142857142857)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:25.330127,"(31.0, 99999, 99990)","(101.0, 220.0, 185.0)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.323076923076924)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:26.755495,"(31.0, 99999, 99990)","(101.0, 220.0, 180.0)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.323076923076924)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:28.233941,"(31.0, 99999, 99990)","(101.0, 220.0, 180.0)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.316666666666667)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:29.876258,"(31.0, 99999, 99990)","(101.0, 220.0, 180.0)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 169.2)","(5.0, 7.4, 7.316666666666667)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
06-01-2023 14:05:31.423246,"(31.0, 99999, 99990)","(101.0, 220.0, 180.0)","(3.7, 5.7, 5.142857142857142)","(101.0, 220.0, 191.42857142857144)","(71.0, 180.0, 144.28571428571428)","(51.0, 200.0, 156.0)","(5.0, 7.4, 7.3076923076923075)","(7.0, 15.0, 9.933333333333334)","(4.8, 8.4, 7.0)","(2.45, 3.9, 3.13)"
