,Mocial Chief,Bombasay,Daunting Queen,Age Of Innocence,Svindal,Starsonic,Bering Sea,Spirit Esprit,Tri Nations
10-01-2023 16:31:48.883913,"(2.45, 2.8, 2.7745454545454544)","(6.0, 8.8, 8.492307692307692)","(31.0, 70.0, 52.666666666666664)","(2.5, 3.1, 3.0823529411764707)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:49.943696,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.719999999999999)","(31.0, 70.0, 52.666666666666664)","(2.5, 3.1, 3.0823529411764707)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:51.021831,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.90909090909091)","(31.0, 70.0, 65.27272727272728)","(2.5, 3.1, 3.0823529411764707)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:52.148072,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.885714285714286)","(31.0, 70.0, 65.27272727272728)","(2.5, 3.1, 3.0823529411764707)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:53.315555,"(2.45, 2.78, 2.7730434782608695)","(6.0, 9.2, 8.885714285714286)","(31.0, 70.0, 65.27272727272728)","(2.5, 3.1, 3.0823529411764707)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:54.780641,"(2.45, 2.78, 2.7730434782608695)","(6.0, 9.2, 8.885714285714286)","(31.0, 70.0, 65.27272727272728)","(2.5, 3.1, 3.0823529411764707)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:56.058496,"(2.45, 2.78, 2.7730434782608695)","(6.0, 9.2, 8.866666666666667)","(31.0, 70.0, 61.18181818181819)","(2.5, 3.1, 3.0907407407407406)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.25)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:57.219593,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.866666666666667)","(31.0, 65.0, 59.0)","(2.5, 3.1, 3.0907407407407406)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 29.2)","(21.0, 34.0, 33.0)","(21.0, 38.0, 32.666666666666664)"
10-01-2023 16:31:58.588441,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.615384615384615)","(31.0, 65.0, 56.0)","(2.5, 3.1, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 29.2)","(21.0, 34.0, 33.0)","(21.0, 38.0, 34.57142857142857)"
10-01-2023 16:31:59.812820,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.615384615384615)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 34.57142857142857)"
10-01-2023 16:32:00.925323,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.643478260869566)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 34.57142857142857)"
10-01-2023 16:32:02.166165,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.643478260869566)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 34.57142857142857)"
10-01-2023 16:32:03.328869,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.643478260869566)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 34.57142857142857)"
10-01-2023 16:32:04.559738,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.615384615384615)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 38.0, 34.8)"
10-01-2023 16:32:05.776355,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.615384615384615)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 42.0, 34.8)"
10-01-2023 16:32:06.986986,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.2, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 42.0, 39.6)"
10-01-2023 16:32:08.191361,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 42.0, 36.666666666666664)"
10-01-2023 16:32:09.496861,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.1166666666666667)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.0)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:10.721209,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 32.0)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:11.994481,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.2)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:13.244734,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.2)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:14.453218,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.2)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:15.598505,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 60.0, 56.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 34.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:16.729991,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 67.33333333333333)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:17.823225,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 59.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:18.919707,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 75.0, 58.38461538461539)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:20.059624,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 63.714285714285715)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:21.417293,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:22.711432,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:23.864802,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:25.006986,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.75)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:26.156161,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.68)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:27.296186,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.68)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.0)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:28.426309,"(2.45, 2.8, 2.7745454545454544)","(6.0, 9.0, 8.68)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.75)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:29.598789,"(2.45, 2.78, 2.7699999999999996)","(6.0, 9.0, 8.68)","(31.0, 70.0, 60.22222222222222)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.75)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:30.895442,"(2.45, 2.78, 2.7699999999999996)","(6.0, 9.0, 8.68)","(31.0, 70.0, 63.333333333333336)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.75)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:32.123274,"(2.45, 2.78, 2.7730434782608695)","(6.0, 9.0, 8.68)","(31.0, 70.0, 58.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.75)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:33.364319,"(2.45, 2.78, 2.7730434782608695)","(6.0, 9.0, 8.68)","(31.0, 70.0, 60.0)","(2.5, 3.15, 3.123333333333333)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 30.75)","(21.0, 36.0, 33.42857142857143)","(21.0, 40.0, 36.666666666666664)"
10-01-2023 16:32:34.789837,"(2.45, 2.78, 2.7730434782608695)","(6.0, 9.0, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.15, 3.0703703703703704)","(71.0, 110.0, 80.83333333333333)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 40.0, 34.0)"
10-01-2023 16:32:36.083242,"(2.45, 2.8, 2.7852631578947364)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 34.0)"
10-01-2023 16:32:37.407182,"(2.45, 2.8, 2.7852631578947364)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:38.699156,"(2.45, 2.8, 2.7852631578947364)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:39.922726,"(2.45, 2.8, 2.7852631578947364)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:41.148815,"(2.45, 2.8, 2.7852631578947364)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:42.317915,"(2.45, 2.84, 2.8049999999999997)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 59.285714285714285)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:43.516690,"(2.45, 2.82, 2.802222222222222)","(6.0, 8.8, 8.575000000000001)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:44.756365,"(2.45, 2.82, 2.802222222222222)","(6.0, 8.8, 8.273684210526316)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:45.952877,"(2.45, 2.86, 2.8393103448275863)","(6.0, 8.4, 8.273684210526316)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.1)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:47.141614,"(2.45, 2.86, 2.8393103448275863)","(6.0, 8.4, 8.273684210526316)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.115384615384615)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:48.299528,"(2.45, 2.86, 2.8393103448275863)","(6.0, 8.4, 8.053333333333333)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.115384615384615)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:49.592810,"(2.45, 2.86, 2.8424)","(6.0, 8.4, 8.18918918918919)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.115384615384615)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 33.333333333333336)"
10-01-2023 16:32:50.899837,"(2.45, 2.86, 2.8424)","(6.0, 8.4, 8.18918918918919)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0703703703703704)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:52.174674,"(2.45, 2.84, 2.815)","(6.0, 8.4, 8.107317073170732)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:53.468338,"(2.45, 2.84, 2.815)","(6.0, 8.4, 8.107317073170732)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:54.759357,"(2.45, 2.84, 2.815)","(6.0, 8.4, 8.136)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:56.013466,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:57.247634,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:58.497059,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:32:59.719572,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 31.5)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:00.849739,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 32.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:01.928565,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:03.092301,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.10909090909091)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:04.283848,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.177777777777777)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:05.446275,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.177777777777777)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:06.730309,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.177777777777777)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:08.036614,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.184)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 34.0)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:09.349214,"(2.45, 2.84, 2.815)","(6.0, 8.2, 8.184)","(31.0, 70.0, 61.0)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 12.045454545454545)","(15.0, 38.0, 33.55555555555556)","(21.0, 36.0, 34.5)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:10.648087,"(2.45, 2.84, 2.825185185185185)","(6.0, 8.2, 8.184)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.911764705882353)","(15.0, 38.0, 32.666666666666664)","(21.0, 36.0, 35.333333333333336)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:11.944713,"(2.45, 2.84, 2.825185185185185)","(6.0, 8.2, 8.184)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.973684210526315)","(15.0, 38.0, 32.666666666666664)","(21.0, 36.0, 35.333333333333336)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:13.192544,"(2.45, 2.84, 2.825185185185185)","(6.0, 8.2, 8.184)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.893939393939394)","(15.0, 38.0, 32.666666666666664)","(21.0, 36.0, 35.333333333333336)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:14.408197,"(2.45, 2.84, 2.8024999999999998)","(6.0, 8.2, 8.181818181818182)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.893939393939394)","(15.0, 38.0, 34.0)","(21.0, 36.0, 35.333333333333336)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:15.644009,"(2.45, 2.84, 2.7963636363636364)","(6.0, 8.2, 8.181818181818182)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0595238095238093)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.893939393939394)","(15.0, 38.0, 34.0)","(21.0, 36.0, 35.333333333333336)","(21.0, 36.0, 35.111111111111114)"
10-01-2023 16:33:16.919288,"(2.45, 2.84, 2.8024999999999998)","(6.0, 8.2, 8.184)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.072222222222222)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.893939393939394)","(15.0, 38.0, 34.0)","(21.0, 36.0, 35.333333333333336)","(21.0, 36.0, 40.75)"
10-01-2023 16:33:18.118007,"(2.45, 2.84, 2.765)","(6.0, 8.2, 8.184615384615384)","(31.0, 70.0, 64.375)","(2.5, 3.1, 3.0761904761904764)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.911764705882353)","(15.0, 38.0, 34.44444444444444)","(21.0, 36.0, 35.333333333333336)","(21.0, 42.0, 40.75)"
10-01-2023 16:33:19.441938,"(2.45, 2.74, 2.755294117647059)","(6.0, 8.2, 8.16)","(31.0, 70.0, 58.57142857142857)","(2.5, 3.1, 3.072222222222222)","(71.0, 110.0, 101.66666666666667)","(8.5, 12.5, 11.893939393939394)","(15.0, 38.0, 34.44444444444444)","(21.0, 36.0, 35.333333333333336)","(21.0, 42.0, 40.75)"
