,Purple Flirt,Tuta Rose,Shaggy Rose,Seek And Strike,Beauty Edition,Aerobic System,Diamond Tina,Alpha Ruler
08-01-2023 14:30:02.348307,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:03.420255,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:04.458647,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:05.535656,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:06.646762,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:07.775943,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:08.913250,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:10.052669,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:11.162616,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:12.313375,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:13.441112,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:14.541581,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:15.643061,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:16.694904,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:17.768007,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:18.827290,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:19.959329,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:21.081796,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:22.160236,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:23.232377,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:24.310198,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:25.422509,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:26.541244,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:27.599453,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:28.652093,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:29.642216,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:30.646559,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:31.673449,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:32.753400,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:33.847122,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:34.934915,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:35.991702,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:36.997219,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:38.031958,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:39.091654,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:40.171284,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:41.213537,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:42.382419,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:43.461617,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:44.570866,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:45.679044,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:46.703990,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:47.717923,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:48.837869,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:49.912257,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:50.931878,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:52.095976,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:53.141858,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:54.208066,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:55.237482,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:56.325230,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:57.485970,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:58.746936,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:30:59.858957,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:00.906131,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:01.968298,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:03.048624,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:04.120446,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:05.109550,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:06.152432,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:07.649808,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:08.758572,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:09.952528,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:11.086396,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:12.160918,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:13.235909,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:14.371748,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:15.476258,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:16.563804,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:17.659266,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:18.751482,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:19.818527,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:20.878443,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:21.893328,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:22.944163,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:24.013576,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:25.290282,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:26.486963,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:27.752672,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:28.888490,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:30.054459,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
08-01-2023 14:31:31.144994,"(10.0, 20.0, 14.8)","(2.7, 4.4, 3.8153846153846156)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.0, 6.746666666666667)","(19.0, 60.0, 32.5)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.42, 1.9228571428571428)","(31.0, 120.0, 63.125)"
