,Purple Flirt,Tuta Rose,Shaggy Rose,Seek And Strike,Beauty Edition,Aerobic System,Diamond Tina,Alpha Ruler
08-01-2023 14:25:28.481603,"(10.0, 20.0, 17.157894736842103)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(5.5, 10.0, 5.691666666666666)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:29.594058,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(5.5, 10.0, 5.691666666666666)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:30.679952,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(5.5, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:31.808824,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:32.937987,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:34.141456,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:35.290672,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:36.617769,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:37.849097,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:39.036935,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 8.053846153846154)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:40.238103,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 8.180769230769231)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:41.500446,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:43.369859,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:45.035263,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 6.626666666666667)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:46.326202,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 5.691666666666666)","(19.0, 46.0, 30.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:47.851085,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 5.691666666666666)","(19.0, 46.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:49.172524,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 5.691666666666666)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:50.570112,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 5.691666666666666)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:51.632047,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 5.691666666666666)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:52.844462,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.0, 5.691666666666666)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:54.005476,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.733333333333333)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:55.155876,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.733333333333333)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:56.277707,"(10.0, 20.0, 16.333333333333332)","(2.7, 5.0, 3.7989189189189188)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.55)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:57.445965,"(10.0, 20.0, 16.333333333333332)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.55)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:58.650635,"(10.0, 20.0, 16.333333333333332)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.55)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:25:59.780981,"(10.0, 20.0, 16.333333333333332)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.55)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:00.990833,"(10.0, 20.0, 16.333333333333332)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.55)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:02.114703,"(10.0, 20.0, 16.333333333333332)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 5.55)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:03.410991,"(10.0, 20.0, 17.0)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:04.588043,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:05.781613,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.0039024390243902)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:06.898292,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.7178378378378376)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.68, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:08.108204,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.4193103448275863)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 350.0, 124.28571428571429)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:09.273584,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.4193103448275863)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 350.0, 118.57142857142857)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:10.397807,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.4193103448275863)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:11.498487,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.4193103448275863)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:12.667474,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:13.793803,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:14.890241,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.3241379310344827)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:15.976996,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:17.010904,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:18.125392,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:19.187039,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:20.303826,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:21.460851,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:22.621148,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:24.062873,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:25.273496,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:26.426137,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:27.594353,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:28.905883,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:30.163824,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:31.366730,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:32.821445,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:34.230881,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:35.441772,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:36.600909,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:37.731361,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 4.205405405405405)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:39.026528,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:40.158764,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:41.216264,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:42.321446,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:43.436832,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:44.636264,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:45.992928,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:47.320496,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:48.482999,"(10.0, 20.0, 18.258064516129032)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:49.595404,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:50.871587,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.392)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:52.102008,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:53.358419,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:54.531729,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:55.681002,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:56.810918,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:57.942345,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:26:59.089887,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:27:00.287666,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:27:01.413657,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.4367346938775514)","(31.0, 100.0, 49.285714285714285)"
08-01-2023 14:27:02.551574,"(10.0, 20.0, 17.055555555555557)","(2.7, 4.8, 3.688421052631579)","(91.0, 650.0, 553.3333333333334)","(6.0, 10.5, 9.085714285714285)","(19.0, 48.0, 31.25)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.6, 2.183809523809524)","(31.0, 100.0, 49.285714285714285)"
