,You Turn Baby,Oriental Series,Spritely Glennis,Sweet Chana,Balmain Juror,Demon Kingsbrae,Triangle
15-12-2022 11:15:16.779970,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 11.75)","(10.0, 28.0, 14.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 111.0)"
15-12-2022 11:15:17.863247,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 10.98)","(10.0, 28.0, 18.555555555555557)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 111.0)"
15-12-2022 11:15:18.917752,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 11.983333333333334)","(10.0, 28.0, 18.555555555555557)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 111.0)"
15-12-2022 11:15:19.988692,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 11.983333333333334)","(10.0, 28.0, 14.666666666666666)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 111.0)"
15-12-2022 11:15:20.976048,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 11.983333333333334)","(10.0, 28.0, 14.666666666666666)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 111.0)"
15-12-2022 11:15:21.970346,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 11.983333333333334)","(10.0, 28.0, 14.666666666666666)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:22.988308,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 11.983333333333334)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:24.008962,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:25.018991,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:25.950568,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:26.941533,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:27.867780,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:28.820122,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:29.744346,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:30.719692,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:31.753565,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:32.723936,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:33.701259,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:34.944798,"(3.2, 5.8, 4.370833333333334)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:36.068928,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:37.086277,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 9.475)","(10.0, 22.0, 17.0)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:38.178945,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 16.75)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:39.149572,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 16.75)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:40.093908,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 19.8)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:41.085214,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:41.977788,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:42.887848,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:43.812567,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:44.801039,"(3.2, 5.8, 5.085416666666666)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:45.776294,"(3.2, 5.5, 4.812)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:46.785136,"(3.2, 5.5, 4.812)","(6.5, 17.0, 8.95)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:47.871343,"(3.2, 5.5, 4.812)","(6.5, 17.0, 12.5)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:48.896535,"(3.2, 5.5, 4.812)","(6.5, 17.0, 12.5)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:49.933653,"(3.2, 5.5, 4.812)","(6.5, 17.0, 12.5)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:50.962260,"(3.2, 5.5, 4.812)","(6.5, 17.0, 12.5)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:51.947936,"(3.2, 5.5, 4.812)","(6.5, 14.5, 13.055555555555555)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:52.851914,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:53.778301,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:54.698072,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:55.781960,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:56.799887,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:57.908656,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:15:59.073633,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:00.150593,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 30.0)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:01.232929,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 46.0, 35.833333333333336)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:02.335107,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:03.401146,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:04.419159,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:05.467312,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:06.418180,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 17.25)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:07.470693,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 19.8)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:08.421226,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:09.358137,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:10.291363,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:11.224613,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:12.110660,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:13.015368,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:13.934122,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:14.820095,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:16.046780,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:17.086512,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:18.079364,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:19.168836,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:20.307922,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:21.260631,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:22.272111,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:23.364353,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:24.391169,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:25.369703,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:26.314141,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:27.240593,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:28.178874,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:29.178753,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:30.169470,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:31.126348,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:32.188495,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:33.171877,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:34.255778,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:35.214055,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:36.153358,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:37.287064,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:38.370938,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:39.322665,"(3.2, 5.5, 4.812)","(6.5, 14.5, 11.98)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:40.316893,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:41.456209,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:42.465275,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:43.424797,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:44.497447,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:45.561978,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:46.574436,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:47.634508,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:48.646756,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:49.664350,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
15-12-2022 11:16:50.725073,"(3.2, 5.5, 4.812)","(6.5, 14.5, 10.433333333333334)","(10.0, 22.0, 16.75)","(17.0, 50.0, 31.866666666666667)","(4.4, 7.2, 6.161538461538462)","(2.3, 3.0, 2.4436363636363634)","(31.0, 190.0, 88.42857142857143)"
