,Good Chat Wispy,False Confidence,Mepunga Warrior,Our Fabio,Wheel And Go,Lala Reindeer,Spring Casper
07-01-2023 19:04:46.716322,"(4.6, 9.0, 6.720000000000001)","(2.45, 2.86, 2.847076923076923)","(4.4, 6.4, 4.933333333333334)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:48.092580,"(4.6, 9.0, 6.720000000000001)","(2.45, 2.84, 2.825352112676056)","(4.4, 6.4, 4.933333333333334)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:49.286741,"(4.6, 9.0, 6.720000000000001)","(2.45, 2.84, 2.825352112676056)","(4.4, 6.4, 4.933333333333334)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:50.538795,"(4.6, 9.0, 6.720000000000001)","(2.45, 2.92, 2.8658666666666663)","(4.4, 6.4, 4.933333333333334)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:51.850722,"(4.6, 9.0, 6.720000000000001)","(2.45, 2.9, 2.848)","(4.4, 6.4, 4.95)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:53.005757,"(4.6, 9.0, 6.720000000000001)","(2.45, 2.86, 2.848)","(4.4, 5.5, 5.2)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:54.158205,"(4.6, 9.0, 6.533333333333333)","(2.45, 2.84, 2.8122666666666665)","(4.4, 6.6, 4.91764705882353)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:55.327281,"(4.6, 9.0, 6.533333333333333)","(2.45, 2.84, 2.825352112676056)","(4.4, 6.6, 5.404)","(8.0, 14.0, 10.436363636363637)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:56.510240,"(4.6, 9.0, 6.533333333333333)","(2.45, 2.88, 2.8630985915492957)","(4.4, 6.6, 5.554545454545455)","(8.0, 14.0, 11.555555555555555)","(4.8, 7.8, 6.711111111111111)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:57.685224,"(4.6, 9.0, 8.1)","(2.45, 2.88, 2.8630985915492957)","(4.4, 6.6, 5.554545454545455)","(8.0, 15.5, 11.6)","(4.8, 7.8, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:04:58.882086,"(4.6, 9.0, 7.5375)","(2.45, 2.88, 2.825352112676056)","(4.4, 6.6, 5.404)","(8.0, 14.0, 12.10909090909091)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:00.007185,"(4.6, 9.0, 6.466666666666667)","(2.45, 2.84, 2.825352112676056)","(4.4, 6.6, 5.404)","(8.0, 13.5, 11.745454545454546)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:01.216409,"(4.6, 9.0, 7.371428571428572)","(2.45, 2.84, 2.8658666666666663)","(4.4, 6.6, 4.986666666666666)","(8.0, 13.0, 10.853333333333333)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:02.452123,"(4.6, 9.0, 7.371428571428572)","(2.45, 2.9, 2.768732394366197)","(4.4, 6.6, 4.986666666666666)","(8.0, 13.0, 10.853333333333333)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:03.575732,"(4.6, 9.0, 7.371428571428572)","(2.45, 2.78, 2.768732394366197)","(4.4, 6.6, 4.986666666666666)","(8.0, 13.0, 10.853333333333333)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:04.636002,"(4.6, 9.0, 7.371428571428572)","(2.45, 2.76, 2.742972972972973)","(4.4, 6.6, 4.986666666666666)","(8.0, 13.0, 10.072727272727272)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:05.783456,"(4.6, 9.0, 7.371428571428572)","(2.45, 3.95, 3.372)","(4.4, 6.6, 5.2)","(8.0, 13.0, 11.028571428571428)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:06.918545,"(4.6, 9.0, 7.371428571428572)","(2.45, 3.9, 3.372)","(4.4, 6.6, 5.2)","(8.0, 13.0, 11.028571428571428)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:08.079674,"(4.6, 9.0, 7.371428571428572)","(2.45, 3.9, 3.372)","(4.4, 6.6, 5.2)","(8.0, 13.0, 11.028571428571428)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:09.157934,"(4.6, 9.0, 7.371428571428572)","(2.45, 3.9, 3.0749999999999997)","(4.4, 6.6, 5.2)","(8.0, 13.0, 11.028571428571428)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:10.286992,"(4.6, 8.8, 6.800000000000001)","(2.45, 3.9, 3.0749999999999997)","(4.4, 6.6, 5.2)","(8.0, 13.0, 10.7)","(4.8, 7.6, 6.666666666666667)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:11.429148,"(4.6, 8.8, 6.35)","(2.45, 3.9, 3.0966666666666667)","(4.4, 6.6, 4.7625)","(8.0, 10.0, 9.4)","(4.8, 7.6, 7.508196721311475)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:12.502691,"(4.6, 8.8, 6.7)","(2.45, 3.85, 3.0966666666666667)","(4.4, 6.6, 4.7625)","(8.0, 10.0, 9.057142857142857)","(4.8, 7.6, 6.375)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:13.648351,"(4.6, 8.8, 6.8500000000000005)","(2.45, 3.85, 2.936)","(4.4, 6.6, 4.7625)","(8.0, 10.0, 9.057142857142857)","(4.8, 7.6, 6.375)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:14.776839,"(4.6, 8.8, 6.8500000000000005)","(2.45, 3.8, 2.99)","(4.4, 6.6, 4.7625)","(8.0, 10.0, 12.600000000000001)","(4.8, 7.6, 6.375)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:16.011001,"(4.6, 9.0, 7.607142857142857)","(2.45, 3.75, 2.9775)","(4.4, 6.6, 4.7625)","(8.0, 15.0, 12.600000000000001)","(4.8, 7.6, 6.375)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:17.147174,"(4.6, 9.0, 6.888888888888889)","(2.45, 3.75, 2.9775)","(4.4, 6.6, 4.7625)","(8.0, 15.0, 12.600000000000001)","(4.8, 7.6, 6.375)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.0)"
07-01-2023 19:05:18.303187,"(4.6, 9.0, 6.888888888888889)","(2.45, 3.75, 2.9775)","(4.4, 6.6, 4.92)","(8.0, 15.0, 12.600000000000001)","(4.8, 7.6, 6.375)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 47.5)"
07-01-2023 19:05:19.451560,"(4.6, 9.0, 6.888888888888889)","(2.45, 3.75, 2.9775)","(4.4, 5.4, 4.73)","(8.0, 15.0, 13.338461538461537)","(4.8, 7.6, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:20.574381,"(4.6, 9.0, 6.6875)","(2.45, 3.75, 2.9775)","(4.4, 6.8, 4.7625)","(8.0, 15.0, 13.338461538461537)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:21.707104,"(4.6, 9.0, 6.75)","(2.45, 3.75, 2.9775)","(4.4, 6.6, 4.6909090909090905)","(8.0, 15.0, 13.338461538461537)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:22.777366,"(4.6, 9.0, 6.5)","(2.45, 3.75, 2.9775)","(4.4, 6.6, 4.6909090909090905)","(8.0, 15.0, 13.338461538461537)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:23.903412,"(4.6, 9.0, 6.5)","(2.45, 3.75, 2.7642857142857142)","(4.4, 6.6, 4.6909090909090905)","(8.0, 15.0, 13.338461538461537)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:25.061542,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.0236842105263158)","(4.4, 6.6, 4.6909090909090905)","(8.0, 15.0, 13.338461538461537)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:26.243107,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.061578947368421)","(4.4, 6.6, 4.6909090909090905)","(8.0, 15.0, 12.953846153846154)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:27.359174,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.061578947368421)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.5, 12.953846153846154)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:28.527189,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.061578947368421)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.5, 12.953846153846154)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:29.666742,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.061578947368421)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:30.877984,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.061578947368421)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:32.146377,"(4.6, 9.0, 6.5)","(2.45, 3.75, 2.9382352941176473)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 9.4875)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:33.416734,"(4.6, 9.0, 6.5)","(2.45, 3.75, 2.9382352941176473)","(4.4, 6.6, 4.6909090909090905)","(8.0, 10.5, 9.4875)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:34.719223,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 10.5, 9.4875)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.33333333333333)"
07-01-2023 19:05:36.091487,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 10.5, 9.4875)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.66666666666667)"
07-01-2023 19:05:37.437468,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 10.5, 11.933333333333334)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.66666666666667)"
07-01-2023 19:05:38.654302,"(4.6, 9.0, 6.5)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.66666666666667)"
07-01-2023 19:05:39.823216,"(4.6, 9.0, 6.0)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.66666666666667)"
07-01-2023 19:05:40.973095,"(4.6, 9.0, 6.0)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.66666666666667)"
07-01-2023 19:05:42.106231,"(4.6, 9.0, 6.0)","(2.45, 3.75, 3.198)","(4.4, 6.6, 4.6909090909090905)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 45.66666666666667)"
07-01-2023 19:05:43.277082,"(4.6, 9.0, 6.0)","(2.4, 3.75, 3.198)","(4.6, 6.6, 4.6909090909090905)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.4, 6.3500000000000005)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:44.451426,"(4.6, 9.0, 6.0)","(2.4, 3.75, 3.198)","(4.6, 6.6, 4.6909090909090905)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.4, 6.4)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:45.581852,"(4.6, 9.0, 6.0)","(2.4, 3.7, 3.280952380952381)","(4.6, 6.6, 4.6909090909090905)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 6.4)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:46.717456,"(4.6, 9.0, 6.0)","(2.4, 3.7, 3.280952380952381)","(4.6, 5.5, 4.642857142857143)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 6.4)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:47.802584,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.0583333333333336)","(4.6, 5.5, 4.642857142857143)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:49.018810,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.0583333333333336)","(4.6, 5.5, 4.642857142857143)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 28.8)"
07-01-2023 19:05:50.160328,"(4.6, 9.0, 6.2)","(2.4, 3.6, 3.0583333333333336)","(4.6, 5.5, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 60.0, 44.66666666666667)"
07-01-2023 19:05:51.330558,"(4.6, 9.0, 6.2)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:52.527967,"(4.6, 9.0, 6.2)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:53.632675,"(4.6, 9.0, 6.2)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 44.66666666666667)"
07-01-2023 19:05:54.676117,"(4.6, 9.0, 6.2)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:05:55.780123,"(4.6, 9.0, 6.0)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:05:56.997278,"(4.6, 9.0, 6.0)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:05:58.291113,"(4.6, 9.0, 6.0)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:05:59.466711,"(4.6, 9.0, 6.0)","(2.4, 3.6, 2.8200000000000003)","(4.6, 6.8, 4.73)","(8.0, 14.0, 9.728571428571428)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:00.664937,"(4.6, 9.0, 6.0)","(2.4, 3.6, 2.6714285714285717)","(4.6, 6.8, 4.73)","(8.0, 10.5, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:01.846769,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:03.063239,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:04.234681,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:05.414609,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:06.616241,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:07.727903,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.2, 7.159663865546219)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 36.4)"
07-01-2023 19:06:08.838442,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 55.0, 37.0)"
07-01-2023 19:06:10.003903,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 5.6, 4.622222222222222)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 32.666666666666664)"
07-01-2023 19:06:11.088286,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 5.6, 4.622222222222222)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:12.233898,"(4.6, 9.0, 6.0)","(2.4, 3.6, 3.08)","(4.6, 5.6, 4.622222222222222)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:13.248727,"(4.6, 8.8, 6.007692307692308)","(2.4, 3.6, 3.08)","(4.6, 5.6, 4.622222222222222)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:14.311939,"(4.6, 8.8, 5.9714285714285715)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:15.440887,"(4.6, 8.8, 5.9714285714285715)","(2.4, 3.6, 3.08)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:16.623753,"(4.6, 8.8, 5.9714285714285715)","(2.4, 3.6, 3.17)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:17.822362,"(4.6, 8.8, 5.9714285714285715)","(2.4, 3.55, 3.17)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:18.931299,"(4.6, 9.0, 6.5)","(2.4, 3.55, 3.17)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 37.27272727272727)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:20.059989,"(4.6, 9.0, 6.5)","(2.4, 3.55, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 130.0, 38.25)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:21.217760,"(4.6, 9.0, 6.5)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:22.461102,"(4.6, 9.0, 6.5)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:23.675570,"(4.6, 9.0, 6.5)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:24.855429,"(4.6, 9.0, 6.5)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:25.963961,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:27.094489,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:28.245649,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 4.73)","(8.0, 14.0, 11.933333333333334)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:29.356361,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 6.8, 5.275)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:30.485162,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 7.6, 4.79)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:31.661936,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 7.4, 4.79)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:32.848937,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 7.4, 4.79)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
07-01-2023 19:06:33.964305,"(4.6, 9.0, 6.2)","(2.4, 3.45, 2.9923076923076923)","(4.6, 7.4, 4.79)","(8.0, 14.0, 12.569230769230769)","(4.8, 7.0, 6.9349593495934965)","(26.0, 110.0, 35.45454545454545)","(13.0, 50.0, 37.0)"
