,Power Legend,Ugly Nicos,Gold Serenade,Boys Cry,Mi Greyt Mate,Rodeo Legend,Moanastar,Gracious Gracie,Lady Goodfellow,Vardon
09-01-2023 15:46:50.172524,"(17.0, 25.0, 24.0)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:51.628151,"(17.0, 25.0, 21.8)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:52.913384,"(17.0, 25.0, 21.8)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:54.223560,"(17.0, 25.0, 21.8)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:55.551615,"(17.0, 25.0, 21.8)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:56.963802,"(17.0, 25.0, 21.8)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:58.373633,"(17.0, 25.0, 23.4)","(1.95, 2.3, 2.2399999999999998)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:59.842881,"(17.0, 25.0, 24.11111111111111)","(1.95, 2.3, 2.184)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:01.397012,"(17.0, 25.0, 24.11111111111111)","(1.95, 2.4, 2.205)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.272727272727273)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:02.962366,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.38, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:04.414169,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:06.121548,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:07.918575,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:09.380930,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:10.800822,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:12.228730,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:13.578009,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.59090909090909)","(7.5, 15.0, 14.384615384615385)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 18.071428571428573)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:14.924866,"(17.0, 25.0, 24.157894736842103)","(1.95, 2.36, 2.1957894736842105)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 24.285714285714285)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.071428571428571)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 17.9375)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:16.497661,"(17.0, 25.0, 22.0)","(1.95, 2.36, 2.1957894736842105)","(19.0, 26.0, 24.333333333333332)","(14.0, 27.0, 25.0)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.071428571428571)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 20.0, 17.576923076923077)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:17.905161,"(17.0, 25.0, 22.0)","(1.95, 2.36, 2.1957894736842105)","(19.0, 26.0, 24.333333333333332)","(14.0, 27.0, 25.88235294117647)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.576923076923077)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:19.336579,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 23.875)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.576923076923077)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:20.762288,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 23.875)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:22.190065,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:23.880033,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:25.585917,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:27.220900,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 14.0)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:28.625538,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:29.888952,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.152)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:31.325684,"(17.0, 25.0, 24.0625)","(1.95, 2.36, 2.19)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:32.778629,"(17.0, 25.0, 23.92857142857143)","(1.95, 2.34, 2.1654545454545455)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:34.187512,"(17.0, 25.0, 22.5)","(1.95, 2.34, 2.1654545454545455)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:35.574047,"(17.0, 25.0, 22.5)","(1.95, 2.34, 2.1654545454545455)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.583333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:36.951455,"(17.0, 25.0, 22.5)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.657894736842106)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:38.324198,"(17.0, 25.0, 22.5)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.657894736842106)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:39.698885,"(17.0, 25.0, 18.571428571428573)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 24.657894736842106)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.875)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.136363636363637)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:41.363048,"(17.0, 25.0, 18.571428571428573)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 20.0)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.75)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:42.998370,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 20.0)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 15.0, 13.666666666666666)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:44.383416,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 20.0)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 15.0, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:45.855098,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 20.0)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:47.199158,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 24.333333333333332)","(14.0, 26.0, 20.0)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:48.845031,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 23.333333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:47:50.347354,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 23.333333333333332)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:47:51.815916,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:47:53.248243,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:47:54.504599,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:47:55.892686,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:47:57.344414,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:47:58.867837,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:00.281188,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.736842105263158)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 13.4)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.25)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:01.735102,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.34, 2.2119999999999997)","(19.0, 26.0, 23.5)","(14.0, 26.0, 21.2)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.071428571428571)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.115384615384617)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:03.218552,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.32, 2.2283333333333335)","(19.0, 26.0, 23.5)","(14.0, 26.0, 21.5)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 12.071428571428571)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.115384615384617)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:04.596148,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 21.5)","(41.0, 190.0, 132.14285714285714)","(10.0, 15.5, 11.928571428571429)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.115384615384617)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:05.940402,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 21.5)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 11.928571428571429)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.115384615384617)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:07.276097,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 22.25)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 11.928571428571429)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.115384615384617)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:08.609988,"(17.0, 25.0, 21.6)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 22.25)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 11.928571428571429)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.115384615384617)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:10.043869,"(17.0, 25.0, 22.166666666666664)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 11.928571428571429)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 18.529411764705884)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:11.421144,"(17.0, 25.0, 22.176470588235293)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 12.75)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:12.723755,"(17.0, 25.0, 19.375)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.1)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.490909090909091)"
09-01-2023 15:48:14.080385,"(17.0, 25.0, 19.375)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.1)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.478378378378378)"
09-01-2023 15:48:15.478434,"(17.0, 25.0, 19.375)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.1)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.529545454545454)"
09-01-2023 15:48:16.868654,"(17.0, 25.0, 19.375)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.1)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.529545454545454)"
09-01-2023 15:48:18.194608,"(17.0, 25.0, 22.176470588235293)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.1)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.529545454545454)"
09-01-2023 15:48:19.524247,"(17.0, 25.0, 22.176470588235293)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.1)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.529545454545454)"
09-01-2023 15:48:20.853383,"(17.0, 25.0, 22.176470588235293)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.981481481481481)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 16.5)","(5.0, 5.8, 5.611111111111111)"
09-01-2023 15:48:22.200480,"(17.0, 25.0, 17.714285714285715)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.409090909090908)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.833333333333332)","(5.0, 5.8, 5.624137931034483)"
09-01-2023 15:48:23.551748,"(17.0, 25.0, 17.285714285714285)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.642857142857142)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.833333333333332)","(5.0, 5.8, 5.624137931034483)"
09-01-2023 15:48:24.916984,"(17.0, 25.0, 17.285714285714285)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 23.5)","(14.0, 26.0, 24.59375)","(41.0, 190.0, 132.14285714285714)","(10.0, 14.5, 13.642857142857142)","(7.5, 14.5, 13.75)","(21.0, 34.0, 31.714285714285715)","(11.0, 19.5, 17.833333333333332)","(5.0, 5.8, 5.624137931034483)"
