,Flick The Joker,Orara Dan,Boys Light Up,Steel Gambler,Showdown,Cash Ability,Shanghai Gold,Impress Dressel
08-01-2023 18:54:52.984819,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:54.032610,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:55.173607,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:56.293841,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:57.386473,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:58.511926,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:59.506897,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:00.577622,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:01.642295,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:02.811633,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:03.983079,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:05.091006,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:06.152143,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:07.187836,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:08.273865,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:09.341416,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:10.399758,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.8, 5.3999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:11.477133,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.2, 5.9)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:12.553746,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.0, 4.942857142857142)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:13.562695,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.8, 5.699999999999999)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:14.647200,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.8, 5.699999999999999)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:15.786161,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.8, 5.699999999999999)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:16.940560,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.8, 5.699999999999999)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:18.044310,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.8, 5.1499999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:19.142490,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.2, 5.4)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:20.178439,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.2, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:21.271608,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.2, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:22.306549,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.2, 5.133333333333333)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:23.397929,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.2, 5.133333333333333)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:24.534248,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.9, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:25.621507,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.8, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:26.685970,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.8, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:27.728799,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.8, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:28.772641,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.8, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:29.842417,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.8, 5.0)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:30.957132,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.71111111111111)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:32.014719,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:33.062995,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:34.075580,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:35.120889,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:36.226723,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:37.337681,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:38.473699,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:39.521117,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:40.524817,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:41.527355,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:42.538306,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:43.672191,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:44.774377,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:45.852544,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:46.856924,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:47.947605,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:49.007851,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:50.114882,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:51.171230,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:52.252509,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:53.363955,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:54.434274,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:55.483625,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:56.535465,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:57.594263,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:58.618039,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:55:59.594236,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:00.625021,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:01.745928,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:02.886206,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 342.5)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:03.919023,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 342.5)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:04.872882,"(19.0, 85.0, 48.888888888888886)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 19.364705882352943)","(81.0, 590.0, 342.5)","(4.6, 10.0, 9.04)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:05.843608,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.4, 4.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 10.0, 8.825)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:06.852871,"(19.0, 85.0, 48.888888888888886)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 10.0, 8.875)","(5.0, 6.0, 5.625)"
08-01-2023 18:56:08.000907,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 4.8999999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 10.0, 8.725000000000001)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:09.089086,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:10.112348,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.4, 4.92)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:11.091337,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.4, 4.92)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:12.095527,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:13.136347,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:14.195193,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:15.181359,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.4, 4.92)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:16.193700,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.4, 4.92)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:17.243367,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.4, 4.92)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:18.303227,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
08-01-2023 18:56:19.335170,"(19.0, 85.0, 30.833333333333336)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 32.5)","(9.0, 20.0, 14.7)","(81.0, 590.0, 342.5)","(4.6, 9.8, 7.7)","(5.0, 6.0, 5.205882352941176)"
