,Flick The Joker,Orara Dan,Boys Light Up,Steel Gambler,Showdown,Cash Ability,Shanghai Gold,Impress Dressel
08-01-2023 18:53:11.706057,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:12.734832,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 5.199999999999999)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:13.740325,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 5.199999999999999)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:14.789447,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.6, 5.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:15.904113,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:17.016275,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:18.088371,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.5, 5.05)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:19.119747,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.6, 6.4399999999999995)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 498.33333333333337)","(4.6, 10.0, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:20.206520,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.4, 5.246153846153846)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:21.308660,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.0, 5.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:22.419093,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.6, 5.8)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:23.498492,"(19.0, 85.0, 48.611111111111114)","(4.8, 7.0, 6.45)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:24.552714,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.6, 6.125)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:25.597116,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.6, 5.88)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:26.651458,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.6, 6.46875)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 36.25)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:27.769850,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.2, 5.066666666666666)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:28.857934,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.0, 5.066666666666666)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:29.993281,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.0, 5.066666666666666)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:31.018655,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.0, 5.066666666666666)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:32.026461,"(19.0, 85.0, 48.611111111111114)","(4.8, 6.0, 5.066666666666666)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:33.091741,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.9, 4.925)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:34.206291,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.8, 4.733333333333333)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 498.33333333333337)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:35.271588,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 580.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:36.385842,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:37.500335,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:38.611195,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:39.688723,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:40.725633,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:41.814937,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:42.880857,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:43.965806,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:45.029876,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:46.029841,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:47.103180,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:48.201938,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.506250000000001)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:49.286800,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 9.8, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:50.369133,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:51.472281,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:52.494296,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:53.581105,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:54.644719,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:55.772408,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:56.936472,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:57.978441,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:53:58.986782,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:00.092131,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:01.209723,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:02.299197,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:03.367365,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:04.425248,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:05.519736,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 506.66666666666663)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:06.657975,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 590.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:07.740576,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:08.812873,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:09.875669,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 19.978947368421053)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:10.851596,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 22.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:11.916865,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:13.013900,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:14.184391,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:15.329356,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.875)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:16.397830,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:17.449743,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:18.450592,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:19.491440,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:20.583121,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:21.698049,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:22.822748,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:23.906207,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:24.917883,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:25.956375,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:27.040604,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:28.156595,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:29.257857,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 498.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:30.308397,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 580.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:31.344974,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:32.410347,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:33.555419,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:34.663099,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.85)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:35.809220,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.6, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:36.942319,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
08-01-2023 18:54:37.966430,"(19.0, 85.0, 48.611111111111114)","(4.8, 5.7, 4.966666666666667)","(2.2, 3.6, 2.7733333333333334)","(17.0, 65.0, 39.44444444444444)","(9.0, 21.0, 20.305882352941175)","(81.0, 490.0, 423.33333333333337)","(4.6, 10.0, 9.69375)","(5.0, 6.0, 5.625)"
