,Frame Drive,Perfect Feeling,Swinging George,Lazy Blaze,Mystical Jazz,Our Boy Roy,Wonderwoman Jujon,Vermont,Tactfilly Miracle
15-12-2022 14:57:56.972517,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:57:58.083574,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:57:59.178097,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:00.265510,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:01.339664,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:02.407469,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:03.504456,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:04.600969,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:05.633474,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:06.753186,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:07.815451,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:08.874303,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:09.990836,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:11.060628,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:12.121252,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:13.205975,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(61.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:14.282493,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:15.607134,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:16.676368,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:17.723145,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:18.877365,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:20.000889,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:21.119634,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 172.5)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:22.473344,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 101.66666666666667)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:23.815369,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:25.031155,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:26.554941,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:27.735343,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 6.9799999999999995)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:28.930224,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:30.072470,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:31.150260,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:32.315619,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:33.721641,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:35.034148,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 23.666666666666664)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:36.586936,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:37.940005,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:39.265625,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:40.641213,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:41.994102,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:43.237658,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:44.517277,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:45.963478,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 150.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:47.580168,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 179.28571428571428)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:48.868999,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(51.0, 260.0, 179.28571428571428)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 33.85714285714286)"
15-12-2022 14:58:50.177348,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 179.28571428571428)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:51.764570,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:53.285700,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:54.718766,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:56.495505,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:58.059485,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:58:59.541506,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:01.004369,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 133.33333333333331)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.657142857142857)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:02.311491,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 8.923076923076923)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:03.517100,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 8.923076923076923)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:04.742218,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 8.923076923076923)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:06.104937,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 8.923076923076923)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:07.920418,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 8.923076923076923)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:09.502688,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 8.923076923076923)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:10.891269,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:12.321614,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:13.719938,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:15.175458,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:16.573485,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:18.124893,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 34.0)"
15-12-2022 14:59:19.526595,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 34.0)"
15-12-2022 14:59:20.973071,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 108.0)","(8.5, 16.0, 13.0)","(31.0, 48.0, 41.0)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 34.0)"
15-12-2022 14:59:22.307117,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:23.696784,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:25.126997,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:26.439388,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:27.752709,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:29.154975,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:30.455214,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 168.8)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:31.736434,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 194.28571428571428)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:33.036980,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 194.28571428571428)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
15-12-2022 14:59:34.336979,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.333333333333332)","(51.0, 260.0, 213.6)","(8.5, 16.0, 13.0)","(31.0, 48.0, 42.888888888888886)","(2.7, 3.4, 3.0700000000000003)","(6.0, 9.2, 7.449999999999999)","(21.0, 40.0, 26.0)"
